Gene = bchs
index = 1626
Annotated 5SS: [  119  1467  1767  3603  3849  5230  6310  6947  8199 11627 11787 12767
 13000 13279 13435 13628 13810]
Annotated 3SS: [ 1143  1520  3247  3661  3903  5293  6366  7005  8267 11682 11853 12824
 13071 13332 13492 13694 13907]
SMsplice 5SS: [  119  1467  1767  3603  3849  5230  6310  6947  8199 11627 11787 12767
 13000 13279 13435 13628 13810]
SMsplice 3SS: [ 1143  1520  3247  3661  3903  5293  6366  7005  8267 11682 11853 12824
 13071 13332 13492 13694 13907]
top_k =  500
Partition function (log Z): 72.46317227577913

Sorted 5' Splice Sites (High to Low Probability):
Position 13000: 0.9997725409050165
Position 5230: 0.9993747613389464
Position 13810: 0.9981613442218072
Position 13435: 0.9981216732889883
Position 13279: 0.9977157768694175
Position 12767: 0.9965163561154174
Position 3849: 0.9937968983916422
Position 8199: 0.9936645648176639
Position 6947: 0.9934908320993067
Position 1767: 0.9910154894793667
Position 1467: 0.9905357056683158
Position 3603: 0.9884254652546431
Position 11627: 0.9871180739295287
Position 11787: 0.9863189738799532
Position 6310: 0.9809990533359135
Position 13628: 0.979999575597464
Position 119: 0.7494505522492292
Position 6442: 0.2338141411716769
Position 14100: 0.200979908066326
Position 10068: 0.1824692195122653
Position 1923: 0.12748184138841626
Position 14766: 0.11621217364375101
Position 1083: 0.11508646876981991
Position 14152: 0.08991276246932085
Position 3003: 0.08609138897505976
Position 9699: 0.08354017589965085
Position 4665: 0.0784307876290102
Position 5815: 0.07840151684535074
Position 14127: 0.07104765938239532
Position 5524: 0.06301778753004186
Position 14566: 0.05892523277907806
Position 475: 0.04863368279215373
Position 9578: 0.04547408197022948
Position 2689: 0.04493836342591045
Position 8795: 0.038129995024595215
Position 14829: 0.03454445191467765
Position 4739: 0.03237932882580056
Position 7127: 0.030923516909955113
Position 7662: 0.02949665379097248
Position 757: 0.028635629764247616
Position 9999: 0.02778389872462899
Position 7891: 0.027174984039699774
Position 4684: 0.026516864449717587
Position 2788: 0.023216955112855906
Position 388: 0.022738773722586023
Position 3353: 0.020870055500481554
Position 8862: 0.02023532894415729
Position 12155: 0.019872365033852313
Position 400: 0.01941570800378509
Position 7217: 0.019317974850562095
Position 201: 0.01778236354425865
Position 12131: 0.01660627760376718
Position 7788: 0.01514714744222541
Position 8477: 0.014922866650860627
Position 13135: 0.014851512418002314
Position 896: 0.014481558311202422
Position 8930: 0.013501996299539576
Position 14023: 0.013116013664575052
Position 8498: 0.012611587991883229
Position 12006: 0.011648826201612453
Position 7850: 0.010219887202026693
Position 9818: 0.009605573209638335
Position 922: 0.009472663832786672
Position 1353: 0.009007984714548684
Position 3357: 0.008927077030613028
Position 6314: 0.00885704359457199
Position 2989: 0.008656779479926453
Position 444: 0.008102813305319494
Position 14042: 0.008045226247671065
Position 9551: 0.007375370123567936
Position 15042: 0.006973246863405132
Position 7152: 0.006629513499583977
Position 7666: 0.006108100598642335
Position 9105: 0.005444995047632055
Position 8171: 0.0053589758763698545
Position 9761: 0.004569560968456974
Position 3607: 0.004512917879094133
Position 2488: 0.004446202226260247
Position 834: 0.004180259962964619
Position 7514: 0.004093182421826783
Position 14544: 0.003467169533064589
Position 5601: 0.0034091658029591844
Position 433: 0.003295467007964981
Position 8876: 0.0032405043993802792
Position 7343: 0.0030560279287912898
Position 421: 0.0029636805807790106
Position 5529: 0.0028875969595581093
Position 3778: 0.002748241111852744
Position 8386: 0.002709579505935264
Position 6616: 0.0026734857636671002
Position 7131: 0.0026546153030387897
Position 6290: 0.002563755931635976
Position 1011: 0.0025258552511178735
Position 9086: 0.0024764031180256035
Position 2302: 0.0024161982170414964
Position 3818: 0.00241486736576347
Position 904: 0.0023881089693386565
Position 5356: 0.002382372066061555
Position 8106: 0.0023417165219580104
Position 14017: 0.0023265673631723024
Position 2768: 0.0022724712754914446
Position 2328: 0.0021529624062778096
Position 1927: 0.0020891141458624185
Position 1946: 0.002062086619473279
Position 396: 0.002021223529386835
Position 2348: 0.00197044827635855
Position 14549: 0.0019045279570785057
Position 12105: 0.0018050520207891685
Position 2858: 0.0018019096253514583
Position 7761: 0.0017817259397067881
Position 719: 0.0017467195012915936
Position 4931: 0.001740466502207574
Position 4764: 0.0017358675096381497
Position 14161: 0.001712613243945163
Position 14965: 0.0017077373805104265
Position 7082: 0.0016635391568259159
Position 7352: 0.0016094980735469886
Position 189: 0.0015990269673982838
Position 7629: 0.0015950155506878352
Position 6496: 0.0015895271415773827
Position 225: 0.0014965777353955839
Position 2975: 0.0014535688431736192
Position 7194: 0.0013740816113884803
Position 4181: 0.0013039258214164599
Position 2311: 0.0012758981489263306
Position 1803: 0.001244403703074955
Position 13789: 0.0012343476566715958
Position 4109: 0.0011935142578014316
Position 2351: 0.0010736049965908417
Position 8799: 0.0010572540094359692
Position 12758: 0.0010490174339097382
Position 12101: 0.0010416767331541711
Position 929: 0.001033405772242437
Position 297: 0.001019155058714455
Position 12761: 0.0010051358407958207
Position 14285: 0.0009979602836478361
Position 8363: 0.0009564279032869155
Position 231: 0.0009559681931696112
Position 5564: 0.0009363463853198228
Position 6465: 0.0009313471855510831
Position 1003: 0.000927879630517042
Position 1957: 0.0008886106780443264
Position 4669: 0.0008627149083184384
Position 5866: 0.0008546233640899318
