Gene = slow
index = 1878
Annotated 5SS: [  186  6780 17715 18202]
Annotated 3SS: [ 6007 17457 17782 18269]
SMsplice 5SS: [  446  6780 17715 18202]
SMsplice 3SS: [ 6007 17457 17782 18269]
top_k =  500
Partition function (log Z): 3.2678141337959294

Sorted 5' Splice Sites (High to Low Probability):
Position 18202: 0.99855317090914
Position 17715: 0.9933269716640369
Position 6780: 0.9488162468651586
Position 446: 0.6704999327375032
Position 186: 0.2491105584325388
Position 18346: 0.20438927406617743
Position 421: 0.04853635968105586
Position 7574: 0.032769945328781185
Position 158: 0.030663621167935456
Position 794: 0.023253212020384908
Position 1324: 0.02067522105610885
Position 11967: 0.020100530231164905
Position 16366: 0.016856508484468197
Position 984: 0.01663951293168086
Position 781: 0.012898561286406934
Position 12313: 0.012820780136735507
Position 593: 0.011920462499016285
Position 695: 0.011533943311405183
Position 1812: 0.00938939400254109
Position 18435: 0.006934017876058029
Position 17695: 0.006465783972505513
Position 1520: 0.004433595356461483
Position 677: 0.004388565005613364
Position 1150: 0.00417065698778585
Position 4843: 0.003220746232912751
Position 498: 0.003143550074401466
Position 5533: 0.0030224764217385396
Position 296: 0.002699657546319659
Position 5188: 0.002393590205147133
Position 830: 0.0023783848154705642
Position 513: 0.001989900246388056
Position 442: 0.0019385348660726825
Position 1433: 0.001727512973552387
Position 100: 0.0013583961329890332
Position 1114: 0.0012207663675788882
Position 3447: 0.0010920470116478152
Position 18368: 0.000974617942661231
Position 955: 0.0009729488771104646
Position 5120: 0.0008565396748647977
Position 254: 0.0007891968948381971
Position 4554: 0.000772840701564397
Position 5092: 0.0007704760254844754
Position 30: 0.0007219633605426931
Position 4503: 0.0006857725982116116
Position 267: 0.0006635462969844728
Position 3387: 0.0006633897447401095
Position 3133: 0.0005892269412817546
Position 1416: 0.0005489051254024636
Position 2144: 0.0005270848889232904
Position 300: 0.0005034808800229523
Position 2129: 0.0004488951862395613
Position 2137: 0.0004401735631924892
Position 4799: 0.00041748928978713163
Position 17919: 0.00035276231049081
Position 18214: 0.00017015231487745654
Position 6815: 4.8248380852819845e-05
Position 18166: 4.151467675493572e-05
Position 17810: 3.062651264229507e-05
Position 18185: 2.730804501805702e-05
Position 190: 2.4940492348019178e-05
Position 18611: 2.3457331238890943e-05
Position 757: 2.2555186091471266e-05
Position 18169: 2.2490799201463448e-05
Position 18488: 2.1581100734880848e-05
Position 1011: 2.0582562154953075e-05
Position 18164: 1.2668783185992306e-05
Position 70: 1.151386269723884e-05
Position 323: 9.414386929760711e-06
Position 18288: 8.897194783560613e-06
Position 731: 8.020439286420229e-06
Position 1450: 7.954650734172817e-06
Position 1930: 7.894354270238683e-06
Position 745: 7.885483297781822e-06
Position 968: 6.767520971231868e-06
Position 1443: 6.740669537297349e-06
Position 41: 6.65404338649048e-06
Position 1159: 6.53176537502819e-06
Position 18073: 6.041818912934769e-06
Position 3: 5.823609555251108e-06
Position 947: 4.7908118706164155e-06
Position 573: 4.683526450105565e-06
Position 106: 4.256424004384165e-06
Position 18144: 2.953135698310124e-06
Position 816: 2.9385496461953154e-06
Position 1438: 2.9128600697530915e-06
Position 18439: 2.860661593423893e-06
Position 91: 2.5445109126144175e-06
Position 231: 2.32691096582488e-06
Position 1196: 2.2417285661553663e-06
Position 502: 1.8774274361211507e-06
Position 450: 1.2643417405273302e-06
Position 625: 1.2545890411223975e-06
Position 18646: 1.2075755583500865e-06
Position 435: 7.803469642272706e-07
Position 18102: 4.756443506339504e-07
Position 425: 3.1379432025933825e-07
Position 714: 2.0495618438992064e-07
Position 18001: 1.936543321386737e-07
Position 18024: 1.6561832636375588e-07
Position 766: 1.333352597729566e-07
Position 528: 1.204351306823021e-07
Position 352: 1.162393381058137e-07
Position 345: 8.15739732749654e-08
Position 17957: 5.996090784991921e-08
Position 247: 5.886201201966606e-08
Position 17976: 5.690428794387989e-08
Position 828: 5.565358767434528e-08
Position 444: 5.374971302747024e-08
Position 17819: 5.301129347052036e-08
Position 843: 5.287443766926776e-08
Position 500: 4.1870024234416856e-08
Position 17864: 2.4560693533166327e-08
Position 18121: 2.2071090272354493e-08
Position 398: 2.172257666952903e-08
Position 343: 1.9319430886549285e-08
Position 17889: 1.544034380466412e-08
Position 17852: 1.2137518350292245e-08
Position 17881: 1.0915148834963857e-08
Position 7: 5.66086048419435e-09
Position 17968: 2.7943111503487683e-09
Position 18258: 8.546622991336933e-10
Position 18323: 4.0004605029991856e-11
Position 18468: 9.191031996825356e-12
Position 18525: 4.825635731106078e-12
Position 7307: 1.6826459020009218e-12
Position 7330: 1.2185958213828627e-12
Position 18529: 9.867861504049953e-13
Position 18522: 7.96651191498572e-13
Position 7371: 6.565796203554079e-13
Position 7023: 3.3695593938732287e-13
Position 7177: 1.9509988414999895e-13
Position 6974: 5.897767037802155e-14
Position 6556: 4.5190814236326556e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 18269: 0.9961515965594413
Position 17782: 0.9954952957723232
Position 17457: 0.9511922199685192
Position 6007: 0.9371586768319736
Position 18471: 0.17457828682365353
Position 241: 0.09508413482187901
Position 11413: 0.026969830642928096
Position 17479: 0.026834267205416033
Position 18405: 0.02464590442698302
Position 6918: 0.024253451505622074
Position 4472: 0.014294656939632673
Position 570: 0.011041504182674043
Position 1072: 0.010671420517008172
Position 16959: 0.010168663601389709
Position 247: 0.009520480089210108
Position 6697: 0.007036396800084411
Position 18492: 0.006456499294774801
Position 15795: 0.006205308424276037
Position 16989: 0.0061918182006530115
Position 15718: 0.006034524520732792
Position 17355: 0.005451430866724035
Position 1323: 0.005096005147692968
Position 14653: 0.0046166755394593684
Position 1006: 0.004061496627963072
Position 11230: 0.003976948555203679
Position 17860: 0.0037314531190189466
Position 7227: 0.0027604272591713625
Position 18475: 0.002270796150647264
Position 7385: 0.0017707158606627923
Position 7427: 0.0016876549085192902
Position 18525: 0.0015613570403733754
Position 18439: 0.0015569868823510234
Position 11249: 0.001368243647624786
Position 508: 0.001292622468643052
Position 3280: 0.0012444303812048682
Position 1668: 0.00121775340677036
Position 1219: 0.001171740527784552
Position 18275: 0.001091289791387192
Position 6159: 0.0010678530592298438
Position 18278: 0.0010228339233404465
Position 1976: 0.0009678241931563823
Position 18532: 0.0007373908040074555
Position 7448: 0.0007107734370855688
Position 11013: 0.0006062875221438512
Position 7069: 0.0005303994579588875
Position 3284: 0.0005110063751830522
Position 5723: 0.0005103596109869011
Position 18608: 0.00044894631050515846
Position 6868: 0.0004280546993636441
Position 4388: 0.0004025103623844149
Position 17840: 0.00039361732252685925
Position 7224: 0.0003909247775639455
Position 1513: 0.00036127900453073716
Position 5772: 0.00033725252858703635
Position 17831: 0.00031076846535478547
Position 17976: 0.0002898643162783235
Position 7487: 0.0002375434294899105
Position 18538: 0.00023385343181355316
Position 271: 0.0002114183158340759
Position 4945: 0.00019672026283848316
Position 528: 0.00014282454596835893
Position 18558: 0.00010337899710409604
Position 18658: 0.00010312452960331404
Position 17988: 9.113170955441135e-05
Position 1148: 6.626811546270516e-05
Position 18317: 6.377895109350621e-05
Position 816: 5.509663599581073e-05
Position 18602: 5.246826206759397e-05
Position 18284: 5.040611229305797e-05
Position 18302: 4.877732100940868e-05
Position 18321: 2.7621451508144747e-05
Position 17985: 6.982544107940893e-06
Position 18566: 5.190154335957398e-06
Position 18704: 1.207575558350086e-06
Position 18292: 2.441487928562683e-07
Position 1486: 1.6144992334798225e-07
Position 366: 1.2256440285033824e-07
Position 18338: 2.5989019223852945e-10
Position 18514: 9.05073304107779e-12
Position 18509: 8.383674961595518e-12
Position 4903: 4.835722208387177e-15
