Gene = Nelf-E
index = 1314
Annotated 5SS: [ 217  793 1049]
Annotated 3SS: [ 274  881 1112]
SMsplice 5SS: [ 217  793 1049]
SMsplice 3SS: [ 274  881 1112]
top_k =  500
Partition function (log Z): 8.288024465495324

Sorted 5' Splice Sites (High to Low Probability):
Position 1049: 0.9992935567262627
Position 793: 0.9975877390592137
Position 217: 0.996325435157354
Position 50: 0.030667774280949738
Position 12: 0.0010896657094134616
Position 195: 0.0008666143872467807
Position 1160: 0.00023268070549478645
Position 647: 0.0001837866291057038
Position 816: 0.00017613872735786694
Position 1203: 0.00015014100568228774
Position 797: 0.00011285896253375281
Position 973: 7.195529097344054e-05
Position 810: 5.4784245240346906e-05
Position 363: 4.7333620151711283e-05
Position 108: 2.962959038983333e-05
Position 368: 2.939803518716739e-05
Position 716: 2.3541899698591097e-05
Position 555: 2.3412485202539952e-05
Position 18: 2.1083682473696877e-05
Position 1240: 2.0932243267501872e-05
Position 764: 1.843423883381201e-05
Position 93: 1.1266620973955359e-05
Position 1038: 9.81298054180863e-06
Position 1134: 9.579480591185387e-06
Position 1053: 8.847789533477051e-06
Position 339: 7.368234619341896e-06
Position 1060: 5.138696782299787e-06
Position 1062: 4.2502916400138345e-06
Position 87: 3.442447640637838e-06
Position 952: 2.4999016427853997e-06
Position 1258: 2.1264909867724576e-06
Position 1211: 2.0344684853483716e-06
Position 139: 1.7334834184634865e-06
Position 1033: 1.4459279598080282e-06
Position 240: 1.4118872646246484e-06
Position 1026: 1.3717747073057225e-06
Position 912: 5.138550483174062e-07
Position 703: 5.031884713561032e-07
Position 517: 3.8973820058603004e-07
Position 868: 2.290741887903613e-07
Position 1324: 1.3492940836350853e-07
Position 978: 1.186288178173866e-07
Position 1307: 9.25070681585119e-08
Position 701: 7.973502417223989e-08
Position 579: 6.116023716622538e-08
Position 494: 4.473702817185308e-08
Position 770: 4.3929446535992926e-08
Position 533: 7.916249358562632e-09
Position 892: 7.431595127996288e-09
Position 260: 4.7506212926968016e-09
Position 271: 3.7212723538495553e-09
Position 1098: 4.268326655289563e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1112: 0.9988995983955958
Position 274: 0.9948850117355722
Position 881: 0.9648423313231693
Position 122: 0.025546881907129556
Position 972: 0.023610675095067472
Position 849: 0.008639602975202946
Position 119: 0.0046725371305631576
Position 280: 0.0024426190687850615
Position 90: 0.0009858663167115458
Position 919: 0.0006197484451677222
Position 1240: 0.0003588813049129899
Position 1258: 0.00017351246854559687
Position 93: 0.00017210403028867984
Position 1137: 0.00014419774388274066
Position 1132: 0.00012443891430956848
Position 715: 0.00011512621306973389
Position 978: 8.781391478512954e-05
Position 172: 8.345905120738123e-05
Position 526: 8.0353667257026e-05
Position 1216: 7.457422015857023e-05
Position 1033: 7.40798883796457e-05
Position 912: 6.042937966715764e-05
Position 415: 5.3915775884486096e-05
Position 948: 5.346815104045425e-05
Position 260: 5.022785353880488e-05
Position 1324: 3.731028464766356e-05
Position 1339: 3.006824892555521e-05
Position 508: 2.7400796204569918e-05
Position 412: 2.5124014137253565e-05
Position 337: 2.389099212261204e-05
Position 1246: 1.8515832548344482e-05
Position 1119: 1.2914483855697533e-05
Position 1370: 1.149681169679827e-05
Position 445: 9.663531101100505e-06
Position 613: 7.970587600781358e-06
Position 418: 6.196657166883132e-06
Position 290: 6.116714435621345e-06
Position 1189: 4.7982984146428e-06
Position 298: 4.763053548990904e-06
Position 455: 3.923483850958732e-06
Position 646: 3.1507388064263986e-06
Position 1175: 3.127951558117878e-06
Position 1144: 1.7666223532473584e-06
Position 999: 1.7555129668642182e-06
Position 739: 1.4785450277271988e-06
Position 568: 1.3923302653128575e-06
Position 174: 1.1794318720128532e-06
Position 822: 1.11637381621158e-06
Position 307: 8.167809668103512e-07
Position 319: 4.0087457780528645e-07
Position 986: 3.750827030384632e-07
Position 189: 3.7097396450462324e-07
Position 460: 3.6111416421620754e-07
Position 667: 3.544596343510795e-07
Position 571: 3.1932024875733033e-07
Position 662: 3.0287517498064825e-07
Position 390: 2.8426138421160537e-07
Position 586: 2.2005319311490614e-07
Position 195: 1.7609789336983783e-07
Position 625: 1.432333829953673e-07
Position 781: 1.1992718798689463e-07
Position 555: 1.1979625130867755e-07
Position 1203: 8.152381863157127e-08
Position 368: 6.634267060151723e-08
Position 1156: 5.255614196564556e-08
Position 424: 5.130247873912432e-08
Position 541: 4.0902545949739884e-08
Position 375: 3.8128176266461496e-08
Position 210: 3.547962322802748e-08
Position 790: 3.401487715652115e-08
Position 993: 3.0159324246982303e-08
Position 936: 2.6277337127842295e-08
Position 356: 1.6799042204279145e-08
Position 544: 1.3117980071694946e-08
Position 574: 1.2888406667406764e-08
Position 1060: 6.7241950140753885e-09
Position 216: 5.711651762296619e-09
Position 201: 3.926409183057802e-09
Position 177: 3.246418773451566e-09
Position 313: 2.2428582400951252e-09
