Gene = jv
index = 1737
Annotated 5SS: [   88  5352 17872 18602 18982 24089 24753]
Annotated 3SS: [ 5160 17356 18285 18921 20478 24505 25107]
SMsplice 5SS: [   88  4825  5352 17872 18602 24089 24753]
SMsplice 3SS: [ 4497  5160 17356 18285 23981 24505 25107]
top_k =  500
Partition function (log Z): 3.963059943929993

Sorted 5' Splice Sites (High to Low Probability):
Position 5352: 0.9917762892390438
Position 24753: 0.9685412076760137
Position 17872: 0.9384205241786756
Position 18602: 0.8966822058083052
Position 24089: 0.6864604962397283
Position 4825: 0.5223301486552865
Position 1731: 0.4754428678457229
Position 887: 0.3938843562438976
Position 88: 0.3539578395574685
Position 23107: 0.3477426275539162
Position 21264: 0.28172671978064967
Position 5650: 0.17724892275556856
Position 5861: 0.16578208073736023
Position 21587: 0.16144921731658618
Position 1188: 0.14613842223226256
Position 17613: 0.12743820888250432
Position 19720: 0.11183091859929739
Position 226: 0.10509483440272664
Position 18606: 0.09650911704510846
Position 4816: 0.08154241801131312
Position 2300: 0.08031366757912604
Position 9402: 0.06803648492905141
Position 1033: 0.058113707417415505
Position 20727: 0.05724989122702605
Position 25215: 0.05575485400524059
Position 2365: 0.05361706165453519
Position 1329: 0.045789546378293
Position 12319: 0.04535569974776806
Position 21554: 0.030403525982713793
Position 875: 0.029685401593464843
Position 5674: 0.028160284906447522
Position 321: 0.027733855566386564
Position 4545: 0.027373850737837106
Position 5452: 0.024745325472189845
Position 18922: 0.02022596098232204
Position 918: 0.01939464044523014
Position 16633: 0.018326003606627415
Position 2207: 0.017524567097821832
Position 5626: 0.0163784066510868
Position 20667: 0.016284696750865274
Position 5785: 0.01613792170773989
Position 21869: 0.015263129467883045
Position 20510: 0.014681604970978028
Position 4820: 0.013819098997783
Position 24757: 0.013127258324067838
Position 184: 0.012936310355222814
Position 21003: 0.012796168397515365
Position 329: 0.012149886036925104
Position 9606: 0.011740033306765837
Position 5693: 0.011152023991449569
Position 18986: 0.011100892577155528
Position 5884: 0.010523301475466356
Position 530: 0.010425522267849265
Position 20514: 0.010011333804827124
Position 21114: 0.00928547047315606
Position 1785: 0.00859713036270516
Position 641: 0.008308283553849863
Position 21123: 0.007905292759555559
Position 84: 0.007884773897281745
Position 6137: 0.007780670743651217
Position 4957: 0.006819731714987851
Position 20864: 0.00564839184140085
Position 19098: 0.005424961338912628
Position 804: 0.005122984848847967
Position 25200: 0.005085694477524339
Position 44: 0.004166429273385214
Position 18982: 0.0037710568080449305
Position 19182: 0.003756571836602015
Position 4244: 0.0037262095110819423
Position 23291: 0.0032064894469148114
Position 25012: 0.0026194751247040535
Position 643: 0.002531552851963209
Position 9116: 0.0019224452117578802
Position 24627: 0.0018913069721596184
Position 19679: 0.001640683648301401
Position 19036: 0.0015258509393427976
Position 22782: 0.0015235503728089472
Position 506: 0.001470216171278559
Position 25249: 0.0014644132338842311
Position 8807: 0.0012734888505711707
Position 5558: 0.0010679192043110814
Position 5442: 0.0010365395722911682
Position 25341: 0.0009629811064358664
Position 18633: 0.0009428818791658076
Position 22529: 0.0009094202879531769
Position 1771: 0.0008320934924341062
Position 21030: 0.0008104605371190492
Position 750: 0.000800648407461219
Position 2040: 0.000679653806532535
Position 429: 0.0005058015767035017
Position 25203: 0.0004978823894158398
Position 1169: 0.0004700376186597653
Position 415: 0.0004526570568303775
Position 18651: 0.0004219160069342842
Position 738: 0.00040887232455897265
Position 21886: 0.00038718861571045534
Position 21633: 0.0003830984956412345
Position 9148: 0.000340213402093069
Position 647: 0.00030592144924133447
Position 285: 0.0002549926384807573
Position 1907: 0.0002490737465591301
Position 250: 0.0002303433459586452
Position 213: 0.0001973130070539538
Position 19151: 0.00019635578881968308
Position 894: 0.00016822239538013075
Position 704: 0.00014550028500902472
Position 18885: 0.0001324782106182077
Position 1524: 0.0001237360452961571
Position 654: 0.00012162213433627165
Position 5416: 0.00012073648951221801
Position 181: 0.00011461142867911838
Position 248: 0.00011237731975992718
Position 18382: 9.37380439586492e-05
Position 513: 8.383975335073072e-05
Position 310: 7.928372381410961e-05
Position 5487: 7.017778048623019e-05
Position 801: 5.6761735260841565e-05
Position 5995: 3.6028592626465894e-05
Position 5446: 2.3938415820826146e-05
Position 24894: 1.5606350943659867e-05
Position 70: 1.3354895144293182e-05
Position 5356: 1.1760147763268292e-05
Position 444: 1.0885129225128628e-05
Position 42: 9.071323652712266e-06
Position 24671: 5.505911967849903e-06
Position 86: 5.47895267271588e-06
Position 434: 3.859330622491736e-06
Position 5776: 3.111000037198363e-06
Position 727: 2.793911107422495e-06
Position 48: 2.6029409536045455e-06
Position 230: 2.55845864762305e-06
Position 178: 2.5529761165333395e-06
Position 1019: 2.3091398610254014e-06
Position 92: 2.1565029981036337e-06
Position 12: 2.085226311441864e-06
Position 484: 1.6958795731523237e-06
Position 176: 4.750496013707585e-08
Position 413: 3.58428793735083e-08
Position 144: 2.1184897571312448e-08
Position 432: 2.0923484453411393e-08
Position 207: 1.62254218416287e-08
Position 333: 1.4234953548156195e-08
Position 159: 1.1463762706518852e-09
Position 437: 1.2198227376690416e-10
Position 341: 3.198104263047478e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 24505: 0.9911289229871088
Position 17356: 0.9747108172648797
Position 18285: 0.9717244763894288
Position 5160: 0.9654056730596421
Position 25107: 0.9577065211129147
Position 20478: 0.7681270969829048
Position 4497: 0.6170470152840156
Position 1267: 0.355761155976416
Position 23160: 0.3347794259875032
Position 5623: 0.2699115164115185
Position 144: 0.19496936361441877
Position 23009: 0.17696085436160983
Position 22258: 0.14490694132035278
Position 956: 0.11061386718924139
Position 22510: 0.10496357227308198
Position 17660: 0.10260793285760485
Position 5519: 0.0840250645396862
Position 5445: 0.08196875289214939
Position 18759: 0.07056021937311245
Position 1228: 0.06866102495459643
Position 21646: 0.0673474307387538
Position 1961: 0.05719310110128137
Position 9320: 0.04922553854199707
Position 12089: 0.04369619439190332
Position 25276: 0.03772724920415506
Position 4893: 0.032956901097878695
Position 21617: 0.03200476778716384
Position 8905: 0.02706695054549249
Position 21341: 0.025672041816874547
Position 4657: 0.020083365189900143
Position 2099: 0.019737409059522034
Position 16423: 0.018326003606627422
Position 4544: 0.016333881381976202
Position 18846: 0.014993201654425184
Position 18818: 0.013937290607799701
Position 1992: 0.013402167847116512
Position 18737: 0.013257811219865636
Position 18686: 0.013221039707931663
Position 25998: 0.013166761969897783
Position 5714: 0.012419894808199413
Position 966: 0.011813641963002119
Position 1123: 0.010883107156794719
Position 18742: 0.010204917060933523
Position 25803: 0.009043475742825489
Position 25040: 0.008769753494363989
Position 596: 0.007683795740391258
Position 25765: 0.006955665909143202
Position 18186: 0.0066194869805097055
Position 18769: 0.00617810767835522
Position 432: 0.006077216876060505
Position 25121: 0.005450451073089589
Position 18036: 0.005318593278196919
Position 697: 0.004974127415093939
Position 19399: 0.004603022201038079
Position 24414: 0.004490249572513129
Position 1934: 0.00316921726505449
Position 24960: 0.0030263501248988097
Position 149: 0.0029747021043455574
Position 18650: 0.002917974512367191
Position 19351: 0.0029076097423951304
Position 21073: 0.002707426647423623
Position 21344: 0.0025803768736169996
Position 510: 0.0025282093705255963
Position 2114: 0.0025250945658183096
Position 641: 0.0024603812264921243
Position 25138: 0.0023494503184752964
Position 20809: 0.0022377149336466344
Position 8872: 0.0022347347134501214
Position 24938: 0.0022015814382338457
Position 3752: 0.002191983062696708
Position 18810: 0.002180729720049565
Position 9520: 0.0020337467979206266
Position 1187: 0.001871277820753659
Position 2032: 0.0017060247719856698
Position 25304: 0.0016649894459366793
Position 11967: 0.0016595053558647551
Position 19330: 0.001600979122297441
Position 3502: 0.0015529833192735579
Position 9285: 0.0014782062508078516
Position 8144: 0.0012734888505711705
Position 5752: 0.0012632355779419017
Position 20863: 0.001249206691171508
Position 19303: 0.0012307343807861075
Position 24146: 0.001203746476677783
