Gene = pbl
index = 1834
Annotated 5SS: [  533  4833  9815  9996 10340 11875 13232 13652 14657 14833 15043]
Annotated 3SS: [ 4615  9678  9888 10089 10500 13099 13300 13714 14721 14892 15101]
SMsplice 5SS: [  533  4833  9815  9996 10340 13232 13652 14657 14833 15043 15514]
SMsplice 3SS: [ 4615  9678  9888 10089 13099 13300 13714 14721 14892 15101 15593]
top_k =  500
Partition function (log Z): 42.532260220101605

Sorted 5' Splice Sites (High to Low Probability):
Position 14833: 0.9999085881048713
Position 14657: 0.9991480337840595
Position 13232: 0.9987083279735591
Position 9815: 0.9953680621539218
Position 13652: 0.9941590513201093
Position 10340: 0.989040515071319
Position 4833: 0.9767601508290782
Position 15043: 0.924278136521376
Position 9996: 0.8406319235212297
Position 1561: 0.7642936106731835
Position 2399: 0.6582483787401806
Position 15514: 0.639543764593801
Position 533: 0.5352149356162019
Position 1955: 0.4648669748323557
Position 13428: 0.4631747877586116
Position 2794: 0.366751337907026
Position 1845: 0.3342633115930857
Position 3707: 0.2910987340265866
Position 8759: 0.2718526999551353
Position 10031: 0.15514731502690066
Position 11803: 0.1102036320344622
Position 13410: 0.09329432481931796
Position 10888: 0.07880680945281249
Position 11875: 0.07413614686877124
Position 10928: 0.04725559138673169
Position 9406: 0.04512332902628857
Position 9587: 0.04113721437048055
Position 11315: 0.03400084779481169
Position 15534: 0.033781470983267566
Position 231: 0.03352283185677429
Position 4244: 0.03317595852005483
Position 237: 0.03259681459870644
Position 1102: 0.03257371240866738
Position 235: 0.032529030738894626
Position 10879: 0.03152899664170307
Position 233: 0.030661201059915988
Position 13817: 0.027802545871621804
Position 5251: 0.027738264112207457
Position 14491: 0.02745401900136822
Position 247: 0.02653055086708749
Position 1849: 0.026140852048038354
Position 625: 0.023994283647588214
Position 15692: 0.01943068171962984
Position 1074: 0.017268385673997223
Position 618: 0.016944806289725795
Position 11483: 0.015497983491035766
Position 12686: 0.015106711807387947
Position 8549: 0.01459312963944335
Position 2777: 0.013239076134874274
Position 4012: 0.0126954525422741
Position 15423: 0.012108836828240871
Position 15367: 0.011649401082342865
Position 1988: 0.011202399334295229
Position 7953: 0.010494192492996936
Position 10906: 0.01026490075100471
Position 1044: 0.009709059887223639
Position 11148: 0.009601601849961288
Position 2898: 0.009259406264392684
Position 362: 0.009183931834817558
Position 2775: 0.008295661036573537
Position 3411: 0.008122378528949693
Position 10943: 0.007987362740934482
Position 14282: 0.007979745161057513
Position 5238: 0.0077018946040338385
Position 941: 0.0071921581226924965
Position 173: 0.00665220899395398
Position 1965: 0.006322727124212184
Position 1294: 0.00585379581563569
Position 12368: 0.0053901771460414935
Position 15047: 0.005370451640589902
Position 10388: 0.005131197130824856
Position 2959: 0.004649888017635539
Position 400: 0.004606354415308456
Position 15216: 0.004517488919370542
Position 15266: 0.004414981750460663
Position 9836: 0.004090112362807404
Position 434: 0.0040748110985033
Position 1272: 0.004006369341492211
Position 15430: 0.0037414265705560303
Position 15171: 0.0037133363328069853
Position 935: 0.003444099560427113
Position 2826: 0.003208763427678484
Position 13656: 0.00301765080087073
Position 715: 0.0025814677743306895
Position 1422: 0.002072362394858571
Position 448: 0.002003230916932728
Position 15264: 0.0019794542718423436
Position 1135: 0.0018838177441465663
Position 15186: 0.001862029089084825
Position 404: 0.001849280531072982
Position 15435: 0.0017809056183107272
Position 725: 0.0016103813538587818
Position 932: 0.001588864688763916
Position 1427: 0.001583873589604707
Position 9990: 0.0015524285567063306
Position 74: 0.001410726319907003
Position 15256: 0.0013748157005037324
Position 11311: 0.0013699212978025396
Position 13422: 0.0012989013651000755
Position 15548: 0.0012419608653989403
Position 14186: 0.0011224371341385447
