Gene = LUBEL
index = 1249
Annotated 5SS: [ 1870  2165  2421  2622  2803  3358  3910  4252  5498  6170  6785 10649
 10987 11520 11958 12196]
Annotated 3SS: [ 2045  2221  2484  2673  3018  3627  3962  4309  5741  6228  6872 10719
 11061 11585 12026 12529]
SMsplice 5SS: [  204  2165  2421  2622  2831  3358  3910  4252  5498  6170  6785 10987
 11520 11958 12196]
SMsplice 3SS: [ 1581  2221  2484  2673  3018  3505  3962  4309  5741  6228 10719 11061
 11585 12026 12529]
top_k =  500
Partition function (log Z): 54.12816874990395

Sorted 5' Splice Sites (High to Low Probability):
Position 2421: 0.9994968155507633
Position 10987: 0.9994426709275349
Position 11958: 0.9993957921310916
Position 12196: 0.9970984283874769
Position 3910: 0.9963349370394755
Position 6170: 0.9857668647529043
Position 2165: 0.9848149769110683
Position 11520: 0.9846903290597384
Position 3358: 0.9822312876861168
Position 4252: 0.9748425440301093
Position 2622: 0.8998121343997088
Position 5498: 0.8903687028018503
Position 6785: 0.8798904807012807
Position 204: 0.8028964738162517
Position 2831: 0.6705423877087652
Position 2803: 0.29656768825612734
Position 4664: 0.2813204675762448
Position 1978: 0.21965160792662644
Position 1870: 0.13842628448139502
Position 5200: 0.11939381058534289
Position 2602: 0.10003507465189812
Position 7848: 0.0699744400602589
Position 10581: 0.06453190177377523
Position 6662: 0.06266457262717136
Position 7106: 0.05946218287280732
Position 414: 0.04981441517961026
Position 8028: 0.04320772234555969
Position 7349: 0.04172363242517684
Position 404: 0.04056815716760113
Position 4978: 0.04036897570128363
Position 7162: 0.03224399668346334
Position 1708: 0.02153313226546399
Position 1480: 0.020472401458197138
Position 10043: 0.02007994003706111
Position 12712: 0.018314688346568787
Position 6462: 0.01674683941643507
Position 8166: 0.016159706509296358
Position 4198: 0.014640831838957948
Position 10136: 0.01348213163683301
Position 2859: 0.012210602920398711
Position 5838: 0.012158074621823068
Position 5597: 0.011947319962709181
Position 2869: 0.01092887887758523
Position 11702: 0.009582690237073286
Position 5570: 0.008812484011904046
Position 6349: 0.00753805209338467
Position 1311: 0.007190701265255789
Position 11544: 0.006948877704336017
Position 947: 0.006913638599021138
Position 10140: 0.005848104130178795
Position 12716: 0.00514288711812254
Position 7259: 0.004691580474349376
Position 9821: 0.00461379856738987
Position 34: 0.0044847853456787936
Position 578: 0.004441692486804189
Position 12848: 0.0040135930394148076
Position 7188: 0.00384504279144737
Position 9510: 0.0036358952767853807
Position 4612: 0.003453408150829963
Position 5801: 0.002971884990924349
Position 4653: 0.0028319343567088716
Position 765: 0.0028089757297204017
Position 1066: 0.0027803910903901577
Position 12752: 0.0026752770878493764
Position 4994: 0.0026507640281081585
Position 244: 0.0026169310898086643
Position 266: 0.002560331915114978
Position 4362: 0.002472487575269974
Position 12737: 0.0023389592285481637
Position 1262: 0.0022665652943390036
Position 592: 0.0021321752792844264
Position 2162: 0.00198359807601644
Position 2873: 0.0018976991687675237
Position 6079: 0.0017841461207645012
Position 5665: 0.0017822707144736108
Position 681: 0.0017345124954612993
Position 1334: 0.001498644804447899
Position 5309: 0.0011585295362493443
Position 1063: 0.0010794520034508523
Position 1163: 0.0009713909830590768
Position 12457: 0.0009545618900379632
Position 2936: 0.0009403601832473204
Position 5232: 0.0009008933052981957
Position 11690: 0.0008473070562433435
Position 12200: 0.000835406518347737
Position 1955: 0.0008052440918688351
Position 6174: 0.0007055819131097097
Position 11670: 0.0007054075068903197
Position 208: 0.0006953582615673917
Position 6449: 0.000679305870391172
Position 3465: 0.0006374115886991794
Position 6780: 0.0006289840401329633
Position 4082: 0.0005994008739132927
Position 11663: 0.0005293378879909385
Position 6442: 0.00045986038724965734
Position 189: 0.0004480801349169853
Position 370: 0.00043945455497485745
Position 3878: 0.0003568684012529867
Position 11226: 0.00032025696852620644
Position 2862: 0.00031500137191654067
Position 21: 0.0003093205341669106
Position 6479: 0.00030443480936109265
Position 4485: 0.000296613561707071
Position 11499: 0.0002901299147736289
Position 6789: 0.00027362759088860717
Position 4128: 0.0002702460899692776
Position 3389: 0.0002601987802999217
Position 4918: 0.00025889825073777497
Position 7619: 0.00023909702434452685
Position 12581: 0.00023691184023328428
Position 6433: 0.00023573813589841417
Position 2399: 0.0002220593339537171
Position 4483: 0.00022061261887183406
Position 11265: 0.00021120694590347707
Position 2141: 0.00020842041028116013
Position 10981: 0.00019082952025753413
Position 11493: 0.00017209990823095794
Position 1093: 0.00016166048093355702
Position 6048: 0.0001456542682400231
Position 741: 0.00014031574540714428
Position 6793: 0.0001311670391562072
Position 5383: 0.0001269058156712524
Position 11268: 0.00012459164286231775
Position 4138: 0.00012396783850954262
Position 3309: 0.00012375978046453212
Position 11954: 0.00012018049146665142
Position 8582: 0.00011334012978625581
Position 6800: 0.00011186823961479522
Position 11154: 0.00010500680155566528
Position 2781: 0.0001000201571948441
Position 6117: 9.978046137632289e-05
Position 1045: 9.520023628345017e-05
Position 4195: 9.483842668913143e-05
Position 6054: 9.424359377415093e-05
Position 12409: 8.955611356989456e-05
Position 838: 8.407374847667545e-05
Position 538: 8.26325516297741e-05
Position 4406: 7.730943485175732e-05
Position 4214: 6.204653918080886e-05
Position 1105: 5.929669570715426e-05
Position 1083: 5.472958697354142e-05
Position 4634: 5.343944448020272e-05
Position 3413: 4.987848428485149e-05
Position 3914: 4.377823828348138e-05
Position 6342: 4.368426051409865e-05
Position 12856: 4.062989781803334e-05
Position 11551: 3.784787117750777e-05
Position 11962: 3.389664191960499e-05
Position 12846: 3.320892248297989e-05
Position 8096: 3.308275943233879e-05
Position 12186: 3.174156372213199e-05
Position 4212: 3.1404883010855976e-05
Position 6818: 3.058862730294421e-05
Position 12464: 2.9495466254181546e-05
Position 10792: 2.849257496870661e-05
Position 11524: 2.8425201650508516e-05
Position 11763: 2.748957580641688e-05
Position 4271: 2.7388426103326193e-05
Position 2723: 2.4867365097547546e-05
Position 11769: 2.3403388471628708e-05
Position 5112: 2.2164463599075053e-05
Position 3418: 1.9664174048175984e-05
Position 5032: 1.6695983120324236e-05
Position 7316: 1.6053128234410277e-05
Position 6591: 1.5204026574990757e-05
Position 11203: 1.4324404007549063e-05
Position 3083: 1.431199965268302e-05
Position 12473: 1.27658545506777e-05
Position 11564: 1.1900825428136045e-05
Position 12216: 1.1494555994374486e-05
Position 2371: 1.1452189324404024e-05
Position 4073: 9.821129754105382e-06
Position 58: 9.798419889503021e-06
Position 2905: 9.734370594497864e-06
Position 3362: 8.993319259086715e-06
