Gene = smg
index = 1880
Annotated 5SS: [1136 4891 5946]
Annotated 3SS: [2423 4947 6451]
SMsplice 5SS: [ 138 4891 5217]
SMsplice 3SS: [4733 4947 5279]
top_k =  500
Partition function (log Z): -11.656331336417

Sorted 5' Splice Sites (High to Low Probability):
Position 4891: 0.8717289953320642
Position 138: 0.7996822852759228
Position 5217: 0.5998949768337902
Position 5537: 0.3816937081006768
Position 724: 0.061822440991968895
Position 411: 0.04423420258641109
Position 728: 0.026799688427107386
Position 1136: 0.02528933897051121
Position 264: 0.02336789395941011
Position 6280: 0.01593518661304421
Position 489: 0.011394060012657784
Position 2527: 0.010940370897645815
Position 6141: 0.008461445758711729
Position 5181: 0.008405249583221386
Position 2267: 0.008192442030350742
Position 1404: 0.00818755471168971
Position 154: 0.007632076003076723
Position 170: 0.0072303144807348875
Position 132: 0.005356725514741665
Position 5946: 0.0032163103741362337
Position 2480: 0.003135205636012899
Position 381: 0.0030909336811859064
Position 4956: 0.0021097339615943783
Position 718: 0.0018494365752264148
Position 2812: 0.0013019868242269612
Position 612: 0.0009798078446767618
Position 1170: 0.0005713140536243267
Position 1215: 0.00045204836856838114
Position 2753: 0.00037256966014573897
Position 1928: 0.0003492840765972509
Position 2251: 0.00033911102927834295
Position 2851: 0.00027897919172448443
Position 128: 0.0002513715288490067
Position 118: 0.00024954309566761214
Position 158: 0.0002475010426763872
Position 714: 0.00024117140759883154
Position 621: 0.00023912018683125278
Position 2096: 0.00023278566499680293
Position 1354: 0.00022809068248511074
Position 2283: 0.0001820693941019949
Position 998: 0.00015903969570861862
Position 222: 0.00014146271881344369
Position 2264: 9.442835021491188e-05
Position 2453: 8.165839090362506e-05
Position 704: 6.973535860479329e-05
Position 521: 2.8941062351446e-05
Position 532: 1.9260330478181752e-05
Position 26: 1.7217013287220094e-05
Position 1164: 1.5097666941476865e-05
Position 655: 1.279008147719589e-05
Position 557: 1.2569677639442409e-05
Position 537: 1.2456546409990026e-05
Position 1166: 1.2064324101932807e-05
Position 493: 1.053634925057606e-05
Position 176: 5.4340266288252875e-06
Position 209: 4.114149684373315e-06
Position 710: 4.081805719723744e-06
Position 104: 3.606791004026931e-06
Position 353: 3.329287627640454e-06
Position 450: 1.8292694007482892e-06
Position 20: 1.80180790748165e-06
Position 500: 1.5800962790725567e-06
Position 554: 1.3122795294474577e-06
Position 156: 1.3046422836803008e-06
Position 552: 1.0337754196649332e-06
Position 90: 7.920120991841046e-07
Position 111: 5.234123136259433e-07
Position 525: 3.8926188625720626e-07
Position 326: 1.376996970522087e-08
Position 333: 3.210610386740559e-09
Position 523: 1.620368959468437e-11
Position 530: 6.8701321095033374e-12
Position 481: 3.969086264973515e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4947: 0.8088441907140087
Position 5279: 0.5269408733382719
Position 4733: 0.20728676815405306
Position 2423: 0.2004651309116795
Position 4675: 0.18314824501339932
Position 5610: 0.14039166965846994
Position 4645: 0.1141373348029988
Position 6050: 0.1103179938053738
Position 6228: 0.05609554874058788
Position 2962: 0.054084619568436784
Position 7179: 0.050482022342094306
Position 2592: 0.04390696877663576
Position 5080: 0.04145504115182843
Position 4511: 0.03613166896331361
Position 5638: 0.03001710622346557
Position 5083: 0.026381768583660474
Position 5104: 0.02547914555921921
Position 6137: 0.023096446725856243
Position 5660: 0.020143574395841454
Position 6831: 0.017335451140348658
Position 4104: 0.016034981600325845
Position 5644: 0.01566193175627572
Position 6451: 0.015174956102597887
Position 4423: 0.014306087632017133
Position 3290: 0.013475518832664483
Position 6342: 0.011814091250512315
Position 755: 0.01174288644933602
Position 6978: 0.010642179764808513
Position 5446: 0.010096847412009552
Position 5663: 0.00954112646221892
Position 7479: 0.00932358635101107
Position 366: 0.008966003697318163
Position 7122: 0.008727330194318957
Position 4200: 0.007533550878791333
Position 3955: 0.007215457335513424
Position 6201: 0.006871820838385647
Position 5242: 0.005850373396407157
Position 587: 0.005147243401432611
Position 2480: 0.004921899768002295
Position 5748: 0.0043780455895411075
Position 2158: 0.0042187331546054
Position 3686: 0.002994959187819521
Position 3465: 0.0029330760217715886
Position 5293: 0.002515935983295442
Position 2504: 0.0020880893133174414
Position 655: 0.001915821725717535
Position 6189: 0.0018206187274905888
Position 1234: 0.001450316577419913
Position 6169: 0.0014337517273429786
Position 2071: 0.0011546631618367133
Position 5239: 0.0010847339979235965
Position 5993: 0.0009800153594601395
Position 791: 0.0008713938906489015
Position 5788: 0.000785468202572799
Position 488: 0.0006364328132337677
Position 1242: 0.0006288311957472166
Position 4960: 0.0005940734789398929
Position 4989: 0.000571376558534162
Position 1532: 0.000482695653910292
Position 313: 0.000476736848813092
Position 855: 0.0004350408330783648
Position 2113: 0.0003567795054952172
Position 758: 0.0003442141331031943
Position 1261: 0.0003371884019424441
Position 201: 0.00023279894872896758
Position 910: 0.00019817382360148852
Position 380: 0.00018409608775622158
Position 388: 0.00017538709110901244
Position 1018: 0.00015681436725123782
Position 5194: 0.00015236118053357732
Position 300: 0.00014512273415131862
Position 1279: 0.0001304875027607442
Position 800: 0.0001294644134813845
Position 222: 0.00011414369072127734
Position 1060: 0.00011321490993709554
Position 181: 8.630212781893445e-05
Position 2507: 8.404478431611914e-05
Position 425: 6.00589841263519e-05
Position 209: 5.500362613662867e-05
Position 942: 5.335940616470255e-05
Position 956: 5.119899106226751e-05
Position 2752: 2.2014123478139195e-05
Position 889: 2.035213141162099e-05
Position 1010: 1.4920479990769803e-05
Position 263: 1.2560720447284446e-05
Position 1621: 9.882376188652421e-06
Position 1508: 3.846689656659563e-06
Position 391: 6.97785579609728e-07
Position 699: 3.3820917016270266e-07
Position 453: 3.064150732239956e-07
Position 761: 1.3745165602910662e-07
Position 90: 8.21959802660315e-08
Position 170: 6.007810540385329e-08
Position 443: 2.655879630628572e-08
Position 590: 2.420760363556774e-08
Position 65: 1.5258407741328507e-08
Position 98: 2.5048579627987813e-09
Position 111: 2.147590330460235e-09
Position 410: 1.482899389327259e-09
Position 402: 3.081274906096941e-10
Position 258: 1.4424178899017906e-11
Position 118: 6.118082649303738e-12
Position 399: 3.256699196199633e-12
