Gene = CTPsyn
index = 1048
Annotated 5SS: [  603 13073 13675]
Annotated 3SS: [12901 13172 13738]
SMsplice 5SS: [  216   603 11574 12678 12803 13073 13675]
SMsplice 3SS: [  309 11423 11629 12730 12901 13172 13738]
top_k =  500
Partition function (log Z): 10.46719264372572

Sorted 5' Splice Sites (High to Low Probability):
Position 13675: 0.9965789371639733
Position 13073: 0.9953693072391513
Position 11574: 0.9480616446444958
Position 603: 0.894437099917965
Position 216: 0.7744626099549252
Position 11045: 0.5614642086468279
Position 12678: 0.46681151576230545
Position 12803: 0.4036740602158439
Position 12612: 0.11493642280689823
Position 11872: 0.0987371490348923
Position 10650: 0.049509666113919715
Position 2742: 0.013633917401502634
Position 12653: 0.011903277078739598
Position 12328: 0.011447921031170982
Position 13553: 0.010873010256197408
Position 9952: 0.008435366364754775
Position 40: 0.007099214986326383
Position 13256: 0.005439883845198154
Position 14795: 0.005109824044377647
Position 13077: 0.004283727313920974
Position 248: 0.004000900726125913
Position 267: 0.003839927470679779
Position 18: 0.0033584975410008095
Position 12121: 0.0024477028470978554
Position 14780: 0.002355019416677153
Position 13817: 0.0022030342298306137
Position 1666: 0.001957989872183173
Position 227: 0.001490831034446181
Position 13340: 0.0014546623096585844
Position 12100: 0.001374670616554303
Position 13685: 0.001330194128278798
Position 729: 0.0011020845798086118
Position 14224: 0.0010083924937373827
Position 12055: 0.0009919426566627313
Position 2771: 0.0009609520579570774
Position 11505: 0.0008619260567917909
Position 13838: 0.000830428801014259
Position 2694: 0.0008036267496656339
Position 14349: 0.0007682193950242502
Position 14101: 0.0007323393337859772
Position 14743: 0.0007213282694354914
Position 251: 0.0006195722781147094
Position 13323: 0.0005762062776503256
Position 13679: 0.0005558551410676176
Position 13287: 0.0004736407734025248
Position 2379: 0.0004039302356823173
Position 14115: 0.00040315572452984984
Position 2485: 0.000188591847483558
Position 452: 0.0001744737335612559
Position 13066: 0.00014017351164535282
Position 6728: 0.00013885903464674234
Position 13826: 0.00012864156283969708
Position 14904: 0.0001246175283350245
Position 13020: 0.00012357826814353272
Position 101: 0.00011003358485335422
Position 14890: 9.88082072334561e-05
Position 13706: 6.525443711883101e-05
Position 13538: 6.020503562548576e-05
Position 13310: 4.333768289692604e-05
Position 13794: 4.2583878451872525e-05
Position 190: 3.88052478849989e-05
Position 13050: 3.511642397826149e-05
Position 1331: 3.0187762412070906e-05
Position 14812: 2.7941723124646655e-05
Position 14397: 2.5039185497557932e-05
Position 911: 1.9470319748803364e-05
Position 2157: 1.9145993998213414e-05
Position 13333: 1.8890659772978703e-05
Position 357: 1.8788211935942395e-05
Position 404: 1.855669128303439e-05
Position 13327: 1.5132995450334601e-05
Position 11516: 1.4720825438206718e-05
Position 304: 1.3514872967430575e-05
Position 359: 1.324851126443011e-05
Position 648: 1.2090515825654964e-05
Position 996: 1.0949904829686701e-05
Position 220: 1.0510688127267835e-05
Position 2360: 9.5737441208817e-06
Position 13265: 8.868942034795123e-06
Position 196: 6.041487557799339e-06
Position 85: 5.879627387401614e-06
Position 333: 4.070087957783447e-06
Position 201: 3.1658343135708995e-06
Position 823: 2.9998368659052816e-06
Position 528: 2.8614638782436356e-06
Position 13881: 2.6106863402624513e-06
Position 750: 2.4470261885769092e-06
Position 14483: 2.325179845092845e-06
Position 536: 2.3244046307092865e-06
Position 488: 2.159981860732045e-06
Position 746: 1.37968738831962e-06
Position 108: 1.2248295007192288e-06
Position 768: 1.1233294834659128e-06
Position 618: 8.650102137422832e-07
Position 2063: 7.446972439273118e-07
