Gene = da
index = 1663
Annotated 5SS: [423]
Annotated 3SS: [1943]
SMsplice 5SS: [423]
SMsplice 3SS: [1943]
top_k =  500
Partition function (log Z): -8.882440131022634

Sorted 5' Splice Sites (High to Low Probability):
Position 423: 0.9242519064832703
Position 1887: 0.09651555071383017
Position 1752: 0.09188468813201216
Position 1783: 0.06255926655254658
Position 2402: 0.05987872928297882
Position 4864: 0.044811850663768915
Position 3307: 0.042400810442705474
Position 1585: 0.018885918303594557
Position 463: 0.016824878251791568
Position 852: 0.01680418796097625
Position 4777: 0.015157219430101154
Position 2786: 0.011930783921591543
Position 1143: 0.011352268978296541
Position 2088: 0.011209658609670275
Position 980: 0.008706427278483808
Position 269: 0.008443181311158995
Position 588: 0.007557407970002622
Position 2231: 0.006473119090076376
Position 2512: 0.004779395387203697
Position 2047: 0.004772931954856724
Position 3904: 0.004330171179903265
Position 629: 0.003695874149543824
Position 1186: 0.003545407325808562
Position 633: 0.002423522216335955
Position 1266: 0.002387702237091205
Position 1170: 0.002248505639868822
Position 1745: 0.0021629251058160087
Position 1138: 0.002049267376450581
Position 533: 0.0017979522933013969
Position 1494: 0.0015079007582748083
Position 732: 0.0014733448975992101
Position 2506: 0.0013466459760754883
Position 565: 0.0013412430011997883
Position 835: 0.0012403111260466243
Position 919: 0.0010137140808497965
Position 926: 0.000991201198401017
Position 310: 0.0008788842816424547
Position 1353: 0.0007813747787417942
Position 1460: 0.0007056802191942825
Position 174: 0.0006982425486505749
Position 1588: 0.0006211056366475437
Position 1554: 0.0006138598330164567
Position 1080: 0.0005024589788128717
Position 116: 0.00044497613128208604
Position 756: 0.0004165712808523812
Position 264: 0.00041326830401887567
Position 1379: 0.0003656839199267795
Position 1534: 0.0003373995447650876
Position 2118: 0.0002967777922369016
Position 896: 0.0002961710621395116
Position 1323: 0.0002596663930353987
Position 2126: 0.00024454007401368327
Position 2480: 0.00024182876392037263
Position 547: 0.00019734044655947075
Position 700: 0.0001881113337880543
Position 1428: 0.00016485739482491468
Position 443: 0.0001487768458530331
Position 148: 0.00013030541919414155
Position 668: 9.94689334306158e-05
Position 930: 7.521427763335836e-05
Position 3787: 5.677991986450173e-05
Position 752: 5.1779224762746867e-05
Position 750: 5.120485118443996e-05
Position 82: 4.484868911646555e-05
Position 748: 4.094213539571581e-05
Position 1350: 4.0470991187416354e-05
Position 746: 3.8284926881408954e-05
Position 884: 3.279979650503219e-05
Position 159: 3.073718487306786e-05
Position 690: 2.7284583440097685e-05
Position 1075: 2.3054542786138288e-05
Position 770: 1.9931950145658667e-05
Position 103: 1.5353946330327523e-05
Position 126: 1.2273273070553297e-05
Position 744: 1.1548261196140756e-05
Position 2072: 1.0218222792596478e-05
Position 146: 8.258795970398405e-06
Position 887: 4.309882858321781e-06
Position 2500: 3.1307118271706646e-06
Position 537: 2.8959209871033775e-06
Position 411: 2.7774453193603694e-06
Position 337: 2.244726414993139e-06
Position 427: 2.1108859026320436e-06
Position 637: 1.8930093294846729e-06
Position 331: 1.0617549304292078e-06
Position 708: 8.660802028812173e-07
Position 659: 5.588205182479117e-07
Position 128: 4.830080363316075e-07
Position 551: 3.629858203132806e-07
Position 187: 2.718493685145321e-07
Position 235: 2.0600543836358852e-07
