Gene = SRm160
index = 1464
Annotated 5SS: [ 444 1838 2519]
Annotated 3SS: [ 602 1907 2583]
SMsplice 5SS: [ 444 1838 2519]
SMsplice 3SS: [ 602 1907 2583]
top_k =  500
Partition function (log Z): 5.053972369679354

Sorted 5' Splice Sites (High to Low Probability):
Position 1838: 0.999395400529673
Position 2519: 0.997514575902293
Position 444: 0.9732720696548539
Position 3718: 0.49429900536566257
Position 818: 0.024246425597790364
Position 3740: 0.021528474074611337
Position 3729: 0.0070813656831651434
Position 788: 0.005213038724003262
Position 2937: 0.004561591271757595
Position 3608: 0.00447371148527352
Position 937: 0.00185425248050271
Position 490: 0.001335153275963837
Position 251: 0.0009435603350755597
Position 249: 0.0008131849611381557
Position 253: 0.0006757374914188209
Position 513: 0.000517327058941924
Position 892: 0.0005120248395694953
Position 79: 0.000497015292148083
Position 1365: 0.00039773392662619406
Position 693: 0.00036447030257584663
Position 708: 0.0003365124752188182
Position 1051: 0.0003233713017904157
Position 720: 0.0003020655694331986
Position 783: 0.00027005001000217187
Position 3691: 0.00026863584825576156
Position 727: 0.00022207280047542571
Position 295: 0.00020670040884629608
Position 777: 0.00016824948027987529
Position 1030: 0.00016445566976884448
Position 3612: 0.00016215044442075867
Position 4015: 0.00015281817777906375
Position 1388: 0.00014100076886026185
Position 3722: 0.00010905597113290046
Position 1024: 9.71148476640853e-05
Position 457: 9.281174052321422e-05
Position 517: 8.419942263789827e-05
Position 285: 8.154113063345734e-05
Position 2761: 7.988132996589992e-05
Position 349: 7.921135993063036e-05
Position 2322: 7.777770662891967e-05
Position 4062: 7.043447354205984e-05
Position 288: 6.796024777562403e-05
Position 2099: 6.0543973049777546e-05
Position 363: 5.683700752866842e-05
Position 668: 4.7888428549351936e-05
Position 780: 4.2890651876622625e-05
Position 46: 2.813621671139778e-05
Position 2802: 2.630665465007954e-05
Position 255: 2.5660040728296303e-05
Position 2700: 2.5056422592972736e-05
Position 2426: 1.9463446156706106e-05
Position 2510: 1.9247664749479516e-05
Position 1781: 1.894016307572743e-05
Position 2525: 1.8717218034540994e-05
Position 2523: 1.731868915286177e-05
Position 3619: 1.695934033657112e-05
Position 148: 1.692891334881992e-05
Position 2719: 1.6709701027490017e-05
Position 884: 1.5009474762911308e-05
Position 2378: 1.209326621868706e-05
Position 1091: 1.2070664767703757e-05
Position 265: 1.1935228337778173e-05
Position 3876: 1.1604768119570237e-05
Position 1816: 1.0685586106784053e-05
Position 1842: 1.0574196730239994e-05
Position 792: 1.0092098555999358e-05
Position 170: 8.66097277306499e-06
Position 824: 8.208726276552325e-06
Position 437: 7.932281695364193e-06
Position 3686: 7.504553001680917e-06
Position 84: 5.662486190338093e-06
Position 2027: 4.677017635398398e-06
Position 4035: 4.6559444880621995e-06
Position 168: 3.3786049259010776e-06
Position 2060: 3.214066077775186e-06
Position 257: 3.1783674027018884e-06
Position 1135: 2.222207726154149e-06
Position 2692: 2.053653630586754e-06
Position 11: 1.7534785765683706e-06
Position 1774: 1.7022330940774776e-06
Position 1949: 1.308418605129391e-06
Position 9: 1.2907481938591343e-06
Position 1633: 1.1161179069036403e-06
Position 185: 1.0736698183605842e-06
Position 2219: 9.16933636046766e-07
Position 2181: 7.20223767033082e-07
Position 2741: 6.93473043568824e-07
Position 2549: 6.74147549561706e-07
Position 2600: 5.900257511825419e-07
Position 2300: 5.800108802836767e-07
Position 2679: 5.79454323059568e-07
Position 2483: 5.764241980605308e-07
Position 1189: 5.574998480805152e-07
Position 2408: 3.40208343617897e-07
Position 2429: 3.2623729083909837e-07
Position 1958: 3.0387108641868347e-07
Position 2998: 2.6889616484069946e-07
Position 1681: 2.3814805814627957e-07
Position 1570: 1.9843104020173881e-07
Position 2553: 1.7243645740944814e-07
Position 2157: 1.451740021529412e-07
Position 3453: 1.4421715297964252e-07
Position 2616: 1.3071595095774107e-07
Position 2118: 1.1861445206205381e-07
Position 1669: 9.608907425683104e-08
Position 2456: 8.623398634487229e-08
Position 1711: 6.695686408602355e-08
Position 1072: 6.391184345366612e-08
Position 1216: 6.376775379725721e-08
Position 2402: 5.733831534659242e-08
Position 1992: 5.593735483404698e-08
Position 120: 5.300400552709956e-08
Position 1305: 5.072102950946674e-08
Position 1735: 5.0024864753109715e-08
Position 385: 3.1293485546246016e-08
Position 731: 1.9478983502740348e-09
Position 3869: 1.2628549720227156e-09
Position 2977: 1.262414772358256e-09
Position 701: 8.951026082326136e-10
Position 2495: 7.856299068094821e-10
Position 2303: 6.51311331146578e-10
Position 2591: 4.858834277950474e-10
Position 2595: 1.8373697018652292e-10
Position 565: 1.791762269015638e-10
Position 2309: 1.4222368219068115e-10
Position 2474: 1.1882520979802783e-10
Position 2792: 9.614689120723925e-11
Position 2884: 3.8706865286400955e-11
Position 3392: 3.806855674121321e-11
Position 2839: 7.2236624216856954e-12
Position 1140: 5.787272785652906e-12
Position 1544: 5.578671489535232e-12
Position 950: 2.3254266648150154e-12
Position 1961: 1.4190623450419505e-12
Position 1412: 1.23605756816079e-12
Position 1399: 9.81660240226312e-13
Position 1355: 9.605706557543435e-13
Position 2444: 9.310958814635968e-13
Position 1970: 8.73885105101915e-13
Position 2261: 8.393876648372726e-13
Position 2229: 7.97822905952273e-13
Position 629: 4.098860793153247e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1907: 0.9983113357192538
Position 2583: 0.9970550979800081
Position 602: 0.7228568907660511
Position 3795: 0.46873796173545296
Position 1102: 0.084789274503849
Position 617: 0.08324946822601487
Position 923: 0.04756962148026137
Position 614: 0.031949030892543
Position 3825: 0.020248384305022755
Position 3822: 0.017973466907768913
Position 3800: 0.01079744165684248
Position 1780: 0.006646419972106963
Position 1760: 0.005106396841253829
Position 1091: 0.0050645966176232
Position 1471: 0.004749465866674766
Position 3837: 0.0038904068760610283
Position 3949: 0.00291697632520368
Position 4049: 0.002871185628835696
Position 620: 0.0025562294793325473
Position 884: 0.0021337781555031423
Position 1652: 0.002022646909839551
Position 1946: 0.0015969472185255495
Position 803: 0.0014768622514817332
Position 1147: 0.0014355273420260672
Position 3912: 0.0011073144741264088
Position 404: 0.0010025240861843822
Position 989: 0.000978326545100868
Position 1051: 0.0008821988196863823
Position 3711: 0.0008024063699208733
Position 3865: 0.000705225867320132
Position 1447: 0.0006703797536514194
Position 3920: 0.0006285349300262755
Position 1648: 0.0005927293725104558
Position 1429: 0.0005462148274832755
Position 962: 0.000538639570517861
Position 968: 0.0005310389731235703
Position 1724: 0.000522387959392869
Position 1486: 0.000512354768226258
Position 1057: 0.00048828118805509604
Position 4074: 0.00046141312218420707
Position 3964: 0.0004607068390467416
Position 739: 0.00044506785321784783
Position 136: 0.0003976446109627058
Position 1118: 0.0003848678960358911
Position 339: 0.0003618499898765685
Position 945: 0.0003469263501649658
Position 1228: 0.0003070612329152981
Position 1299: 0.0002908385436341805
Position 1529: 0.000251700470980598
Position 3139: 0.00024906206754708856
Position 2825: 0.00017776811058501166
Position 3852: 0.00017535218961222779
Position 3997: 0.00016847305461984357
Position 4097: 0.00015925694311247514
Position 3927: 0.00014806679174218917
Position 363: 0.0001394347692478654
Position 4117: 0.0001344013185212446
Position 842: 0.00012239829761652291
Position 959: 0.00012068384279964446
Position 1618: 0.00011982514148523345
Position 689: 0.00011379764675136158
Position 1047: 9.366246732929557e-05
Position 1628: 8.824836993479112e-05
Position 3409: 8.381379270324269e-05
Position 2377: 7.01439825851622e-05
Position 426: 6.024290223438103e-05
Position 3149: 5.2654269093168105e-05
Position 634: 5.151268348700557e-05
Position 2750: 5.119448450286063e-05
Position 998: 4.7804736611627555e-05
Position 3674: 4.734609167802862e-05
Position 2238: 4.304488385447469e-05
Position 1070: 3.995054900832602e-05
Position 3280: 3.7497432047020146e-05
Position 928: 3.696314653076218e-05
Position 644: 3.661383425723616e-05
Position 2208: 3.36041987978972e-05
Position 1295: 3.357848788423563e-05
Position 3382: 3.35081547328892e-05
Position 3464: 3.178782789992769e-05
Position 2648: 3.173641631341277e-05
Position 1454: 3.157437214612586e-05
Position 2998: 3.0558192310970006e-05
Position 950: 2.92472797312947e-05
Position 713: 2.879303850793079e-05
Position 641: 2.7846139697361867e-05
Position 2157: 2.6198660283441298e-05
Position 833: 2.5786639077836115e-05
Position 2645: 2.4987226229782655e-05
