Gene = l(3)04053
index = 1753
Annotated 5SS: [ 870 1733 2117]
Annotated 3SS: [ 935 1925 2175]
SMsplice 5SS: [ 870 1733 2117]
SMsplice 3SS: [ 935 1925 2175]
top_k =  500
Partition function (log Z): 7.376714947561519

Sorted 5' Splice Sites (High to Low Probability):
Position 2117: 0.9997238994930878
Position 870: 0.9839257567354296
Position 1733: 0.7862334435706102
Position 1749: 0.11982029170729092
Position 1515: 0.05632896916510197
Position 1754: 0.05616526829621393
Position 560: 0.04647945301887609
Position 2335: 0.026838598545819322
Position 827: 0.012959190471399942
Position 2478: 0.009615514048718096
Position 344: 0.007244629088417042
Position 1277: 0.005324601295018467
Position 494: 0.004260852289335233
Position 1425: 0.0032916267715483566
Position 2318: 0.0024820345180136703
Position 1231: 0.002284728901879415
Position 119: 0.0012997062095363935
Position 1239: 0.0011323428844482307
Position 1170: 0.0009987928390294619
Position 2505: 0.0009857388252317847
Position 1417: 0.0008727333035260023
Position 1148: 0.0008710928008243773
Position 1304: 0.0007176630336508732
Position 1809: 0.000682788018243128
Position 515: 0.0004837300593784914
Position 2509: 0.0004769538499648074
Position 568: 0.00041357858770970014
Position 153: 0.0003965579864652598
Position 1167: 0.00037410806759288
Position 602: 0.0003544557905312338
Position 2449: 0.00033936330036125174
Position 2312: 0.00025902638540739766
Position 2350: 0.00022374372282644048
Position 365: 0.00017341014835674048
Position 2123: 0.00016037243734281085
Position 2500: 0.00015301903436892487
Position 2269: 0.00013205170996959554
Position 1846: 0.00011111655986034863
Position 369: 0.00011036472669653139
Position 225: 0.00010324613204783612
Position 546: 9.111340996844512e-05
Position 1291: 8.85976263838727e-05
Position 1460: 8.834772629426965e-05
Position 538: 8.739069899807782e-05
Position 1767: 7.703177314175505e-05
Position 682: 7.331590758583244e-05
Position 1394: 6.027688513874997e-05
Position 874: 5.5217568970894904e-05
Position 615: 4.239952598995317e-05
Position 1094: 3.9458022461060146e-05
Position 1099: 3.207423900082164e-05
Position 2133: 2.7333648369400193e-05
Position 23: 2.649504416906108e-05
Position 415: 2.4464869568120287e-05
Position 1737: 2.3805213969951867e-05
Position 2259: 2.2255896314725033e-05
Position 483: 2.0644033175720015e-05
Position 1441: 1.978602153385206e-05
Position 2420: 1.7313545460903843e-05
Position 1642: 1.6474312794155024e-05
Position 971: 1.3975322663182962e-05
Position 2359: 1.3654602686758429e-05
Position 1053: 1.2308841288104007e-05
Position 2341: 1.2169227244534066e-05
Position 2002: 1.1810024597177794e-05
Position 457: 1.0876594373171473e-05
Position 1362: 9.038088206408695e-06
Position 451: 8.918470239983125e-06
Position 1581: 8.088216474459658e-06
Position 2439: 7.720522408927334e-06
Position 693: 6.1582207446664155e-06
Position 194: 5.929390911901765e-06
