Gene = PGRP-LC
index = 1355
Annotated 5SS: [5803 6258 6951]
Annotated 3SS: [6089 6798 7017]
SMsplice 5SS: [  57 4320 5803 6258 6650 6951 7936]
SMsplice 3SS: [3354 4381 6089 6539 6798 7748 7997]
top_k =  500
Partition function (log Z): 0.7682937790367061

Sorted 5' Splice Sites (High to Low Probability):
Position 6951: 0.9792617450906544
Position 7936: 0.9555891444284869
Position 4320: 0.9528479124978464
Position 6650: 0.633767219370316
Position 6258: 0.5872601117172995
Position 5803: 0.4865207170847443
Position 57: 0.4458733536951426
Position 75: 0.3333442575672768
Position 759: 0.22730323485127918
Position 8480: 0.18482705637429647
Position 308: 0.14828702492834855
Position 6315: 0.14373676010183478
Position 8167: 0.1220041840711207
Position 8363: 0.12158958043075362
Position 2234: 0.11566234268694964
Position 1780: 0.10907360569096938
Position 8774: 0.10283897723682464
Position 4470: 0.06711768042880153
Position 4705: 0.06539973922683565
Position 4744: 0.049676541038473035
Position 1692: 0.0449720332206593
Position 8440: 0.037117975684872934
Position 942: 0.03685519141807637
Position 4011: 0.021580220873270134
Position 6461: 0.01818136077627217
Position 3567: 0.015683889089055204
Position 7894: 0.013487686238189864
Position 32: 0.013318739992081708
Position 9084: 0.013138742294140436
Position 415: 0.010191402012690986
Position 2353: 0.008996296097503619
Position 9370: 0.008916836334684193
Position 79: 0.008365555631892988
Position 991: 0.008289475008899014
Position 8408: 0.008226467253960798
Position 7427: 0.007486618669462615
Position 3572: 0.006958630613330393
Position 9090: 0.005456203280575831
Position 6449: 0.004630587797183683
Position 2225: 0.0045635022804636
Position 2588: 0.0043138629512245045
Position 5135: 0.004190283127737623
Position 6615: 0.004007358648081447
Position 6645: 0.003829529878137797
Position 5290: 0.0037196929263553164
Position 2582: 0.0034911980207819
Position 8098: 0.0029689554818729457
Position 712: 0.002968751077650575
Position 6496: 0.0028633556621881075
Position 8064: 0.0027076004507998633
Position 7187: 0.002644831941239632
Position 6424: 0.002304332976290776
Position 5681: 0.0021386806978550936
Position 7925: 0.0020557319821064286
Position 8248: 0.0019159677558254588
Position 1701: 0.0017804049704729906
Position 8602: 0.001600714922347464
Position 557: 0.0013951221359781235
Position 7166: 0.0009522267569353298
Position 8161: 0.0008290498647411421
Position 7822: 0.0007450536988605133
Position 2095: 0.0006716423118333893
Position 8650: 0.0006677751127099592
Position 4770: 0.0006309551282881443
Position 4682: 0.0005703030868260802
Position 4454: 0.0005341499457939212
Position 6185: 0.0005260104693786435
Position 1726: 0.0005057472928006854
Position 8082: 0.0004133910277691593
Position 1128: 0.0003933681304246823
Position 1824: 0.00037326180594810947
Position 9041: 0.000369428653392656
Position 1307: 0.00032317036966619887
Position 9000: 0.00030771537118989606
Position 771: 0.00029032762077434393
Position 4863: 0.0002836370712649873
Position 312: 0.00026423403452841335
Position 98: 0.00024734428845427174
Position 1433: 0.00023640381396429854
Position 5335: 0.00020801205412056888
Position 1179: 0.0001831852070112336
Position 4474: 0.00015431240375132573
Position 1314: 0.00014817786389230555
Position 5148: 0.0001383858042010626
Position 346: 0.00013369576599641522
Position 5796: 0.00011174007784815823
Position 9362: 0.0001068410680456275
Position 4311: 0.0001061991378953707
Position 7844: 9.911611418798816e-05
Position 1208: 8.29955501555932e-05
Position 1799: 6.690551759423354e-05
Position 119: 5.5135936578350695e-05
Position 248: 5.325981731626639e-05
Position 755: 4.8068887720964366e-05
Position 1801: 4.332707428859895e-05
Position 610: 3.279425505769146e-05
Position 423: 3.0014899814513614e-05
Position 250: 2.709120875029206e-05
Position 116: 2.263997803978361e-05
Position 193: 1.4289347877926715e-05
Position 996: 1.1110649708168991e-05
Position 809: 1.0189283154627092e-05
Position 2628: 9.567807369228173e-06
Position 372: 3.027678762957025e-06
Position 421: 2.0760050709750125e-06
Position 602: 1.5352113303581454e-06
Position 7713: 1.4402216137255927e-06
Position 981: 8.948040408689788e-07
Position 242: 8.131344047112021e-07
Position 69: 7.766901608576759e-07
Position 447: 5.804640548778716e-07
Position 434: 3.06885050965651e-07
Position 1784: 2.804712808505893e-07
Position 1760: 2.592559179876318e-07
Position 7122: 1.3339229478837514e-07
Position 657: 9.227832633544389e-08
Position 851: 4.21814517927093e-08
Position 647: 8.609403971779375e-12
Position 459: 1.3838248396758131e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 7997: 0.9013839676004535
Position 3354: 0.8459470715687135
Position 6089: 0.7654646373087924
Position 8829: 0.6688194144699657
Position 6798: 0.6215280557113636
Position 4381: 0.49773794532434923
Position 6539: 0.38009776859807626
Position 7748: 0.37639149467438043
Position 7762: 0.25614614535938973
Position 6314: 0.23377558407719348
Position 6065: 0.21959700313044922
Position 7017: 0.16207460541407184
Position 1545: 0.1210666638508392
Position 2137: 0.10803958074605219
Position 495: 0.09615808793463643
Position 5019: 0.07836628033604127
Position 475: 0.07537127292083888
Position 6823: 0.07223268811424544
Position 1954: 0.06064191444555641
Position 7780: 0.05611448310178166
Position 124: 0.05312720685201669
Position 7686: 0.04181618578663195
Position 5060: 0.03904206983396926
Position 3620: 0.035944361737274104
Position 6723: 0.03200106368669408
Position 368: 0.026716468974464207
Position 7236: 0.025775990997232795
Position 3951: 0.02512381686036083
Position 9149: 0.02035181254074189
Position 4160: 0.020144444554011105
Position 7529: 0.019361383697929502
Position 7067: 0.019292446631179516
Position 5489: 0.015330249196680619
Position 6320: 0.014447448940587629
Position 6337: 0.013822209360781814
Position 6846: 0.012090939652286251
Position 287: 0.011834690844810815
Position 6418: 0.011476143697896268
Position 8035: 0.011403189486753396
Position 5122: 0.011401806534054084
Position 3528: 0.009485983491306006
Position 7566: 0.008636141051604929
