Gene = FRG1
index = 1161
Annotated 5SS: [130 365 628 887]
Annotated 3SS: [181 428 686 978]
SMsplice 5SS: [130 365 628 887]
SMsplice 3SS: [181 428 686 978]
top_k =  500
Partition function (log Z): 6.559657826255831

Sorted 5' Splice Sites (High to Low Probability):
Position 628: 0.9986878763811649
Position 887: 0.9593492667618663
Position 365: 0.9476186974803442
Position 130: 0.944252147022493
Position 774: 0.026274541078068366
Position 310: 0.006586429616303413
Position 371: 0.0059526874015423245
Position 134: 0.0058537440419239245
Position 274: 0.004717282193435936
Position 928: 0.004560608970301335
Position 14: 0.0029364604542694295
Position 107: 0.0015362762322924828
Position 891: 0.001501712346134816
Position 278: 0.001115787439897559
Position 326: 0.0004150465710595107
Position 30: 0.00036675851919437766
Position 240: 0.00029245935914611445
Position 870: 0.00020953216299189782
Position 517: 0.00017166434601907716
Position 1114: 0.0001604622472429177
Position 619: 0.00010629527183751738
Position 1095: 9.548787687222797e-05
Position 632: 7.417341271036517e-05
Position 885: 6.107342174854438e-05
Position 73: 5.063484659591883e-05
Position 778: 4.703332168248527e-05
Position 805: 4.092041957917246e-05
Position 793: 3.886235671962351e-05
Position 25: 3.295799436872141e-05
Position 609: 3.23093412264519e-05
Position 340: 3.19116410950074e-05
Position 798: 2.3214327582919268e-05
Position 27: 2.1763180236561378e-05
Position 392: 2.025671683261667e-05
Position 18: 1.9703824146987835e-05
Position 677: 1.88621244143766e-05
Position 5: 1.6488280568193656e-05
Position 317: 1.0959699899345641e-05
Position 315: 1.0696586797033379e-05
Position 65: 7.059040356658134e-06
Position 822: 3.366917035221051e-06
Position 592: 2.100156408013191e-06
Position 825: 1.7913144196231837e-06
Position 178: 1.6342908338657217e-06
Position 243: 9.510019047333134e-07
Position 261: 8.322215860394609e-07
Position 940: 4.883221797260778e-07
Position 651: 2.5793511366351823e-07
Position 543: 2.437304096728148e-07
Position 246: 1.5742157345611547e-07
Position 1031: 1.3740733767887752e-07
Position 994: 5.861191762940044e-08
Position 528: 5.1572602885800236e-08
Position 522: 6.242926811593042e-10
Position 571: 2.1038280427915365e-10
Position 756: 4.316187546893089e-12
Position 410: 7.926813516466612e-13
Position 728: 2.423128565057046e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 978: 0.9868962400033371
Position 428: 0.9660995045900179
Position 181: 0.949020072746348
Position 686: 0.946232824570869
Position 744: 0.04766084628321265
Position 1000: 0.00668580772687462
Position 77: 0.002409742738481967
Position 994: 0.0019790083346791975
Position 233: 0.0014263745408995788
Position 516: 0.0007675632008101036
Position 185: 0.000734255428620658
Position 200: 0.0005328171197837757
Position 773: 0.0003945531479599994
Position 845: 0.0003028334491258255
Position 817: 0.0002714836073818134
Position 1161: 0.00026934558841570417
Position 798: 0.00020489812631055838
Position 187: 0.00018578644370965025
Position 203: 0.00018013945492585863
Position 239: 0.00011776985792575506
Position 916: 0.00010853911134460332
Position 561: 0.00010814987870196908
Position 520: 0.0001055275183828283
Position 1037: 6.385991852765204e-05
Position 1048: 6.346351512903589e-05
Position 1089: 6.313837654059024e-05
Position 839: 6.074653044201551e-05
Position 337: 5.918290798243831e-05
Position 209: 5.4097761461740816e-05
Position 472: 4.946545522741986e-05
Position 770: 4.151701922519144e-05
Position 1006: 4.012480244266738e-05
Position 1009: 1.8907520342063823e-05
Position 528: 1.647895425575286e-05
Position 371: 1.5886798985186572e-05
Position 1024: 1.203542100642095e-05
Position 155: 1.1308692016328998e-05
Position 324: 7.867984599124982e-06
Position 379: 7.457437361494572e-06
Position 788: 7.249966878060534e-06
Position 100: 6.879904088688199e-06
Position 116: 5.579341955923172e-06
Position 782: 5.047695752925503e-06
Position 589: 4.3059608353315374e-06
Position 592: 3.7738939845513348e-06
Position 543: 3.597940217336134e-06
Position 849: 2.009931631649042e-06
Position 315: 1.916717304084502e-06
Position 927: 1.6989405763053988e-06
Position 483: 1.5166616309851791e-06
Position 285: 1.3635548168739156e-06
Position 1095: 1.0528122661773375e-06
Position 350: 1.0304572185298625e-06
Position 445: 7.965279800027176e-07
Position 246: 7.890425262469571e-07
Position 266: 6.243734379559477e-07
Position 854: 5.562917032112046e-07
Position 1138: 5.046243290482274e-07
Position 1123: 4.760750440938716e-07
Position 1045: 3.8157854012889137e-07
Position 1060: 2.928690215371501e-07
Position 243: 2.795372490669702e-07
Position 215: 2.438937295487339e-07
Position 896: 1.9726375574518777e-07
Position 870: 1.2428089737728724e-07
Position 1055: 7.167783293143638e-08
Position 878: 5.521254241284808e-08
Position 294: 4.651813364042471e-08
Position 130: 3.284826440020779e-08
Position 609: 2.7832892830733344e-08
Position 290: 1.1301114480739172e-08
Position 875: 1.0466369081461663e-08
Position 340: 7.457882595775334e-09
Position 121: 3.4574015808610654e-11
Position 632: 3.4293903769928498e-12
