Gene = nwk
index = 1827
Annotated 5SS: [  30  838 1143 1761 2929 3649 3984 5464 6435]
Annotated 3SS: [ 721  912 1232 2045 2990 3926 5437 5666 6533]
SMsplice 5SS: [ 838 1143 1761 2929 3160 3649 3984 5806 6007]
SMsplice 3SS: [ 912 1232 2045 2990 3263 3926 5666 5877 6069]
top_k =  500
Partition function (log Z): 26.970980941814346

Sorted 5' Splice Sites (High to Low Probability):
Position 1761: 0.990930463340983
Position 3649: 0.990713233689243
Position 3984: 0.9783650809190526
Position 2929: 0.9757347098766583
Position 838: 0.95704463554924
Position 5806: 0.8982029433255663
Position 6007: 0.6959001774178473
Position 3160: 0.6842322977068981
Position 1143: 0.6264017348834868
Position 1052: 0.4321785183970429
Position 5464: 0.417258165795496
Position 4746: 0.20846775105747758
Position 30: 0.10182248656714893
Position 6391: 0.0643274724749559
Position 6030: 0.0518722232676671
Position 4187: 0.046625411365788634
Position 6387: 0.04475882709934289
Position 4331: 0.030222359019664215
Position 304: 0.029894480692147476
Position 833: 0.029834994087155897
Position 6384: 0.024726208576792117
Position 2933: 0.024047784911120612
Position 1147: 0.02121699433224802
Position 4566: 0.01802099945108326
Position 6184: 0.014996698411087602
Position 4912: 0.012861512499610159
Position 1342: 0.012344974783074706
Position 731: 0.012124526084552714
Position 3421: 0.01163449482152525
Position 517: 0.01141427425664694
Position 354: 0.010346475116789117
Position 1168: 0.008978385152646649
Position 105: 0.007989120851823463
Position 4570: 0.006685725266718026
Position 4568: 0.005943186123320298
Position 1817: 0.005802704240904984
Position 5184: 0.0053064562724793405
Position 158: 0.004882058737757715
Position 6259: 0.0048429840757085625
Position 181: 0.004465928637999914
Position 5760: 0.004448318941862071
Position 554: 0.0041070216180772185
Position 1309: 0.003931280077053961
Position 190: 0.0038020286666049204
Position 2734: 0.00346476616239709
Position 6484: 0.0034019004251499177
Position 4951: 0.0032704011915956474
Position 4618: 0.0031356082094447842
Position 6018: 0.003003892809784602
Position 4014: 0.0029437075462151667
Position 6860: 0.00283717477265814
Position 4820: 0.0020402385273227013
Position 7707: 0.001777682172497558
Position 156: 0.0017625269142567941
Position 6498: 0.0016677866390246599
Position 449: 0.0016071819396005767
Position 5976: 0.0016038811865707937
Position 6126: 0.0014895585030012687
Position 1975: 0.0012234079575706958
Position 1929: 0.0012087499781982325
Position 1483: 0.0011921986050304949
Position 667: 0.0011224777919320462
Position 4452: 0.0009874297981769203
Position 2511: 0.0009328604885370869
Position 1967: 0.0008601357951047219
Position 5782: 0.000808089591087826
Position 7699: 0.0007199501310422123
Position 167: 0.0007143243868392639
Position 3425: 0.0007029814319378079
Position 281: 0.0007019033833737555
Position 3454: 0.0006765600867811098
Position 4154: 0.000574212538388914
Position 662: 0.0005571280217615659
Position 184: 0.0005079724267009404
Position 6439: 0.00046187493178313023
Position 4287: 0.000357885072612549
Position 2717: 0.00032962699472938926
Position 3826: 0.0003249214798044484
Position 2221: 0.00029033964642476764
Position 736: 0.0002867901951682201
Position 1173: 0.0002709084520567057
Position 4808: 0.00025365051204682135
Position 4561: 0.00021504372075628793
Position 188: 0.0001881573020713346
Position 1423: 0.00017240160217649533
Position 3039: 0.00016973880333115578
Position 2212: 0.00015804106633915762
Position 1393: 0.00014260940351077409
Position 1767: 0.00013452814507088114
Position 169: 0.00013333172383811587
Position 1399: 0.00012683943495161713
Position 1376: 0.00011973472192078563
Position 1359: 0.00010824513247097952
Position 75: 0.00010416843540770919
Position 3065: 0.00010386745714309745
Position 2904: 0.0001003124618778681
Position 268: 9.391569900389593e-05
Position 1044: 8.809741574683145e-05
Position 1752: 8.520270563628129e-05
Position 1472: 8.343617447570983e-05
Position 3797: 7.572200987636224e-05
Position 404: 7.53014904489432e-05
Position 3587: 7.037392939832345e-05
Position 3793: 6.91766692823035e-05
Position 1432: 6.89789032518432e-05
Position 581: 6.790057609753671e-05
Position 3853: 6.283995987605326e-05
Position 1636: 6.151151281024007e-05
Position 4206: 6.061510758417437e-05
Position 4472: 5.9723469193922e-05
Position 2539: 5.1943733312603485e-05
Position 1080: 4.154065906621803e-05
Position 3482: 4.141694504129078e-05
Position 681: 4.04814216261272e-05
Position 1743: 4.001235782533966e-05
Position 2127: 3.830247288274535e-05
Position 3216: 3.65200733773939e-05
Position 721: 3.6070407376001597e-05
Position 3204: 3.474908449315056e-05
Position 1765: 3.112666306351025e-05
Position 7: 3.0844646602542476e-05
Position 3449: 2.908876622112758e-05
Position 384: 2.855316187035381e-05
Position 3626: 2.8314889277843797e-05
Position 3834: 2.7857399684285588e-05
Position 3657: 2.726222842057885e-05
Position 4085: 2.6176321582515718e-05
Position 346: 2.1683623972019367e-05
Position 573: 1.8394003189900394e-05
Position 2423: 1.771955531796718e-05
Position 4572: 1.7251661465139608e-05
Position 3631: 1.4815047872214388e-05
Position 871: 1.4537619647982707e-05
Position 781: 1.4355529337567643e-05
Position 375: 1.2829066579036465e-05
Position 396: 1.2470729039088267e-05
Position 145: 1.2296595245115566e-05
Position 2515: 1.1968816060900603e-05
Position 2161: 1.1952663134386197e-05
Position 3042: 1.0698853566821279e-05
Position 358: 8.122516058518717e-06
Position 1056: 8.071607216407294e-06
Position 3314: 7.811027437448894e-06
Position 3326: 7.155828647662515e-06
Position 749: 7.089130379211156e-06
Position 892: 6.772610647950683e-06
Position 1014: 6.390757100431012e-06
Position 1865: 5.463138626937358e-06
