Gene = Oscillin
index = 1346
Annotated 5SS: [ 327  827 1015 1624]
Annotated 3SS: [ 721  886 1081 2357]
SMsplice 5SS: [  85  327  827 1015 1624]
SMsplice 3SS: [ 146  721  886 1081 2357]
top_k =  500
Partition function (log Z): 8.395423878804053

Sorted 5' Splice Sites (High to Low Probability):
Position 827: 0.9927230155623011
Position 1015: 0.9635992570472269
Position 85: 0.820870097036476
Position 327: 0.7074420985462401
Position 1624: 0.5734148759204053
Position 671: 0.3031191068185929
Position 643: 0.11187235822421797
Position 2133: 0.10085054151336979
Position 1330: 0.04746899158551538
Position 1996: 0.04226369658591079
Position 1600: 0.033355249787713086
Position 1706: 0.03262121839947031
Position 1685: 0.019280632851547484
Position 1011: 0.0174298242314558
Position 1991: 0.015987026309115474
Position 75: 0.014621786557629673
Position 1396: 0.012714654093541377
Position 1677: 0.012470984845078874
Position 278: 0.011889573326859415
Position 2029: 0.011753658777535914
Position 1511: 0.01025894387838147
Position 1787: 0.009421329690125178
Position 1450: 0.009390196640883995
Position 2080: 0.008880337950407446
Position 1007: 0.008786761302855791
Position 969: 0.0053611995018764515
Position 1695: 0.004945608872501319
Position 1784: 0.004818643555042943
Position 980: 0.004297124656412806
Position 1531: 0.004125643734439953
Position 1712: 0.0034398830292306304
Position 20: 0.0032768809109520007
Position 1708: 0.0027708854280802013
Position 1825: 0.0014526384528011384
Position 648: 0.0013139034393932474
Position 1262: 0.0007668636217596857
Position 1609: 0.0007411363416078562
Position 1513: 0.0007107770663198849
Position 1246: 0.000643641568781631
Position 1215: 0.0005705580385760217
Position 1859: 0.0005294852343302596
Position 1769: 0.0004170949740179419
Position 339: 0.0003338864205006816
Position 1491: 0.0003155007490217217
Position 1791: 0.0002856837417004266
Position 42: 0.00027532709237014616
Position 1315: 0.00023955123301270094
Position 2122: 0.00021712936553489948
Position 1796: 0.00021556249544313452
Position 1417: 0.00020763903734198985
Position 1845: 0.00019407833680997618
Position 1653: 0.0001898335687874741
Position 1370: 0.00013138447941551075
Position 1432: 9.67347689721946e-05
Position 261: 9.295782438090795e-05
Position 1758: 9.178055398965415e-05
Position 14: 8.490539844792335e-05
Position 539: 7.578862228043817e-05
Position 1864: 6.591567053536838e-05
Position 454: 6.279994949188676e-05
Position 48: 5.758884115915348e-05
Position 817: 5.30370533727433e-05
Position 570: 4.760697541654082e-05
Position 389: 4.567311168758704e-05
Position 222: 4.2385103324916204e-05
Position 1165: 4.201617275344148e-05
Position 1198: 4.035656604393797e-05
Position 370: 4.000199465437723e-05
Position 762: 3.6767197734541186e-05
Position 496: 3.438111965473514e-05
Position 984: 3.247870539667058e-05
Position 650: 3.088582651631136e-05
Position 1848: 2.8537217438976873e-05
Position 331: 2.8532642406623737e-05
Position 1254: 2.164791714672571e-05
Position 770: 2.0881036897710753e-05
Position 351: 1.6437617821463787e-05
Position 579: 1.624946738944588e-05
Position 401: 1.6120792924052357e-05
Position 1019: 1.570837210826291e-05
Position 439: 9.412669587223206e-06
Position 932: 9.100575141077627e-06
Position 786: 4.660617033801878e-06
Position 24: 3.4483067556422497e-06
Position 1035: 2.5471572351933373e-06
Position 304: 2.069747229418477e-06
Position 318: 1.8339630121313412e-06
Position 866: 1.669439429551061e-06
Position 316: 1.5588161085576151e-06
Position 616: 1.2648999044187342e-06
Position 597: 9.223180671135781e-07
Position 950: 4.421590773091014e-07
Position 1122: 7.747020787548996e-08
Position 403: 2.2313441800199226e-08
Position 194: 3.4446199770063427e-09
Position 1317: 2.4473396087692595e-09
Position 1206: 2.3007085670066125e-09
Position 216: 8.231432771500442e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1081: 0.9922406771868013
Position 886: 0.9911599328537851
Position 721: 0.986343716970633
Position 2357: 0.8845208192044713
Position 146: 0.8312394495018949
Position 389: 0.06525268722564732
Position 1930: 0.0577174164974051
Position 471: 0.03683416735295773
Position 401: 0.014446702497460688
Position 1749: 0.008867898438478822
Position 639: 0.008505764220846758
Position 579: 0.0075984675963615715
Position 1851: 0.006792861747421888
Position 216: 0.00581244808210594
Position 370: 0.005071508799851074
Position 1407: 0.004137004852159709
Position 2288: 0.004055579678623308
Position 454: 0.003924191344171348
Position 754: 0.0033612276266395446
Position 2049: 0.0031970988657183757
Position 326: 0.0029678688359248795
Position 872: 0.002055615054550385
Position 1791: 0.0011469003914564766
Position 492: 0.0010449250003465446
Position 1836: 0.0010239200362266196
Position 590: 0.000983361895933243
Position 2381: 0.000955100389893765
Position 1693: 0.0009423771944770285
Position 1043: 0.0005358626570808238
Position 2203: 0.00047130332566831226
Position 656: 0.00045404512321576906
Position 171: 0.0003844635686077561
Position 2068: 0.0003590312481575635
Position 2251: 0.00032912486279232595
Position 812: 0.0002700609160019528
Position 2218: 0.0002377871165666415
Position 496: 0.0001915202107353373
Position 1449: 0.00017315482429738674
Position 1395: 0.00011313707134579567
Position 1656: 8.64273633245598e-05
Position 1497: 8.062032795816335e-05
Position 334: 7.142053760278583e-05
Position 1705: 6.328166943234137e-05
Position 675: 6.130402714537351e-05
Position 1446: 6.030268290201892e-05
Position 222: 5.6270954355063355e-05
Position 1752: 4.197145240602756e-05
Position 980: 4.025866796061567e-05
Position 226: 2.823769023053605e-05
Position 301: 2.7932925247886564e-05
Position 962: 2.712442808620449e-05
Position 2018: 2.2263046152902392e-05
Position 84: 2.2091007743111896e-05
Position 733: 1.759276491495399e-05
Position 1884: 1.4347204331388718e-05
Position 671: 1.267986347515613e-05
Position 1755: 1.1672758509218159e-05
Position 1189: 1.029899117017548e-05
Position 2414: 8.697595081500596e-06
Position 1941: 8.664953433020118e-06
Position 939: 8.551351825998471e-06
Position 331: 7.794521536550607e-06
Position 229: 7.261695048339199e-06
Position 2388: 6.674315723249818e-06
Position 1140: 6.532573151063691e-06
Position 1535: 4.8581204206494245e-06
Position 1471: 2.9335320593427827e-06
Position 258: 2.6999226709311074e-06
Position 298: 2.591504437992871e-06
Position 959: 2.168409976707813e-06
Position 246: 1.8869136328941748e-06
Position 1548: 1.1207963804620414e-06
Position 75: 9.616781036222746e-07
Position 770: 5.677405407930555e-07
Position 968: 4.770347818302245e-07
Position 826: 2.910389498172897e-07
Position 845: 2.1100384273133466e-07
Position 255: 2.0698087517827893e-07
Position 261: 1.9862621488193328e-07
Position 1093: 1.3433869489896607e-07
Position 1091: 1.3057884299648432e-07
Position 1161: 4.0287953156725075e-08
Position 1347: 2.0134394304329104e-08
Position 1623: 1.59914914854577e-08
Position 1227: 4.625899318063023e-09
Position 1545: 1.2888686788493076e-09
Position 278: 1.0532327783515745e-09
Position 1479: 1.050987150527591e-09
Position 1104: 1.278825200847334e-10
Position 267: 3.0845752203710313e-13
