Gene = CtIP
index = 1111
Annotated 5SS: [ 220  863 1626]
Annotated 3SS: [ 276 1003 1689]
SMsplice 5SS: [ 220  863 1626]
SMsplice 3SS: [ 276  947 1689]
top_k =  500
Partition function (log Z): 0.8090067044518499

Sorted 5' Splice Sites (High to Low Probability):
Position 220: 0.9938623555552221
Position 1626: 0.9893706826187881
Position 863: 0.8453260721168381
Position 1331: 0.05846242727702565
Position 10: 0.05529351178874988
Position 1341: 0.0349885146077334
Position 648: 0.012623922874391638
Position 1386: 0.0075983691442869684
Position 1162: 0.0065628747628838306
Position 1191: 0.00303023736583256
Position 1607: 0.002500426579913803
Position 1857: 0.0012882093046848342
Position 997: 0.0006534968676106924
Position 1251: 0.000546501670140092
Position 1630: 0.00037556121045508555
Position 891: 0.0003343405045850652
Position 1189: 0.000268383459556023
Position 658: 0.0001601393658467012
Position 599: 0.000157229379720077
Position 1840: 0.0001517515229952563
Position 1616: 0.00014403415638814034
Position 1918: 0.00013193322829551407
Position 639: 0.00012185956473873635
Position 1842: 8.032083111287748e-05
Position 624: 7.954891199579318e-05
Position 1194: 6.912668669348985e-05
Position 592: 6.893475448460915e-05
Position 1910: 4.758120350663147e-05
Position 690: 3.679068390998031e-05
Position 522: 2.3022828306969476e-05
Position 2033: 2.0819753893696163e-05
Position 171: 1.1238535057550063e-05
Position 105: 1.0894610991379077e-05
Position 1807: 8.297843186576027e-06
Position 1594: 7.041518935139486e-06
Position 176: 6.054112318242079e-06
Position 1948: 5.407612594027755e-06
Position 1020: 2.616586694390031e-06
Position 893: 2.1663631034316884e-06
Position 792: 1.945133426152604e-06
Position 387: 1.2473919062040453e-06
Position 301: 7.331122141512654e-07
Position 561: 6.009369929565872e-07
Position 276: 4.1723271139175414e-07
Position 123: 1.1253347025941124e-07
Position 413: 7.456655557357346e-08
Position 781: 7.405207138098758e-08
Position 137: 6.067650837735284e-08
Position 954: 2.0725843212728185e-08
Position 154: 1.9592397295542443e-08
Position 1584: 1.3709469360319828e-08
Position 805: 1.2493381082318183e-08
Position 1522: 3.2547037888407983e-09
Position 120: 2.3406401652370084e-09
Position 1611: 2.287440628314836e-09
Position 261: 1.782144538818484e-11
Position 148: 6.431074979579054e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 276: 0.987638245810878
Position 1689: 0.8275408682890799
Position 947: 0.526985976227163
Position 1720: 0.16065873878554596
Position 996: 0.12465710093870147
Position 1439: 0.06785034975501719
Position 1003: 0.04940300990896049
Position 1386: 0.043349971430210535
Position 1054: 0.03974999320412005
Position 87: 0.03378790734203777
Position 1413: 0.030516859979682065
Position 1091: 0.020030395794225674
Position 120: 0.017733714761860513
Position 1032: 0.015733034203357466
Position 927: 0.011564446203918074
Position 1248: 0.007663856999013855
Position 1008: 0.006688785740546705
Position 769: 0.005906153584996916
Position 1515: 0.005728548288210943
Position 1217: 0.004842349079371523
Position 1512: 0.0042476356142197805
Position 1749: 0.0035785368284569808
Position 105: 0.0017212975615455983
Position 1952: 0.0015566421830267752
Position 341: 0.0014968703468997075
Position 1060: 0.001418709555457307
Position 762: 0.0012698325104634582
Position 131: 0.0011158059628403895
Position 1449: 0.0010446419336761215
Position 1819: 0.000721085334956918
Position 1161: 0.0006199783282644345
Position 740: 0.0005214132685049036
Position 1120: 0.0005131196414122069
Position 294: 0.0005014008849948765
Position 1918: 0.0004910799455586088
Position 1982: 0.00048773122983285293
Position 1358: 0.0004851822654252863
Position 1194: 0.00045027770383450165
Position 1728: 0.0003618654239798345
Position 2086: 0.00028188759913192304
Position 483: 0.00028007445534141404
Position 1443: 0.00027494664845381867
Position 1772: 0.00022591736316240015
Position 1084: 0.00022349530061591634
Position 719: 0.00019529510150238853
Position 1541: 0.00018408074703535807
Position 1361: 0.00017099512209435588
Position 288: 0.0001647730924866807
Position 490: 0.00016074000700190625
Position 1327: 0.00013559941665249392
Position 1923: 0.00013384048490192103
Position 1295: 0.00011611097202203941
Position 1189: 0.00011212148000161413
Position 518: 0.00010840815915963859
Position 1565: 0.00010371161043475812
Position 701: 0.00010084309535459404
Position 1891: 8.499229080675707e-05
Position 1331: 7.909955223285054e-05
Position 568: 7.767016940876361e-05
Position 315: 5.8334384596147316e-05
Position 161: 5.5968248351608135e-05
Position 296: 5.142166264670592e-05
Position 498: 4.78370495210211e-05
Position 1822: 4.192446423107097e-05
Position 326: 3.874933989769348e-05
Position 320: 3.732702803357935e-05
Position 658: 3.227307361552056e-05
Position 350: 3.217287172535497e-05
Position 368: 3.083853035886188e-05
Position 449: 2.2586823104188266e-05
Position 554: 1.883514825672153e-05
Position 1762: 1.6371696226460808e-05
Position 891: 1.5195916038143972e-05
Position 1910: 1.5081564081770995e-05
Position 377: 1.0574607384573495e-05
Position 1735: 9.612179657404537e-06
Position 301: 6.401142671452982e-06
Position 186: 6.255651833119369e-06
Position 781: 4.0358933623181185e-06
Position 721: 3.969391535962977e-06
Position 798: 3.640050471607959e-06
Position 2024: 3.1474125037006918e-06
Position 830: 3.033323902936625e-06
Position 671: 2.8033740347163842e-06
Position 307: 2.570269873088545e-06
Position 371: 2.479133354315157e-06
Position 838: 2.021010273967655e-06
Position 2095: 1.772475305763863e-06
Position 2092: 1.7221386801388235e-06
Position 592: 1.7067599789440076e-06
Position 860: 1.6988616539246253e-06
Position 392: 1.6617381081341953e-06
Position 166: 1.0219816372649035e-06
Position 792: 8.806191865813739e-07
Position 599: 7.441234994682828e-07
Position 401: 7.056865564961138e-07
Position 425: 5.159682102376654e-07
Position 207: 4.459728146744148e-07
Position 788: 3.98771696673508e-07
Position 629: 3.936010656791867e-07
Position 686: 3.296054856369877e-07
Position 431: 2.833684512118994e-07
Position 512: 1.1315010415911875e-07
Position 398: 7.078315311321958e-08
Position 457: 6.683373103246626e-08
Position 176: 2.5858293136724445e-08
Position 169: 2.723021284352879e-09
Position 209: 4.7173446424583494e-11
Position 224: 3.485976208099872e-14
Position 220: 1.5943851786914644e-14
