Gene = AstC
index = 31
Annotated 5SS: [ 246 4277 4473]
Annotated 3SS: [4160 4332 4534]
SMsplice 5SS: [ 246 4277 4473]
SMsplice 3SS: [4160 4332 4534]
top_k =  500
Partition function (log Z): 0.5802294844144411

Sorted 5' Splice Sites (High to Low Probability):
Position 4277: 0.9963234410006868
Position 246: 0.9574304957830713
Position 4473: 0.9550686789993376
Position 4661: 0.4045408783111086
Position 1068: 0.08517818856646057
Position 829: 0.07426008988115229
Position 824: 0.05734024387104631
Position 2581: 0.04504110697765316
Position 1375: 0.02381301377060055
Position 1303: 0.02064533036990014
Position 3219: 0.019876153196874913
Position 1594: 0.013778715893171813
Position 1163: 0.011148246721627713
Position 2436: 0.010833206891248543
Position 882: 0.010045389746551987
Position 834: 0.00862688608759124
Position 354: 0.008155553162625112
Position 4614: 0.008097392606780798
Position 1037: 0.005488763650021439
Position 4892: 0.003105401896323919
Position 463: 0.0019127677100839217
Position 4281: 0.0014740459849021108
Position 434: 0.0011370495211667719
Position 4575: 0.0010650125709330415
Position 1055: 0.0009867042047742444
Position 4880: 0.0008886183298641093
Position 406: 0.0007034302502004642
Position 250: 0.000548565798727173
Position 3224: 0.0004861051168135817
Position 3116: 0.00045170445765346795
Position 4609: 0.00043305502572211395
Position 4676: 0.0004294887758957333
Position 4904: 0.00032436226624874025
Position 4388: 0.0003004567536865022
Position 4708: 0.0002997324060500937
Position 563: 0.0002575940223515289
Position 5073: 0.00022014885857127964
Position 567: 0.0002049071371178115
Position 1776: 0.0001492823284482338
Position 872: 0.00011139371795228532
Position 4260: 0.00010657517058674239
Position 5014: 9.78682915985029e-05
Position 420: 5.335475808941345e-05
Position 4518: 4.467991742600062e-05
Position 760: 4.259486126997532e-05
Position 5120: 3.2279166308733095e-05
Position 240: 2.9437708418235413e-05
Position 574: 2.6886003303467495e-05
Position 1121: 2.351610137493282e-05
Position 1431: 2.243683882849728e-05
Position 400: 1.7372520806393534e-05
Position 788: 7.140542671986775e-06
Position 512: 5.943136488550785e-06
Position 717: 5.398300543682692e-06
Position 1167: 4.18610915228923e-06
Position 4369: 3.7765747140320097e-06
Position 4299: 2.9047828858412665e-06
Position 60: 2.758326977918977e-06
Position 886: 2.7384206506677797e-06
Position 667: 2.534754304842555e-06
Position 521: 1.9467996934134658e-06
Position 648: 1.256545540221924e-06
Position 4501: 8.588442661156922e-07
Position 470: 5.553243182685147e-07
Position 1170: 4.828591430748557e-07
Position 623: 2.0783729938975256e-07
Position 552: 1.7597385241146558e-07
Position 4665: 1.3779982462822904e-07
Position 4537: 1.8118396543088195e-08
Position 29: 6.266929487228984e-09
Position 7: 2.7300893759620895e-09
Position 330: 7.155269197938009e-10
Position 305: 5.655983067407786e-10
Position 312: 3.9539140043681547e-10
Position 345: 3.4615175384451533e-10
Position 310: 1.4090651132739006e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4332: 0.9970506473799654
Position 4160: 0.873427104551205
Position 4534: 0.6966696902443255
Position 4726: 0.3295475639615238
Position 4543: 0.17419957394922164
Position 898: 0.12049174894497738
Position 4195: 0.11679920094533085
Position 305: 0.08338599586372315
Position 4537: 0.06725617515469123
Position 948: 0.034052830765279506
Position 4907: 0.031537889766981415
Position 4657: 0.025532511626793545
Position 2651: 0.01518752077406112
Position 4801: 0.014468973620589548
Position 2537: 0.014187178851676441
Position 1661: 0.013620851221829784
Position 4955: 0.010604979617407974
Position 623: 0.009849728523224976
Position 5095: 0.009774882130065637
Position 1226: 0.006717369975773714
Position 667: 0.005847092276929974
Position 487: 0.005525000970707371
Position 2130: 0.004794685206886095
Position 1173: 0.004635982409515228
Position 1828: 0.004369155111032307
Position 5211: 0.004262247897112907
Position 353: 0.003797684030998912
Position 563: 0.003329118061195755
Position 4770: 0.003254580855724882
Position 3415: 0.0031211664632395516
Position 677: 0.0029497403349733487
Position 604: 0.00285071223929055
Position 467: 0.0026848923713898593
Position 3136: 0.002308717272399862
Position 537: 0.002303751369821231
Position 965: 0.002191908359173036
Position 1528: 0.0021505764392255318
Position 1144: 0.0020777244565509828
Position 648: 0.001710500577559135
Position 5127: 0.0016086168525360823
Position 4757: 0.0015606547355821775
Position 4817: 0.0014962746713774713
Position 1500: 0.0014683274093338665
Position 574: 0.001436972869332578
Position 4242: 0.0013164941679944852
Position 4165: 0.0012348372429973828
Position 977: 0.0012041858856485796
Position 4822: 0.0010488151436851656
Position 4356: 0.0009426365832056437
Position 5139: 0.0008575272374257854
Position 2292: 0.0007911982569913163
Position 4168: 0.0007575388177615513
Position 5103: 0.0007176198332743605
Position 1974: 0.0006046538984420778
Position 2757: 0.0005371133438888131
Position 434: 0.0005157635353972427
Position 723: 0.0004992968052389275
Position 3584: 0.0003888211966117268
Position 2361: 0.0003753382667651085
Position 367: 0.00035666307613781313
Position 759: 0.0003482040771536637
Position 3021: 0.0002959011254929712
Position 4775: 0.00024119926813217824
Position 5041: 0.00023060828376519126
Position 3489: 0.00022302656188149725
Position 585: 0.00019505339052234077
Position 1418: 0.00018930473303390726
Position 4466: 0.00018548272441402662
Position 3926: 0.00017966294885387416
Position 406: 0.0001755873327459697
Position 452: 0.000142848977524058
Position 805: 0.00013975054799658196
Position 3467: 0.0001326469670550826
Position 1560: 0.00012439386430689435
Position 5120: 0.00011451991794727538
Position 788: 8.684561835866218e-05
Position 3562: 8.474040476894982e-05
Position 823: 8.223704904058852e-05
Position 4963: 8.084441405453546e-05
Position 2464: 7.98360066597512e-05
Position 1452: 4.371300784636969e-05
Position 4446: 2.2326529124842122e-05
Position 753: 1.3669303699664518e-05
Position 993: 1.1736781593277921e-05
Position 4365: 8.56451040927774e-06
Position 1053: 6.585051327487017e-06
Position 4601: 6.487716703167635e-06
Position 4555: 5.318552954904366e-06
Position 2707: 5.0681832067110015e-06
Position 375: 3.483477533798921e-06
Position 383: 3.341125277613379e-06
Position 1058: 2.9877054231478073e-06
Position 4271: 2.7137726045514764e-06
Position 117: 1.8106901038056694e-06
Position 1268: 1.4106230375734783e-06
Position 1003: 8.113802871731015e-07
Position 4618: 7.412793297081546e-07
Position 4558: 6.001354098370008e-07
Position 4614: 2.3712661541683202e-07
Position 232: 1.5068355799110175e-07
Position 4628: 1.2505565367299316e-07
Position 176: 5.187666157703743e-08
Position 81: 2.3626546278035146e-09
Position 75: 5.778522907189087e-10
Position 53: 2.7823696162650322e-11
Position 240: 1.663955021435971e-11
Position 60: 8.826714863249838e-13
Position 250: 4.0259085737039074e-13
