Gene = Cpsf6
index = 1106
Annotated 5SS: [ 431 1546 2492 3219 3729 3856]
Annotated 3SS: [ 825 2350 2751 3428 3786 4275]
SMsplice 5SS: [ 431 1111 3219 3729 3856 4477]
SMsplice 3SS: [ 825 2751 3428 3786 4275 4767]
top_k =  500
Partition function (log Z): 18.591862008323027

Sorted 5' Splice Sites (High to Low Probability):
Position 3729: 0.9991955525514292
Position 3219: 0.9967082424932927
Position 4477: 0.9689057666385766
Position 431: 0.960858352277082
Position 3856: 0.9223787665494715
Position 2492: 0.582889965116671
Position 1111: 0.4459782578239694
Position 1510: 0.3391776765681656
Position 1546: 0.28744875010487797
Position 1874: 0.02800664100274496
Position 4070: 0.026057006497490362
Position 1697: 0.024109154385294138
Position 3514: 0.015944903565008314
Position 291: 0.013405164907150218
Position 568: 0.013034525202816227
Position 3083: 0.012660963940669396
Position 473: 0.011965557196110402
Position 83: 0.01159358445621168
Position 1129: 0.010686225897695223
Position 1157: 0.010554359607381531
Position 1839: 0.009457792127563343
Position 4084: 0.009236345145906141
Position 4200: 0.008940934937720597
Position 2433: 0.008927506140709127
Position 2873: 0.007413385073377351
Position 3904: 0.00728946659690976
Position 1585: 0.007153510184876744
Position 1007: 0.006946110755539584
Position 2523: 0.005318138075531956
Position 2843: 0.0043140029679702326
Position 621: 0.0037512890951810376
Position 254: 0.003518934338048077
Position 2332: 0.0028128186826356077
Position 3231: 0.002174458029354123
Position 4582: 0.0021561661842128023
Position 2101: 0.0020900193063524467
Position 1593: 0.001584562368842392
Position 484: 0.0014697628381738347
Position 563: 0.0013030575591320437
Position 4521: 0.001136058011135521
Position 988: 0.0011065650225315755
Position 3864: 0.0009747398837706992
Position 3104: 0.0009523917758608294
Position 235: 0.0009203312675673917
Position 556: 0.0008965818325507148
Position 1134: 0.0008430391978551409
Position 64: 0.0008332073758192722
Position 1995: 0.000824903280023139
Position 4511: 0.0007608509252712735
Position 1501: 0.0006788619867314081
Position 4446: 0.0006456312964076181
Position 1048: 0.0006217158625326952
Position 714: 0.0006201886870414654
Position 2460: 0.0005993100411449853
Position 522: 0.0005989404777189087
Position 469: 0.0005699757393216338
Position 703: 0.0005324152383839197
Position 4053: 0.000399644373270699
Position 664: 0.0003908163817887225
Position 4147: 0.00038387118646342563
Position 4369: 0.0003727317646867366
Position 1004: 0.0003696970681844714
Position 1780: 0.00033995494186893875
Position 4016: 0.0003180757897632757
Position 1115: 0.0002924091122087624
Position 1421: 0.000291730512498302
Position 1065: 0.0002775680469285552
Position 3707: 0.0002770286178847008
Position 728: 0.0002746514309354665
Position 1266: 0.0002477311360238544
Position 573: 0.0002184144058343691
Position 1597: 0.00021352982293633394
Position 3606: 0.00020137931978088722
Position 974: 0.0001885781556607559
Position 3991: 0.00017580246836780563
Position 283: 0.00017527755391774915
Position 4643: 0.00016718571069193394
Position 3967: 0.00015759079826335463
Position 896: 0.00015303076209732371
Position 4001: 0.00015002359742768238
Position 4011: 0.00014606451356046304
Position 3452: 0.0001425702250290656
Position 1370: 0.00013269517561759913
Position 4003: 0.00010490724160310873
Position 1730: 0.00010442753269721268
Position 90: 0.00010109114360125738
Position 76: 0.00010014453916858948
Position 289: 9.324667158991844e-05
Position 4948: 8.275871189228696e-05
Position 489: 7.853949278362885e-05
Position 1177: 7.459511083933348e-05
Position 1476: 7.455329464920087e-05
Position 654: 6.537225308399203e-05
Position 316: 6.004724024379885e-05
Position 3925: 5.5232760230838557e-05
Position 477: 5.172663743779341e-05
Position 327: 4.6335140353850486e-05
Position 990: 3.4743423876671877e-05
Position 388: 3.2883546309890673e-05
Position 295: 3.217452704144747e-05
Position 3175: 2.4426696411348896e-05
Position 4386: 2.3764451965006895e-05
Position 4519: 2.2584737518120278e-05
Position 4487: 2.2342759517671362e-05
Position 3666: 2.2085963454086493e-05
Position 191: 2.0006612796449622e-05
Position 281: 1.985370799860887e-05
Position 3257: 1.9048381525405735e-05
Position 3713: 1.8243840072868102e-05
Position 3196: 1.817208173570061e-05
Position 3507: 1.3794237434957223e-05
