Gene = Cep135
index = 1067
Annotated 5SS: [  223   359   864  1077  2570  2849  3027  9605  9911 10091 10548 10915]
Annotated 3SS: [  283   736   923  1173  2637  2910  9478  9756  9965 10279 10728 11007]
SMsplice 5SS: [  223   359   864  1077  2570  2849  3027  9605  9911 10091 10548 10915]
SMsplice 3SS: [  283   736   923  1173  2637  2910  9478  9756  9965 10279 10728 11007]
top_k =  500
Partition function (log Z): 36.06971976784709

Sorted 5' Splice Sites (High to Low Probability):
Position 223: 0.9989813389588689
Position 3027: 0.9984506242047916
Position 864: 0.9970196421420571
Position 10091: 0.9915685366836603
Position 1077: 0.9776633941716545
Position 2849: 0.9759585627540284
Position 10915: 0.9585571447359701
Position 359: 0.942248681035901
Position 2570: 0.9403707521459662
Position 9605: 0.869850448409203
Position 10548: 0.774624136075177
Position 9911: 0.7150794697338866
Position 10673: 0.27242960566224894
Position 9865: 0.15990121286790246
Position 3397: 0.11098425121626355
Position 3387: 0.09730418910750274
Position 8360: 0.03969126032152545
Position 10934: 0.03961668999984485
Position 4171: 0.03797499184012872
Position 8569: 0.03373801174951233
Position 455: 0.033087414757597536
Position 8666: 0.02831152222836343
Position 2168: 0.015126236158973218
Position 4762: 0.01413605746035107
Position 3378: 0.013585025184808837
Position 1081: 0.013576895871151146
Position 2821: 0.011157534799383943
Position 3406: 0.01023396504798593
Position 2574: 0.00968886480511855
Position 11137: 0.009377896130803256
Position 10594: 0.00914689232125138
Position 8955: 0.0087711898959668
Position 10449: 0.0086838487750987
Position 363: 0.007902786575984078
Position 2161: 0.007787015885370046
Position 10392: 0.0046744620246964835
Position 9629: 0.004595781063036341
Position 3160: 0.004288779965143796
Position 2301: 0.00311886897742298
Position 1071: 0.003074488705654169
Position 1309: 0.002759246731054064
Position 645: 0.0026908323118766684
Position 10652: 0.0023555952616831715
Position 10527: 0.0023529699114553577
Position 413: 0.0016029933010457654
Position 1275: 0.0015957541189148114
Position 8721: 0.0015005481204031503
Position 1566: 0.00146951830265213
Position 1343: 0.0014309686210780546
Position 371: 0.0013482644027692052
Position 10051: 0.0011954428480456937
Position 9538: 0.0011919692154136407
Position 508: 0.0010959962660085547
Position 378: 0.0010523180234102772
Position 6256: 0.000946126380312142
Position 1801: 0.0009189809363941117
Position 1197: 0.0008281956720629293
Position 11132: 0.000804319189205662
Position 1407: 0.0008029612314209773
Position 3312: 0.0007432069407786149
Position 6319: 0.0007193855853787597
Position 10365: 0.0006762283224567675
Position 1143: 0.0005689207196720785
Position 16: 0.0004914549921723985
Position 3033: 0.0004913117095919445
Position 5: 0.0004821803026502007
Position 861: 0.00047418750447128424
Position 871: 0.000465330378181561
Position 2099: 0.00045683268416683935
Position 8384: 0.00045376404204423935
Position 10580: 0.0004488497797036021
Position 684: 0.00043051139597406204
Position 1780: 0.0004069070127873694
Position 10919: 0.00039722101264217735
Position 11: 0.0003957106903508987
Position 4691: 0.00039478286645896544
Position 217: 0.00038860720904024373
Position 239: 0.000353852250562296
Position 10610: 0.00035269864255711773
Position 9878: 0.00031829763858775347
Position 4192: 0.00030540116704791024
Position 10586: 0.0002894756389895406
Position 4288: 0.0002734357060681884
Position 3919: 0.0002689639257840243
Position 678: 0.0002429999755177436
Position 3660: 0.0002313265208083404
Position 11077: 0.00021658403408310596
Position 3494: 0.00020105451903349516
Position 681: 0.00016907770029878503
Position 10613: 0.0001623674260290609
Position 11176: 0.00015774094788552467
Position 3831: 0.00015536344424883558
Position 2771: 0.00015423765804509066
Position 341: 0.00015016433266236344
Position 1317: 0.00014670021630485336
Position 10080: 0.00014256165653447103
Position 2163: 0.00013239366560232843
Position 2475: 0.00012137979816937756
Position 859: 0.0001185427552464793
Position 393: 0.00011559097766596686
Position 10477: 0.00010899423824905917
Position 1028: 0.00010607165372109796
Position 3974: 9.75140428461179e-05
Position 10475: 9.057876892607427e-05
Position 2123: 8.725729327544986e-05
Position 3894: 8.721182855312104e-05
Position 664: 8.65824328375543e-05
Position 1503: 8.427456395803312e-05
Position 1680: 7.73931912072677e-05
