Gene = Mnd1
index = 685
Annotated 5SS: [  125 14088 17618 21769 39360 50852 62232]
Annotated 3SS: [14021 17559 21619 39284 50736 62186 67611]
SMsplice 5SS: [  125 13931 14088 17363 17618 21769 33517 39360 45491 50852 62232]
SMsplice 3SS: [13788 14021 17099 17559 21619 33422 39284 45432 50736 62186 65774]
top_k =  500
Partition function (log Z): -30.301773944503637

Sorted 5' Splice Sites (High to Low Probability):
Position 21769: 0.9999050924269266
Position 125: 0.9933662524772495
Position 14088: 0.8917005577479205
Position 17618: 0.6345314380301079
Position 6680: 0.5398785803916297
Position 11958: 0.5393281649299293
Position 17363: 0.5251116215021264
Position 23388: 0.47043070130985454
Position 28981: 0.22766009492767408
Position 24097: 0.1988894239263333
Position 17642: 0.1220773430990707
Position 18216: 0.106207270657312
Position 6785: 0.10448079355598805
Position 15014: 0.0931703903830281
Position 25871: 0.09000945701092897
Position 18173: 0.0672527097498365
Position 1269: 0.05471383601446057
Position 22985: 0.03623662690310519
Position 26102: 0.030237016382453102
Position 567: 0.029237509151844587
Position 5898: 0.022851102815921384
Position 3515: 0.022555402915955335
Position 18247: 0.02233935414368187
Position 6101: 0.019329309239326707
Position 10358: 0.017858680710247366
Position 23279: 0.014365989067066874
Position 5013: 0.014187786917771806
Position 1151: 0.011055509023466107
Position 2625: 0.010714452137960696
Position 6766: 0.010546390817830736
Position 22965: 0.004278230241654856
Position 23186: 0.0022628371065836943
Position 23905: 0.0016342351991140611
Position 23530: 0.0011552125858682466
Position 206: 0.0007580031903946076
Position 24695: 0.0003869937622579174
Position 23567: 0.00031206813681025045
Position 307: 0.00013965962660872602
Position 391: 9.41944869909757e-05
Position 374: 7.617975992007502e-05
Position 842: 7.26591372712909e-05
Position 381: 7.053622598502814e-05
Position 201: 7.03969062448329e-05
Position 376: 5.7158000327141645e-05
Position 475: 2.6587876657377203e-05
Position 79: 2.247698996951141e-05
Position 60: 2.0656958831493424e-05
Position 1030: 1.4521405535728581e-05
Position 756: 1.2040031569406814e-05
Position 775: 7.406344734511006e-06
Position 181: 4.649227969431098e-06
Position 361: 3.2035528311047003e-06
Position 277: 1.2476279955979751e-06
Position 883: 9.205153555211699e-07
Position 766: 8.167207678154353e-07
Position 262: 7.97580350707311e-07
Position 31: 7.547706086732838e-07
Position 468: 7.424450935674079e-07
Position 184: 1.541575284678014e-07
Position 82: 1.1277418422836815e-07
Position 10: 3.9500641255742506e-08
Position 34: 8.362081209758938e-09
Position 7799: 6.850130616153102e-09
Position 5739: 1.0320897598721564e-09
Position 5277: 9.882071405583177e-10
Position 2556: 7.907468497178459e-10
Position 5030: 5.36184905008424e-10
Position 4759: 3.1708999023231465e-10
Position 3481: 2.7966216039900473e-10
Position 3297: 2.1330263362637574e-10
Position 1285: 1.3501380774291566e-10
Position 2219: 1.0791663920097431e-10
Position 722: 1.0751674649960874e-11
Position 999: 2.449367450910853e-12
Position 1009: 2.411738074840127e-12
Position 827: 7.385669956256697e-13
Position 656: 1.2394541836407277e-14
Position 523: 8.902311540917654e-15
Position 804: 4.091900115131701e-15
Position 1193: 2.936892181322604e-15
Position 639: 1.8078812087722176e-15
Position 659: 1.6620661438993728e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 21619: 0.9999827971727205
Position 14021: 0.8917005577479215
Position 31897: 0.818866516786434
Position 17559: 0.7566087811291775
Position 11797: 0.5393283282483503
Position 17099: 0.5251116215021264
Position 23351: 0.3149879015826693
Position 6538: 0.28904094871872754
Position 28785: 0.2482920091201681
Position 6541: 0.23224650765415886
Position 18103: 0.1958152182765211
Position 24013: 0.11809670527875306
Position 6511: 0.11607861998481711
Position 23271: 0.07981384583676206
Position 25670: 0.05679466629110173
Position 14896: 0.05516383133731389
Position 23211: 0.05217278797755449
Position 23992: 0.04320554576535245
Position 23835: 0.03931979843962509
