Gene = Nicn1
index = 748
Annotated 5SS: [ 234 3084 3616 4089 4565]
Annotated 3SS: [2906 3501 4016 4459 4638]
SMsplice 5SS: [ 234  565 3616 4089 4565]
SMsplice 3SS: [ 426 3440 3961 4459 4638]
top_k =  500
Partition function (log Z): -0.4076748211278378

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.9921128945703364
Position 4089: 0.9890132755323843
Position 4565: 0.7821181316617403
Position 565: 0.6240059650668216
Position 2993: 0.22844703780682143
Position 3084: 0.21612379991548064
Position 2997: 0.1585204696827527
Position 570: 0.1514694825957811
Position 3620: 0.052570275515914054
Position 2781: 0.04078592498217713
Position 3204: 0.03459639536196541
Position 483: 0.021307619887230934
Position 844: 0.016232692041147877
Position 4695: 0.01090596725650685
Position 829: 0.00993376811876423
Position 3489: 0.008745839085147217
Position 3697: 0.00824231445108342
Position 64: 0.007163193894121187
Position 71: 0.004383217167791928
Position 1466: 0.003800739236100085
Position 601: 0.0035469013774409586
Position 178: 0.0033312755608310846
Position 538: 0.0032753801260461666
Position 2317: 0.002878348108299853
Position 2330: 0.002265511468358841
Position 833: 0.0020121637698806713
Position 5434: 0.001706069441777841
Position 4765: 0.0016105226190499895
Position 2343: 0.000981759542285687
Position 4639: 0.0009680299917409018
Position 3040: 0.0007794570441379978
Position 4493: 0.000678567379417667
Position 4569: 0.0006532337784689624
Position 592: 0.0006019845388366488
Position 4108: 0.0005616117885921527
Position 1583: 0.0005523631427587209
Position 1773: 0.0005435898383365533
Position 2574: 0.00046106622355100127
Position 1035: 0.00042881292773359555
Position 1028: 0.00033295747893219587
Position 2599: 0.00019227289917054217
Position 50: 0.00017270796736474216
Position 296: 0.00015191080668426027
Position 4575: 0.00011034883320371865
Position 285: 8.793650459108371e-05
Position 109: 8.366272299656644e-05
Position 87: 2.6741732729608058e-05
Position 153: 1.991191838381428e-05
Position 195: 1.7871880199986098e-05
Position 198: 1.537889129206074e-05
Position 20: 1.2693804530880691e-05
Position 47: 1.2654264136698463e-05
Position 84: 1.2497049898702296e-05
Position 141: 7.576476149951042e-06
Position 5: 7.331537957548963e-06
Position 549: 5.484272354668822e-06
Position 129: 5.388569942067002e-06
Position 507: 4.6740484982747606e-06
Position 113: 4.569646903395378e-06
Position 189: 4.412415636258887e-06
Position 327: 3.884828297201342e-06
Position 117: 2.7612763679793485e-06
Position 8: 2.107907484855749e-06
Position 325: 1.972565953506024e-06
Position 104: 1.359164315857104e-06
Position 477: 1.2443615364006783e-06
Position 608: 1.0433842291024036e-06
Position 204: 1.0116767379557818e-06
Position 111: 6.734125814262078e-07
Position 4504: 5.383245279221331e-07
Position 404: 4.993659086881036e-07
Position 11: 3.258615633739806e-07
Position 519: 2.131979557946987e-07
Position 370: 1.9295639539579695e-07
Position 411: 1.722319634695347e-07
Position 1078: 1.587004282808659e-07
