Gene = Cops8
index = 287
Annotated 5SS: [ 647 1465 2532 3689 7220 8057 8607]
Annotated 3SS: [1393 2482 3555 7111 7993 8558 9192]
SMsplice 5SS: [ 647 1465 3689 7220 8057]
SMsplice 3SS: [1393 3555 7111 7993 9192]
top_k =  500
Partition function (log Z): -6.2965860735789985

Sorted 5' Splice Sites (High to Low Probability):
Position 3689: 0.8981951129372812
Position 7220: 0.7808634479522564
Position 1465: 0.7308044776919046
Position 647: 0.7261572953785047
Position 8057: 0.6731154790455627
Position 9356: 0.3557813328115663
Position 350: 0.34135196044586014
Position 2224: 0.18269366071792922
Position 8490: 0.17315565647473652
Position 1645: 0.14732973621136697
Position 8184: 0.12072918656247413
Position 2742: 0.061547763488342865
Position 2532: 0.04217231892374715
Position 8607: 0.040994111017531074
Position 4723: 0.029431495340364548
Position 691: 0.026012222395647613
Position 3416: 0.02085999382873424
Position 7806: 0.020543513158177994
Position 139: 0.020520089274241912
Position 3328: 0.017048335712057685
Position 2927: 0.015991374811245594
Position 1256: 0.015153619285449425
Position 8886: 0.013878491451688823
Position 3041: 0.013412258937664985
Position 1169: 0.013358951943245016
Position 673: 0.012887655280275186
Position 67: 0.01211775714277946
Position 2937: 0.012086203464855994
Position 4750: 0.011214649325884939
Position 159: 0.011134754820086707
Position 466: 0.00935748574648527
Position 1534: 0.009194467916641512
Position 1428: 0.007689957528544782
Position 581: 0.007686257145500587
Position 848: 0.0070338178664828615
Position 660: 0.0067425941549265215
Position 3651: 0.006730671821336565
Position 216: 0.005939045938673179
Position 1546: 0.005214628203407661
Position 444: 0.004669356973870618
Position 8402: 0.003974767204736082
Position 625: 0.0037149712756554864
Position 224: 0.0036757489163394092
Position 8061: 0.0032291717861539695
Position 2648: 0.003097062698776522
Position 9087: 0.0029829274033549395
Position 57: 0.0029293270867017146
Position 812: 0.0027039041348241527
Position 7786: 0.0026966451830512145
Position 6916: 0.002506855883512428
Position 8819: 0.0018825923362110419
Position 105: 0.0016182297556059633
Position 371: 0.0016066762692397386
Position 1617: 0.0012476080188314443
Position 287: 0.001226682000890323
Position 8380: 0.0011857892375208906
Position 190: 0.0011108814195124573
Position 542: 0.0009601130662446778
Position 252: 0.0009151902737386564
Position 8127: 0.0008649944935905947
Position 265: 0.0008647050347195703
Position 668: 0.0008594278701464052
Position 185: 0.0008024507828345559
Position 8300: 0.0008016320069637532
Position 1047: 0.000716962210165852
Position 1517: 0.0006204997370314733
Position 63: 0.0005780147397602721
Position 210: 0.0005009332250840613
Position 603: 0.00046847124819089257
Position 2976: 0.00044957045146438497
Position 354: 0.0004472915584095066
Position 10052: 0.0004335617242318026
Position 1423: 0.00040192467242755733
Position 763: 0.00037844037019002855
Position 48: 0.00037000190197097215
