Gene = Paics
index = 790
Annotated 5SS: [  529  5437  8187  9983 10200 11204 13316 15099]
Annotated 3SS: [ 5238  8007  9802 10085 11119 13134 14939 15340]
SMsplice 5SS: [  362   529  3251  5540  8187  9983 10200 11204 13316]
SMsplice 3SS: [  461  3133  5463  8007  9881 10085 11119 13134 15340]
top_k =  500
Partition function (log Z): 3.910209808840482

Sorted 5' Splice Sites (High to Low Probability):
Position 10200: 0.974163551577871
Position 11204: 0.963741844129737
Position 13316: 0.8347475520286998
Position 9983: 0.8341851316959702
Position 8187: 0.6865490476176866
Position 3251: 0.572418284528104
Position 15099: 0.4556145423556945
Position 362: 0.44470480327733314
Position 5900: 0.4242185316566941
Position 5540: 0.4203875247980492
Position 5437: 0.41686514546674225
Position 529: 0.40857950749368743
Position 379: 0.37873341615815115
Position 711: 0.3690902638961637
Position 3255: 0.2671329524084354
Position 15146: 0.2052333787616252
Position 15487: 0.14575444790243167
Position 6551: 0.13814883607935852
Position 13588: 0.12384541960777554
Position 12022: 0.11632816180381529
Position 9963: 0.07670271160890751
Position 371: 0.06913451975748522
Position 9998: 0.048583525205516
Position 12930: 0.04015530295850256
Position 8290: 0.040008467418893474
Position 4598: 0.032181009644049505
Position 525: 0.02787072734291302
Position 3297: 0.026539480954045076
Position 12975: 0.020068429523615258
Position 12030: 0.020010301239259645
Position 4218: 0.019744744759007088
Position 95: 0.019225824573442466
Position 10240: 0.018710746157928816
Position 3702: 0.018141169054596867
Position 99: 0.014799968022560969
Position 11681: 0.014721227699071297
Position 36: 0.01416018491544398
Position 12414: 0.013388705814154647
Position 12915: 0.012527616135943706
Position 19: 0.012303790313245789
Position 808: 0.01085215416467467
Position 125: 0.0108231757730686
Position 3503: 0.010564590387913601
Position 12313: 0.009462334655622047
Position 8136: 0.009458770178621477
Position 12403: 0.008583167101870204
Position 12544: 0.006690102427119857
Position 11277: 0.006650416036353297
Position 10552: 0.0066365150823725705
Position 11165: 0.005769774052452497
Position 6931: 0.005429234335108542
Position 12643: 0.005324302682369284
Position 615: 0.0050849180625004466
Position 11008: 0.004428303288954711
Position 12621: 0.004364502968036743
Position 9971: 0.00422411362062939
Position 12261: 0.0038791495121874194
Position 10207: 0.0036384463213168686
Position 4090: 0.0032902761899746085
Position 10902: 0.003204959481918939
Position 5925: 0.002812323545869815
Position 693: 0.002702941177360639
Position 12002: 0.00264838093502073
Position 13360: 0.0025325792232853217
Position 1596: 0.002525226434039218
Position 900: 0.002346494144322918
Position 3243: 0.0023328696100090346
Position 7043: 0.002183940981097023
Position 10736: 0.0019905070846002993
Position 3568: 0.001947265824708397
Position 6828: 0.0014915305192185072
Position 5269: 0.0014153661015474607
Position 4752: 0.001251218867464483
Position 150: 0.0012211567608544896
Position 12399: 0.001182742259258582
Position 10783: 0.0010862359127156546
Position 196: 0.0010561278235658729
Position 61: 0.0010008259816054893
Position 10009: 0.0009749942157316687
Position 10569: 0.0008260317887449007
Position 533: 0.0008126763483451059
Position 6460: 0.0007761797756151601
Position 1192: 0.0007573206736867203
Position 602: 0.0004997480216065268
Position 185: 0.00040669936588920923
Position 10914: 0.00037996455141326303
Position 1632: 0.0003583123329550653
Position 10405: 0.000356339109006932
Position 11379: 0.00034994123644240866
Position 11441: 0.00034186106060382827
Position 399: 0.00033956875176068945
Position 10795: 0.00033933000512616327
Position 13927: 0.00033619691683047935
Position 11565: 0.00031979064522020786
