Gene = Pea15a
index = 807
Annotated 5SS: [ 208 6397 7694]
Annotated 3SS: [6222 7537 8113]
SMsplice 5SS: [ 208 6152 6322 7694 8203]
SMsplice 3SS: [6075 6222 7613 8113 8725]
top_k =  500
Partition function (log Z): 0.9148671288991941

Sorted 5' Splice Sites (High to Low Probability):
Position 208: 0.9779512814231468
Position 7694: 0.9466340186183952
Position 6152: 0.9274494872783451
Position 8203: 0.8909639113839832
Position 6322: 0.46160454382060573
Position 6331: 0.29524340458501575
Position 8568: 0.2677526120355259
Position 6700: 0.20539104508935133
Position 8615: 0.17424555205902575
Position 8642: 0.12799087873441625
Position 9542: 0.11997935971774881
Position 2559: 0.11751858064734533
Position 6397: 0.08817676605411409
Position 2386: 0.07499261689096194
Position 6468: 0.047136953414434135
Position 9237: 0.04449534278773068
Position 6296: 0.03366272064075263
Position 6505: 0.021296805881105527
Position 246: 0.020104110537009744
Position 4515: 0.017172686742080737
Position 4412: 0.016494102023457365
Position 3670: 0.016489594824714734
Position 5322: 0.01529413811753728
Position 3660: 0.009734348018422588
Position 5538: 0.009076321307544528
Position 4709: 0.008916710683471132
Position 1025: 0.008075755777328964
Position 606: 0.007912498279100368
Position 6809: 0.007392671246267312
Position 9509: 0.006958282740191894
Position 4680: 0.005802999638784723
Position 4638: 0.005174828338967089
Position 1550: 0.004841794755401859
Position 3486: 0.004646886346335628
Position 6165: 0.004602871533151779
Position 9924: 0.004097757430681267
Position 2403: 0.003728904371891281
Position 5179: 0.0032982612970576895
Position 2823: 0.0030509428660034942
Position 4420: 0.002790251009981771
Position 9182: 0.0026909389616045745
Position 8271: 0.0014710489721913187
Position 8041: 0.001464476432040909
Position 8557: 0.0007972467216052459
Position 8000: 0.0006515957008855968
Position 47: 0.0005904635544373287
Position 8317: 0.0004849972189557422
Position 6188: 0.0004755060744911112
Position 8019: 0.0004380514218041275
Position 600: 0.00040321660464104483
Position 1047: 0.00033146245958549247
Position 7974: 0.0003128347411204915
Position 7764: 0.0003036694347971591
Position 8012: 0.0002744413550595975
Position 1332: 0.00023249548461812454
Position 2399: 0.00020004271537272725
Position 8323: 0.00019403660389835623
Position 4496: 0.00018143560509079103
Position 5088: 0.00017501181444025876
Position 4535: 0.0001747193974741873
Position 9546: 0.00015595112059280678
Position 7686: 0.00015041700118306126
Position 1207: 0.00014537343967620695
Position 3168: 0.0001365309160351311
Position 4093: 0.00012677468733085604
Position 2961: 0.0001118490353488661
Position 7957: 0.00011030924246013722
Position 4153: 0.00010826984688002114
Position 464: 0.00010794964033521414
Position 6359: 0.0001026391701020599
Position 8311: 9.934590254158215e-05
Position 7725: 9.599584060637152e-05
Position 4924: 8.712205505434231e-05
Position 42: 8.518870471566352e-05
Position 1991: 7.718603077292264e-05
Position 4913: 7.616513254720805e-05
Position 7092: 7.255371871914417e-05
Position 174: 7.06956295142166e-05
Position 6423: 7.040543773252216e-05
Position 6538: 6.861710582330074e-05
Position 4333: 6.837639446059786e-05
Position 6717: 5.598011318256809e-05
Position 697: 5.533433140323534e-05
Position 1172: 5.428260609708575e-05
Position 6820: 5.241165991495322e-05
Position 4342: 4.5715683548667726e-05
Position 8313: 4.488156566835428e-05
Position 3477: 4.336935564538893e-05
Position 324: 4.3142921748354626e-05
Position 6533: 3.913356396956553e-05
Position 4164: 3.8449366623251876e-05
Position 6352: 3.486770420437618e-05
Position 7220: 3.160994143579578e-05
Position 6473: 2.6956137719992573e-05
Position 1941: 2.2637101319529617e-05
Position 1923: 2.200416392424425e-05
Position 1286: 1.69956631758192e-05
Position 641: 1.5717965112640635e-05
Position 1552: 1.5525187923082733e-05
Position 1870: 1.3915532213635103e-05
Position 6912: 1.377744550792317e-05
Position 1845: 1.3035486842503995e-05
Position 3905: 1.258995446537529e-05
Position 1814: 1.2188470490772372e-05
Position 1904: 1.2106917456839304e-05
Position 1796: 1.188544361185758e-05
Position 1098: 1.1141612403021302e-05
Position 621: 6.610669927915798e-06
Position 2675: 4.126959915043077e-06
Position 9299: 4.099986395873404e-06
Position 1806: 2.998740281175649e-06
Position 8732: 1.114413953197221e-06
Position 230: 1.0851765757010704e-06
Position 8585: 6.981313635979368e-07
Position 263: 6.503927097294854e-07
Position 2275: 5.252501166636731e-07
Position 438: 3.5391808345182624e-07
Position 55: 3.405834649771446e-07
Position 8582: 3.0429735997937935e-07
Position 8871: 2.826469970013418e-07
Position 232: 1.7864224068895359e-07
Position 331: 1.4892312196852366e-07
Position 348: 1.482873100346609e-07
Position 417: 1.3900173687508412e-07
Position 272: 7.695673445275059e-08
Position 235: 5.2878178699403174e-08
Position 118: 5.132386440636688e-08
Position 430: 3.927713465670389e-08
Position 358: 3.1288409585070866e-08
Position 396: 1.9546073439811457e-08
Position 37: 1.0321784236331267e-08
Position 382: 6.5184779541256404e-09
Position 333: 2.2947127154701856e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8113: 0.9645431886575797
Position 6222: 0.9318295753570512
Position 7613: 0.7182491132169005
Position 6075: 0.6660106846640238
Position 8725: 0.4274626725532303
Position 8455: 0.34192025522533004
Position 6053: 0.21723391007759793
Position 10025: 0.20861527397563762
Position 7537: 0.16281456033063288
Position 8424: 0.15086394986120144
Position 9373: 0.14434244412093666
Position 6600: 0.11870447673232006
Position 9391: 0.11705983429877483
Position 2339: 0.09804558607510096
Position 2272: 0.08248810090991009
Position 6583: 0.06330354919509633
Position 8838: 0.05054934940370718
Position 9099: 0.048116985828544505
Position 8521: 0.04254191211582606
Position 8518: 0.04072410652206298
Position 4257: 0.03851878889884567
Position 6251: 0.030501940499428476
Position 6026: 0.029495187316497237
Position 9171: 0.025444600887943935
Position 6097: 0.019901665805266377
Position 9757: 0.015925470147327814
Position 7629: 0.012570499734020663
Position 8971: 0.012473736163376417
Position 7557: 0.012280230006180708
Position 3319: 0.010646802088744604
Position 7269: 0.010022031650464789
Position 5205: 0.008828952120227733
Position 4601: 0.008350257739101958
Position 7319: 0.008197952548493604
Position 3601: 0.008186414122374612
Position 3432: 0.007907814044275109
Position 6231: 0.007268767310403643
Position 5254: 0.006998856408385496
Position 7506: 0.006888384960322649
Position 5396: 0.006839570116813972
Position 8353: 0.0066211858618341396
Position 9069: 0.006560598337034314
Position 7407: 0.005945662305379789
Position 9780: 0.005885092721371144
Position 2474: 0.005740554750337784
Position 527: 0.005719934203131406
Position 4615: 0.005388918464309298
Position 7644: 0.005258145307327078
Position 7865: 0.005186275250396907
Position 9736: 0.0051391427497775605
Position 9104: 0.0049316936165426295
Position 7448: 0.004343091894328358
Position 8548: 0.0040892750396204726
Position 9687: 0.0038495300649945743
Position 2299: 0.0038334626580444533
Position 865: 0.003375584838613914
Position 1396: 0.003277304437353981
Position 6490: 0.003211336425324807
Position 5087: 0.0031176110472295746
Position 2245: 0.0026189833129031024
Position 4375: 0.002555398333010899
Position 3408: 0.002472674037530269
Position 9268: 0.002104544021666664
Position 4308: 0.0020008043200978854
Position 2447: 0.001707372756371995
Position 9640: 0.001704880515973019
Position 3367: 0.0016938738971114232
Position 8525: 0.0016314179208309569
Position 749: 0.0014327113631419403
Position 1418: 0.0014152720782050294
Position 8127: 0.0013104662648836863
Position 371: 0.0013040264210324333
Position 2641: 0.0012642247932550493
Position 6585: 0.0012540599897692415
Position 2530: 0.0011753426997261872
Position 6640: 0.001168109982231838
Position 6423: 0.0011315937320489514
Position 10058: 0.0010441128231395867
Position 547: 0.000871627493897747
Position 6186: 0.0008618809821641938
Position 4795: 0.0008286856928012892
Position 6671: 0.0008135885205719975
Position 2623: 0.0007128403383787595
Position 10004: 0.000674907801862007
Position 5062: 0.0006696148897522619
Position 5462: 0.0006515134587997856
Position 9993: 0.0005766094922212681
Position 2193: 0.0005596151230872833
Position 9422: 0.0005311323287373358
Position 924: 0.0005076686043938692
Position 2592: 0.0005075227960716625
Position 1084: 0.00040235472156699865
Position 7169: 0.00039299230107479763
Position 988: 0.0003870997657727945
Position 2725: 0.0003793966326094191
Position 483: 0.00036302012917049014
Position 911: 0.00033223320414112125
Position 9647: 0.0003102490828047748
Position 9716: 0.0002925383761909759
Position 7909: 0.0002799416720689609
Position 952: 0.0002712702649240895
Position 460: 0.00026769497074134903
Position 4047: 0.0002541111834786364
Position 427: 0.00024349061662251944
Position 997: 0.00023486888903045014
Position 930: 0.0002328873043842117
Position 9396: 0.0002265178539779279
Position 9218: 0.00021858953451911342
Position 2480: 0.00021321897757546233
Position 6691: 0.00020344330688132174
Position 8430: 0.00020282663076571714
Position 8594: 0.0001877978365065385
Position 9950: 0.00018762514871948138
Position 949: 0.00017841144103855123
Position 7350: 0.00017437181029179418
Position 2651: 0.0001733323899024278
Position 6653: 0.0001700272564295841
Position 1376: 0.00015714428925689926
Position 8562: 0.00014171961105814124
Position 6461: 0.00012097214925832812
