Gene = Ndufc2
index = 740
Annotated 5SS: [ 355 7007]
Annotated 3SS: [6862 7615]
SMsplice 5SS: [ 355 7007]
SMsplice 3SS: [6862 7615]
top_k =  500
Partition function (log Z): -10.486287751497606

Sorted 5' Splice Sites (High to Low Probability):
Position 355: 0.9512989861839642
Position 7007: 0.3531174473503279
Position 4652: 0.14659293085788008
Position 4082: 0.08665389448301211
Position 7078: 0.045917118807390855
Position 104: 0.025230303110549898
Position 6179: 0.021931998587467322
Position 342: 0.01653499259033909
Position 4683: 0.016357994935649385
Position 644: 0.014168166016553923
Position 7228: 0.012510801909002795
Position 3973: 0.011515714588289691
Position 3034: 0.011021045066908248
Position 2287: 0.00908706567062475
Position 5434: 0.008916754998580616
Position 6477: 0.008463071828865678
Position 1513: 0.00792949085988825
Position 410: 0.006617941878866828
Position 556: 0.0060502319286224035
Position 6491: 0.005943179669769798
Position 5499: 0.00510441912681797
Position 5204: 0.005070985749029058
Position 740: 0.0041896023472274835
Position 1386: 0.0039021427252192474
Position 65: 0.0027279213294538
Position 6305: 0.0024250864953284405
Position 1217: 0.002227969321761115
Position 1392: 0.002167925486419685
Position 2391: 0.0019240529305596574
Position 3935: 0.001706857045653223
Position 6517: 0.0010475585658253086
Position 112: 0.0007704551734148538
Position 7380: 0.0007551620486592075
Position 6939: 0.0007482918737380101
Position 1830: 0.0007060262864256255
Position 157: 0.00035549630043281514
Position 4244: 0.0003419421261356424
Position 4045: 0.0003003029321935377
Position 3939: 0.0002953142750049498
Position 652: 9.574892684357152e-05
Position 18: 9.161734724363019e-05
Position 2063: 7.562753061863856e-05
Position 2084: 6.193331773269225e-05
Position 1260: 5.780776551290174e-05
Position 2055: 4.797682249714918e-05
Position 2087: 4.316660237788155e-05
Position 2000: 4.239910897775482e-05
Position 52: 4.1268943084097956e-05
Position 1866: 4.037759707677554e-05
Position 130: 3.471462925879081e-05
Position 127: 1.84147637775397e-05
Position 151: 1.5907466385676e-05
Position 145: 3.640629429994112e-06
Position 397: 3.568316670960508e-06
Position 10: 1.7624398989737295e-06
Position 120: 1.640395153473242e-06
Position 279: 7.473327895791417e-07
Position 417: 5.699098343272895e-07
Position 133: 3.851422684320398e-07
Position 524: 3.3390477629932366e-07
Position 293: 3.188546218871939e-07
Position 485: 1.8428876191961366e-07
Position 501: 1.175775058912541e-07
Position 169: 8.065188045698725e-08
Position 561: 5.398415369453083e-08
Position 707: 1.6528039814404477e-08
Position 469: 1.2563352956909662e-08
Position 736: 4.5086074461128755e-09

