Gene = Ndufa3
index = 735
Annotated 5SS: [  35  319 2135]
Annotated 3SS: [ 243 2056 2627]
SMsplice 5SS: [ 127  319 2135]
SMsplice 3SS: [ 243 2056 2627]
top_k =  500
Partition function (log Z): -2.2144254985486183

Sorted 5' Splice Sites (High to Low Probability):
Position 2135: 0.9791895517681348
Position 319: 0.8820041249377748
Position 127: 0.5134893714255538
Position 35: 0.2914884491787959
Position 768: 0.1947493374640567
Position 967: 0.17033690129444873
Position 45: 0.06975557519328063
Position 1391: 0.04085027276177133
Position 599: 0.02524110098699546
Position 1905: 0.01985929612282563
Position 633: 0.01007609351470839
Position 67: 0.005282418927007286
Position 458: 0.005087739598368513
Position 1342: 0.0048927095608793676
Position 178: 0.004600462084418197
Position 165: 0.002930573087833682
Position 959: 0.0020049467530978407
Position 2091: 0.001176906942552181
Position 1360: 0.001081876836498092
Position 39: 0.0009920541343789234
Position 1003: 0.0009558605020745483
Position 134: 0.0008403174902110051
Position 103: 0.0006729221648903337
Position 1490: 0.0006215515871975604
Position 1395: 0.0004906079883556892
Position 83: 0.0004675401818003869
Position 387: 0.000366278976201416
Position 346: 0.00032355198378992934
Position 2176: 0.00030906740775094667
Position 854: 0.00030867684575391436
Position 198: 0.00021710342342157987
Position 430: 0.00017170465004678312
Position 285: 0.00014792026071368153
Position 1632: 0.00014773523200419558
Position 220: 0.00013701833064443434
Position 772: 0.00012950929068977917
Position 95: 0.00012603666349455603
Position 820: 0.00011630486933789296
Position 365: 0.00011475005208844591
Position 156: 0.00011433555791621425
Position 1364: 0.00010633089918332394
Position 1560: 0.00010513813785146783
Position 662: 9.429224521962854e-05
Position 558: 6.978998608104537e-05
Position 2399: 4.260778423701957e-05
Position 109: 3.8244632743801326e-05
Position 70: 3.419955599529054e-05
Position 2716: 2.0087778735232697e-05
Position 2184: 1.1859435341729098e-05
Position 2364: 1.136321399862991e-05
Position 484: 1.1054576060279181e-05
Position 7: 1.0817660683123626e-05
Position 568: 9.261534615377645e-06
Position 191: 5.153289440412121e-06
Position 323: 3.920338996927522e-06
Position 291: 1.993242993219582e-06
Position 189: 2.0573582182492282e-07
Position 294: 1.7212280303744284e-07
Position 474: 2.421589045762892e-08
Position 207: 2.138216219124594e-09
