Gene = Tyrobp
index = 1154
Annotated 5SS: [ 112  581  863 1888]
Annotated 3SS: [ 553  715 1843 3555]
SMsplice 5SS: [112]
SMsplice 3SS: [553]
top_k =  500
Partition function (log Z): -6.987232230793923

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.983892168352479
Position 863: 0.617875215246908
Position 1888: 0.3552710285572813
Position 745: 0.057264992000910696
Position 581: 0.048670017421198405
Position 1287: 0.020182188338470207
Position 1761: 0.016950284233447206
Position 1730: 0.014598544824986752
Position 3299: 0.009613582048631253
Position 2618: 0.008311471323087934
Position 779: 0.002938622101120532
Position 2889: 0.002731219355919477
Position 1753: 0.0016520073173225064
Position 908: 0.0015739097332867476
Position 228: 0.0014468236400975954
Position 938: 0.0013170595490825327
Position 339: 0.0012072398212358542
Position 243: 0.000805699960884243
Position 3360: 0.0007090999888196432
Position 3485: 0.0005737714646084355
Position 74: 0.00047214321682216955
Position 286: 0.00045806496993385063
Position 362: 0.0003511334414903909
Position 845: 0.00029511992230039544
Position 757: 0.0002904042474408616
Position 1532: 0.0002650552117940199
Position 4: 0.00023556962842855828
Position 1505: 0.0001397186085678804
Position 1553: 0.00011025697106056305
Position 755: 9.356525352065202e-05
Position 1591: 6.243748776859811e-05
Position 886: 6.211964369685476e-05
Position 343: 6.0791556006996643e-05
Position 1090: 6.0488846047724474e-05
Position 691: 5.841889726921054e-05
Position 1683: 5.353128593406436e-05
Position 105: 5.064287674551048e-05
Position 1734: 4.6908031052702e-05
Position 480: 4.6130675871262915e-05
Position 406: 4.445301464980668e-05
Position 357: 4.097053685700072e-05
Position 295: 3.650727503561266e-05
Position 93: 3.3071755576774706e-05
Position 335: 2.86827210930954e-05
Position 143: 2.44651339503707e-05
Position 1518: 2.224372180880558e-05
Position 683: 2.050405009574576e-05
Position 835: 2.0350216364213587e-05
Position 1313: 2.0207870361525457e-05
Position 1687: 1.94925531105015e-05
Position 289: 1.8665628603865502e-05
Position 1272: 1.5347421886609727e-05
Position 565: 1.4555006115346758e-05
Position 737: 1.4293959058314663e-05
Position 693: 1.2488734524617971e-05
Position 816: 9.675343040153027e-06
Position 1551: 9.60310682234325e-06
Position 787: 9.160717992986746e-06
Position 158: 8.838500009674673e-06
Position 772: 8.723864385136551e-06
Position 145: 6.924749024711758e-06
Position 116: 5.292411403570563e-06
Position 130: 4.13247208754849e-06
Position 27: 4.078258379097877e-06
Position 34: 3.93133841945983e-06
Position 2663: 3.7108795488009262e-06
Position 410: 3.5593822013579996e-06
Position 514: 3.0125071771401467e-06
Position 247: 2.696807123663166e-06
Position 29: 2.6585691141578673e-06
Position 24: 1.9032883133745865e-06
Position 83: 1.5972055734377633e-06
Position 578: 1.5643324975796543e-06
Position 560: 1.2885539726201854e-06
Position 530: 9.295794458792856e-08
Position 661: 1.1415138584214298e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1843: 0.621187568325766
Position 553: 0.5815230289264885
Position 3555: 0.20008840973610978
Position 652: 0.17541855048091687
Position 3641: 0.11177847491215102
Position 2536: 0.052409576058719695
Position 1457: 0.046272161073553836
Position 2749: 0.043850146968027616
