Gene = Nmu
index = 755
Annotated 5SS: [  234  5438 13677 18350 19725 19867 23027 26351 27966]
Annotated 3SS: [ 5378 13628 18289 19694 19815 22957 26296 27925 30110]
SMsplice 5SS: [  234  5494  8692 13677 18350]
SMsplice 3SS: [ 5378  8577 13599 18289 30110]
top_k =  500
Partition function (log Z): -10.287677586092691

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.9961997880600763
Position 18350: 0.8173355729972113
Position 8692: 0.7855361471999966
Position 13677: 0.702054738273141
Position 5494: 0.5066539016640983
Position 418: 0.5014990180239448
Position 5438: 0.47291487455208625
Position 854: 0.363403391799757
Position 19867: 0.22647581405558345
Position 14626: 0.20634789741175313
Position 4322: 0.08947943974037084
Position 718: 0.08312855845805346
Position 11873: 0.07694103877881416
Position 4155: 0.07521286296871935
Position 518: 0.0615375059829236
Position 3034: 0.05668606331033639
Position 622: 0.048862367016906855
Position 2826: 0.04019619657093048
Position 5789: 0.025510912032252996
Position 817: 0.022663295585597994
Position 1226: 0.020507516018868164
Position 5458: 0.011560194422625012
Position 1078: 0.011276364822701546
Position 2693: 0.010453520561265911
Position 2082: 0.009259581114560171
Position 8069: 0.00871275565737233
Position 76: 0.007563432397951343
Position 5739: 0.007261328270045594
Position 3846: 0.00715504918271891
Position 2989: 0.005616016450858007
Position 6017: 0.005024103659505128
Position 964: 0.004944715490535847
Position 5217: 0.00454808869287634
Position 3836: 0.003562713652824777
Position 7801: 0.0034209569626401236
Position 5640: 0.0030521389333033363
Position 1353: 0.00295533627459594
Position 3151: 0.0025788266091757313
Position 5826: 0.002190540302722177
Position 1324: 0.002132382247770151
Position 6333: 0.0021120896697486152
Position 5955: 0.0020978747435093956
Position 1203: 0.002013868846787104
Position 6721: 0.0018051187141689296
Position 83: 0.001662693881314331
Position 7753: 0.0013080930981432639
Position 401: 0.0011939925272914814
Position 9872: 0.0010920203032195087
Position 6369: 0.00097185632055936
Position 7758: 0.0009699669851006899
Position 13018: 0.0007965396641291315
Position 7229: 0.000629472386887678
Position 5662: 0.0005047608114820991
Position 550: 0.0003377954267378494
Position 597: 0.00019225296142158667
Position 653: 0.00016958355381833083
Position 584: 0.00014179130811707536
Position 450: 8.392672642516534e-05
Position 9760: 7.676745276665428e-05
Position 682: 6.271879221074349e-05
Position 8684: 5.9045233058866064e-05
Position 792: 4.7161342930593425e-05
Position 689: 3.2863451292593404e-05
Position 862: 2.313796230101959e-05
Position 90: 1.1599338966352207e-05
Position 148: 1.0353828080538773e-05
Position 216: 8.076731754556245e-06
Position 132: 7.941411269667469e-06
Position 138: 7.280746337823228e-06
Position 118: 6.380615828052569e-06
Position 637: 5.112255066961934e-06
Position 589: 4.783870774211395e-06
Position 5: 2.7309877120357004e-06
Position 190: 1.477323031191541e-06
Position 751: 5.603797799766659e-07
Position 7: 3.861319559581135e-07
Position 506: 2.878908044018277e-07
Position 487: 4.9062790295217385e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5378: 0.9833321797127905
Position 18289: 0.8866639668616227
Position 8577: 0.7875059130751869
Position 13599: 0.5309855000994486
Position 355: 0.5264566078899355
Position 487: 0.3436558626522297
Position 22646: 0.31812350512569
Position 19815: 0.29807324372173566
Position 21619: 0.2954899478527216
Position 13628: 0.13759216720546943
Position 14547: 0.12209867058022966
Position 761: 0.12168613449562918
Position 14487: 0.10009460097343555
Position 18500: 0.07777928850042483
Position 11698: 0.07076519154526989
Position 2823: 0.0486680137310915
Position 13343: 0.04568316713580114
Position 19078: 0.03983619824571051
Position 737: 0.03916844365165504
Position 3944: 0.03882440235377171
Position 4237: 0.03750029629898835
Position 4044: 0.0361052800458737
Position 4259: 0.032299028029874055
Position 963: 0.03202639035831141
Position 5609: 0.025942354825543926
Position 13507: 0.01767067035579465
Position 5083: 0.01724655024165408
Position 297: 0.017170234043793003
Position 4000: 0.017131261665104404
Position 2944: 0.016785051822765008
Position 19116: 0.014509203606510736
Position 3708: 0.01337767454463909
Position 2601: 0.01232806721545524
Position 2636: 0.011207233226774397
Position 2874: 0.010143989818020989
Position 15393: 0.010005954022277757
Position 5900: 0.009285030407511271
Position 689: 0.00908936716823474
Position 2803: 0.00853557789227793
Position 14958: 0.008093468151571422
Position 11806: 0.008087475539264975
Position 155: 0.007699020394703451
Position 517: 0.007468970457227983
Position 7952: 0.007415130349681115
Position 12883: 0.007049112861676264
Position 3006: 0.006876235902980739
Position 13972: 0.006376703389176969
Position 7650: 0.006043005594722953
Position 16953: 0.0059637745616710055
Position 10015: 0.005935431388646713
Position 374: 0.005110918563363561
Position 987: 0.0044453741767468535
Position 1900: 0.0043213087633335754
Position 5738: 0.0034708664550191365
Position 1729: 0.0034231105343995524
Position 629: 0.003289780988070952
Position 8550: 0.0032826282184072945
Position 621: 0.0032233295013331053
Position 12159: 0.002576696033264148
Position 5726: 0.0023517470374136594
Position 705: 0.0021279439786156405
Position 378: 0.0019454886226517682
Position 12135: 0.0019183738755830437
Position 5587: 0.0017837576632118756
Position 649: 0.0017637021290109892
Position 12591: 0.001640699036716373
Position 11375: 0.0015110546609420337
Position 14020: 0.0014950206805414148
Position 6187: 0.0014005589305675725
Position 8592: 0.0013818727581943213
Position 143: 0.0013083425939570679
Position 1173: 0.001303919014308111
Position 539: 0.0012619253571292425
Position 9791: 0.0011951766045566606
Position 717: 0.0011853105848913623
Position 1996: 0.001096514848454874
Position 2377: 0.0009454888409794522
Position 10491: 0.0008576813737149306
Position 6604: 0.0007699319463036339
Position 7986: 0.0007378379856224173
Position 6645: 0.0006934940206511017
Position 9967: 0.0006372252083836495
Position 7109: 0.0006294723868876771
Position 7777: 0.0006030186380665091
Position 10894: 0.0005854873629657414
Position 13669: 0.0005564875121516302
Position 14854: 0.0005045376641125641
Position 11239: 0.0004938857211938544
Position 1139: 0.0004509341689530798
Position 1960: 0.0004199633030523835
Position 10585: 0.00041884398070440783
Position 1021: 0.00040897496595069025
Position 6648: 0.00034169274721419454
Position 10831: 0.0002839152903887257
Position 10879: 0.00026924053220018157
Position 1225: 0.0002537139432401271
Position 8894: 0.0002345104841828071
Position 9796: 0.00020876739661074682
Position 6902: 0.00020032364798077087
Position 9449: 0.00018434989117700206
Position 8800: 0.00017733091415244714
Position 3805: 0.00017212260638255813
Position 11575: 0.00015779960351114012
Position 10876: 0.00014600161298789649
Position 9836: 0.0001430175772540395
Position 5565: 0.00013195951583196066
Position 10565: 0.00013077381493207022
Position 10735: 0.00012187377926351868
Position 544: 6.157721625829885e-05
Position 9298: 5.2823931158206766e-05
Position 576: 3.840687823391601e-05
Position 398: 2.4410492818108508e-05
Position 221: 2.3299510536632377e-05
Position 2335: 2.06665053009848e-05
Position 2138: 2.029854692030837e-05
Position 9506: 1.886446145635828e-05
Position 390: 1.8520218186432997e-05
Position 769: 7.207007630543621e-06
Position 837: 6.0567726875964525e-06
Position 550: 5.761646675413236e-06
Position 6925: 4.754030692116987e-06
Position 797: 4.0947829138168814e-06
Position 417: 3.562510377689982e-06
Position 659: 3.524816523524796e-06
Position 413: 3.3422272721113884e-06
Position 635: 3.3051253740402784e-06
Position 496: 1.8115840834496067e-06
Position 783: 1.6450874848846309e-06
Position 653: 1.6084776560941583e-06
Position 423: 1.4318306702425255e-06
Position 605: 1.176325411213883e-06
Position 1293: 7.161630185942007e-07
Position 1197: 4.843792367824886e-07
Position 1148: 3.355897640862159e-07
Position 233: 2.2097196795794195e-07
Position 671: 1.9545451940247004e-07
Position 74: 1.8424549281798629e-07
Position 435: 1.5892788534935774e-07
Position 112: 6.799562820121472e-08
Position 128: 6.556212510882321e-08
Position 903: 2.1701275957371984e-08
Position 82: 1.795938780825407e-08
Position 90: 1.7458401117415967e-08
Position 97: 1.5295724684832674e-08
Position 238: 1.4065622359460391e-08
Position 115: 7.631191755446936e-09
Position 95: 5.198435875477495e-09
Position 107: 1.2399910309684161e-09
Position 450: 4.286331619255908e-10
Position 125: 2.8285736845906283e-11
Position 597: 1.0141009410798468e-11
Position 607: 2.368360179726954e-15
Position 637: 1.886820676917237e-15
