Gene = Jaml
index = 600
Annotated 5SS: [  114  3547  4924  7822  9656 14675 18772 21963 23913 25091]
Annotated 3SS: [ 3449  4860  7657  9429 14561 18539 21811 23851 25006 28195]
SMsplice 5SS: [  114  3547  7822  9656 14675 18628 21963 23913 25091 27870]
SMsplice 3SS: [ 3449  7710  9544 14561 18539 21811 23851 25006 27699 28195]
top_k =  500
Partition function (log Z): 6.963616295180467

Sorted 5' Splice Sites (High to Low Probability):
Position 7822: 0.9969421889433451
Position 3547: 0.9885189448170691
Position 9656: 0.9786511448045419
Position 21963: 0.9549181731405274
Position 14675: 0.9062009662327682
Position 114: 0.8871366748970437
Position 25091: 0.8138152787042562
Position 23913: 0.8117663078310141
Position 8378: 0.8028506581605029
Position 18628: 0.5007481064866409
Position 27870: 0.345996080927023
Position 8787: 0.34206716013204985
Position 8802: 0.31840560908297627
Position 27853: 0.306588589442835
Position 14981: 0.29104834920955597
Position 23520: 0.2870486944519613
Position 13639: 0.2753288147754447
Position 12953: 0.2748414095747316
Position 4924: 0.26993875664332895
Position 2798: 0.2232013227143693
Position 7096: 0.1664488657034791
Position 4448: 0.1562314855111949
Position 28534: 0.11993102904142035
Position 9021: 0.11797475897609357
Position 7258: 0.09674112001832832
Position 14745: 0.08621957722638421
Position 18772: 0.0778570007897211
Position 22778: 0.07425020388095993
Position 254: 0.06766878388792714
Position 18787: 0.06005911917178743
Position 20482: 0.05990760786764376
Position 2058: 0.04735052774324887
Position 8950: 0.043471244171651414
Position 15835: 0.042373192116134564
Position 3069: 0.03888919430648559
Position 16867: 0.03598001324005579
Position 6439: 0.030306916834704753
Position 9159: 0.02853486895337828
Position 9271: 0.024104673758334846
Position 2719: 0.023914681849744844
Position 14436: 0.02316906267356685
Position 10040: 0.020798430302767817
Position 28258: 0.019234004185475193
Position 350: 0.018346606746475317
Position 5874: 0.018182100592551646
Position 195: 0.018171970853386125
Position 1250: 0.01791862414950106
Position 8532: 0.01687565476367944
Position 14360: 0.016730454205579663
Position 20048: 0.016350051529210572
Position 17831: 0.015726611669071962
Position 3062: 0.01569938820477789
Position 5679: 0.015390176919413955
Position 11730: 0.014031239836473513
Position 26402: 0.01357232506519297
Position 8552: 0.013341187462894298
Position 6592: 0.013298425771831705
Position 136: 0.01292016461964586
Position 16895: 0.012818628319401662
Position 2347: 0.012534870304684538
Position 13146: 0.01191788035462004
Position 1209: 0.011850018397202577
Position 7230: 0.011815285000594915
Position 269: 0.010866821973218593
Position 6883: 0.010522547380576331
Position 22404: 0.010115894898110716
Position 2902: 0.01009941721774152
Position 1286: 0.010056808502061665
Position 20907: 0.009801857322212969
Position 277: 0.009260993127456844
Position 27859: 0.00850849057099353
Position 13478: 0.006679992276430354
Position 18236: 0.006654988273960376
Position 24164: 0.006525238123260222
Position 4797: 0.00642199560211865
Position 16135: 0.006116752838236834
Position 15616: 0.005610130524824559
Position 4419: 0.005256945010307485
Position 26627: 0.004768757186845843
Position 22271: 0.0042674930498604
Position 334: 0.004263794988889054
Position 1196: 0.004186117847943299
Position 25871: 0.003976651472964328
Position 25186: 0.003895264066786636
Position 25395: 0.003889409132154956
Position 27071: 0.003456310065938017
Position 28868: 0.00339863110395039
Position 6476: 0.003097922041455883
Position 15129: 0.0030601292820153034
Position 27884: 0.0030460939500088296
Position 5970: 0.002773783346698443
Position 8791: 0.0026960322868520483
Position 24160: 0.002657924199375805
Position 7334: 0.002492827267712583
Position 23538: 0.002286073013270769
Position 1226: 0.0022450049407594123
Position 573: 0.0020600948752620444
Position 735: 0.001939319911492417
Position 27841: 0.0015182385754004245
Position 27819: 0.001506396747499279
Position 3161: 0.0015036059099200203
Position 3192: 0.0014842042661391685
Position 8923: 0.0013255680215091205
Position 2834: 0.0011023244588076252
Position 3145: 0.001079168229578893
Position 16641: 0.0008941832342004563
Position 3946: 0.0007322630759688863
Position 8737: 0.0005520361410107463
Position 9607: 0.0005075348074220379
Position 3469: 0.0004980699209803188
Position 4744: 0.000497957475045273
Position 9322: 0.0004919652530653985
Position 4974: 0.00046931621699427715
Position 1156: 0.0003176967987011528
Position 3909: 0.00031021971150945273
Position 2070: 0.0003063939467276466
Position 1941: 0.0002509252530502987
Position 9630: 0.00023574713715363311
Position 7919: 0.00016727187406761967
Position 5888: 0.00013095329431050116
Position 264: 0.00011098017660246999
Position 1230: 0.00010651044048356371
Position 2650: 6.900297881945728e-05
Position 5253: 6.631396551189377e-05
Position 26615: 5.4248883577400644e-05
Position 281: 3.0315951445501863e-05
Position 5105: 2.879258932852515e-05
Position 121: 2.1856929217517353e-05
Position 10097: 1.7882614736730618e-05
Position 9879: 1.1657104139338224e-05
Position 10955: 1.1402662755738113e-05
Position 81: 9.986681064123281e-06
Position 51: 9.640010663091067e-06
Position 623: 9.04474952432491e-06
Position 10015: 8.210477469896741e-06
Position 244: 7.400861864878821e-06
Position 5277: 7.323591182781918e-06
Position 318: 7.147684094517326e-06
Position 5655: 6.4838440221322e-06
Position 5390: 5.7630330398456385e-06
