Gene = Rap1gds1
index = 884
Annotated 5SS: [   166  24721  53389  59656  91480 109334 111377 116166 116648 117792
 119008 119880 129539 133472]
Annotated 3SS: [ 24612  53265  59529  91332 109204 111250 116021 116515 117656 118881
 119739 129411 133342 147488]
SMsplice 5SS: [   166  24721  53389  59390  59656  90745  91480  93629 105298 109334
 111377 116166 116648 117792 118802 119008 119880 124406 129539 133472]
SMsplice 3SS: [ 24612  53265  59262  59529  90559  91332  93538 105225 109204 111250
 116021 116515 117656 118703 118881 119739 124212 129411 133342 147488]
top_k =  500
Partition function (log Z): -90.21439251014144

Sorted 5' Splice Sites (High to Low Probability):
Position 166: 0.9440106792830082
Position 7400: 0.5999118249420236
Position 14980: 0.27521469583841257
Position 8032: 0.21197151376593232
Position 8523: 0.20027041166086457
Position 6518: 0.16768092737090742
Position 7255: 0.16717051929470783
Position 6757: 0.1113445663374881
Position 6273: 0.10648998596510532
Position 4635: 0.07113567372420619
Position 1621: 0.05624576749335396
Position 14911: 0.0550584466358733
Position 546: 0.04156093956433555
Position 5775: 0.02686432115288471
Position 5568: 0.01598466301955729
Position 5835: 0.013158676775257174
Position 277: 0.012578373454684237
Position 7623: 0.012534893981543815
Position 1435: 0.008784967241224146
Position 2871: 0.004582414655949245
Position 6320: 0.004428044017435567
Position 6366: 0.0009141633823997554
Position 72: 0.000767566065260242
Position 3055: 0.000635482205416857
Position 268: 0.0004916587912140618
Position 616: 0.00015445877331957678
Position 140: 0.00013805533134138908
Position 1705: 5.255741081877714e-05
Position 565: 4.469028237308364e-05
Position 170: 4.036284852924609e-05
Position 622: 3.55867468951334e-05
Position 1587: 1.9652598603937212e-05
Position 2301: 1.543449078284834e-05
Position 2175: 1.5395227624964847e-05
Position 2045: 1.1822153976577888e-05
Position 2394: 1.0426574192519254e-05
Position 2361: 9.226097173814298e-06
Position 926: 2.2763403780572267e-06
Position 3241: 1.5069976704014315e-06
Position 2694: 1.10281751045186e-06
Position 151: 1.0941518489328777e-06
Position 2545: 7.813182767403569e-07
Position 1362: 7.765945009770097e-07
Position 993: 7.716595228113611e-07
Position 446: 5.34982796950972e-07
Position 719: 4.754322459871911e-07
Position 355: 4.729821814797918e-07
Position 182: 4.36947566648384e-07
Position 713: 4.0880836366454797e-07
Position 607: 4.038364661361076e-07
Position 1487: 6.68588735646567e-08
Position 1332: 3.840054619874462e-08
Position 350: 9.522310500559985e-09
Position 217: 3.46767931355442e-09
Position 260: 3.445928507021922e-09
Position 43: 2.3461175507747504e-09
Position 338: 1.773793045847848e-09
Position 227: 1.70774474416239e-09
Position 233: 8.793892542982736e-10
Position 1092: 7.355780211883196e-10
Position 1010: 1.8987020835550476e-10
Position 768: 1.3842210439282502e-10
Position 748: 7.519766078349302e-11
Position 730: 7.461757938007004e-11
Position 501: 5.82692505895636e-11
Position 778: 5.100553360037628e-11
Position 423: 4.5018805413222836e-11
Position 761: 2.5451607378639005e-11
Position 645: 2.428547233428667e-11
Position 679: 1.711241973842685e-11
Position 706: 6.543952865296757e-12
Position 831: 1.4271185774763254e-12
Position 460: 6.644036673014535e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 7339: 0.5621729694512113
Position 14793: 0.4818704951592102
Position 15096: 0.2813563665852968
Position 11467: 0.22462967705897993
Position 7888: 0.2174313666858312
Position 8369: 0.20377083387707604
Position 7100: 0.1719711446810588
Position 6574: 0.1154676517922965
Position 6144: 0.09434691654334808
Position 17815: 0.0858934948659101
Position 9492: 0.07460609430111387
Position 6365: 0.05344722592523475
Position 9418: 0.051734992936735245
Position 1513: 0.03856017266604382
Position 6250: 0.03840072948338485
Position 6344: 0.038291017212334966
Position 5707: 0.03291515401661023
Position 13857: 0.028088318938370917
Position 6305: 0.027697032137044744
Position 4427: 0.026329716783029436
Position 7230: 0.01738066568004053
Position 7281: 0.016796335831164626
Position 7347: 0.016492080166015517
Position 9090: 0.015038173295412084
Position 4520: 0.012847764464791009
Position 4295: 0.012712360394591095
Position 1435: 0.011999751472521716
Position 6437: 0.010749672583866079
Position 6426: 0.008909758693923901
Position 10127: 0.008243823035562028
Position 11721: 0.007967374809039866
Position 7322: 0.007847247463937784
Position 4537: 0.007810820231218072
Position 5382: 0.0075092380163231795
Position 4517: 0.006976084951646515
Position 5425: 0.006729111108983143
Position 6429: 0.00652316862024444
Position 12191: 0.005752594711225096
Position 1201: 0.005720897864188647
Position 2461: 0.004328762692432879
Position 6212: 0.003913098071244857
Position 10525: 0.003853502000252055
Position 1586: 0.003842750716052751
Position 6807: 0.0035010740033859368
Position 5515: 0.003191764426633457
Position 2749: 0.0030749350612241182
Position 7030: 0.003002367900424062
Position 8913: 0.0025775207644317287
Position 5664: 0.0024037691416562285
Position 4466: 0.002275674234862629
Position 10025: 0.0018739602682804363
Position 11528: 0.0018685574450676443
Position 5750: 0.0016842251074554336
Position 1332: 0.0014915963572305511
Position 4401: 0.0014882432624674369
Position 6079: 0.0014870087691825006
Position 8059: 0.0014438959311678025
Position 4434: 0.001384756059074628
Position 6874: 0.0013685867614278994
Position 3897: 0.0013266728062880885
Position 7700: 0.0012621663914010235
Position 1335: 0.0012387167900037167
Position 5555: 0.0011418088959618666
Position 2609: 0.0010100665440555873
Position 5267: 0.0009228422632851854
Position 5589: 0.0008717215220131905
Position 7495: 0.0008609192249934552
Position 1361: 0.0007106728315634545
Position 1922: 0.0006504196523404274
Position 2936: 0.0006483180467819685
Position 7534: 0.000607944407205466
Position 1384: 0.0005971201858584361
Position 4588: 0.0005388310795929442
Position 3748: 0.00048268007840456
Position 1537: 0.00039139760540405055
Position 2271: 0.0003301264633594407
Position 6842: 0.0002861742638962959
Position 4985: 0.00028490880519763096
Position 1215: 0.00024639985727324535
Position 1544: 0.00023501026285957486
Position 5119: 0.00020782383205919524
Position 3544: 0.00017244964489115464
Position 6958: 0.00016686602813779442
Position 1291: 0.0001606015575436569
Position 2120: 0.0001561079655779324
Position 812: 0.00013361951554401925
Position 751: 0.00013084901105977047
Position 3405: 0.00011410730158201153
Position 1686: 0.00011348899690220824
Position 864: 0.00010233748677787393
Position 2493: 0.0001006598313917808
Position 1306: 9.350943195852811e-05
Position 4720: 9.316234897033788e-05
Position 1317: 9.064555989860999e-05
Position 1001: 8.941719218635638e-05
Position 847: 7.520106595213468e-05
Position 941: 6.610780635213907e-05
Position 1723: 5.964602746887837e-05
Position 454: 5.22643107690048e-05
Position 4728: 4.699386474906781e-05
Position 2430: 4.357473543136322e-05
Position 2212: 4.0471053484274585e-05
Position 1381: 4.0102974149807156e-05
Position 1840: 3.078101546587971e-05
Position 299: 2.970428478587896e-05
Position 3646: 2.7115103034396448e-05
Position 4110: 2.5069414140451465e-05
Position 3473: 2.337585921531516e-05
Position 1236: 2.27649624511047e-05
Position 3479: 1.891873316689858e-05
Position 930: 1.8848067392369317e-05
Position 3175: 1.6261425607410855e-05
Position 1877: 1.1199623292305722e-05
Position 2014: 1.11941238014036e-05
Position 652: 1.046612306073768e-05
Position 1339: 9.728123562976815e-06
Position 1164: 9.710949792375884e-06
Position 1246: 9.298359967287597e-06
Position 1961: 7.84153465331987e-06
Position 439: 7.150816406195914e-06
Position 1061: 5.836831463575372e-06
Position 1023: 5.360159061459854e-06
Position 472: 2.767948470859735e-06
Position 1620: 1.160142369027728e-06
Position 2800: 5.369456514006324e-07
Position 1439: 5.115801046824695e-07
Position 1358: 5.014734586322089e-07
Position 276: 4.5612851545859566e-07
Position 1221: 4.489657943408952e-07
Position 1278: 4.3714945912437246e-07
Position 225: 4.147957932203831e-07
Position 2048: 4.1438855083682173e-07
Position 1524: 3.2496859277162346e-07
Position 306: 3.150052902809372e-07
Position 1264: 2.774639152972518e-07
Position 1451: 2.471123846787137e-07
Position 3179: 2.358259721305146e-07
Position 1991: 2.2143731351595026e-07
Position 1597: 2.1737134243816087e-07
Position 3004: 1.4507826632040888e-07
Position 4380: 1.2794745214305868e-07
Position 3054: 7.963584261665296e-08
Position 1313: 5.8574257255659794e-08
Position 1047: 5.455112209736946e-08
Position 1217: 3.6778629103856456e-08
Position 2839: 3.4055780630545666e-08
Position 1250: 2.4041769419796444e-08
Position 1256: 2.306584846025102e-08
Position 1567: 1.7418141335628014e-08
Position 233: 1.5925883623265503e-08
Position 1034: 1.094147711865308e-08
Position 783: 6.323903842554427e-09
Position 877: 3.1781978768740664e-10
Position 971: 7.339431386895102e-12
Position 557: 1.8207981027196872e-12
Position 688: 1.1792174570823301e-12
