Gene = Kptn
index = 610
Annotated 5SS: [ 287  678  902 1030 3216 3379 3987 4138 4898 5954 6213]
Annotated 3SS: [ 594  816  974 3139 3304 3876 4059 4821 5817 6041 7222]
SMsplice 5SS: [ 287 3216 3987 4898 5954 6213]
SMsplice 3SS: [3139 3876 4821 5817 6041 7222]
top_k =  500
Partition function (log Z): 13.69283582436215

Sorted 5' Splice Sites (High to Low Probability):
Position 5954: 0.9898403911509359
Position 287: 0.9791369060008149
Position 6213: 0.9680262897634138
Position 3987: 0.9562379546082335
Position 4898: 0.9078195653521377
Position 3216: 0.7789985027288445
Position 902: 0.6594740018424962
Position 4138: 0.43305282029340914
Position 3379: 0.3510875214594316
Position 678: 0.3035571310214712
Position 7366: 0.2933356507747849
Position 1030: 0.27763178170939845
Position 3221: 0.18526939025518685
Position 1137: 0.14063424849087036
Position 4480: 0.1296673738512025
Position 3375: 0.10920971557469407
Position 5663: 0.09507484944455272
Position 5699: 0.06906265812084277
Position 1298: 0.06009088792429409
Position 1158: 0.029819835492634367
Position 4266: 0.022098855360439502
Position 144: 0.01931735286078174
Position 6418: 0.018650508431840334
Position 7077: 0.017822215248804497
Position 3010: 0.016780726723211844
Position 6407: 0.015161211385645159
Position 4508: 0.014660326072064385
Position 1574: 0.013502381400914821
Position 2199: 0.012618197416429772
Position 4560: 0.012201757187586365
Position 6636: 0.011175346395122748
Position 7379: 0.010896234782140106
Position 2746: 0.00878081549590107
Position 3800: 0.008107212166467195
Position 7479: 0.007897976947275804
Position 19: 0.006955812541378215
Position 522: 0.004732697875835924
Position 3953: 0.004238454589081396
Position 6198: 0.003794015664912296
Position 6180: 0.003628717877928121
Position 3993: 0.0027910069746048746
Position 2506: 0.002742597763998018
Position 208: 0.002179582306396105
Position 3822: 0.0019777552216339845
Position 6671: 0.0019083352346934653
Position 2966: 0.0018221281437043493
Position 6144: 0.001619580266135678
Position 6286: 0.0014887035063284903
Position 1311: 0.0012461402862214387
Position 7274: 0.0010754267009594146
Position 529: 0.0010315488669350712
Position 6275: 0.0006726869369576105
Position 363: 0.0005388657204466342
Position 7: 0.00047061113430874876
Position 6780: 0.00043495952090355007
Position 129: 0.0004065387366971891
Position 499: 0.00034446098832465155
Position 3585: 0.00032976840643083596
Position 7313: 0.0002976898333603858
Position 5972: 0.00028522058363576367
Position 7423: 0.00028129715544367054
Position 302: 0.00025893526895037387
Position 6728: 0.00023128788024731243
Position 836: 0.00017056927874108067
Position 654: 0.00015630966966448403
Position 142: 0.00014632426679967006
Position 5936: 0.00014348553557197715
Position 5001: 0.0001152314190887978
Position 7425: 0.00010692654164496118
Position 7391: 0.00010190560104763113
Position 5129: 9.877760644724405e-05
Position 538: 9.678594642405443e-05
Position 803: 8.041871059434136e-05
Position 7368: 7.796544595741728e-05
Position 484: 7.699056242510317e-05
Position 879: 6.687314524752762e-05
Position 749: 6.522916820245277e-05
Position 5930: 6.293237924997254e-05
Position 7462: 5.3019165209513606e-05
Position 7328: 3.777502299658312e-05
Position 5897: 3.633516916489795e-05
Position 1168: 3.482208098771613e-05
Position 180: 2.966389378376199e-05
Position 2473: 2.960964260220842e-05
Position 95: 2.8026545882387997e-05
Position 738: 2.6850998751620458e-05
Position 291: 2.6139175028309908e-05
Position 4033: 1.572140739074103e-05
Position 299: 1.1724579455444329e-05
Position 470: 1.0484586370394914e-05
Position 391: 1.0008104494525711e-05
Position 632: 8.997450514833893e-06
Position 421: 8.959240611797456e-06
Position 609: 8.27006377450741e-06
Position 1034: 7.842325237429926e-06
Position 857: 6.310968944950094e-06
Position 4976: 6.0681096361102305e-06
Position 474: 4.321737567624991e-06
Position 6460: 4.206755548748987e-06
Position 6458: 3.9787762641878425e-06
Position 329: 3.653267913108532e-06
Position 327: 3.449869104803437e-06
Position 322: 2.892313437341529e-06
Position 840: 2.7703280865348462e-06
Position 6059: 2.3541282747604076e-06
Position 6360: 2.0316251660979333e-06
Position 355: 1.644082920544779e-06
Position 906: 1.5998117588163915e-06
Position 6430: 9.332763579177811e-07
Position 467: 9.113931127916157e-07
Position 699: 8.821637647883583e-07
Position 253: 8.51182743944646e-07
Position 79: 8.298139070144218e-07
Position 6462: 8.253836166614881e-07
Position 6464: 8.008291147080263e-07
Position 6466: 7.704571440379846e-07
Position 4107: 4.744940235825027e-07
Position 4947: 7.743448894265312e-08
Position 430: 3.6568921463976313e-10
Position 404: 3.080368767039747e-10
Position 369: 3.053180523965005e-10
Position 724: 1.880417070156216e-10
Position 424: 1.814341669797056e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6041: 0.9721248602547754
Position 3139: 0.9512042770272484
Position 7222: 0.904909203095104
Position 3876: 0.7764971286192298
Position 4821: 0.7247547096287771
Position 5817: 0.5199349172398416
Position 3304: 0.4354967892140476
Position 974: 0.4280744130350762
Position 5865: 0.41845166029707
Position 4059: 0.41129289793173146
Position 594: 0.31834465443835486
Position 7560: 0.29489546098150793
Position 816: 0.2940528170037932
Position 3919: 0.1672322008936776
Position 718: 0.14474832555099107
Position 749: 0.12578690321659497
Position 4759: 0.0893931802498181
Position 4379: 0.07257843270947151
Position 5572: 0.0679076990570006
Position 4740: 0.056879942143004604
Position 5500: 0.05365742473707311
Position 4423: 0.044019070836006736
Position 5783: 0.0431886623422273
Position 7196: 0.03523457747433082
Position 2945: 0.030512359745490568
Position 4330: 0.03043708721556107
Position 4061: 0.029875678799453867
Position 6335: 0.028331785770305932
Position 1258: 0.02564330428621353
Position 6568: 0.025345317482049257
Position 901: 0.021320359166559145
Position 4650: 0.021186930537728566
Position 738: 0.020349925048664085
Position 6109: 0.01901634346555367
Position 207: 0.018130067974632763
Position 7445: 0.0174086209899275
Position 6703: 0.01460134916213463
Position 4479: 0.01453570608235876
Position 5230: 0.014535181311278024
Position 5347: 0.01417105133314568
Position 3792: 0.012982493434018869
Position 1015: 0.012048282112750336
Position 823: 0.011800399480257155
Position 3943: 0.010961303371385366
Position 7059: 0.010868709681655224
Position 2551: 0.008790656300779517
Position 3106: 0.008782197785222469
Position 1000: 0.00877697117145848
Position 5526: 0.00870466732028854
Position 3310: 0.008606342609584688
Position 2008: 0.007856582114339521
Position 7497: 0.006687859866198413
Position 7365: 0.006602249799646977
Position 677: 0.006577379469316529
Position 6928: 0.006387300951254571
Position 389: 0.00592980999991118
Position 798: 0.005865446355608368
Position 1353: 0.0057865665910457505
Position 803: 0.005716148303843024
Position 3146: 0.005034138847027986
Position 5833: 0.004955298826282806
Position 2072: 0.004531010221178731
Position 3672: 0.004147525570397892
Position 6924: 0.00369360837509066
Position 3356: 0.0036928873148166954
Position 6044: 0.0035862772742732956
Position 4715: 0.0034898961418128403
Position 571: 0.0034200137416587075
Position 3749: 0.003343992926475139
Position 1028: 0.003094939786774914
Position 5631: 0.002984639457814543
Position 800: 0.0029422065149936117
Position 2390: 0.002772207406600225
Position 229: 0.0027420188247138533
Position 4070: 0.002691699234508818
Position 4584: 0.00264906164435202
Position 3705: 0.00264365577556294
Position 4088: 0.0023649557354267106
Position 4829: 0.0023419255010838007
Position 362: 0.0022494223454492903
Position 7227: 0.0021732565047294363
Position 3634: 0.0020701343427495613
Position 5662: 0.002010338736864709
Position 1368: 0.001975489605329176
Position 1476: 0.0019695661570550355
Position 5872: 0.0019371507197648743
Position 1078: 0.0018500804104382965
Position 529: 0.001785260223282
Position 6978: 0.0017385566615108093
Position 1124: 0.0016296994590681696
Position 542: 0.0016070352206691873
Position 3819: 0.0015480193197028726
Position 1495: 0.0013635476377860632
Position 202: 0.0013499759887928295
Position 1297: 0.0011707760907498554
Position 7540: 0.0011649240079714324
Position 113: 0.0011395286954029213
Position 1205: 0.0011351090912570438
Position 367: 0.001081577020630046
Position 462: 0.0010636861448401834
Position 108: 0.0010627414645811106
Position 5915: 0.0010626594786480093
Position 7593: 0.0010538330236335683
Position 686: 0.0010422973239348847
Position 5367: 0.0010048067342682987
Position 1234: 0.0009640090263886515
Position 4600: 0.0009331575939580482
Position 533: 0.0008527083445934852
Position 6572: 0.0008365817315318103
Position 632: 0.00078550794775558
Position 4262: 0.0007264072300182522
Position 7448: 0.0007215936207238228
Position 3698: 0.0006389970488599834
Position 7528: 0.0006192798779453856
Position 137: 0.0005858729165723678
Position 1387: 0.0005461773698942603
Position 4085: 0.0005265005093077763
Position 1202: 0.0004842359896057866
Position 976: 0.0004681857675453181
Position 1107: 0.000458303750071199
Position 978: 0.00037018389322461504
Position 401: 0.00036688360679883164
Position 424: 0.00026337791528832324
Position 6756: 0.00025206653614909095
Position 2052: 0.0002306050809115224
Position 452: 0.00023037369966666938
Position 6593: 0.00020280686148797594
Position 6075: 0.00019381725833832943
Position 867: 0.00019222771744341436
Position 4120: 0.00017353299833013203
Position 3322: 0.0001639124725016756
Position 160: 0.0001307848826427166
Position 481: 0.00012992112390701032
