Gene = Det1
index = 333
Annotated 5SS: [  157  4092  7259 13153]
Annotated 3SS: [ 2998  7070 12960 19150]
SMsplice 5SS: [  801  3831  4092  4428  7259 12081 13153]
SMsplice 3SS: [ 3737  3930  4311  7070 11900 12960 19150]
top_k =  500
Partition function (log Z): -0.9677290757296158

Sorted 5' Splice Sites (High to Low Probability):
Position 7259: 0.9942217356379601
Position 4092: 0.9689338997811094
Position 13153: 0.9450344415226326
Position 4428: 0.818787040427058
Position 801: 0.7133729496096317
Position 3831: 0.6446948613180116
Position 12081: 0.5888514623645661
Position 3123: 0.5621442122861907
Position 3538: 0.33648905724265166
Position 7901: 0.2591262616353079
Position 6108: 0.25143082103616343
Position 12012: 0.1879448801749899
Position 11930: 0.17376767643443605
Position 2899: 0.15462852207584787
Position 157: 0.1505328515305036
Position 2925: 0.10753336061112397
Position 5054: 0.08851084338885051
Position 5945: 0.07863481175262674
Position 8226: 0.07621651682342827
Position 97: 0.07253305758170271
Position 76: 0.05692224339145333
Position 16295: 0.04732121211129941
Position 8117: 0.04461837278614927
Position 3344: 0.041339236614029384
Position 2943: 0.03630480765135475
Position 6243: 0.029263379822897017
Position 5144: 0.029117942977574827
Position 4436: 0.025119831903692214
Position 16316: 0.02371408467025348
Position 6133: 0.02247097064903687
Position 2810: 0.02098519411835399
Position 6052: 0.019393757198095583
Position 9889: 0.01621378895903104
Position 9954: 0.014487457846465289
Position 3162: 0.01384917563992404
Position 1028: 0.01334263617732933
Position 3361: 0.012413610894074032
Position 5983: 0.012112969042255064
Position 13189: 0.011993379796448846
Position 2937: 0.011136821195146451
Position 22: 0.010355887695531536
Position 6068: 0.009003715314745177
Position 8212: 0.008300146083163307
Position 5516: 0.007599359963881053
Position 2503: 0.007471622342285593
Position 5788: 0.006781857694886217
Position 1321: 0.006429757811602953
Position 537: 0.005971492103853253
Position 301: 0.0047348085828040455
Position 3091: 0.00415549092128823
Position 12567: 0.0032944995119780353
Position 12988: 0.0032233278675175203
Position 63: 0.0030493041283851624
Position 3348: 0.003034133614023917
Position 12902: 0.0029587007758353316
Position 2939: 0.002936473198753428
Position 657: 0.002829220067326179
Position 778: 0.0028025359482575455
Position 3546: 0.002548642893955554
Position 500: 0.002286139232599665
Position 2826: 0.0020486411600047568
Position 1186: 0.0018763404411896514
Position 1189: 0.0017306888027495556
Position 2879: 0.0015754829767418088
Position 1265: 0.0015305666484515291
Position 3527: 0.001267523140279523
Position 4146: 0.0011858225019833696
Position 12841: 0.001060177408744079
Position 849: 0.0010153816100295502
Position 4043: 0.0009174660881047021
Position 3171: 0.0008776395439143425
Position 3738: 0.0008622119944941886
Position 1215: 0.0008405943693333504
Position 590: 0.0008205880421537055
Position 518: 0.0006792223424890103
Position 1258: 0.0006763050572726524
Position 2905: 0.000629677045595688
Position 3525: 0.0005804574285258586
Position 4222: 0.0005776400377628
Position 222: 0.0005595797950559458
Position 2791: 0.0005319866377282144
Position 99: 0.0005124130174271631
Position 4453: 0.0004892957529720518
Position 1593: 0.0004747192466633297
Position 45: 0.00035834284601550564
Position 509: 0.00035401599041704694
Position 1636: 0.0003416749110863104
Position 4059: 0.00031583455132616617
Position 1747: 0.00030066575291643263
Position 1870: 0.00028120143011322327
Position 2070: 0.00025568585564250034
Position 2625: 0.00023171433028373992
Position 2957: 0.00021078577921619573
Position 490: 0.0002064201910501138
Position 7805: 0.00019142860430252796
Position 1789: 0.00015867899263986924
Position 1078: 0.00015048684900624974
Position 1629: 0.0001232028899335032
Position 4074: 0.00012155339714779652
Position 3144: 0.00011601498380805919
Position 3187: 0.00011495694171377074
Position 1984: 0.00010694150499555083
Position 2692: 9.30275209996375e-05
Position 5700: 8.007919294475803e-05
Position 5584: 7.320092395542746e-05
Position 2507: 5.0828644596001815e-05
Position 2427: 4.313929507108593e-05
Position 2045: 4.201123269667549e-05
Position 870: 3.002348177072703e-05
Position 4881: 2.4829235367102933e-05
Position 1982: 2.291825812373651e-05
Position 2499: 2.2591150180777222e-05
Position 1318: 2.0252002055694555e-05
Position 1498: 1.6659371149284108e-05
Position 4785: 1.4445063936379272e-05
Position 364: 2.9209144155551244e-06
Position 665: 2.8969997969298466e-06
Position 354: 2.412878890248908e-06
Position 409: 2.027053914437521e-06
Position 758: 1.2817520087092553e-06
Position 352: 1.175497441635829e-06
Position 769: 1.0779374353669868e-06
Position 342: 1.0462737346738033e-06
Position 836: 8.751417816872848e-07
Position 396: 8.499587023191353e-07
Position 305: 7.956327974859981e-07
Position 542: 6.705788705471561e-07
Position 303: 5.572348388113724e-07
Position 740: 4.3961709148622497e-07
