Gene = Ppcdc
index = 843
Annotated 5SS: [  46 2699 5213]
Annotated 3SS: [ 2632  5029 41269]
SMsplice 5SS: [   46  2699  5213 19953 25030]
SMsplice 3SS: [ 2632  5029 19823 24860 36605]
top_k =  500
Partition function (log Z): -21.400178984487578

Sorted 5' Splice Sites (High to Low Probability):
Position 5213: 0.9417650600305532
Position 2699: 0.9127535549787692
Position 46: 0.6097672738995636
Position 3958: 0.45882375241527357
Position 2118: 0.43076544763484675
Position 5797: 0.3901704110060963
Position 6515: 0.27159734728245194
Position 4853: 0.24611500235187717
Position 443: 0.1816076816533344
Position 7118: 0.16815396074199954
Position 2997: 0.16778249998345499
Position 1002: 0.15617497230658742
Position 1342: 0.14850136045186774
Position 2123: 0.1334694889974741
Position 4010: 0.09727004752326295
Position 298: 0.08119830130121355
Position 2096: 0.067832507659321
Position 4234: 0.06098277986467838
Position 92: 0.060851850295639484
Position 6527: 0.04603399805052275
Position 7028: 0.0388399264371217
Position 4117: 0.036942150308460896
Position 7516: 0.03346991329519778
Position 100: 0.031236984042459812
Position 951: 0.030992687052334888
Position 4800: 0.029747288987467476
Position 5186: 0.02319721785630926
Position 7395: 0.022276358663765553
Position 2683: 0.02067712848234558
Position 4347: 0.016667869214052895
Position 4199: 0.01569284778035324
Position 3907: 0.015394163357978606
Position 32: 0.014272453395703271
Position 1610: 0.011743234903322186
Position 5337: 0.011276134655248654
Position 4270: 0.010177569320445473
Position 4005: 0.009268201122016154
Position 128: 0.008949879756462865
Position 140: 0.008435942882304396
Position 912: 0.007887413273166723
Position 4256: 0.0071866574050492025
Position 124: 0.007005297344849573
Position 3036: 0.006758593375986719
Position 1006: 0.006647102223723695
Position 5826: 0.006534190096932344
Position 7673: 0.006491614910189667
Position 3052: 0.00632595025703386
Position 857: 0.006272893351199017
Position 79: 0.00597802558847535
Position 118: 0.005163990760256862
Position 2516: 0.005162376892075986
Position 174: 0.004428703433666289
Position 3564: 0.004374626037996506
Position 4017: 0.0023823099884597233
Position 1547: 0.0023102326695707727
Position 4579: 0.0015919026932945677
Position 4154: 0.001342015150337458
Position 4262: 0.0013254700352718363
Position 3140: 0.0011326768839352154
Position 8572: 0.0011132631375562686
Position 807: 0.0007830999942855353
Position 1570: 0.00076952213623738
Position 826: 0.0007137606178755088
Position 5830: 0.0006730547597880924
Position 148: 0.0005970876047210171
Position 75: 0.0004928461943748953
Position 5128: 0.00044814444223392584
Position 5836: 0.00039366453610218733
Position 5879: 0.0003782392238820796
Position 82: 0.0003142749567173844
Position 5217: 0.00028980704599041026
Position 4211: 0.0002826608848072536
Position 217: 0.0002808031793363675
Position 4175: 0.00027933165787605334
Position 396: 0.00024359654091038205
Position 134: 0.00021266449776634845
Position 373: 0.0001949935847480712
Position 2810: 0.0001262197904320762
Position 162: 0.00011446305771553842
Position 779: 0.00010892040776288064
Position 711: 0.000104820492480048
Position 1087: 5.4061432246839324e-05
Position 3858: 4.2293681684085295e-05
Position 503: 4.1385154504914895e-05
Position 2759: 3.4785010505501965e-05
Position 556: 3.4725239423762964e-05
Position 153: 2.770532393130244e-05
Position 794: 2.5481681209042078e-05
Position 146: 2.5077296383325865e-05
Position 408: 2.003715643591088e-05
Position 176: 1.2570343588213841e-05
Position 606: 1.0600343290034662e-05
Position 3865: 1.013862210914816e-05
Position 681: 7.803390433421245e-06
Position 155: 6.7843423542431015e-06
Position 73: 4.602700776476154e-06
Position 515: 1.8135991983416627e-06
Position 246: 5.861192689290715e-07
Position 185: 1.9037115866141637e-07
Position 53: 1.7746052547283883e-07
Position 651: 1.577368113231539e-08
Position 402: 1.5108434525161848e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5029: 0.9718708663031367
Position 2632: 0.7689547913432215
Position 1964: 0.6117153058535464
Position 3768: 0.5118438765996651
Position 5715: 0.4008784367736348
Position 10072: 0.3120628574946837
Position 6300: 0.261278477642404
Position 9262: 0.24638280245801294
Position 4731: 0.22076580398517232
Position 6882: 0.20892894151628263
Position 2918: 0.17861259498591028
Position 4046: 0.14628334540055216
Position 11405: 0.13889765098113493
Position 1194: 0.1380617184960239
Position 2485: 0.11410460314480536
Position 752: 0.10086450911203029
Position 6386: 0.08013625396821704
Position 7286: 0.056903257755620835
Position 755: 0.05569542747895218
Position 10008: 0.04738161928225103
Position 4714: 0.03848154121259854
Position 3952: 0.0371940100363711
Position 2574: 0.034646057313503426
Position 10632: 0.03425907946702802
Position 6283: 0.0314369736183829
Position 10339: 0.02910914210769627
Position 246: 0.027150670129540082
Position 7000: 0.026552168997820667
Position 14017: 0.016180815144835117
Position 8672: 0.015873853025837072
Position 4608: 0.011853030298114657
Position 1473: 0.010966476553036507
Position 1785: 0.010920321141789424
Position 226: 0.01089876325107375
Position 8239: 0.010547300132752275
Position 7515: 0.010507072870497418
Position 2592: 0.010381171129467003
Position 3957: 0.010026803216551855
Position 7240: 0.009686171475025115
Position 5117: 0.009363488892052236
Position 6759: 0.008766415171448041
Position 942: 0.0076022067694696575
Position 3863: 0.007229236568683204
Position 804: 0.006486470133825917
Position 8631: 0.005136070944139729
Position 2598: 0.005069594713762606
Position 1251: 0.0049564784307321525
Position 7152: 0.004779754514546635
Position 5551: 0.004772295079085606
Position 911: 0.004559645911018413
Position 4197: 0.004551639926368694
Position 3708: 0.004463951599016823
Position 2424: 0.004218168717492781
Position 3906: 0.004110170081935178
Position 8594: 0.004081076829510805
Position 159: 0.0037863012365327567
Position 5635: 0.003659573902573458
Position 4785: 0.003490117496237891
Position 8005: 0.0034617313744448185
Position 1408: 0.002922219567757696
Position 806: 0.002697474438813361
