Gene = Mrfap1
index = 696
Annotated 5SS: [570]
Annotated 3SS: [827]
SMsplice 5SS: [570]
SMsplice 3SS: [827]
top_k =  500
Partition function (log Z): -5.736967355710935

Sorted 5' Splice Sites (High to Low Probability):
Position 570: 0.9916419894702279
Position 227: 0.2909734437697785
Position 221: 0.11657825294774747
Position 146: 0.09286229177894235
Position 142: 0.08638239921778854
Position 759: 0.008854630372006216
Position 197: 0.006714183103208285
Position 72: 0.003560696911205319
Position 732: 0.0034075968914151974
Position 26: 0.003041850015688536
Position 298: 0.0027855564902560786
Position 1129: 0.002318114074190941
Position 553: 0.0015644279233560602
Position 152: 0.0010536824156985867
Position 604: 0.0010262012631693273
Position 1047: 0.0009227133958975872
Position 117: 0.0007515256211888406
Position 99: 0.000719107608140788
Position 349: 0.000539364751231492
Position 256: 0.00047186153830911014
Position 1529: 0.0004010830951010929
Position 42: 0.00039261527079195523
Position 1407: 0.00028339228692183567
Position 46: 0.00027629844286112827
Position 389: 0.00016213447869803477
Position 78: 0.0001486747970532003
Position 515: 0.0001214930264333419
Position 155: 0.00010844113385487026
Position 269: 0.00010132031966989125
Position 708: 9.527403523467349e-05
Position 547: 9.074138337421112e-05
Position 19: 8.503307509020677e-05
Position 524: 7.965686423089736e-05
Position 1194: 7.378518170572607e-05
Position 65: 5.264212051400867e-05
Position 910: 4.954105195205e-05
Position 1006: 4.877215951084025e-05
Position 742: 2.4155725235426853e-05
Position 697: 1.4570819855496873e-05
Position 1418: 1.4446770969994913e-05
Position 799: 1.397744687438633e-05
Position 849: 1.3190077104398491e-05
Position 1050: 1.2444155193083048e-05
Position 854: 1.2068437078127992e-05
Position 594: 6.9707915189379875e-06
Position 429: 3.0375867587219684e-07
Position 1063: 2.155822130050466e-08
Position 1013: 2.1488486870459364e-08
Position 1213: 1.691875110835459e-08
Position 636: 1.444618648675944e-08
Position 663: 1.385351457536355e-08
Position 624: 1.2516844877111291e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 827: 0.9180375370149481
Position 427: 0.5987192027233341
Position 1317: 0.02394057957799286
Position 782: 0.011110233524481787
Position 1224: 0.010141568295936943
Position 1288: 0.007908044227018934
Position 1565: 0.005290799508594213
Position 644: 0.005279356038576874
Position 663: 0.004617037209308909
Position 1328: 0.0035430287587514594
Position 835: 0.0034379125532659743
Position 1193: 0.0032747652479241246
Position 1257: 0.003168690712192249
Position 669: 0.002938674430674698
Position 1684: 0.0019165210604541994
Position 1263: 0.0017673809494964533
Position 660: 0.001594907054088713
Position 1296: 0.0012818584150515802
Position 376: 0.0011493725310584171
Position 466: 0.0011129053550517135
Position 704: 0.0009721260865932384
Position 469: 0.0008988494946255309
Position 1546: 0.000650397067718628
Position 1859: 0.0006389562948265463
Position 1337: 0.0004835171746889038
Position 226: 0.00047623097259557186
Position 445: 0.000416323546388848
Position 487: 0.00034878979950671274
Position 1747: 0.0002594772694060529
Position 1299: 0.00024997246715488313
Position 1591: 0.0002428743109759621
Position 1118: 0.000240466789250952
Position 1385: 0.00019939433656292023
Position 1633: 0.00019763718758910199
Position 1611: 0.00019264385751688085
Position 313: 0.00018673421685924018
Position 1657: 0.00014045295947343232
Position 346: 0.00013400260639024377
Position 687: 0.0001321579563070763
Position 160: 0.00010626585810544888
Position 1455: 0.00010086701103468287
Position 1462: 9.779058790456578e-05
Position 1636: 9.579028449706535e-05
Position 1864: 8.853049914948186e-05
Position 1735: 8.70347236666507e-05
Position 1363: 8.174447814948756e-05
Position 1144: 7.41750934132227e-05
Position 382: 7.301238134425394e-05
Position 520: 6.710528617056305e-05
Position 481: 5.928909124188058e-05
Position 1840: 4.891118163205549e-05
Position 636: 4.8461080349985396e-05
Position 280: 4.4104582036796394e-05
Position 388: 4.087845361340974e-05
Position 490: 3.916154719425524e-05
Position 91: 3.55866339764014e-05
Position 256: 3.1739398404527964e-05
Position 1688: 3.1030933438290366e-05
Position 217: 2.7377035141506996e-05
Position 408: 2.5296728778105605e-05
Position 1271: 2.4894845333682782e-05
Position 1586: 2.458407004965166e-05
Position 854: 2.366503688259075e-05
Position 220: 2.2772020749658e-05
Position 394: 1.877721273890333e-05
Position 697: 1.873598324747551e-05
Position 403: 1.4658630399588173e-05
Position 1533: 1.2254378728887434e-05
Position 1265: 1.0888918544332855e-05
Position 740: 1.0467888547146163e-05
Position 1125: 9.843194304032057e-06
Position 241: 8.619319031126973e-06
Position 1773: 7.590431948559466e-06
Position 406: 7.30437763415715e-06
Position 289: 5.623391191241113e-06
Position 244: 4.662086325692355e-06
Position 499: 3.939149741116193e-06
Position 117: 3.8047474475464714e-06
Position 211: 3.719151704275331e-06
Position 716: 3.6377579202606896e-06
Position 124: 2.4967017167679112e-06
Position 732: 2.4388291504842935e-06
Position 508: 1.6353326107136394e-06
Position 536: 1.5219694962915175e-06
Position 150: 1.3086953477017844e-06
Position 99: 1.2588834091238438e-06
Position 202: 1.0945215913071362e-06
Position 137: 9.340176603573575e-07
Position 235: 8.260292507854909e-07
Position 168: 5.856064715552583e-07
Position 736: 5.477858682584517e-07
Position 253: 4.818342619537683e-07
Position 173: 4.660414391785736e-07
Position 747: 4.014750731288155e-07
Position 165: 2.3413403278790717e-07
Position 355: 2.1235634914558513e-07
Position 541: 1.8595690836714695e-07
Position 538: 1.3307693258875395e-07
Position 560: 1.310421296649651e-07
Position 1032: 7.843662223146955e-08
Position 170: 6.730222869163386e-08
Position 547: 1.9740590513562125e-09
