Gene = Stbd1
index = 1036
Annotated 5SS: [287]
Annotated 3SS: [1830]
SMsplice 5SS: [287]
SMsplice 3SS: [1830]
top_k =  500
Partition function (log Z): -8.51431389325388

Sorted 5' Splice Sites (High to Low Probability):
Position 287: 0.8402150174144095
Position 1629: 0.16717830668653272
Position 6: 0.07990148432517485
Position 218: 0.04887712408428132
Position 1714: 0.04470137379289161
Position 1418: 0.03791212959049832
Position 1882: 0.031020608380521623
Position 1650: 0.021631795573943062
Position 365: 0.021541692360888393
Position 537: 0.016164344442721544
Position 2133: 0.010301982337625231
Position 1406: 0.009466353795306701
Position 2070: 0.008277620702677176
Position 1929: 0.00686544628497954
Position 72: 0.006221648188289399
Position 2517: 0.005484162753636994
Position 2349: 0.005080697747760233
Position 2805: 0.005049986327582173
Position 1943: 0.0042001274731306906
Position 1914: 0.004072983091350872
Position 2507: 0.0037942765753142646
Position 2331: 0.0037256727605036507
Position 2698: 0.0037182592205839823
Position 1465: 0.0026348042050638285
Position 85: 0.0025478988935469194
Position 2603: 0.002495271749749516
Position 2589: 0.0024238394996113012
Position 1200: 0.0023316045527566084
Position 1677: 0.0021616732420044987
Position 2911: 0.0018440148397538194
Position 1041: 0.0014764463599082076
Position 986: 0.0012917058077444523
Position 2707: 0.0010819115801713295
Position 2388: 0.001002979302808574
Position 1425: 0.0009040780484956927
Position 2513: 0.000876424190894416
Position 1433: 0.0006250515003959351
Position 1220: 0.0006161158289180432
Position 2962: 0.0005905262585722121
Position 224: 0.0005069611841582314
Position 2462: 0.0004905935207861922
Position 1113: 0.0004711680969816536
Position 2592: 0.0004485211166338578
Position 1580: 0.00040469257749050334
Position 274: 0.0002959592712299977
Position 1550: 0.00021053734513780774
Position 2532: 0.00020964572189665758
Position 2781: 0.00019317610732053173
Position 2600: 0.00016129859618877493
Position 1012: 9.153089234380731e-05
Position 227: 7.022554866069413e-05
Position 703: 6.482795579254584e-05
Position 310: 5.7272339952415336e-05
Position 35: 2.57312224513731e-05
Position 160: 2.375847505190356e-05
Position 1131: 2.0117859462894114e-05
Position 1408: 1.7898553902198946e-05
Position 1066: 1.782159106501249e-05
Position 1633: 1.6425930520378384e-05
Position 1400: 1.5821047806877993e-05
Position 461: 1.563689863968252e-05
Position 1631: 1.4775333679099286e-05
Position 2373: 9.943385548353764e-06
Position 1652: 8.531149857023251e-06
Position 1679: 7.918350018372804e-06
Position 1704: 7.2787440282327735e-06
Position 2137: 7.169604827204204e-06
Position 2169: 6.620961162279371e-06
Position 1953: 6.295156629807442e-06
Position 32: 5.151930376820552e-06
Position 1664: 4.150406117538298e-06
Position 1589: 1.282184595164346e-06
Position 95: 5.194332870852109e-07
Position 321: 4.3384092862531265e-07
Position 236: 3.0237494869453687e-07
Position 67: 2.2830092050718824e-07
Position 230: 1.654069509756674e-07
Position 369: 1.284701074897617e-07
Position 117: 1.2178402059784416e-07
Position 375: 7.102225883525082e-08
Position 433: 6.144619540169541e-08
Position 313: 4.4757810769872635e-08
Position 425: 1.868625228856015e-08
Position 535: 1.3957222264113212e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1830: 0.3663628059208012
Position 1542: 0.26147916523825
Position 3300: 0.21579968462432428
Position 2487: 0.17809390306753836
Position 2330: 0.17246776511537826
Position 1735: 0.05272316398572886
Position 1307: 0.04979968221483784
Position 1510: 0.012756994268095342
Position 1360: 0.010951857522261898
Position 1451: 0.010693345855809545
Position 1273: 0.009851318800935453
Position 414: 0.008789756509332173
Position 902: 0.00640965545865776
Position 1108: 0.005279613093512284
Position 1968: 0.004116512702517866
Position 1254: 0.0034290655556344567
Position 2774: 0.0027178087864730385
Position 100: 0.002478547055169375
Position 154: 0.00229868935854337
Position 837: 0.0021704483651266726
Position 469: 0.0021605272747585807
Position 1961: 0.0021175261915367858
Position 76: 0.0018002728352138864
Position 1832: 0.0017471517804980013
Position 2857: 0.0016027003027380517
Position 2630: 0.0014647233952892172
Position 2724: 0.0014595006726903564
Position 648: 0.0014344913779761608
Position 177: 0.0013615622345575782
Position 1317: 0.0011795785859709384
Position 1688: 0.0011786350421030033
Position 1713: 0.0010958044466824032
Position 2388: 0.001026953847813189
Position 1215: 0.0010074015524034617
Position 1396: 0.0009854600637468718
Position 3158: 0.0009756660007014833
Position 1040: 0.0009699872980440062
Position 698: 0.0008999343794409008
Position 3419: 0.0007754321915182178
Position 689: 0.0006836668881866372
Position 497: 0.0005926658062418824
Position 2230: 0.0005431401735416102
Position 2792: 0.0005369217565565259
Position 451: 0.0005051905955705041
Position 1545: 0.00048163070489031694
Position 913: 0.00047450542547858326
Position 2284: 0.0004608925664693369
Position 310: 0.00043688731968213337
Position 942: 0.0004111076399297121
Position 1981: 0.0003565818945065826
Position 2378: 0.0003381891816531362
Position 180: 0.0003091051290753717
Position 2215: 0.00027564266863071307
Position 985: 0.0002590469374168046
Position 106: 0.00024336052379356966
Position 1896: 0.00023941445796263488
Position 1737: 0.00022959143725663798
Position 2335: 0.00022191026917841802
Position 582: 0.0002086632349851888
Position 449: 0.00019851779846271394
Position 1868: 0.00019050126240971907
Position 926: 0.0001623097183974754
Position 2493: 0.00016130048561631703
Position 1923: 0.00015562303475695526
Position 2554: 0.00014729074245582654
Position 786: 0.00014238040613909835
Position 1995: 0.000130757763021347
Position 3438: 0.00013066146663946512
Position 1910: 0.0001285503567644844
Position 2451: 0.00011772112449858667
Position 2002: 9.889139842918526e-05
Position 1875: 9.841953988834405e-05
Position 1754: 9.146009057823256e-05
Position 994: 7.230159945710071e-05
Position 482: 6.157755492232739e-05
Position 819: 5.9839752302682715e-05
Position 214: 5.619180566464358e-05
Position 839: 4.481842526252109e-05
Position 535: 3.8646389649227586e-05
Position 1417: 3.14174737524842e-05
Position 471: 2.5085495772173438e-05
Position 1454: 2.2408988935594944e-05
Position 306: 2.1427787261221776e-05
Position 286: 2.120444606190091e-05
Position 1364: 1.9666283413579576e-05
Position 133: 1.9198119401539218e-05
Position 198: 1.789605513076433e-05
Position 236: 1.7734215881158263e-05
Position 1002: 5.137843814835728e-06
Position 283: 4.256601132350724e-06
Position 321: 2.857576224879311e-06
Position 506: 6.09136703396636e-07
Position 168: 2.161402350876501e-07
Position 851: 1.2317731042066367e-07
Position 1069: 3.745834710192295e-08
Position 334: 1.4464355042420927e-08
Position 346: 9.440243635243971e-09
Position 356: 2.405833450766882e-09
Position 532: 1.936654638963174e-09
Position 270: 1.0567179631334262e-09
Position 248: 9.244517782304158e-11
