Gene = Snapin
index = 996
Annotated 5SS: [202 486 880]
Annotated 3SS: [ 438  760 1439]
SMsplice 5SS: [202 486 880]
SMsplice 3SS: [ 438  760 1439]
top_k =  500
Partition function (log Z): -1.2335965053512226

Sorted 5' Splice Sites (High to Low Probability):
Position 880: 0.9874695724756304
Position 486: 0.7573827964322131
Position 202: 0.6307656874674141
Position 197: 0.14225009551738788
Position 647: 0.046738421673755574
Position 1569: 0.02373453295922195
Position 330: 0.02251759384035009
Position 1595: 0.01676938672128268
Position 308: 0.014432846230095194
Position 1561: 0.009040714095151076
Position 349: 0.008617020651043196
Position 676: 0.005139403798269679
Position 490: 0.004906780929393418
Position 167: 0.0047340801904190224
Position 188: 0.004010034006355932
Position 214: 0.003305239860626974
Position 1334: 0.0029790248366143826
Position 2016: 0.0029554936600895004
Position 549: 0.0029450059023890867
Position 1787: 0.0028820226822083507
Position 1552: 0.0019245097034799581
Position 2567: 0.0019169593672876076
Position 1687: 0.0018599038033220614
Position 853: 0.0018108589338636273
Position 2139: 0.001540308383492045
Position 343: 0.0008760359132315781
Position 1321: 0.000563841570381576
Position 2556: 0.0005474204156367714
Position 1620: 0.0005466755928396742
Position 1525: 0.0003965179324208815
Position 247: 0.00039437525225334444
Position 1244: 0.00030616544561669763
Position 653: 0.0002980102080413938
Position 539: 0.0002627354218101739
Position 2757: 0.00021943563258057899
Position 844: 0.0001877733694699396
Position 649: 0.0001544047035768284
Position 449: 0.00012310616316376407
Position 896: 9.79529698213324e-05
Position 72: 8.33253315746804e-05
Position 1361: 7.601118343659447e-05
Position 363: 7.328206131847385e-05
Position 955: 7.304111950788764e-05
Position 151: 6.488673149490152e-05
Position 930: 6.454182818143386e-05
Position 1512: 4.4375098652258584e-05
Position 1626: 2.923592226268534e-05
Position 297: 2.678918388504026e-05
Position 790: 2.164917885707446e-05
Position 561: 1.8492386014833723e-05
Position 4: 1.7599940856267253e-05
Position 52: 1.638204804019581e-05
Position 85: 1.2960768774779982e-05
Position 43: 1.2361072823065284e-05
Position 396: 1.1095851555989429e-05
Position 387: 5.73012293711529e-06
Position 104: 5.662138667627623e-06
Position 357: 3.8040068808054253e-06
Position 412: 2.727914753969297e-06
Position 11: 2.696580975823729e-06
Position 378: 2.5079393918616773e-06
Position 1665: 2.264418406860184e-06
Position 83: 2.087457423169838e-06
Position 2166: 1.2008033936628663e-06
Position 1454: 1.0350177803961206e-06
Position 1653: 1.0280045134195296e-06
Position 1305: 1.021733304801223e-06
Position 567: 9.968022553457914e-07
Position 1912: 8.047123306357672e-07
Position 735: 7.90507061239451e-07
Position 847: 6.635341979738848e-07
Position 814: 4.501935248486014e-07
Position 1181: 2.6556641766458855e-07
Position 1086: 1.8976294188556903e-07
Position 1590: 1.0582882888436092e-07
Position 927: 8.30823626606945e-08
Position 1232: 7.961829153694814e-08
Position 402: 2.952274569166313e-09
Position 425: 2.5268916756532504e-09
Position 415: 1.6396561038612168e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1439: 0.9529191471059197
Position 760: 0.9491607220995021
Position 438: 0.39297449234292897
Position 418: 0.13334338163126053
Position 402: 0.06980423986572462
Position 625: 0.02662182719625038
Position 2058: 0.025644722839803583
Position 2693: 0.019791830234162238
Position 712: 0.019250751979954035
Position 588: 0.01703066776297633
Position 2261: 0.016951348364757975
Position 548: 0.01626779080188435
Position 1215: 0.011573126400987017
Position 2856: 0.009271270208387054
Position 555: 0.006694528079183092
Position 1668: 0.005987061827903078
Position 2002: 0.005635395202639659
Position 363: 0.004001602039582557
Position 381: 0.002804203418612801
Position 2109: 0.0026164799817504788
Position 1164: 0.002396078388209436
Position 2199: 0.0021165394950872565
Position 2456: 0.001704633025358665
Position 1829: 0.0016016180628832537
Position 1249: 0.0011542190602933425
Position 315: 0.0011358401289329517
Position 1903: 0.0009393426350106999
Position 2872: 0.0006826898692722612
Position 786: 0.0006699121512512605
Position 1534: 0.0005953907920393842
Position 2741: 0.0005652255037412798
Position 1465: 0.0005451898800732003
Position 2700: 0.0005098599973853283
Position 2966: 0.0004970359896450154
Position 1405: 0.0004860807884374439
