Gene = Mlec
index = 680
Annotated 5SS: [ 377 7364 7972 8111]
Annotated 3SS: [ 7184  7794  8052 10034]
SMsplice 5SS: [ 377 7364 7724 7972 8111]
SMsplice 3SS: [ 7184  7610  7794  8052 10034]
top_k =  500
Partition function (log Z): 1.035068534173492

Sorted 5' Splice Sites (High to Low Probability):
Position 7972: 0.9818706448438667
Position 7364: 0.9188640712860685
Position 377: 0.8975551065540338
Position 8111: 0.8705847602530187
Position 7724: 0.8575282928549217
Position 13257: 0.7426015410932959
Position 5894: 0.4469312543044057
Position 12216: 0.31201290898445044
Position 13606: 0.2963557723335161
Position 12090: 0.2216681842624438
Position 9790: 0.216292431419572
Position 5877: 0.1265123131612748
Position 1020: 0.12149513997590157
Position 8155: 0.10795363860063008
Position 5590: 0.1003848212839688
Position 10261: 0.0868480358888106
Position 7683: 0.07900170234878136
Position 890: 0.07082789108544393
Position 3089: 0.06647397272382649
Position 367: 0.06310714836821994
Position 10145: 0.04188957608778446
Position 11904: 0.041593976857171006
Position 1045: 0.029654699956934993
Position 1015: 0.02804465420934912
Position 12627: 0.025923594361860383
Position 7337: 0.025256490796712418
Position 7286: 0.02440827738059504
Position 11823: 0.023990847547943315
Position 977: 0.023172757912601594
Position 62: 0.022698676355324195
Position 13911: 0.018507947227953084
Position 7258: 0.015840953609060918
Position 13629: 0.014672381376483355
Position 14167: 0.013738822915605728
Position 9847: 0.011458031330954514
Position 7606: 0.007653178503479247
Position 111: 0.006324365876400137
Position 10803: 0.006274300053334516
Position 3352: 0.0057830488490810865
Position 7930: 0.00538259207482649
Position 8296: 0.004679587245836721
Position 11552: 0.004649118317888929
Position 727: 0.004518877131445438
Position 6612: 0.0044346402529130925
Position 5796: 0.004283917941154237
Position 5460: 0.003781330603289823
Position 9940: 0.0037045787370700205
Position 12367: 0.003585456524800257
Position 3695: 0.0031906832770734164
Position 1005: 0.003148330876461209
Position 9600: 0.002907426967084937
Position 6414: 0.0028426790509253528
Position 9485: 0.002132359651890878
Position 9926: 0.0019917734544296333
