Gene = 1700012B09Rik
index = 7
Annotated 5SS: [ 192 4174 9426]
Annotated 3SS: [ 4068  9299 12574]
SMsplice 5SS: [ 331 4174 4719]
SMsplice 3SS: [ 4068  4563 12574]
top_k =  500
Partition function (log Z): -2.700435258056843

Sorted 5' Splice Sites (High to Low Probability):
Position 4719: 0.9878984511749437
Position 4174: 0.8222896037215509
Position 331: 0.5644758800519041
Position 555: 0.350372383328371
Position 192: 0.31724706962614785
Position 4412: 0.1628356945121567
Position 4193: 0.15842305200946055
Position 8277: 0.09628272791392704
Position 10228: 0.0911615794046968
Position 1845: 0.05736109209983788
Position 2998: 0.04757252622452762
Position 6897: 0.043413611996670876
Position 9426: 0.04246021527338768
Position 5014: 0.036132555221918536
Position 5721: 0.02741560241334784
Position 2532: 0.025727130307644917
Position 8303: 0.023548737753393435
Position 5337: 0.023177082371853428
Position 8831: 0.022657535084037984
Position 8144: 0.02007449850488162
Position 656: 0.012865679882430035
Position 3354: 0.01221541578263243
Position 927: 0.011678814505325876
Position 4279: 0.010315689383861343
Position 3414: 0.009588986154532225
Position 10261: 0.009083647430358072
Position 10257: 0.007819645878555338
Position 5563: 0.007563821293944717
Position 1602: 0.006493022017897416
Position 6399: 0.005866119949992922
Position 2690: 0.004960604682037946
Position 4542: 0.004814828850339061
Position 963: 0.0046971626947166665
Position 226: 0.004613203433095143
Position 3360: 0.002997852209436472
Position 2893: 0.002405328078500096
Position 817: 0.0018102341353507597
Position 295: 0.0016982208293367244
Position 2962: 0.001255781233239878
Position 7947: 0.0010121980437512695
Position 1800: 0.0008702346106418407
Position 2405: 0.0007321075096802585
Position 3679: 0.0006907769271839141
Position 1985: 0.000581304974724307
Position 2030: 0.0005467100426144679
Position 7677: 0.0004092604688854125
Position 4874: 0.0003917555328117507
Position 2089: 0.00038291833558158167
Position 4849: 0.0003698950236196688
Position 1923: 0.0002869609781510782
Position 1913: 0.0002636799695549043
Position 6466: 0.0001509936765762157
Position 4673: 0.00010987143845872086
Position 196: 7.415341035570587e-05
Position 142: 4.0429495011073576e-05
Position 5059: 3.727625151050176e-05
Position 178: 3.566867892895554e-05
Position 5001: 2.8701645181171043e-05
Position 235: 2.841341347567462e-05
Position 286: 2.4417247313342284e-05
Position 271: 2.2463090172828604e-05
Position 4954: 2.056007732644296e-05
Position 57: 1.3089049175300738e-05
Position 495: 1.2642276350533428e-05
Position 591: 1.2519578790901574e-05
Position 223: 1.243524764119227e-05
Position 34: 9.85895128828126e-06
Position 4750: 9.188155139361458e-06
Position 340: 8.785044197375677e-06
Position 1436: 8.511779706571714e-06
Position 4700: 7.3422838456939145e-06
Position 165: 7.0008844531221426e-06
Position 26: 6.14385964075182e-06
Position 429: 5.669522629426806e-06
Position 500: 5.205572871063213e-06
Position 504: 5.1764098868248e-06
Position 5007: 4.945914054367414e-06
Position 4615: 4.673679943939048e-06
Position 4928: 4.603229290885406e-06
Position 559: 3.343244114929536e-06
Position 153: 2.4739537303949664e-06
Position 4709: 8.818129699491804e-07
Position 323: 7.932219772459218e-07
Position 356: 7.327953749774502e-07
Position 4197: 6.65320460604172e-07
Position 739: 5.20844257434752e-07
Position 885: 4.1951143435765134e-07
Position 4744: 4.0099236439483117e-07
Position 45: 2.3640347939763622e-07
Position 569: 2.234778043799643e-07
Position 846: 1.9741605461399336e-07
Position 588: 1.694875473296299e-07
Position 791: 4.821347613364991e-08
Position 423: 7.747007404430876e-09
Position 624: 6.5927872580538266e-09
Position 4660: 2.156156835784487e-09
Position 11: 1.6619863265321129e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4068: 0.9986819665968354
