Gene = Timm29
index = 1082
Annotated 5SS: [349]
Annotated 3SS: [427]
SMsplice 5SS: [349]
SMsplice 3SS: [427]
top_k =  500
Partition function (log Z): -8.541949408465875

Sorted 5' Splice Sites (High to Low Probability):
Position 349: 0.6626142739892805
Position 519: 0.4523308532189019
Position 271: 0.13981749018081577
Position 109: 0.11162077271991297
Position 280: 0.0546981855189966
Position 321: 0.024474153796636557
Position 1180: 0.021814697054977593
Position 1360: 0.020109293308067745
Position 1012: 0.017594194160873464
Position 569: 0.016140992010265906
Position 2689: 0.009350704257626097
Position 829: 0.006784410448192658
Position 240: 0.0066636170791900965
Position 266: 0.006120153679975186
Position 315: 0.005077689899231498
Position 301: 0.003633739758298484
Position 2207: 0.003534248069106163
Position 45: 0.002545385748916236
Position 2707: 0.0022727716880993534
Position 113: 0.0021328687655584166
Position 353: 0.0015231364328120046
Position 1039: 0.0012325191782655873
Position 2776: 0.001163144134396876
Position 148: 0.0009617419251659777
Position 103: 0.0007659739239185057
Position 706: 0.0004345090042902064
Position 609: 0.0004181331981331781
Position 304: 0.00029009880065553533
Position 131: 0.00013893089038691047
Position 374: 7.1017825187911e-05
Position 523: 5.301277037689365e-05
Position 928: 5.1714612529991714e-05
Position 204: 5.021649020600498e-05
Position 981: 3.3559059273680346e-05
Position 123: 1.6988305987174025e-05
Position 657: 1.5592413930858352e-05
Position 689: 1.2946763991754787e-05
Position 335: 1.2356025458505773e-05
Position 549: 1.1760917188083423e-05
Position 969: 1.1400921728420869e-05
Position 615: 3.5334007701350733e-06
Position 25: 3.230052404421154e-06
Position 468: 2.6027356081881867e-06
Position 356: 2.313908175074998e-06
Position 1411: 1.764919267067049e-06
Position 730: 1.2274038050220009e-06
Position 675: 9.994292165866404e-07
Position 378: 4.211960588829418e-10
Position 390: 2.1462850209981965e-10
Position 395: 6.651861794857192e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 427: 0.9214094434846669
Position 2891: 0.1172435478852285
Position 2569: 0.06716086885464105
Position 861: 0.06430532762410607
Position 1246: 0.05173708050188828
Position 1989: 0.04871167316701725
Position 756: 0.0481948805909082
Position 2848: 0.026305999073130613
Position 229: 0.021694148615325894
Position 792: 0.020631663598420787
Position 2065: 0.018009335137769516
Position 666: 0.016251912050674427
Position 739: 0.014855847805583076
Position 1556: 0.013861456118699315
Position 410: 0.011811188473654059
Position 2103: 0.010492224520739614
Position 1351: 0.007616314938319185
Position 1112: 0.007562403139118492
Position 2439: 0.007507437808196028
Position 2974: 0.005966730770254896
Position 1011: 0.005741749224561141
Position 1682: 0.005298268428089975
Position 2014: 0.004826299904252294
Position 1593: 0.00410297336446532
Position 942: 0.004058607397728657
Position 1814: 0.003305663839103273
Position 1278: 0.0031695022399107708
Position 1038: 0.002958824976030631
Position 2536: 0.002545209570888075
Position 1747: 0.0024782401286915405
Position 166: 0.0023401030263456813
Position 2492: 0.002282869304087096
Position 2688: 0.0022337352744453177
Position 1457: 0.001974936172128954
Position 2444: 0.0017992105408581505
Position 2808: 0.001758393634468966
Position 1773: 0.0014152045219653448
Position 1143: 0.001386598652642796
Position 220: 0.0013591735766340957
Position 1861: 0.0013283049755685003
Position 761: 0.0012482139893928467
Position 1562: 0.0011170303793197717
Position 1391: 0.0010182896606495385
Position 2944: 0.0009872667372428298
Position 1098: 0.0009816668512654739
Position 2196: 0.000837896823966631
Position 3233: 0.0007854447048856168
Position 1692: 0.0007663671896241572
Position 1123: 0.0007586502076038898
Position 1732: 0.0006808988930945339
Position 1252: 0.0006782000610128676
Position 2386: 0.0006529530866129483
Position 1572: 0.0006145756680787517
Position 246: 0.0006101703634300096
Position 1511: 0.0005364913655614562
Position 2294: 0.000529145696951867
Position 1226: 0.0004935743858082047
Position 1533: 0.0004935432333666066
Position 1749: 0.0004600816044515109
Position 683: 0.0004458139450133681
Position 1381: 0.00036868342848746764
Position 771: 0.0003625795404178026
Position 1635: 0.00034921883208383206
Position 3195: 0.00034242074060878455
Position 1796: 0.0003315706126005713
Position 1793: 0.0002518667898149181
Position 1912: 0.00024308687595079635
Position 1974: 0.0002402630831369357
Position 654: 0.00022707058439408036
Position 1047: 0.00017748767978776673
Position 1059: 0.00017252315731755287
Position 1414: 0.00014997939539994717
Position 1020: 0.00014694683372236863
Position 285: 0.00014299226010556506
Position 233: 9.64046308182165e-05
Position 569: 9.592951049490092e-05
Position 257: 8.389131780192559e-05
Position 1035: 7.680994539296076e-05
Position 259: 6.974939385242115e-05
Position 291: 6.0953591379832634e-05
Position 1080: 5.5859014500292014e-05
Position 897: 3.541103633810146e-05
Position 952: 3.1011981927205864e-05
Position 326: 2.6737662727076788e-05
Position 330: 2.375002309639756e-05
Position 981: 1.6695854765754025e-05
Position 1053: 1.2903325397816771e-05
Position 987: 8.187784245124904e-06
Position 294: 5.6375910424644395e-06
Position 108: 5.222569404453993e-06
Position 465: 3.947211757613471e-06
Position 296: 3.82223186411912e-06
Position 1280: 3.1307915220470566e-06
Position 1149: 1.6926750130075932e-06
Position 372: 4.462706420710428e-07
Position 362: 2.3346792689465063e-07
Position 573: 3.159716730801115e-08
Position 349: 2.946767016921758e-08
Position 395: 2.6371757250140133e-08
Position 496: 2.4924777209999004e-08
Position 356: 2.431625185541749e-08
Position 387: 1.7210359439654197e-08
Position 365: 1.194578312674267e-08
Position 588: 7.725810675994234e-09
Position 353: 2.236557790415567e-09
Position 585: 2.479819934461273e-10
