Gene = Crct1
index = 295
Annotated 5SS: [72]
Annotated 3SS: [836]
SMsplice 5SS: [411]
SMsplice 3SS: [836]
top_k =  500
Partition function (log Z): -7.538889125259923

Sorted 5' Splice Sites (High to Low Probability):
Position 411: 0.7066122687671236
Position 72: 0.3717707751801295
Position 44: 0.059012565652935216
Position 178: 0.0519175723388389
Position 243: 0.03733621502167232
Position 1113: 0.03173879084072837
Position 354: 0.004465386805738204
Position 136: 0.00417686586927701
Position 67: 0.00415853879997776
Position 255: 0.002854179035708643
Position 269: 0.0025699825970734924
Position 1157: 0.0021813930431987868
Position 1139: 0.002035561531353994
Position 1239: 0.001679832481789297
Position 942: 0.0015832637956221067
Position 1242: 0.0009866229973002185
Position 18: 0.0009841401351224322
Position 558: 0.0007490288191205056
Position 76: 0.0006864560717866199
Position 494: 0.0004823000435556635
Position 905: 0.0004789777109212362
Position 154: 0.0004671737213046605
Position 603: 0.0004215078014653663
Position 499: 0.0003908758243209859
Position 294: 0.00035596765367651814
Position 278: 0.00030792328000839444
Position 1229: 0.0003073838034198691
Position 286: 0.00022150191364067554
Position 1004: 0.00012956062861283605
Position 1266: 0.00012002695401122734
Position 1271: 0.00010583827689473502
Position 894: 0.00010569526521914132
Position 420: 7.024306651462088e-05
Position 48: 3.737240134235039e-05
Position 962: 3.609648166414253e-05
Position 195: 2.9561288590259973e-05
Position 1001: 2.0144910364036744e-05
Position 25: 1.9896347950992912e-05
Position 89: 1.6012077690361267e-05
Position 160: 5.235939726065137e-06
Position 56: 4.713929794922269e-06
Position 31: 3.861352646372851e-06
Position 193: 2.7156215417660396e-06
Position 438: 1.3323283327245018e-06
Position 695: 8.916001509473201e-07
Position 91: 6.048516080986759e-07
Position 683: 5.356134229898745e-07
Position 641: 4.346690776591286e-07
Position 331: 1.593338588499086e-07
Position 299: 1.510487082945824e-07
Position 607: 1.1178347041254483e-07
Position 373: 1.0009172711991424e-07
Position 20: 3.182814520024711e-08
Position 424: 2.6575362355123623e-08
Position 595: 2.0237148420583684e-08
Position 536: 1.3830466348887347e-08
Position 677: 9.084836055211552e-09
Position 488: 8.943867618644356e-09
Position 687: 2.4926360925403175e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 836: 0.40783508710235644
Position 1055: 0.3927419354169543
Position 178: 0.11223042592689779
Position 336: 0.1037563883678674
Position 1355: 0.08726612627789224
Position 870: 0.04115394117441308
Position 1028: 0.03349108079430114
Position 793: 0.024706465224160038
Position 1058: 0.023777765493282945
Position 207: 0.018490724895333977
Position 285: 0.01632410164488739
Position 341: 0.004315370770344347
Position 1324: 0.003965485893281394
Position 242: 0.002281702456350091
Position 980: 0.0020466564580806776
Position 1304: 0.0019334745999611501
Position 903: 0.001806769091406319
Position 740: 0.0016947802026721828
Position 970: 0.0012406741124882245
Position 1193: 0.001094752085804489
Position 1071: 0.001000105067833865
Position 1428: 0.0009637008959312806
Position 251: 0.000952370808506556
Position 892: 0.0009405541622115847
Position 1137: 0.0007204663967652011
Position 1229: 0.0006436808841188413
Position 299: 0.0005941893901053393
Position 396: 0.0005128696666761844
Position 1282: 0.0003571884488172603
Position 400: 0.00030175726054243766
Position 820: 0.0002598744464073162
Position 761: 0.0002346381090413551
Position 858: 0.00020065799461335435
Position 1399: 0.00018114708006296962
Position 186: 0.00018007894704918465
Position 607: 0.00016929778126904143
Position 1402: 0.00013671232689625154
Position 499: 0.00012179983973275064
Position 478: 0.00012170780198087843
Position 1455: 9.879195666774154e-05
Position 1383: 8.294728405076863e-05
Position 157: 6.518457512705388e-05
Position 182: 6.333130678812331e-05
Position 1177: 5.8725941350438576e-05
Position 359: 5.595530919338398e-05
Position 139: 4.2923250496434605e-05
Position 1112: 3.6098153744883793e-05
Position 798: 3.3092168030418966e-05
Position 671: 3.2962619991797336e-05
Position 146: 3.216271244620368e-05
Position 544: 3.01331113461037e-05
Position 402: 2.8482445254584453e-05
Position 1416: 2.713964899190398e-05
Position 880: 2.6091161059236838e-05
Position 555: 2.530426914140638e-05
Position 494: 2.528495862678841e-05
Position 744: 2.243730620013446e-05
Position 1239: 2.042318479095782e-05
Position 611: 1.8626388426932116e-05
Position 353: 1.652913194007195e-05
Position 584: 1.627835690212161e-05
Position 215: 8.358335877247944e-06
Position 132: 6.90559674740571e-06
Position 150: 5.908191847962349e-06
Position 346: 5.873643381336814e-06
Position 125: 2.0770720408466948e-06
Position 136: 1.8408843325068064e-06
Position 262: 1.3666744412819924e-06
Position 269: 1.2699072981880721e-06
Position 260: 1.208541651719655e-06
Position 121: 1.1638717488792573e-06
Position 463: 1.1241437597996571e-06
Position 350: 1.0446378587821174e-06
Position 410: 5.662890845625026e-07
Position 105: 2.615758412226938e-07
Position 129: 4.96411133556109e-08
Position 101: 2.7201486017379037e-08
Position 113: 4.5189411385651737e-10
Position 84: 3.596414118329476e-10
Position 480: 2.9341426856296783e-10
Position 536: 1.0625964187041672e-10
Position 509: 9.799074717548447e-11
Position 503: 9.324403127869378e-11
