Gene = H2afz
index = 531
Annotated 5SS: [ 210  724 1147 1654]
Annotated 3SS: [ 645 1032 1523 1898]
SMsplice 5SS: [ 210 1147 1654]
SMsplice 3SS: [1070 1523 1898]
top_k =  500
Partition function (log Z): 0.03365167742400271

Sorted 5' Splice Sites (High to Low Probability):
Position 1654: 0.9736028912593404
Position 1147: 0.9062622840985496
Position 210: 0.4921609980393785
Position 724: 0.4654057012004519
Position 200: 0.11671245228937659
Position 1474: 0.029523174953939517
Position 653: 0.016608936311519894
Position 117: 0.008631970231979475
Position 748: 0.006579221659477469
Position 1563: 0.006117264499821576
Position 1157: 0.00598028078870963
Position 215: 0.005447324098838867
Position 1524: 0.003774274026286314
Position 1648: 0.0015822822949569733
Position 728: 0.0013668020019627501
Position 348: 0.001246077756940398
Position 1412: 0.001039766124383235
Position 2022: 0.0010317012031725832
Position 154: 0.000889847226564032
Position 387: 0.000610967849775275
Position 896: 0.0005284561097056066
Position 168: 0.0005169320210583151
Position 271: 0.0004750634321566771
Position 183: 0.00039590055425390414
Position 1435: 0.0003309309855589952
Position 1739: 0.00031911969130050174
Position 26: 0.0003154115086615149
Position 1651: 0.0002894898192511971
Position 314: 0.00028283181188074394
Position 222: 0.0002747836270664241
Position 2038: 0.0002424416877886314
Position 130: 0.00021576814312922367
Position 1165: 0.00019246173647764677
Position 1732: 0.000186124364735881
Position 592: 0.00017717523402795192
Position 1131: 0.00017155276117083489
Position 917: 0.00016900559120985105
Position 327: 0.00013692431206541685
Position 1314: 0.00013185319246456314
Position 459: 0.00012989770444332707
Position 70: 0.00012882518630546934
Position 1752: 0.00010972139829463042
Position 2018: 0.00010288591234725131
Position 1341: 9.690942002260538e-05
Position 2190: 8.898199865211762e-05
Position 1354: 8.483435428788662e-05
Position 855: 8.39285263853802e-05
Position 2193: 7.236716137765449e-05
Position 1218: 6.315505228213727e-05
Position 306: 6.289408575191876e-05
Position 921: 6.286645931735217e-05
Position 1800: 5.5530619748346635e-05
Position 2071: 5.368815012379256e-05
Position 1363: 5.339858863183328e-05
Position 1658: 5.0702143654036275e-05
Position 867: 4.145320011633297e-05
Position 1199: 4.100078416302433e-05
Position 1570: 3.9868453889830945e-05
Position 694: 3.474996894516254e-05
Position 568: 3.339273263401203e-05
Position 1366: 3.195151250826144e-05
Position 1453: 2.6687481138314825e-05
Position 1110: 2.29437200677559e-05
Position 105: 2.2101726671932877e-05
Position 1286: 2.203407322737922e-05
Position 1003: 2.0641513183089896e-05
Position 1811: 1.9704688108079664e-05
Position 2089: 1.730087184282843e-05
Position 983: 1.4802335290947091e-05
Position 1713: 1.4468751097360891e-05
Position 44: 1.2367496857640368e-05
Position 2011: 1.025022600277846e-05
Position 1955: 9.226733658106719e-06
Position 1007: 7.781265449565509e-06
Position 1603: 6.672275423978977e-06
Position 830: 6.64510496887098e-06
Position 823: 6.572228778746637e-06
Position 1316: 5.697529741208953e-06
Position 999: 5.243378627923426e-06
Position 2322: 5.180842196097336e-06
Position 764: 4.726581802485255e-06
Position 900: 4.586056412849992e-06
Position 743: 4.571251134207068e-06
Position 1835: 2.614301756837475e-06
Position 1871: 2.143427018467849e-06
Position 2046: 2.0051501357864383e-06
Position 2197: 1.992572837365718e-06
Position 350: 8.88665906023177e-07
Position 504: 3.091828938995511e-07
Position 783: 8.375505759223193e-10
Position 565: 2.4597974475175153e-10
Position 2136: 1.9409608302777972e-10
Position 828: 8.725323921699625e-11
Position 884: 3.814046510692795e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1898: 0.9871686255569673
Position 1070: 0.7888280307617186
Position 1523: 0.7373202224159763
Position 1592: 0.2368943860322978
Position 1032: 0.09221882090134884
Position 556: 0.07509796650183251
Position 645: 0.05480892631166771
