Gene = Rbis
index = 886
Annotated 5SS: [  76 1745 4109]
Annotated 3SS: [1627 3991 4876]
SMsplice 5SS: [  76 1745 4109]
SMsplice 3SS: [1627 3991 4876]
top_k =  500
Partition function (log Z): -6.424407977080234

Sorted 5' Splice Sites (High to Low Probability):
Position 76: 0.961037074615653
Position 1745: 0.8631171781310496
Position 4109: 0.8014236274794351
Position 4451: 0.09089808659267819
Position 1197: 0.046975526207544915
Position 269: 0.03265037802895847
Position 2370: 0.02937072562844491
Position 3141: 0.020941663867463742
Position 3148: 0.015028813375866333
Position 4301: 0.01457696885049088
Position 4761: 0.012096321339832452
Position 1866: 0.011662475179731308
Position 3570: 0.010694333875809753
Position 3555: 0.007951814724270392
Position 514: 0.007602255021999987
Position 110: 0.005177231906178722
Position 2864: 0.005099146639095793
Position 66: 0.004451514028449292
Position 971: 0.004254721523056008
Position 551: 0.003738372796925525
Position 3016: 0.0034633855500028335
Position 2034: 0.0026933526169382717
Position 4336: 0.0026116880305612974
Position 374: 0.0022980984365280756
Position 2868: 0.0019976766767949316
Position 453: 0.0019401766972258136
Position 3851: 0.0019185243255620695
Position 1180: 0.0016907037082070496
Position 669: 0.0016359575004309096
Position 665: 0.0013541491499137325
Position 2043: 0.0012024704557797765
Position 230: 0.0010117922047601655
Position 448: 0.0009429165090637096
Position 2542: 0.0009393512701801832
Position 2207: 0.0009256897847747998
Position 1341: 0.000887131510456609
Position 3832: 0.0008121181190086182
Position 3035: 0.0007801675683120135
Position 92: 0.0006246423499727285
Position 1757: 0.0006080725835447893
Position 3609: 0.0005771432907538487
Position 1785: 0.0005700428497929351
Position 678: 0.0005257461783759103
Position 1161: 0.0005047785009335882
Position 594: 0.0004988076497835577
Position 3159: 0.000485520745575387
Position 3904: 0.0004688079744568541
Position 3646: 0.0004195220507150904
Position 460: 0.0003938023103801362
Position 682: 0.00038290914491813225
Position 533: 0.0003325432716109226
Position 48: 0.00033085820972887756
Position 140: 0.0003038785222755998
Position 652: 0.0002855071037743575
Position 4325: 0.0002436139425589326
Position 475: 0.00021142951822172517
Position 563: 0.00019201457612913486
Position 633: 0.000190846090767011
Position 117: 0.00018392031308646294
Position 503: 0.00017853301339352872
Position 1374: 0.0001749033569109826
Position 518: 0.00016587672865615155
Position 324: 0.0001573770517432849
Position 661: 0.00015249560168907259
Position 1305: 0.00014834486349596913
Position 426: 0.0001466873081600779
Position 4483: 0.00013453609655499858
Position 4796: 0.00013145156302453795
Position 1467: 0.00013099589711887055
Position 1358: 0.00011983882643119389
Position 614: 0.00011088076269180044
Position 362: 0.00010934525593149723
Position 209: 0.00010566110409478076
Position 465: 0.00010142874261704836
Position 432: 0.00010137504089087593
Position 638: 0.00010009651444167265
Position 1241: 8.585437661390473e-05
Position 280: 7.477540755752618e-05
Position 1276: 6.72071693294704e-05
Position 833: 6.599960227876652e-05
Position 282: 3.360012669748905e-05
Position 1525: 3.2391247313017676e-05
Position 1286: 3.166050419406085e-05
Position 644: 2.726937626487848e-05
Position 686: 2.6531227685491836e-05
Position 396: 2.6107981656691033e-05
Position 20: 2.5695780631360088e-05
Position 1252: 2.3667678965061574e-05
Position 175: 2.1808089743674977e-05
Position 2734: 1.903438010426651e-05
Position 1919: 1.3178472689049284e-05
Position 2059: 5.3951538645528795e-06
Position 1975: 5.078045945037263e-06
Position 1749: 3.556980294347983e-06
Position 1670: 3.4922571360240345e-06
Position 1944: 2.2615583410343616e-06
Position 1724: 1.6872154838097521e-06
Position 22: 6.581919014811689e-07
Position 42: 5.588259180066702e-07
Position 191: 2.2334208498684937e-07
Position 33: 1.8841907941118845e-07
Position 137: 1.682476735388446e-07
Position 415: 2.9241729804882144e-08
Position 387: 6.624347841038623e-09
Position 330: 1.6196419243096396e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1627: 0.876221663991702
Position 3991: 0.8247326354226366
Position 4876: 0.4796808594216781
Position 4760: 0.1285488823772824
Position 4383: 0.1258081043472207
Position 2136: 0.045813739778431194
Position 4425: 0.045067872027508414
Position 2901: 0.0425599641147789
Position 3458: 0.031698244203968766
Position 4209: 0.031075042523439723
Position 4640: 0.02982764789669428
Position 1084: 0.028535046618063865
Position 4237: 0.02794593371101604
Position 4556: 0.027656370288242596
Position 191: 0.027038059472980012
Position 4386: 0.024105176216226085
Position 3962: 0.021757262975533015
Position 3745: 0.016279967630037872
Position 2675: 0.0138519952778667
Position 4879: 0.013262265087766718
Position 4685: 0.00922079930013275
Position 1052: 0.008362924325867863
Position 4288: 0.005562336665344113
Position 1122: 0.005345501230532994
Position 323: 0.00526759247538082
Position 1011: 0.005129622204502131
Position 1819: 0.004951154856546875
Position 4250: 0.004454667505442409
Position 3015: 0.0038037585750891607
Position 4450: 0.0036926829341987484
Position 4643: 0.0034603117132556544
Position 4839: 0.003379640649215595
Position 4728: 0.00307103858180694
Position 3813: 0.002697587939892962
Position 2661: 0.0026827232428868345
Position 4711: 0.002621497112063457
Position 1865: 0.002573231341693681
Position 4403: 0.002447616158926718
Position 4023: 0.0023841861497770718
Position 4970: 0.002262347558408549
Position 4099: 0.002208751189415782
Position 374: 0.002102292858664213
Position 2289: 0.002099298598812157
Position 2222: 0.002087820300620346
Position 2183: 0.0020553009287423585
Position 2216: 0.001775361778763924
Position 1822: 0.0017257122311993911
Position 2616: 0.0016434271383644044
Position 1596: 0.0015755533841267516
Position 846: 0.0015294369876217985
Position 497: 0.0014569862506323967
Position 4213: 0.0013920413896415188
Position 2682: 0.001227349413283574
Position 1599: 0.0010446301563858508
Position 3034: 0.0010360145839755212
Position 4325: 0.0008946119229276913
Position 4226: 0.0008848347127010768
Position 4617: 0.0008543837828765413
Position 4168: 0.0008488331709446409
Position 3030: 0.0007858292035336331
Position 4573: 0.0007450439072860338
Position 2993: 0.0007350510113947839
Position 3316: 0.0006624103384531613
Position 2770: 0.0006061965882793299
Position 4255: 0.0005945302930341097
Position 2931: 0.0005769804868860853
Position 4215: 0.0005500054346190588
Position 4051: 0.000507038903954936
Position 1682: 0.0004899948012179702
Position 4342: 0.00047516671581451
Position 868: 0.00044822998954238913
Position 4478: 0.0003996953753667557
Position 4357: 0.0003930346414474546
Position 1089: 0.0003905739713801295
Position 4257: 0.0003548716951531902
Position 4661: 0.00033316911522730363
Position 1841: 0.0003270675777300654
Position 4564: 0.0003248221759762604
Position 168: 0.000322903878067444
Position 3260: 0.00028044726983230707
Position 2566: 0.0002694473925696619
Position 3345: 0.00025697421996548515
Position 2997: 0.0002523718046184277
Position 1196: 0.00024770472089432136
Position 1424: 0.0002331463749969032
Position 1899: 0.00023268339627169438
Position 4933: 0.00020970453301339222
Position 3698: 0.0001901400434151483
Position 1124: 0.00018644699204203112
Position 2905: 0.00018392556062144565
Position 4506: 0.0001808191394556557
Position 1547: 0.00017908101364468422
Position 2031: 0.00016960989909870888
Position 4077: 0.0001681829333413816
Position 1372: 0.00016532304314365877
Position 3313: 0.00015060727375202021
Position 802: 0.00014938435399547374
Position 2477: 0.00014205525347266
Position 4814: 0.0001389480630040615
Position 2351: 0.00013473009108054478
Position 4898: 0.00013084845606807678
Position 862: 0.00012291652343815302
Position 1517: 0.00011692638295532641
Position 1108: 0.00011626467748618606
Position 1130: 0.00011564994307529418
Position 3046: 9.751823771027891e-05
Position 3280: 9.121984084320205e-05
Position 920: 8.804785854636126e-05
Position 4944: 7.89546467700828e-05
