Gene = Swt1
index = 1049
Annotated 5SS: [  159  4949  6422  8356 15665 17685 20880 23040 24661 25501 27376 31250
 33847 37020 39836 44139 49073 56148 57877]
Annotated 3SS: [ 4849  6334  8271 15608 16996 20819 22909 24558 25311 27281 31103 33682
 36880 39686 43950 48940 56080 57811 59866]
SMsplice 5SS: [  159  4949  5919  6422  8356 15665 17685 24661 27376 31250 33847 39836
 44885 49073 57877]
SMsplice 3SS: [ 4849  5783  6334  8271 15608 17586 24558 27281 31103 33682 39686 44774
 48940 57811 59866]
top_k =  500
Partition function (log Z): -27.794424197330574

Sorted 5' Splice Sites (High to Low Probability):
Position 159: 0.9939380184063182
Position 8356: 0.9892442180607539
Position 4949: 0.9225549288851929
Position 6422: 0.7978057808970013
Position 15665: 0.7856537219021037
Position 17685: 0.5373879380956045
Position 18464: 0.33317069669510746
Position 5966: 0.3184953075196965
Position 5919: 0.3046234659406502
Position 4746: 0.2934182807343259
Position 5952: 0.20371271617729603
Position 2088: 0.17211362142339107
Position 10423: 0.15952381172450122
Position 2698: 0.10427352592458593
Position 11213: 0.09614464444093129
Position 11540: 0.04716892865535585
Position 1112: 0.0418542030111668
Position 6077: 0.040289494224935864
Position 6933: 0.03433262472323027
Position 904: 0.03315005616873631
Position 20374: 0.031764133589074366
Position 9305: 0.029347539317951653
Position 17158: 0.027994168122666665
Position 6183: 0.02716530691450344
Position 5980: 0.02701517280247935
Position 5976: 0.015700169438263863
Position 13971: 0.015046215208908953
Position 8648: 0.014383360273330613
Position 5659: 0.011087566885953467
Position 1080: 0.011065143821762487
Position 14692: 0.01081991630814458
Position 18455: 0.010518296043023217
Position 5941: 0.009074737818994972
Position 1206: 0.00785265767916877
Position 4880: 0.007039937436269864
Position 299: 0.005147664597356748
Position 870: 0.0037516088928504646
Position 6578: 0.003364621179452397
Position 1008: 0.0029452604398375803
Position 984: 0.0017777329559129347
Position 817: 0.001706638907596249
Position 1242: 0.001652436856969283
Position 4772: 0.0013815120662510796
Position 3078: 0.0013318163757111195
Position 6270: 0.001045818083523633
Position 5923: 0.0007582346616876615
Position 6255: 0.0007359937664087796
Position 6219: 0.0007277827639088441
Position 352: 0.0002372990316762431
Position 265: 0.00015474042353560066
Position 169: 0.0001481879526673315
Position 436: 0.0001427887280631101
Position 9111: 0.0001317781157413914
Position 862: 7.992227826959594e-05
Position 382: 4.833383084598387e-05
Position 110: 3.3485008371865784e-05
Position 292: 3.042943358539907e-05
Position 316: 1.661598130595603e-05
Position 163: 1.2146665805560855e-05
Position 545: 1.1555492207587666e-05
Position 521: 1.0795197062532785e-05
Position 42: 8.665343220472336e-06
Position 48: 7.417455063226763e-06
Position 723: 7.143217417921079e-06
Position 239: 6.553599565976087e-06
Position 328: 5.972796951518896e-06
Position 235: 5.826423385325733e-06
Position 682: 4.22970341180524e-06
Position 128: 2.5123040334180563e-06
Position 908: 1.6164301293451346e-06
Position 834: 1.2689041783713693e-06
Position 68: 6.712134724495789e-07
Position 619: 6.004356557537844e-07
Position 101: 5.793256379760532e-07
Position 318: 4.901603377053147e-07
Position 553: 3.839930074515387e-07
Position 914: 3.6255996013061613e-07
Position 376: 3.422017513237414e-07
Position 843: 2.981008075338611e-07
Position 320: 2.9581099968962386e-07
Position 225: 2.9058666514688645e-07
Position 550: 2.246507067166185e-07
Position 732: 2.0729214854560315e-07
Position 99: 1.5169620247642417e-07
Position 8642: 1.4214539669952527e-07
Position 70: 1.2274725745188936e-07
Position 182: 9.611727706443124e-08
Position 374: 9.162607737915592e-08
Position 422: 8.35661824198544e-08
Position 441: 5.1195759242842854e-08
Position 311: 4.6061648813590736e-08
Position 24: 4.1287890160981024e-08
Position 395: 2.4163083500859885e-08
Position 134: 2.3159606833281434e-08
Position 547: 9.936831459976554e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 15608: 0.8456177460970163
Position 4849: 0.8431347457036283
Position 6334: 0.6776577020752557
Position 8271: 0.5636004411013841
Position 20819: 0.5484628174200781
Position 17586: 0.5159474379518315
Position 5783: 0.43431393739718144
Position 5815: 0.4129387654708459
Position 18331: 0.38895168909890904
Position 8127: 0.29707926869036105
Position 4655: 0.2885821640948496
Position 22909: 0.15611675572879108
Position 6161: 0.1366443534974306
Position 8173: 0.11036968128972492
Position 11089: 0.09939255369836829
Position 10291: 0.09248441622526385
Position 16996: 0.05930100393486433
Position 2578: 0.058891773729869874
Position 5846: 0.05719077325695685
Position 1985: 0.05341360959051393
Position 20274: 0.0483504899320928
Position 17840: 0.044511094810261775
Position 1999: 0.04067909691952088
Position 10299: 0.03992330618499509
Position 11341: 0.037523595076831846
Position 4867: 0.035078658986021936
Position 20110: 0.033320749526769666
Position 17270: 0.03248550734740097
Position 968: 0.031077905965715667
Position 1001: 0.028444887745313775
Position 2549: 0.0257007187870289
Position 1917: 0.025500207223727655
Position 6801: 0.024307483252078994
Position 10186: 0.020698361862370392
Position 4770: 0.018999796795437816
Position 816: 0.018727913443189383
Position 1868: 0.017471787814130973
Position 19247: 0.016306740798251472
Position 2030: 0.015489555843325365
Position 8432: 0.013080343940967739
Position 602: 0.012547661912385145
Position 8026: 0.012212745711750479
Position 14533: 0.011122676267810709
Position 9141: 0.01109071768542792
Position 640: 0.010941164949612668
Position 9168: 0.010664134117551204
Position 4618: 0.010613195611748588
Position 2528: 0.009879806289061632
Position 4651: 0.009259774056593006
Position 1825: 0.009203562077748148
Position 11359: 0.00844270089202736
Position 4728: 0.008225528338014149
Position 13835: 0.007735813022488584
Position 6343: 0.00739609892741964
Position 13875: 0.0073104021864204205
Position 9165: 0.0069488632481872125
