Gene = Mff
index = 675
Annotated 5SS: [  195  2447  4547  6393 10618 17087 22253 25715]
Annotated 3SS: [ 2337  4325  6222 10528 16927 22192 25629 26694]
SMsplice 5SS: [  195  2447  4547  6393  8694 10618 11002 25715 26829]
SMsplice 3SS: [ 2337  4325  6222  8537 10525 10856 25629 26694 27203]
top_k =  500
Partition function (log Z): -8.060962220843615

Sorted 5' Splice Sites (High to Low Probability):
Position 10618: 0.9604998184400476
Position 2447: 0.8466426765576428
Position 195: 0.8372122951235303
Position 4547: 0.8093564434677999
Position 11002: 0.7147640739059725
Position 6393: 0.6768598974143974
Position 8694: 0.5833798922570654
Position 17087: 0.45551073580774365
Position 3349: 0.42295135135787393
Position 3039: 0.3692320866292202
Position 4250: 0.20690548479988252
Position 18036: 0.18845204587659098
Position 6515: 0.15609365666089184
Position 12198: 0.15233888613724317
Position 911: 0.11110218905857418
Position 9239: 0.10069931696487186
Position 4412: 0.09685010502675859
Position 438: 0.0854330847335713
Position 1817: 0.07318646276382323
Position 17822: 0.06674916721796846
Position 8601: 0.06619027128737016
Position 4327: 0.06274106235583236
Position 99: 0.051109639705272006
Position 2617: 0.03641928951618041
Position 6953: 0.03277327460823409
Position 1496: 0.026469021921010555
Position 4245: 0.024071857967458747
Position 5034: 0.022078284752193207
Position 1620: 0.021835907237024596
Position 12842: 0.021130347000199848
Position 299: 0.020052694184659874
Position 5060: 0.017536497622803078
Position 10666: 0.01708004912783427
Position 4132: 0.01366709807526943
Position 12009: 0.012027595979742995
Position 6331: 0.009599751612774427
Position 4213: 0.008478900101794138
Position 18141: 0.007989174800736269
Position 2451: 0.006947188070165636
Position 11688: 0.0063236702878581375
Position 1404: 0.005687403330975279
Position 11010: 0.005109640234039912
Position 1640: 0.004547550666106627
Position 13430: 0.004204005082118481
Position 3386: 0.00419396840522446
Position 985: 0.003784382453321467
Position 524: 0.003551448853808411
Position 3377: 0.003440619206189734
Position 3250: 0.002982834874981553
Position 2908: 0.002718484401679512
Position 2210: 0.0027083798988103785
Position 25: 0.002364136582640581
Position 2179: 0.002308763189159917
Position 1781: 0.002142977975143819
Position 11818: 0.0021346179678810384
Position 2624: 0.0021182718037307847
Position 4175: 0.0019716389975599656
Position 1042: 0.0019376902262384316
Position 11469: 0.0016055487202123822
Position 310: 0.0015522376123141873
Position 11705: 0.0014616104613811487
Position 1485: 0.0014059717867487389
Position 4835: 0.0013811509478871577
Position 1756: 0.001364720909194165
Position 5462: 0.0013256236992731153
Position 511: 0.0011599698681104128
Position 12257: 0.0011290773165720841
Position 3330: 0.0010023208279727335
Position 1400: 0.0009904339864192234
Position 108: 0.0009828297625018867
Position 507: 0.0009806601892508179
Position 1046: 0.0009494231453351141
Position 137: 0.0009110730419157597
Position 416: 0.0008898818083195406
Position 11452: 0.0008724125529944205
Position 3220: 0.0008543532347749045
Position 5678: 0.0007241915020769358
Position 5218: 0.0006739776538582341
Position 4578: 0.0006729000273479923
Position 655: 0.0006696096969999174
Position 1434: 0.0005935063141554438
Position 2918: 0.0005440460263484101
Position 3265: 0.0004185405316050482
Position 3099: 0.00039013219195764304
Position 11020: 0.00035757985493519974
Position 3075: 0.00032088447221592436
Position 2859: 0.00031139070137637835
Position 1832: 0.00030832907216076004
Position 2497: 0.0002997938392457332
Position 1713: 0.0002718176435790378
Position 12228: 0.0002395192392458723
Position 11684: 0.0002344093712931904
Position 3055: 0.00020223838864171276
Position 1008: 0.0001641094345476667
Position 207: 0.00014903331424660952
Position 1432: 0.0001405062904097099
Position 199: 0.00013061673510027428
Position 1467: 0.00012915259667223278
Position 12756: 0.0001209646433597771
Position 338: 0.00011350395054313173
Position 1770: 8.525629887444386e-05
Position 2389: 2.1358814920644994e-05
Position 813: 1.7406834898024384e-06
Position 816: 1.3619033898770481e-06
Position 1050: 1.1790989461771202e-06
Position 2433: 1.0701431047640837e-06
Position 1135: 9.375403088836203e-07
Position 60: 7.294490716337485e-07
Position 362: 5.505016431973256e-07
Position 29: 3.848503391312632e-07
Position 50: 3.0365049218248365e-07
Position 46: 2.501993968642433e-07
Position 1073: 1.6037988833458334e-07
Position 541: 1.0447305993109759e-07
Position 1296: 4.369236103195948e-08
Position 38: 2.720573716677033e-08
Position 291: 1.2601206345666806e-08
Position 357: 3.71933159752939e-09
Position 245: 3.1582296108022935e-09
Position 495: 1.0991310636504708e-10
Position 409: 4.921915341830707e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4325: 0.893435204225838
Position 2337: 0.8753932453443523
Position 6222: 0.8427191081196034
Position 10525: 0.6505455615473041
Position 8537: 0.6084281892472696
Position 10856: 0.5817985965841256
Position 3176: 0.4222999953880559
Position 17950: 0.39478225800915895
Position 16949: 0.35998007675023425
Position 10474: 0.2504014115453917
Position 18035: 0.2213630252250779
Position 2814: 0.21535781537819143
Position 4093: 0.19721599848222196
Position 21554: 0.1806004089045009
Position 11936: 0.13100802000534645
Position 2991: 0.12511383416266264
Position 17044: 0.10798616089749583
Position 18199: 0.10141603822368618
Position 17740: 0.08940101551462336
Position 12122: 0.08239749526032714
Position 10528: 0.07668043845401239
Position 9177: 0.07367362590313521
Position 10715: 0.07057178909927751
Position 18229: 0.06676361342269141
Position 18740: 0.05723474497529865
Position 298: 0.05306652533607678
Position 4130: 0.05233655373973955
Position 832: 0.045401068531208115
Position 10905: 0.04498790970614082
Position 1661: 0.03229143389668377
Position 8505: 0.03222183208774905
Position 1684: 0.02966961366030082
Position 4013: 0.026419017880042413
Position 1326: 0.025568678320537743
Position 4974: 0.024974531725839026
Position 12651: 0.024847651755078887
Position 4411: 0.023452149384736606
Position 1396: 0.02104335439064304
Position 4249: 0.020382290371060194
Position 9071: 0.020120161991826875
Position 1443: 0.018793666619051033
Position 6884: 0.018158730789831868
Position 10925: 0.016910469029213466
Position 2844: 0.015291734488113932
Position 13223: 0.014343242674504566
Position 2921: 0.012921863375167255
Position 17182: 0.010843969229003134
Position 11369: 0.010717840729654845
Position 4872: 0.00953193606107676
Position 4143: 0.009166581647491285
Position 6865: 0.008776350676122088
Position 2482: 0.008481081191071148
Position 10825: 0.008401106870363401
Position 3122: 0.007363150913844313
Position 8897: 0.006905529069909774
Position 15004: 0.0066467794286867235
Position 12713: 0.006373993997801988
Position 13938: 0.005912856754254455
Position 835: 0.005904213757466291
Position 15081: 0.005401288647252576
