Gene = Dbr1
index = 322
Annotated 5SS: [ 327  902 2723 3644 4565 6304 6664]
Annotated 3SS: [ 776 2641 3557 4339 6222 6517 7512]
SMsplice 5SS: [ 327 4565 6304 6664]
SMsplice 3SS: [4445 6222 6517 7512]
top_k =  500
Partition function (log Z): 2.0126673608297967

Sorted 5' Splice Sites (High to Low Probability):
Position 6664: 0.9926012448666846
Position 6304: 0.9076935512519109
Position 327: 0.8896375943491577
Position 4565: 0.8445585920280241
Position 902: 0.5389324493044766
Position 2723: 0.3914157300877251
Position 3644: 0.35833318928144364
Position 7623: 0.19282794589883398
Position 7907: 0.12230126428948081
Position 2194: 0.09930593860727582
Position 1684: 0.09358185537308852
Position 256: 0.09130009599207219
Position 877: 0.05349936414114499
Position 7190: 0.036057783223269
Position 6845: 0.03141653332693025
Position 7809: 0.01971620188802489
Position 7142: 0.018082897035459396
Position 1900: 0.013866228267491587
Position 516: 0.012084136483396122
Position 4226: 0.010476432385329101
Position 5090: 0.00868446937004834
Position 300: 0.008023808265556851
Position 4948: 0.007661586881887149
Position 86: 0.004715064396809444
Position 8221: 0.0036517413295907267
Position 4159: 0.0030785502404230866
Position 7153: 0.0024449075640318634
Position 7755: 0.00221842881600122
Position 19: 0.0021232582008249884
Position 869: 0.001767295280244921
Position 6651: 0.0012732790277211923
Position 40: 0.0011371495220423695
Position 7773: 0.0008594651149792928
Position 7550: 0.0005735815868787505
Position 483: 0.0005710259128762839
Position 7640: 0.0005208359908896611
Position 365: 0.00032380315779469436
Position 6950: 0.00028355843090968543
Position 6347: 0.0002612032041220514
Position 470: 0.0002598799517503432
Position 6782: 0.00020795526578986457
Position 1601: 0.00017163583914111508
Position 975: 0.00015649232388567156
Position 4659: 0.00015310588041097216
Position 619: 0.00012836527658858807
Position 7587: 0.00012535145476091192
Position 5216: 0.00011826692294313089
Position 6867: 9.675504844854443e-05
Position 2279: 9.362448471561028e-05
Position 345: 7.663517302067602e-05
Position 3201: 6.100554851674431e-05
Position 1921: 5.3203729817548286e-05
Position 68: 4.9993001189349875e-05
Position 220: 4.82250738312064e-05
Position 6855: 4.718783171292296e-05
Position 234: 4.650149427596139e-05
Position 6906: 3.3173616344947406e-05
Position 5068: 2.9166689290778228e-05
Position 289: 2.3117198198729987e-05
Position 858: 2.250762796640233e-05
