Gene = Tchp
index = 1064
Annotated 5SS: [  201  1079  1758  3550  5733  7042  7906  8142  9850 10701 12005 12509]
Annotated 3SS: [  893  1546  3492  5663  6867  7792  8074  9676 10618 11818 12364 13347]
SMsplice 5SS: [  201  1079  3550  5733  7042  7906  8142  9850 10701 11245 12005 12509]
SMsplice 3SS: [  893  3492  5663  6867  7792  8074  9634 10618 11079 11818 12364 13347]
top_k =  500
Partition function (log Z): 16.40343075142123

Sorted 5' Splice Sites (High to Low Probability):
Position 7042: 0.9924409956905954
Position 8142: 0.9861636523278783
Position 9850: 0.9757902351123651
Position 7906: 0.9502517305592053
Position 201: 0.9004453688246684
Position 12509: 0.8802543591676167
Position 10701: 0.8498392397026387
Position 3550: 0.8287848581015018
Position 5733: 0.7543140330793535
Position 1121: 0.6045969393863762
Position 12005: 0.5661684196649979
Position 11245: 0.5420656225639998
Position 3893: 0.5304172532697996
Position 1453: 0.3853359468251167
Position 5500: 0.34914130345145744
Position 10343: 0.2740807264699097
Position 782: 0.24918742046867215
Position 11736: 0.18091675232067142
Position 414: 0.16839637821535475
Position 12796: 0.1482467032689389
Position 10974: 0.1412002107446587
Position 2983: 0.13436501567210912
Position 3715: 0.0891979702254152
Position 3028: 0.08446498816610958
Position 1758: 0.07601152053425417
Position 1867: 0.059151946550031725
Position 1083: 0.051727754511073726
Position 7372: 0.04166029334233164
Position 1089: 0.038125157996333876
Position 773: 0.03766118689412623
Position 12750: 0.0358482126518096
Position 4313: 0.034919462728932996
Position 10288: 0.03207550030682704
Position 4330: 0.03046689508659127
Position 5814: 0.028176262200784518
Position 11154: 0.02592107894400319
Position 3582: 0.024726548332279975
Position 3194: 0.02422595356334578
Position 7376: 0.02289329761517578
Position 2328: 0.02131428426954051
Position 704: 0.019591050725888366
Position 13428: 0.019540411624939875
Position 3089: 0.01902977496770892
Position 9166: 0.018837387739476106
Position 1085: 0.01734290950992368
Position 11346: 0.01712368990840892
Position 313: 0.01711980642653323
Position 12264: 0.01656497719313654
Position 5565: 0.015673956453336677
Position 1132: 0.014897621988184019
Position 12524: 0.014095233048181409
Position 7940: 0.013637089683025393
Position 8946: 0.012071478474699256
Position 361: 0.01133580035991201
Position 6291: 0.010463623871895708
Position 8146: 0.009304130409051228
Position 12063: 0.008330379826452829
Position 3942: 0.008274691059309853
Position 9197: 0.007960647033742855
Position 9013: 0.007933358516558011
Position 14062: 0.007566837417410019
Position 5851: 0.007533327871346242
Position 6337: 0.0071439134269992936
Position 10674: 0.006797528556590834
Position 4068: 0.006684760199999308
Position 137: 0.006391486007393044
Position 12757: 0.006045702488946671
Position 12513: 0.005483324911847257
Position 2382: 0.0052329675673845385
Position 7075: 0.00491969454017139
Position 4412: 0.004878881943636989
Position 5908: 0.004768099484766773
Position 9063: 0.004597983241050433
Position 11732: 0.004052636578646589
Position 194: 0.0039682328560125294
Position 6750: 0.003967806912428134
Position 11254: 0.003743203581938954
Position 5578: 0.0037323251991986475
Position 477: 0.0037125984484071223
Position 5583: 0.0036921701466845406
Position 6605: 0.0035926355408282943
Position 9884: 0.0034226172496572916
Position 977: 0.0031624422872170935
Position 11916: 0.0031446792067711185
Position 4108: 0.0030805672447910856
Position 459: 0.002827021046341732
Position 9240: 0.002412717128178505
Position 4189: 0.0022801566525713817
Position 10835: 0.00217750576640776
Position 1003: 0.0021551625351891347
Position 8667: 0.0020378653744317654
Position 10696: 0.0020258085605948453
Position 13458: 0.002006721929071068
Position 1093: 0.0017547902273154876
Position 799: 0.0017374940731790071
Position 7996: 0.001736799161636863
Position 9210: 0.0016889774283935135
Position 9788: 0.0014451236506070604
Position 10347: 0.0014166748115940209
Position 9879: 0.0011919493413433929
Position 3429: 0.001176573507034392
Position 9220: 0.0011428432923432067
Position 238: 0.0010005806553584583
Position 6380: 0.0009943863192968135
Position 263: 0.0008976211348483517
Position 8831: 0.0008873544536801894
Position 11229: 0.0008681590212164195
Position 672: 0.0008131647668082239
Position 186: 0.0007828286064726386
Position 1109: 0.0007697621543970897
Position 11387: 0.0007146908117478873
Position 695: 0.0006608753393796157
Position 843: 0.0005702279589513541
Position 829: 0.0005592430661048273
Position 4032: 0.0005434722380326494
Position 2614: 0.0005005958373271201
Position 260: 0.00048027062747249126
Position 2357: 0.00045482578115554195
Position 8584: 0.0004453853931443038
Position 8001: 0.0004380526999666887
Position 253: 0.00043503005275515776
Position 102: 0.00041484487253176726
Position 6912: 0.00039781386606209016
Position 9124: 0.00039454622926420865
Position 386: 0.00036807383732565376
Position 751: 0.00036485445590416366
Position 4062: 0.0003324244734398158
Position 573: 0.00030259428844866176
Position 680: 0.0002993075381228511
Position 508: 0.00023277986363383512
Position 661: 0.00019355720834572917
Position 1096: 0.00017257766309573905
Position 1091: 0.00017073036026868857
Position 603: 0.0001702890990898061
Position 351: 0.00016087242527189694
Position 757: 0.0001369456004347385
Position 11261: 0.0001345666351369688
Position 721: 0.0001305993286908848
Position 93: 0.00010978800236702368
Position 3632: 9.894264813477033e-05
Position 3597: 9.200962021029219e-05
Position 567: 9.174624432522016e-05
Position 6952: 7.802977209460938e-05
Position 13675: 7.726905365996226e-05
Position 8955: 7.350739047636917e-05
Position 7323: 7.243709908263273e-05
Position 453: 7.165526827106575e-05
Position 97: 5.1572406334035375e-05
Position 8005: 4.879693213084489e-05
Position 306: 4.3519868903857314e-05
Position 8010: 3.855694047802386e-05
Position 7128: 3.4217586355370556e-05
Position 7655: 3.339003239866463e-05
Position 28: 3.2019131400045826e-05
Position 49: 3.1614520918727125e-05
Position 7944: 2.6815879053532487e-05
Position 7910: 2.480773782632517e-05
Position 462: 2.31908538947049e-05
Position 12773: 1.876435928004598e-05
Position 9052: 1.2077610329204527e-05
Position 227: 1.1506537415433172e-05
Position 12540: 8.468589192607998e-06
Position 13: 5.754076580772526e-06
Position 289: 5.474210438812531e-06
Position 11: 4.328368478238631e-06
Position 8236: 3.1507243207955802e-06
Position 525: 1.6970041061065886e-06
Position 8265: 1.197679258584625e-06
Position 8339: 1.0790037682225455e-06
Position 8309: 6.588894851195136e-07
Position 32: 6.380765844739191e-07
Position 42: 2.7685942690180346e-07
Position 52: 2.2542706233659081e-07
