Gene = Pgap2
index = 813
Annotated 5SS: [  230 13129 16084 25985 26181 26869]
Annotated 3SS: [13016 15908 25731 26085 26759 27038]
SMsplice 5SS: [  230 12369 13129 26181 26869]
SMsplice 3SS: [12219 13016 26085 26759 27038]
top_k =  500
Partition function (log Z): -17.676367845334514

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.9599888726630038
Position 13129: 0.7283362083532111
Position 12440: 0.6191616974002921
Position 2081: 0.36884084380572657
Position 12369: 0.29450333121527095
Position 16084: 0.22898682953965394
Position 1905: 0.1682059476861054
Position 12936: 0.13576250592497036
Position 15499: 0.08339677383673588
Position 10770: 0.044619675351289675
Position 1594: 0.04209280528824057
Position 834: 0.03574848941959966
Position 102: 0.034051715121125564
Position 14123: 0.029205883140364017
Position 7990: 0.023416493762017414
Position 12453: 0.01976544052457986
Position 567: 0.01520453955148879
Position 8189: 0.01236937283468282
Position 586: 0.008340711882385186
Position 1808: 0.0036933056549602597
Position 1815: 0.0029359403746870784
Position 1837: 0.0027186789824845056
Position 1064: 0.0017135499519602805
Position 118: 0.001127255984430457
Position 2077: 0.0007013822321311291
Position 991: 0.0005756815506033407
Position 1038: 0.0005663148459996995
Position 1295: 0.0005619784879758209
Position 52: 0.0004689800332799651
Position 779: 0.0002856484254559671
Position 1563: 0.00023220093817763045
Position 627: 0.00019416420889086075
Position 608: 6.688468829857286e-05
Position 213: 3.558666505381738e-05
Position 236: 1.895464121479169e-05
Position 591: 1.256944178701039e-05
Position 1344: 7.65974967832149e-06
Position 1335: 6.6364998747068745e-06
Position 24: 6.47529948734864e-06
Position 405: 5.284947919916194e-06
Position 580: 4.59788054271508e-06
Position 143: 4.522211300309985e-06
Position 145: 4.162371496828003e-06
Position 1207: 4.052275390654266e-06
Position 135: 2.6526798648619812e-06
Position 1021: 1.997039232791454e-06
Position 258: 1.8845371511558535e-06
Position 1300: 1.7636011963231878e-06
Position 1107: 1.654649505876558e-06
Position 856: 1.535304494463055e-06
Position 1051: 1.4860737993904186e-06
Position 536: 9.935630186266549e-07
Position 645: 8.011658935271594e-07
Position 75: 7.866957368785817e-07
Position 106: 7.493367819417149e-07
Position 29: 6.03442772635325e-07
Position 619: 5.735061543525474e-07
Position 376: 5.580046383076888e-07
Position 1318: 5.381521934423834e-07
Position 600: 4.468202932014728e-07
Position 529: 4.1370290157172765e-07
Position 746: 3.859604206689618e-07
Position 351: 3.703564447855861e-07
Position 1733: 4.705929480483791e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 13016: 0.7882447363458599
Position 15908: 0.6031393592935695
Position 12419: 0.4114181429232624
Position 12219: 0.39495433103750743
Position 1975: 0.33005410099277827
Position 19529: 0.3245033459692054
Position 1764: 0.16569546667073407
Position 17230: 0.15067490168631895
Position 12309: 0.13912833089142276
Position 12823: 0.10836765044152416
Position 15457: 0.08893134415338794
Position 10520: 0.04530302586869817
Position 1441: 0.03981738667389533
Position 716: 0.03893248453134338
Position 15721: 0.032825615455435844
Position 14043: 0.03239974161969569
Position 12869: 0.031425702064571515
Position 7893: 0.03047429155343831
Position 1904: 0.023523226753169032
Position 431: 0.011091244600574632
Position 15062: 0.010215527139506107
Position 14077: 0.007329712460443243
Position 8073: 0.006172744785840685
Position 1979: 0.005756695084043034
Position 1867: 0.004897139847280643
Position 14491: 0.004415431037149881
Position 13656: 0.004079420716573276
Position 386: 0.0037014216430627323
Position 1617: 0.003686678371526221
Position 1334: 0.0035625061552616096
Position 1593: 0.003235615071525663
Position 463: 0.0029764969117630816
Position 1614: 0.002592005440384226
Position 1742: 0.002510079499350962
Position 1487: 0.001870117776030002
Position 13852: 0.0010798812595836605
Position 347: 0.0009757026543665258
Position 1672: 0.000872012149085445
Position 1925: 0.000857748250433951
Position 2058: 0.000598081232107614
Position 1644: 0.0005156923371861872
Position 988: 0.0004965021953803544
Position 1822: 0.00035784256765746924
Position 7538: 0.00034956843656295075
Position 171: 0.0003323404804029818
Position 1103: 0.00031725928830300893
Position 7010: 0.00029211020584467366
Position 556: 0.00028185895774225726
Position 8260: 0.0002539008989767813
Position 5668: 0.000252246631861036
Position 1181: 0.00022449113041319628
Position 499: 0.00015893710463614903
Position 4514: 0.00013777469956172077
Position 3715: 0.00013419275409815677
Position 436: 0.00013397163102310257
Position 1721: 0.00010812821150815381
Position 150: 9.245600110000085e-05
Position 5240: 9.219644769377929e-05
Position 935: 8.783151166944033e-05
Position 5384: 8.559966066441715e-05
Position 296: 8.512763772952284e-05
Position 517: 7.236705403063108e-05
Position 2845: 6.645651435438722e-05
Position 5046: 6.602751813790546e-05
Position 6488: 6.289299592793014e-05
Position 2451: 6.071707865409099e-05
Position 1107: 5.7537327827170685e-05
Position 4396: 4.593455955165244e-05
Position 3519: 4.354678698760805e-05
Position 1143: 4.258231051588937e-05
Position 178: 4.2530427842138956e-05
Position 505: 3.732068901853267e-05
Position 5161: 3.607369321733132e-05
Position 2768: 3.302917362492324e-05
Position 2267: 2.993184693660801e-05
Position 4873: 2.550755620156011e-05
Position 252: 2.2465025586675335e-05
Position 358: 1.918151100036655e-05
Position 681: 1.7973541020372734e-05
Position 317: 1.4459217907591697e-05
Position 6432: 1.427864486353885e-05
Position 5076: 9.62839843686965e-06
Position 2146: 8.62426844219092e-06
Position 5267: 8.22020338397563e-06
Position 4365: 6.631700752763764e-06
Position 2567: 5.148450229937791e-06
Position 4678: 4.994050872179885e-06
Position 1534: 4.604152643863151e-06
Position 2309: 4.44359976422099e-06
Position 4204: 3.705410549583199e-06
Position 3311: 3.134645994853185e-06
Position 875: 2.705442149471268e-06
Position 3333: 2.6775882160493156e-06
Position 392: 2.6489724930889004e-06
Position 723: 2.636841736695778e-06
Position 3546: 2.597666295875318e-06
Position 206: 2.2656472284718026e-06
Position 990: 2.2521410775245678e-06
Position 831: 8.18918544448068e-07
Position 1283: 6.841909324644611e-07
Position 465: 5.17411144911255e-07
Position 309: 2.782623026401772e-07
Position 944: 2.6511997641265746e-07
Position 1010: 1.842381096756223e-07
Position 192: 1.7493156315324062e-07
Position 1934: 1.4118381097878937e-07
Position 135: 1.2288653777871688e-07
Position 471: 1.1748211543411201e-07
Position 209: 8.27656177371252e-08
Position 311: 6.178832932963041e-08
Position 580: 4.837595415851097e-08
Position 480: 2.1592604838313034e-08
Position 396: 1.7670731606598983e-08
Position 1410: 1.4284423288142392e-08
Position 213: 1.3130438540419168e-08
Position 443: 7.830128749748264e-09
Position 938: 5.109309463942477e-09
Position 118: 4.064500994041514e-09
Position 483: 2.7886983392070843e-09
Position 113: 2.704707936960409e-09
Position 115: 1.7806673590377774e-09
Position 752: 1.5588650920058527e-09
Position 726: 1.4786205253500986e-09
Position 778: 1.3091312560804934e-09
Position 787: 1.038758507247083e-09
Position 122: 8.41869963895126e-10
Position 94: 7.294600395803802e-10
Position 220: 5.893141058083553e-10
Position 613: 3.959624445023705e-10
Position 591: 3.0493225699224893e-11
Position 897: 3.4211461882716146e-12
