Gene = Bdh2
index = 178
Annotated 5SS: [  148  4447  7119  8431  9882 14068 15713 19512 20434]
Annotated 3SS: [ 4293  7039  8333  9772 14006 15598 19452 20340 22946]
SMsplice 5SS: [  148  2554  4193  4447  7119  8131  8431  9882 14100 15713 20434]
SMsplice 3SS: [ 2444  4086  4293  7039  7994  8333  9772 14006 15598 20363 22946]
top_k =  500
Partition function (log Z): 4.257361129739747

Sorted 5' Splice Sites (High to Low Probability):
Position 15713: 0.9925510279457037
Position 9882: 0.9657805306774871
Position 148: 0.9621749848511779
Position 7119: 0.9598925361022733
Position 4447: 0.8811734778348235
Position 20434: 0.7091006990770438
Position 4193: 0.6896723813683916
Position 2554: 0.6820327763958679
Position 8431: 0.67144498741518
Position 8131: 0.5780744376241788
Position 14100: 0.5520343410626359
Position 19512: 0.399059213636696
Position 12734: 0.3619193309486648
Position 1873: 0.3509226841612081
Position 14068: 0.31709745681511264
Position 1526: 0.21652453168669522
Position 14988: 0.200875644513999
Position 9331: 0.1800635045319873
Position 11185: 0.15379343585916108
Position 3626: 0.13807440479611444
Position 11639: 0.12609507091283675
Position 8939: 0.10727058820754265
Position 3764: 0.10456645121528244
Position 21681: 0.10418133835523359
Position 10148: 0.10358739538369874
Position 2753: 0.10309077393359892
Position 20452: 0.09375407756066338
Position 7467: 0.09145671560045929
Position 3824: 0.08909314922488967
Position 2665: 0.08869401889923041
Position 8984: 0.0881867456402726
Position 13540: 0.07983365188611746
Position 12650: 0.0713167270655342
Position 1847: 0.0702863624721091
Position 938: 0.06345232923837314
Position 8077: 0.06189359097063475
Position 8935: 0.05945223651926978
Position 10816: 0.050639261526749545
Position 13800: 0.04553627116883035
Position 5139: 0.04210592887520419
Position 3818: 0.0281626479476104
Position 12767: 0.02579553315981189
Position 8642: 0.024587535175673556
Position 12732: 0.024138366623944772
Position 4919: 0.02357934228767565
Position 2373: 0.023312945356279424
Position 5114: 0.022436232978227836
Position 14783: 0.02161933193560026
Position 22355: 0.02148257907135062
Position 3935: 0.019852837224535364
Position 7528: 0.019026909631032072
Position 8997: 0.016349917538550928
Position 5788: 0.015137187461760331
Position 21614: 0.014246043627117396
Position 3269: 0.014190414923214784
Position 6249: 0.014123609636781427
Position 18100: 0.012996779168226478
Position 14790: 0.012467712460850993
Position 17556: 0.0118766141046036
Position 2574: 0.011563739443774106
Position 17491: 0.011296407216258277
Position 4891: 0.010961262250149723
Position 2625: 0.010598995613003013
Position 4044: 0.009495557358923396
Position 3867: 0.009191053373604685
Position 17805: 0.008956783104510448
Position 3966: 0.00883861328819896
Position 21840: 0.008817868287069904
Position 19795: 0.008731504559997215
Position 16720: 0.0086536564795749
Position 253: 0.008403483489096971
Position 20509: 0.008054834490037356
Position 15724: 0.007446807366632624
Position 5906: 0.00736509036856717
Position 3989: 0.006884035009667037
Position 1305: 0.006189894141825295
Position 4861: 0.0059050858957359256
Position 897: 0.00584342141784023
Position 17540: 0.005662687093292284
Position 5174: 0.005638380885096985
Position 7748: 0.005584419849207415
Position 5723: 0.005556972952235435
Position 5135: 0.0051464514438936
Position 1555: 0.004969879371579614
Position 16197: 0.0048162324639622655
Position 5124: 0.004663631082667585
Position 5679: 0.0043331085400489504
Position 21967: 0.004331674441558686
Position 1955: 0.004215188277252228
Position 2997: 0.004107439362015953
Position 2970: 0.003955245769763261
Position 3952: 0.003710124740923567
Position 13779: 0.0032097020087798376
Position 98: 0.0029282163540252128
Position 1366: 0.002911623026028237
Position 4951: 0.002799630336393353
Position 5090: 0.0027406826131229863
Position 583: 0.002722598728604274
Position 5206: 0.0025984644033696554
Position 1864: 0.0024586612112980953
Position 1996: 0.002434757285652792
Position 18493: 0.002373648193426256
Position 1138: 0.002122783717260745
Position 1488: 0.0021153358761037753
Position 7138: 0.002035795010091995
Position 1571: 0.0019586420216482275
Position 3959: 0.0018994877528771524
Position 7890: 0.0018748275933032923
Position 1878: 0.0017892739372575481
