Gene = Nup54
index = 774
Annotated 5SS: [  216  4181  4419  7120  9597 10946 12243 12738 15703 17439 17767]
Annotated 3SS: [ 4096  4265  6892  9408 10748 12187 12643 15594 17318 17655 18880]
SMsplice 5SS: [  216  4181  4419  9597 10946 12738 15703 17439 17767]
SMsplice 3SS: [ 4096  4265  9408 10748 12643 15594 17318 17655 19325]
top_k =  500
Partition function (log Z): 4.553187274438377

Sorted 5' Splice Sites (High to Low Probability):
Position 4181: 0.997851084897172
Position 17767: 0.9842116695531139
Position 216: 0.9270554707133659
Position 17439: 0.8767998568428814
Position 12738: 0.8729048583395594
Position 9597: 0.8127124831401036
Position 4419: 0.7841252280076656
Position 10946: 0.6677639648506587
Position 19143: 0.4692547859638047
Position 7120: 0.4650684903943561
Position 15703: 0.41195843440253926
Position 6796: 0.3082292260157554
Position 713: 0.26893266454930387
Position 1858: 0.2659719522164892
Position 15820: 0.20047494467546048
Position 15743: 0.19528351259971227
Position 12243: 0.18321871724666766
Position 13640: 0.15517059030527278
Position 1292: 0.15394920921356464
Position 998: 0.12692578642528818
Position 18461: 0.1196878256814878
Position 708: 0.11426993115854402
Position 12377: 0.08940966756945035
Position 5758: 0.08892432016449857
Position 10821: 0.08765248011857847
Position 10471: 0.07949782582431571
Position 3190: 0.07679837764998956
Position 4964: 0.06960611232724676
Position 13920: 0.06655344275644696
Position 13569: 0.06335989491739129
Position 872: 0.054029133418041324
Position 6771: 0.04954957676760991
Position 10081: 0.0461920949592928
Position 10873: 0.043226686763426614
Position 2213: 0.04253284113806423
Position 10001: 0.039526853720346714
Position 15729: 0.03762931232099737
Position 567: 0.03591494583671425
Position 16385: 0.03567727448169553
Position 19137: 0.03511840477193948
Position 8030: 0.03111383760392868
Position 19403: 0.02988127314866603
Position 13611: 0.02982991749722078
Position 17482: 0.02835788304655528
Position 6044: 0.027871611997075312
Position 15982: 0.024253017859659182
Position 10976: 0.02390755002073928
Position 5941: 0.01981958277049225
Position 10327: 0.017297457243318232
Position 10678: 0.01578607019166056
Position 7488: 0.015464352170110059
Position 977: 0.014939687159621514
Position 3295: 0.014886396819791195
Position 14483: 0.014203103665112727
Position 12184: 0.013105427239019696
Position 11047: 0.011311219347524354
Position 3285: 0.008610371889579409
Position 50: 0.008516286861182226
Position 11243: 0.008371010855485347
Position 11321: 0.0078519453799266
Position 3273: 0.007479976996109592
Position 9559: 0.007220715726761657
Position 11998: 0.006654018242212945
Position 2812: 0.00656899685378038
Position 288: 0.00555113948747147
Position 18094: 0.003949038482331946
Position 5553: 0.0022451362353827003
Position 4624: 0.001738809344106221
Position 10437: 0.0017361793392140275
Position 4610: 0.0016226870875753253
Position 5491: 0.0011710966178359562
Position 4944: 0.0008076929319738165
Position 5558: 0.0006127059469831678
Position 12808: 0.0005897151780152231
Position 1026: 0.0005073874221711445
Position 4511: 0.000503641187451756
Position 4188: 0.0004485093455883786
Position 1015: 0.00044071298655146287
Position 5548: 0.0004320575463586993
Position 19450: 0.00037043354821364216
Position 4644: 0.0003008404647074213
Position 5147: 0.00027058354254110695
Position 557: 0.00018057733990950992
Position 19467: 0.0001662900640346958
Position 18156: 0.00015148462824677507
Position 103: 0.0001458104579493482
Position 539: 0.0001341732223716966
Position 702: 9.229619788935692e-05
Position 748: 8.484079395739148e-05
Position 381: 8.119665298049899e-05
Position 4681: 7.406422938972458e-05
Position 301: 6.834579135225561e-05
Position 4988: 5.515477630991782e-05
Position 5838: 5.50501926771865e-05
Position 133: 4.93664867285252e-05
Position 220: 4.282684691564621e-05
Position 4871: 3.379859694860456e-05
Position 4423: 3.274364801940867e-05
Position 458: 3.025502359567119e-05
Position 4856: 2.1461380483807394e-05
Position 360: 1.8555244323982183e-05
Position 531: 1.8310576594868313e-05
Position 842: 1.5705514240773356e-05
Position 543: 1.3082699915689879e-05
Position 572: 9.98013111025972e-06
Position 354: 9.42413946906506e-06
Position 726: 5.1319851519558625e-06
Position 309: 4.6737238663128675e-06
Position 67: 4.209917847671502e-06
Position 337: 4.128049919877089e-06
Position 478: 2.5553023527197103e-06
Position 602: 1.8846250187979267e-06
Position 717: 1.631284364089473e-06
Position 375: 1.5298669568115272e-06
Position 476: 1.2852049340038088e-06
Position 363: 1.131450755671749e-06
Position 5: 3.8171293283615126e-07
Position 441: 3.476212387414113e-07
Position 671: 1.9967096211036734e-07
Position 890: 7.899499717965471e-08
Position 4457: 7.266557946829488e-08
Position 667: 3.548813658129351e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4096: 0.9444322841655457
Position 17318: 0.8996790388490074
Position 12643: 0.8735116420824911
Position 15594: 0.8460256709211246
Position 10748: 0.8228812060996021
Position 9408: 0.8199331988668653
Position 17655: 0.8003413219083189
Position 4265: 0.6033552806127258
Position 19325: 0.5159094557982405
Position 6671: 0.3421616078307836
Position 614: 0.3140635510574521
Position 6892: 0.263099958555453
Position 19272: 0.21753169944631617
Position 19019: 0.20282064197483687
Position 12187: 0.19839321081807793
Position 19030: 0.18167110903016156
