Gene = Thumpd1
index = 1078
Annotated 5SS: [ 288 1672 2777]
Annotated 3SS: [1496 2527 3728]
SMsplice 5SS: [ 288 2777]
SMsplice 3SS: [2527 3728]
top_k =  500
Partition function (log Z): -2.2485131089480026

Sorted 5' Splice Sites (High to Low Probability):
Position 288: 0.9626324088973892
Position 2777: 0.9529125172366422
Position 3020: 0.5063171817280936
Position 1672: 0.29148963885898044
Position 3348: 0.2506513726925768
Position 933: 0.07007849695951682
Position 1619: 0.06730020197513156
Position 3311: 0.056260795596902856
Position 3008: 0.0532998190193051
Position 1763: 0.022184756218872156
Position 561: 0.020472139601403427
Position 3263: 0.020333050569076708
Position 272: 0.017916031039059716
Position 1953: 0.013518052174733959
Position 2417: 0.012581427321924103
Position 1942: 0.01106725826814117
Position 3952: 0.010328932124598695
Position 224: 0.009305510950232406
Position 1009: 0.007919305891047342
Position 3539: 0.006948869616780561
Position 3656: 0.006469696334640867
Position 952: 0.005910770666738987
Position 2056: 0.004606969511847362
Position 257: 0.004569640022297903
Position 837: 0.004471944861542678
Position 565: 0.004427470726484998
Position 332: 0.004288559133812414
Position 1839: 0.004113590411906068
Position 1828: 0.0033581596042564833
Position 2365: 0.0031714833380390006
Position 4266: 0.002707740869580707
Position 1168: 0.002704766144197836
Position 1572: 0.002191333308680233
Position 3986: 0.00213059641925303
Position 572: 0.0018945472793025049
Position 2627: 0.0016789964553691498
Position 3875: 0.0015997838829046613
Position 4127: 0.00139252654090575
Position 621: 0.0013534937895735588
Position 1576: 0.0012242775945036338
Position 4143: 0.001162993520439689
Position 4094: 0.000879051145364773
Position 1644: 0.0008689611908433816
Position 1959: 0.000781752894008214
Position 3812: 0.0007145886668521585
Position 3791: 0.0006682016456744369
Position 432: 0.000614298724704002
Position 3999: 0.0005261548619797179
Position 2370: 0.00048517414829266005
Position 48: 0.00045612407561302845
Position 148: 0.00045024682842868406
Position 3622: 0.0003650905283800556
Position 1290: 0.0003524568795526498
Position 660: 0.0003419220957797716
Position 734: 0.00029785198909371125
Position 317: 0.0002736068822547737
Position 2260: 0.00026297849246693336
Position 717: 0.0002239747756049502
Position 1818: 0.00020724831534871548
Position 1900: 0.0001798149506828779
Position 41: 0.0001716867477200027
Position 1342: 0.00016912706661781753
Position 954: 0.00016818345572780472
Position 2971: 0.00010928528843140895
Position 1647: 9.733445901157609e-05
Position 550: 9.174992449998726e-05
Position 548: 9.024933491110297e-05
Position 598: 6.039713656306815e-05
Position 77: 4.9764000113351284e-05
Position 780: 4.877755894370964e-05
Position 13: 1.8190405682913244e-05
Position 540: 1.7886720895693727e-05
Position 90: 1.08096122164596e-05
Position 363: 6.38853916284878e-06
Position 719: 5.560732352273829e-06
Position 526: 4.1722826315797916e-06
Position 797: 3.398869619842203e-06
Position 3435: 2.8670717529795462e-06
Position 3049: 2.0570111155725694e-06
Position 119: 1.6268646633915065e-06
Position 487: 1.214093367279891e-06
Position 346: 1.1181294280379974e-06
Position 405: 9.699919689535182e-07
Position 498: 7.857406876649226e-07
Position 420: 7.19644587792097e-07
Position 528: 7.033375396096792e-07
Position 368: 4.458936602456975e-07
Position 425: 4.1352894709709536e-08
Position 228: 3.795047931939123e-08
Position 438: 3.6041613994368695e-08
Position 514: 8.616373634471158e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2527: 0.9006163664878047
Position 3728: 0.8831065746852682
Position 2869: 0.4901357964494912
Position 1496: 0.3438271648656996
Position 3229: 0.1868128777155248
Position 3204: 0.12005113324555831
Position 4346: 0.06526039815266511
Position 2559: 0.0471955124465999
Position 840: 0.037904603089797435
Position 2897: 0.036356570831399995
Position 910: 0.024383536208654088
Position 1736: 0.023005743667881162
Position 462: 0.022539367593630073
Position 2909: 0.019281795160865617
Position 3115: 0.0167579003512178
Position 1503: 0.016654938096232315
Position 643: 0.01646862632576865
Position 2170: 0.013851699888556765
