Gene = Stum
index = 1039
Annotated 5SS: [  340 40924 44362]
Annotated 3SS: [40743 44352 45103]
SMsplice 5SS: [  340 17681 17961 38535]
SMsplice 3SS: [17575 17816 38435 45103]
top_k =  500
Partition function (log Z): -35.133926090655194

Sorted 5' Splice Sites (High to Low Probability):
Position 340: 0.5816764861588349
Position 240: 0.2493931503666069
Position 7747: 0.1528113719803438
Position 434: 0.11091721280092533
Position 1039: 0.08529097739772501
Position 7280: 0.03115297868804506
Position 544: 0.016774572085689773
Position 491: 0.01581618043946292
Position 5994: 0.014315539970968322
Position 711: 0.01402226816056803
Position 5545: 0.008135070675603318
Position 5614: 0.007217321684263143
Position 5616: 0.006064715891014728
Position 2325: 0.0041013336288904965
Position 4051: 0.00382092330260287
Position 5857: 0.0037995891983380104
Position 6697: 0.0032701686480353692
Position 7335: 0.0023218225828708665
Position 6470: 0.0016700052313239134
Position 347: 0.0016603603890866028
Position 6165: 0.0015847234888609414
Position 294: 0.001537438611131553
Position 2695: 0.0014436084548762394
Position 6461: 0.0013426065011364838
Position 5618: 0.00122843778486
Position 2690: 0.001216259682661394
Position 506: 0.0011035606815392506
Position 2345: 0.001075594174466248
Position 976: 0.001032071977910817
Position 1031: 0.0009805889514179714
Position 5916: 0.0009041708515696602
Position 2866: 0.0008691379275883443
Position 5762: 0.0007992240399712057
Position 3035: 0.0007191503949234626
Position 3508: 0.0007063885601460378
Position 808: 8.639555255496881e-05
Position 580: 8.382694747815621e-05
Position 812: 5.2790177389163506e-05
Position 495: 4.638234233546088e-05
Position 863: 4.165720727993528e-05
Position 349: 3.620763240870936e-05
Position 231: 3.2121479449159525e-05
Position 1383: 2.690635618967924e-05
Position 228: 1.734804857604421e-05
Position 215: 1.7313787667162365e-05
Position 772: 1.6623784994218872e-05
Position 460: 1.4173481555230826e-05
Position 218: 1.2250556398927025e-05
Position 3524: 9.848977911405895e-06
Position 2673: 9.064704587488304e-06
Position 351: 1.7637471523137695e-06
Position 95: 1.2344721165917826e-06
Position 307: 8.261408348942258e-07
Position 389: 7.3430112884985e-07
Position 300: 5.546053709580559e-07
