Gene = Otos
index = 786
Annotated 5SS: [  91 3158 3508 3660]
Annotated 3SS: [2964 3414 3632 4323]
SMsplice 5SS: [  91  357 3158 3508 3713]
SMsplice 3SS: [ 190 3078 3414 3632 4323]
top_k =  500
Partition function (log Z): 2.0777546211543734

Sorted 5' Splice Sites (High to Low Probability):
Position 91: 0.9453685527639517
Position 3508: 0.8461823943489359
Position 3158: 0.7465322421251593
Position 1738: 0.524544072058404
Position 357: 0.5234381556259614
Position 3713: 0.47061064910308736
Position 3697: 0.33148871992868373
Position 737: 0.2918555645928197
Position 3660: 0.17527977364587644
Position 4158: 0.17422323202266918
Position 3444: 0.07252546940720461
Position 1532: 0.0627660552751223
Position 3055: 0.06022988850529695
Position 4146: 0.05395206088731467
Position 2609: 0.04960019920634376
Position 384: 0.03402492700617409
Position 2114: 0.02485664236763256
Position 2166: 0.02180881599322098
Position 480: 0.007692178795249014
Position 352: 0.007577912482357472
Position 348: 0.007352902593028131
Position 2136: 0.003474150998101813
Position 3771: 0.003065926949672229
Position 3860: 0.0029063329953154258
Position 462: 0.0017307650959147223
Position 3173: 0.001685725281433423
Position 3717: 0.0013408561803005883
Position 4206: 0.0013375405269687017
Position 2342: 0.0011386591609649803
Position 447: 0.0009046380111725797
Position 47: 0.0007468682976892928
Position 1141: 0.0006021399616656339
Position 4165: 0.0005870217044054426
Position 3986: 0.0004800337405516485
Position 1537: 0.00036732994519900035
Position 84: 0.00026779813199230177
Position 523: 0.00023415958358250825
Position 3962: 0.00022473784719777702
Position 103: 0.00019449031831229215
Position 539: 0.0001730514860470573
Position 3415: 0.00015098681029824938
Position 318: 0.00012967188040641795
Position 3933: 9.390373409670692e-05
Position 1559: 9.234198123293653e-05
Position 2002: 6.738429525930632e-05
Position 119: 5.160032534505477e-05
Position 3761: 4.00829705082909e-05
Position 3785: 3.694160152921568e-05
Position 1362: 3.639493258688488e-05
Position 132: 3.6058221237406846e-05
Position 98: 3.158114944889674e-05
Position 1039: 2.6906320910966318e-05
Position 1681: 2.599158716274654e-05
Position 1762: 1.787146108115407e-05
Position 1275: 1.668133032650323e-05
Position 1116: 1.632284750435943e-05
Position 909: 1.274571673285343e-05
Position 1667: 8.694594258621619e-06
Position 367: 5.341305715173128e-06
Position 187: 2.570621860890148e-06
Position 593: 2.5603700303670986e-06
Position 156: 2.487508852595969e-06
Position 220: 2.0615247058711795e-06
Position 134: 9.230914209001287e-07
Position 222: 9.069187840998457e-07
Position 8: 8.811728359223436e-07
Position 168: 3.271222120633212e-07
Position 236: 3.183974584614835e-07
Position 5: 2.874702993033034e-07
Position 13: 2.7024062402973504e-07
Position 138: 2.3523647052491554e-08
Position 1907: 1.539254953303454e-08
Position 136: 1.5088207711972997e-08
Position 830: 9.528639162278923e-09
Position 1604: 8.332626512467891e-09
Position 294: 8.072012974374535e-09
Position 924: 7.808520233519484e-09
Position 1504: 7.56692552904724e-09
Position 289: 6.366726238942639e-09
Position 291: 3.3018343286489676e-09
Position 505: 1.5504338237940006e-09
Position 670: 1.3945623043278697e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4323: 0.984794419428842
Position 3414: 0.9005115938806699
Position 3632: 0.8913685489189351
Position 190: 0.5580404065252055
Position 3078: 0.3571219780403095
Position 2964: 0.2673620391589272
Position 1415: 0.25780837827630837
Position 2976: 0.16484858390163734
Position 1589: 0.14120229551616495
Position 4007: 0.10832066549712682
Position 4082: 0.09361673324508228
Position 3583: 0.08823161541417808
Position 633: 0.07204578285212852
Position 602: 0.05105335184473635
Position 1962: 0.04901891013798263
Position 1677: 0.04720081424479776
Position 505: 0.045089532644769906
Position 528: 0.03838678683378911
Position 1658: 0.034128146304152666
Position 1351: 0.03188544680115846
Position 1495: 0.018622725529450608
Position 1361: 0.018565627173795327
Position 2513: 0.014283351410602175
Position 1471: 0.013540188925843313
Position 2992: 0.012954508772719813
Position 2495: 0.012848863810087896
Position 2492: 0.012701888682959742
Position 3942: 0.01029012180289219
Position 3253: 0.00940941715489631
Position 3982: 0.007612907826448923
Position 1680: 0.007383585483017716
Position 1375: 0.006917324729084763
Position 614: 0.006147879265039351
Position 329: 0.00612689945084847
Position 4145: 0.005734275988343639
Position 638: 0.005573335231333748
Position 3914: 0.005479949468402219
Position 3050: 0.00519806652643869
Position 722: 0.004992448900876676
Position 394: 0.004968638428410942
Position 548: 0.00493265788109325
Position 2346: 0.0048299365770260875
Position 230: 0.0045229735872336415
Position 3360: 0.004485085137560053
Position 1620: 0.004285305350660375
Position 3606: 0.004174826151950126
Position 3194: 0.003824933486016986
Position 1499: 0.003116367837055999
Position 3279: 0.003107660557320193
Position 193: 0.003012889933498037
Position 2559: 0.0025439929279191943
Position 2245: 0.002517802172058407
Position 1450: 0.0024328306565831273
Position 645: 0.002278530916699486
Position 432: 0.0021523512771672204
Position 268: 0.0018125748598841252
Position 439: 0.001730311434098911
Position 3797: 0.0017264199608504542
Position 535: 0.0016357530799864996
Position 3376: 0.0016066922821803501
Position 284: 0.001541408304481123
Position 3925: 0.0014636861223915392
Position 214: 0.0013554486757785377
Position 2030: 0.0012120235741902184
Position 196: 0.0011728130456586541
Position 680: 0.0011563349367694966
Position 2937: 0.001061818838621132
Position 3562: 0.0009062296353321983
Position 635: 0.0008830167014444045
Position 3635: 0.0008808161122789317
Position 4403: 0.0008207822487732901
Position 4223: 0.000782645419642327
Position 4499: 0.0007292406595422267
Position 3507: 0.0007215336199280681
Position 1447: 0.0006491510028625892
Position 2250: 0.0005260114619085755
Position 4424: 0.0005167058933988788
Position 3864: 0.000469177343762023
Position 2700: 0.0004589223084123308
Position 3945: 0.00034813832610599985
Position 3804: 0.0003315427100678727
