Gene = Clns1a
index = 270
Annotated 5SS: [  236  9092 15165 16101 17447 19906]
Annotated 3SS: [ 8954 15065 15992 17272 19816 21584]
SMsplice 5SS: [  236  7910 13817 13978 15165 16101 17447 19906]
SMsplice 3SS: [ 7711 13670 13919 15065 15992 17138 19816 21584]
top_k =  500
Partition function (log Z): 5.406100378506297

Sorted 5' Splice Sites (High to Low Probability):
Position 236: 0.9897964350885003
Position 16101: 0.9834838634053544
Position 19906: 0.9770760235951845
Position 15165: 0.9711201270233952
Position 7910: 0.9623248486234302
Position 17447: 0.7662928513158298
Position 13978: 0.7130256926833244
Position 13817: 0.7101993632693027
Position 9092: 0.6186661016266105
Position 421: 0.42789326582542864
Position 5840: 0.3754688264220611
Position 21748: 0.23065482972686457
Position 8322: 0.18553935701266017
Position 15461: 0.15790767777813822
Position 10703: 0.11694378397566194
Position 1547: 0.09043186785587613
Position 3920: 0.08352477640494513
Position 1795: 0.07468979256989378
Position 19754: 0.06661877924367846
Position 3473: 0.053914865680033675
Position 15295: 0.04345087126679143
Position 5504: 0.04268373080619992
Position 20966: 0.04213468444450145
Position 17431: 0.03559908024389849
Position 21765: 0.03516724154101469
Position 19552: 0.032365257076974664
Position 19251: 0.028636293577685695
Position 7511: 0.027071109532792834
Position 18934: 0.023019873089244032
Position 15381: 0.02291492592279978
Position 15721: 0.009478924382627957
Position 2178: 0.009373363128006927
Position 241: 0.009062251531710516
Position 15349: 0.007564042614215444
Position 21372: 0.00677162380638577
Position 16538: 0.005640859443158694
Position 16081: 0.005224913843320689
Position 18312: 0.0050584947361966255
Position 18585: 0.004944186965784086
Position 21727: 0.00476928774613522
Position 18301: 0.004764561326070147
Position 1299: 0.004428544281591686
Position 17386: 0.0041270804404072705
Position 20705: 0.0039277436821491514
Position 21249: 0.0035133355690026118
Position 16105: 0.0032475624906566428
Position 19994: 0.002315341290030069
Position 1103: 0.0022703887213124693
Position 15175: 0.002211639511366581
Position 12406: 0.0018081225254474214
Position 16337: 0.0017617803094838172
Position 16288: 0.0017468784506918754
Position 15356: 0.001570283473659134
Position 15314: 0.0015147291456919856
Position 15171: 0.0014872248357237587
Position 19609: 0.0013394128101540802
Position 16182: 0.001131883431909931
Position 1594: 0.0010705833703952984
Position 15829: 0.0010641439180227384
Position 1195: 0.0009424179398895617
Position 10650: 0.0008968769645665757
Position 15560: 0.0008437018546817417
Position 1191: 0.0008043024959072732
Position 2194: 0.0007255342828611968
Position 15447: 0.0006899750929362559
Position 644: 0.0005685020610482954
Position 1207: 0.0005185235774638218
Position 550: 0.0004969652151676523
Position 15394: 0.0004966306059260464
Position 1187: 0.0004360849075909649
Position 522: 0.0004182492656938453
Position 1113: 0.0002975820959442878
Position 16088: 0.00026113965568754486
Position 509: 0.0002513468671377715
Position 16688: 0.00021350244377839185
Position 1012: 0.00019940190673181646
Position 82: 0.0001988536239771686
Position 1997: 0.00018599855252075912
Position 15157: 0.00018555015662209405
Position 66: 0.00017369498117342314
Position 20712: 0.00013202911405124765
Position 1004: 0.00011811693297740031
Position 490: 0.00010934902165416597
Position 1211: 9.43029303618119e-05
Position 686: 8.365788378212656e-05
Position 16130: 7.100539152834765e-05
Position 16522: 6.397439140693927e-05
Position 394: 2.835094902821339e-05
Position 48: 9.107716237564566e-06
Position 143: 8.63002643052505e-06
Position 286: 8.607105829825274e-06
Position 275: 2.845867865170634e-06
Position 88: 9.135228753083563e-07
Position 186: 8.750519578756644e-07
Position 433: 8.558205322186469e-07
Position 454: 7.409099185505541e-07
Position 552: 5.119594301724088e-07
Position 517: 4.938697108653665e-07
Position 502: 3.962587170087866e-07
Position 406: 2.460783174138972e-07
Position 638: 1.8533600478802146e-07
Position 389: 1.5817856116952703e-07
Position 554: 1.5283541993625767e-07
Position 399: 1.4823071162975585e-07
Position 386: 1.2321117622798655e-07
Position 6: 1.2192292823488735e-07
Position 366: 9.173338897779592e-08
Position 538: 8.127587654244111e-08
Position 352: 5.139703004037389e-08
Position 459: 4.396565088340218e-08
Position 558: 3.198566995228412e-08
Position 425: 2.8118080426000953e-08
Position 771: 2.541032889445033e-08
Position 294: 9.177774186000996e-09
Position 315: 6.193284764270578e-09
Position 334: 3.7112769653068286e-09
Position 481: 3.326973998080147e-09
Position 9: 2.410492235375329e-09
Position 562: 1.3568459097661458e-09
Position 457: 2.1142451765868524e-10
Position 320: 1.2038199453587216e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 19816: 0.9718338147487968
Position 15065: 0.9624485249531334
Position 7711: 0.9508828774389706
Position 15992: 0.9111580027483897
Position 13670: 0.8637508868343665
Position 13919: 0.5594741691182609
