Gene = Ticrr
index = 1081
Annotated 5SS: [  807  5744  7703  9487 10800 15213 17250 18971 20813 21708 21874 22281
 22857 24066 25743 28121 29771 30808 31784 35627 35865]
Annotated 3SS: [ 5466  7463  9251 10669 15075 17030 18818 20711 21613 21793 22052 22759
 24007 25580 28029 29711 30675 31625 33504 35738 36457]
SMsplice 5SS: [  807  5744 10800 15213 17250 18971 20813 21708 21874 22281 22857 24066
 25743 28121 30808 31020 35865]
SMsplice 3SS: [ 5466 10669 15075 17030 18818 20711 21613 21793 22052 22759 24007 25580
 28029 30675 30894 35738 36457]
top_k =  500
Partition function (log Z): 10.267216892445951

Sorted 5' Splice Sites (High to Low Probability):
Position 30808: 0.9975049041297596
Position 21708: 0.9919286295110039
Position 22281: 0.9556584596111438
Position 5744: 0.9162184126060188
Position 21874: 0.916201409225718
Position 28121: 0.8705643872326603
Position 22857: 0.8350688057087573
Position 15213: 0.8291970364145632
Position 31020: 0.7005573917328797
Position 18971: 0.6819110727203096
Position 807: 0.6692459307214254
Position 10800: 0.6610363548531107
Position 25743: 0.6560373757162014
Position 17250: 0.6513698248274274
Position 24066: 0.6493416110135793
Position 35865: 0.5339315814590017
Position 31784: 0.5281799326945107
Position 20813: 0.48256097102400103
Position 12328: 0.36662485041719295
Position 9487: 0.3544422409658102
Position 20852: 0.336265476651453
Position 24129: 0.24847817413192794
Position 7703: 0.23854366682948913
Position 812: 0.2203057839960621
Position 7670: 0.1713610292737692
Position 29771: 0.169768308709397
Position 32094: 0.1487423444089831
Position 15267: 0.14153650973574888
Position 28669: 0.12125206407632007
Position 2490: 0.10716217528806402
Position 7583: 0.107155678216222
Position 5531: 0.09646863604187292
Position 714: 0.07415922210037756
Position 25760: 0.07408212062156522
Position 25303: 0.06946613452197785
Position 4292: 0.062174755667267705
Position 30333: 0.06199491086221745
Position 13543: 0.057084259928432114
Position 3200: 0.049240143454335104
Position 28614: 0.04577107078800674
Position 15459: 0.043071420640544325
Position 12924: 0.04011501653068875
Position 2305: 0.038816444534379636
Position 12418: 0.03836002962531272
Position 28713: 0.035639342247607196
Position 23944: 0.03470435556726077
Position 22288: 0.031256676300312466
Position 19231: 0.029471178275453095
Position 7745: 0.023307285360945524
Position 17142: 0.020322303549057827
Position 25405: 0.018581951147175535
Position 36250: 0.01811016149724099
Position 19019: 0.01611208819303556
Position 4533: 0.016088585532883448
Position 19015: 0.015551544722171613
Position 5361: 0.014499448222485693
Position 671: 0.014350705452960655
Position 20859: 0.014321511860553105
Position 28945: 0.014288475659785227
Position 36612: 0.013795180963121602
Position 28680: 0.013562607029836898
Position 4879: 0.012337774195166143
Position 2320: 0.010202734935429777
Position 4250: 0.00999956875163784
Position 535: 0.009194665467943924
Position 31087: 0.008378386202635178
Position 17907: 0.0064265101390117655
Position 329: 0.006119080825227538
Position 16016: 0.005384433525101528
Position 2213: 0.005284653549388434
Position 833: 0.005215506700232173
Position 13511: 0.004852634719980533
Position 726: 0.0045259673539328575
Position 4233: 0.00433532889388239
Position 12404: 0.0041316861119834415
Position 4308: 0.004069506508134839
Position 327: 0.0037859507368556314
Position 15430: 0.0029526057265830672
Position 22916: 0.002896837782372735
Position 162: 0.002747751678634024
Position 17114: 0.0027339319509095492
Position 5298: 0.002715607133778182
Position 31028: 0.002679354089154779
Position 1867: 0.0024636780992929952
Position 2088: 0.0024064460551828804
Position 6581: 0.002385572710377245
Position 961: 0.002263094443692687
Position 21887: 0.0018990448258100682
Position 2182: 0.001814571250241935
Position 21687: 0.0017712143282360285
Position 21815: 0.0016737047924937764
Position 7070: 0.0015789032179948316
Position 21986: 0.0013999709592839005
Position 23326: 0.0013791366438337216
Position 36053: 0.001369554519451254
Position 2476: 0.0013454159477876
Position 2038: 0.001302853497518718
Position 25400: 0.001270957383359843
Position 30920: 0.0011147271678621392
Position 3630: 0.0011032833263169618
Position 457: 0.0010999309436652864
Position 4751: 0.0009990853202627439
Position 509: 0.000984052398074633
Position 2399: 0.0009835779472467875
Position 1773: 0.0009769815960738117
Position 22893: 0.000975915812582973
Position 15476: 0.0009475736290669586
Position 24360: 0.0009253263809717008
Position 23335: 0.0008651353850237969
Position 4771: 0.0008009342633508798
Position 4512: 0.0007773009294510334
Position 31024: 0.0006699327447420945
Position 21794: 0.0006610771070039872
Position 21898: 0.0005907693496245229
Position 24980: 0.0005302078956524891
Position 287: 0.0005106370666971004
Position 21627: 0.0005030007012061649
Position 84: 0.0004783561373507296
Position 270: 0.00041181003970882144
Position 22475: 0.0002778438575378254
Position 70: 0.00026505169786876157
Position 23817: 0.00021879169105731304
Position 22053: 0.0002173032080011738
Position 127: 0.00021218180868145904
Position 21919: 0.000212066523518779
Position 21878: 0.00019164368362809952
