Gene = Palb2
index = 791
Annotated 5SS: [  227  3273  4024  5898  8690  9310 11893 15677 18638 19697 21002 22265]
Annotated 3SS: [ 3212  3929  4502  8018  9237 11730 15590 18475 19579 20913 22115 25217]
SMsplice 5SS: [  227  3273  7648  7868  8553  9310 11893 19697 21002 22265]
SMsplice 3SS: [ 3212  7584  7738  8372  9237 11730 19579 20913 22115 25217]
top_k =  500
Partition function (log Z): -2.898787609030787

Sorted 5' Splice Sites (High to Low Probability):
Position 11893: 0.9981509922313216
Position 227: 0.9832859202267247
Position 3273: 0.9471210185308843
Position 19697: 0.9028926327188525
Position 8553: 0.8748922087277861
Position 9310: 0.8413666633715682
Position 22265: 0.7226350384462124
Position 7648: 0.5913437955324725
Position 7868: 0.5883090916599099
Position 4809: 0.49868279023001344
Position 3442: 0.3835539049631544
Position 7987: 0.3561430223291336
Position 10627: 0.3118186619131859
Position 7681: 0.26691011905322254
Position 8118: 0.25106651945753883
Position 4240: 0.20906730893196587
Position 437: 0.20442272727457736
Position 4024: 0.16904117329346954
Position 23562: 0.13266433329119875
Position 11272: 0.12718034620891555
Position 23478: 0.08201245653296663
Position 4862: 0.07618521465326263
Position 10139: 0.03487005736632584
Position 8406: 0.03254603918987174
Position 10104: 0.031083811956487895
Position 19716: 0.029671598532235104
Position 7893: 0.029636807950335596
Position 8690: 0.026950063928680205
Position 4416: 0.023371955072077382
Position 7825: 0.02073561163976492
Position 3425: 0.02020767747257209
Position 3063: 0.015546167289186601
Position 945: 0.014951704336264
Position 10202: 0.011920594239813882
Position 2798: 0.009997414639796334
Position 2599: 0.009783835062821093
Position 3542: 0.00904149384800264
Position 4653: 0.008705860797088464
Position 247: 0.006932464862965267
Position 9161: 0.006745602222557199
Position 8224: 0.006120650733577701
Position 1362: 0.0061136028633566155
Position 605: 0.005608467800544384
Position 699: 0.005117958521430464
Position 419: 0.0048512417898115764
Position 58: 0.004674175002365396
Position 2056: 0.004126200436606239
Position 878: 0.004069534492306926
Position 8095: 0.0028373888076906042
Position 1190: 0.0025513736727050583
Position 9889: 0.002457620497659535
Position 6483: 0.002303712354769075
Position 235: 0.0021555113365349307
Position 7908: 0.0018587851556151782
Position 3862: 0.0015679817878242448
Position 3632: 0.0015165953934771809
Position 9585: 0.0013457126145037363
Position 8229: 0.0013447179855698584
Position 3739: 0.001307385898160654
Position 3469: 0.0012406287081086088
Position 4428: 0.00117146358148683
Position 3302: 0.001118775182898873
Position 3877: 0.0011106312786135334
Position 3516: 0.0010885936971840578
Position 3025: 0.0010636952772352624
Position 6076: 0.0010544608638329035
Position 356: 0.0009597475043855725
Position 421: 0.00094934681256247
Position 4389: 0.0009107252666051902
Position 9717: 0.0008628268250851123
Position 1613: 0.0007291234199014218
Position 533: 0.0006287518907148513
Position 288: 0.000553396778813595
Position 8493: 0.0005176421056873237
Position 3982: 0.0005106607609958069
Position 3689: 0.0004981328543249004
Position 2140: 0.0004605589336736734
Position 2515: 0.0003677751431346806
Position 3325: 0.00036215404911680383
Position 4432: 0.00030162481100773846
Position 67: 0.000283246975873228
Position 5696: 0.0002632231520075213
Position 3152: 0.00025160016851468657
Position 3620: 0.0002441142276672475
Position 2418: 0.00023230215550169153
Position 1932: 0.00023045036509753612
Position 9291: 0.00022263228566505526
Position 52: 0.00018689630509618975
Position 3836: 0.00017926626635212753
Position 3565: 0.00017332514584937576
Position 9849: 0.00014569802248738875
Position 3287: 0.00014325644766473422
Position 3277: 0.00011418421369088838
Position 15677: 0.00010908228747231231
Position 31: 0.00010209763377452282
Position 33: 7.020758220439033e-05
Position 162: 6.300163456013166e-06
Position 86: 2.615331301817155e-06
Position 541: 1.6641094480326682e-06
Position 565: 1.350501011452219e-06
Position 73: 1.3489341632231477e-06
Position 398: 6.812715257079365e-07
Position 123: 6.32554532571387e-07
Position 503: 5.333751108705693e-07
Position 993: 4.0929161495911114e-07
Position 706: 2.3745832092473187e-07
Position 117: 2.1547351691100925e-07
Position 269: 1.8977885281620753e-07
Position 645: 1.5996696290834068e-07
Position 537: 1.5740304238927738e-07
Position 704: 1.3072958580775082e-07
Position 632: 1.0100581000754383e-07
Position 587: 7.496013392884105e-08
Position 8580: 6.224125343309721e-08
Position 597: 6.187978855820561e-08
Position 708: 6.013710423691235e-08
Position 498: 2.8834489342416767e-08
Position 531: 2.8191055985570127e-08
Position 300: 1.3084925150515566e-08
Position 609: 9.490148562378256e-09
Position 621: 9.344434509287776e-09
Position 480: 4.095868436172805e-09
Position 330: 2.1658290678298627e-09
Position 302: 8.190153125212392e-10
Position 282: 5.265283518988898e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 19579: 0.9334698160494164
Position 11730: 0.911473628457632
Position 25217: 0.8998968115337642
Position 8372: 0.8864742218991425
Position 9237: 0.8314741355379822
Position 3212: 0.7862943520461119
Position 22115: 0.7277931194068363
Position 7584: 0.553530357772118
Position 7757: 0.39575166237062825
Position 3355: 0.3826153578377501
Position 7738: 0.3380844091853696
Position 10521: 0.29747088731698235
Position 3929: 0.29339863434345176
Position 23379: 0.28039089898754516
Position 8018: 0.25874836651618555
Position 4502: 0.24889039662492873
Position 4680: 0.24578463932097036
Position 7533: 0.22452910141296387
