Gene = Ctr9
index = 305
Annotated 5SS: [  231  1362  4980  5515  6427  9584 11712 13973 14312 14556 14792 15069
 16515 17489 17653 17961 20430 20705 21555 22130 22646 23509 24528 24976]
Annotated 3SS: [ 1262  4739  5396  6336  9434 11603 13864 14074 14465 14662 14884 16425
 17302 17564 17811 20312 20558 21482 21993 22498 23350 24430 24862 26407]
SMsplice 5SS: [  231  1362  1669  4980  6427 11712 13973 14312 14556 14792 15069 16515
 17489 17653 17961 20705 21269 21555 22130 22646 23509 24976]
SMsplice 3SS: [ 1262  1541  4739  6336 11603 13864 14074 14465 14662 14884 16425 17302
 17564 17811 20558 21166 21482 21993 22498 23350 24862 26407]
top_k =  500
Partition function (log Z): 32.42284257492352

Sorted 5' Splice Sites (High to Low Probability):
Position 11712: 0.999444199173746
Position 22646: 0.9929016358150863
Position 14556: 0.9853490496466457
Position 13973: 0.961973238914326
Position 14792: 0.961705565513908
Position 1362: 0.961382196989252
Position 22130: 0.9604769664577867
Position 17653: 0.954241199948702
Position 6427: 0.9336702494852089
Position 21555: 0.9084067781692998
Position 23509: 0.9025704497337131
Position 24976: 0.8780330211966672
Position 20705: 0.858256030665914
Position 16515: 0.8338595574812727
Position 17961: 0.82787661410355
Position 15069: 0.784617467640309
Position 14312: 0.7428996976082644
Position 17489: 0.6826014099221632
Position 4980: 0.6574986612755315
Position 21269: 0.6159352499476753
Position 231: 0.5716824964065006
Position 9584: 0.43389370185379095
Position 24528: 0.358155199376897
Position 20430: 0.30040706848071147
Position 1669: 0.2795448089569667
Position 1600: 0.26814372712479767
Position 23952: 0.25114245625120724
Position 1651: 0.23468432589343052
Position 5515: 0.22139571571865996
Position 2716: 0.13910203144740432
Position 102: 0.13267416890285227
Position 3167: 0.11173195665353898
Position 157: 0.09357027596070082
Position 18597: 0.0924789280974964
Position 25743: 0.08594602250549746
Position 107: 0.08128536920079854
Position 1157: 0.07960908649865109
Position 7640: 0.06947366751751774
Position 13521: 0.06353012947990501
Position 22902: 0.05994891935490877
Position 15277: 0.05910991594425603
Position 19794: 0.05451795991190919
Position 18270: 0.05344703124112461
Position 116: 0.052447032771762235
Position 21313: 0.050273328137613656
Position 15325: 0.04969552996471104
Position 10565: 0.04888027592352209
Position 14181: 0.04808342437821517
Position 1627: 0.046005360190488474
Position 11998: 0.04507795212123485
Position 8029: 0.04288845403324479
Position 12982: 0.04078336105077201
Position 9785: 0.040202599234889926
Position 8361: 0.039188376460258655
Position 445: 0.03689289492507605
Position 2820: 0.036840868143838024
Position 21576: 0.034291761536567544
Position 456: 0.03234467396033012
Position 25172: 0.030972581350856253
Position 23478: 0.030159796739655742
Position 23079: 0.028272942908776112
Position 17633: 0.027172781387688073
Position 5357: 0.026872016573647767
Position 1845: 0.025090251150484764
Position 1001: 0.023931565003738265
Position 6182: 0.02271845525454375
Position 14330: 0.02249092118673716
Position 1595: 0.022003478491338224
Position 25007: 0.02143177121608599
Position 3401: 0.02109506380316269
Position 694: 0.019092488949131486
Position 15980: 0.017918180649881082
Position 26531: 0.015570128868889227
Position 11307: 0.014464767665573322
Position 26536: 0.014241138957262147
Position 764: 0.012929279160497797
