Gene = Med28
index = 666
Annotated 5SS: [ 256 2274 3306]
Annotated 3SS: [2206 3192 4923]
SMsplice 5SS: [ 256 3306]
SMsplice 3SS: [3192 4923]
top_k =  500
Partition function (log Z): -5.142360582113824

Sorted 5' Splice Sites (High to Low Probability):
Position 256: 0.9849797743602229
Position 3306: 0.7797943790785912
Position 7640: 0.6449135109100561
Position 5008: 0.595159404174734
Position 2274: 0.5037628268850638
Position 5242: 0.48464506196349294
Position 7952: 0.2756775758351391
Position 3392: 0.12734425999829432
Position 4606: 0.05452811511541878
Position 7901: 0.053217617295467964
Position 5181: 0.04671484771635983
Position 901: 0.03942859296515478
Position 5607: 0.03875891892456975
Position 5725: 0.02309166134735614
Position 4486: 0.022912931166942267
Position 2318: 0.02153664892521886
Position 7453: 0.021161956925012767
Position 707: 0.016552199795046837
Position 512: 0.015385688396090799
Position 5026: 0.007611306245421397
Position 314: 0.007364906623505473
Position 1350: 0.006523711056150676
Position 8158: 0.00601900230871301
Position 553: 0.004640465182173012
Position 1176: 0.004442005705223376
Position 570: 0.0042797921588555495
Position 3024: 0.004193925589690446
Position 808: 0.004156101828983595
Position 2108: 0.0039698236865872245
Position 5935: 0.003552356025074883
Position 5900: 0.003290275031328794
Position 5930: 0.0031878655906622927
Position 1726: 0.0028619035581075075
Position 5739: 0.0022845262407597475
Position 415: 0.001985513886547175
Position 3403: 0.0016706409307373224
Position 2042: 0.0012204539662976082
Position 5164: 0.0009455490990346574
Position 923: 0.0006686646407048403
Position 3263: 0.0006566700070886655
Position 2225: 0.0006335022745280116
Position 562: 0.0005876067672808455
Position 507: 0.0005448284770225043
Position 2102: 0.0004087271403145637
Position 2869: 0.00039766952053807913
Position 1735: 0.00039065409469421264
Position 140: 0.0003690153184135979
Position 2940: 0.0003522119762669313
Position 1171: 0.0003408791292584043
Position 2992: 0.00032272280174967636
Position 4147: 0.00030723687387587375
Position 3294: 0.00028084368341940225
Position 3345: 0.000280605017536741
Position 1536: 0.000277289688616978
Position 2662: 0.0002061169087464718
Position 268: 0.00018576932589954405
Position 3276: 0.00017565041655030669
Position 75: 0.00017526699484131971
Position 1953: 0.0001424277224601224
Position 460: 0.00013145909164204164
Position 3911: 0.000120778734262279
Position 2342: 0.00011760635115277562
Position 330: 0.00010975414358917994
Position 1910: 9.649491527740962e-05
Position 70: 8.748482391531226e-05
Position 34: 7.148878645100298e-05
Position 2564: 6.25841419679446e-05
Position 2778: 5.785937781833524e-05
Position 3458: 4.6880062460529037e-05
Position 3563: 3.5187222781342094e-05
Position 389: 1.4440100718951778e-05
Position 522: 1.1858240888551545e-05
Position 105: 1.1645166190685845e-05
Position 17: 8.43590663395711e-06
Position 297: 6.66654802342068e-06
Position 649: 5.270397578145022e-06
Position 72: 4.734522228783592e-06
Position 274: 4.257758835397444e-06
Position 177: 1.9716510929414883e-06
Position 449: 1.6976667804188667e-06
Position 730: 1.2623238194779075e-06
Position 663: 1.0641178417495383e-06
Position 280: 7.82732758098774e-07
Position 229: 6.481851157684863e-07
Position 243: 5.995563040074295e-07
Position 343: 5.665921629067216e-07
Position 963: 5.632918170940184e-07
Position 12: 4.100385059336245e-07
Position 237: 3.389922695026145e-07
Position 975: 3.383765637687835e-07
Position 606: 3.2929074533161706e-07
Position 88: 3.20650226702481e-07
Position 491: 2.80748056675086e-07
Position 380: 2.438461543225449e-07
Position 370: 2.052965374930783e-07
Position 120: 1.8888992293174556e-07
Position 405: 1.7377708215797007e-07
Position 408: 1.3905690192347482e-07
Position 885: 8.690479108463903e-08
Position 1632: 8.062748235986919e-08
Position 913: 6.091477732101938e-08
Position 338: 2.7673979248342364e-08
Position 398: 9.375583780618363e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3192: 0.8897764640424509
Position 4923: 0.7386619591462553
Position 7544: 0.6312408010385371
Position 5142: 0.4298638821684134
Position 7778: 0.4105469863141494
Position 2206: 0.327602885793617
Position 7582: 0.21152772906891742
Position 8356: 0.17377947912235403
Position 2167: 0.16987997982007844
Position 8353: 0.0868833820579713
Position 8288: 0.073051150297284
Position 5506: 0.06624208771327839
Position 7374: 0.051218047531038126
Position 7823: 0.042923208883457985
Position 5082: 0.03107503405654975
Position 794: 0.029259402877635243
Position 8743: 0.025130787875516588
Position 414: 0.02371934744375531
Position 8692: 0.02344694386094386
Position 8273: 0.023212014451253503
Position 604: 0.02173962824270436
Position 8462: 0.0207326716468768
Position 8544: 0.020717385807111213
Position 4489: 0.01990270461696107
Position 2233: 0.01934257623127807
Position 4528: 0.018847259295869466
Position 4354: 0.01790635298666655
Position 3262: 0.015822908771755424
Position 8839: 0.014971277355963096
Position 8985: 0.014123324175130906
Position 7951: 0.01293614733436265
Position 8093: 0.012404126353568471
Position 7839: 0.010090057177519837
Position 4390: 0.009667310831940615
Position 7305: 0.008136316620832425
Position 8028: 0.007365457288445314
Position 8404: 0.00666945380962947
Position 5400: 0.0065583247859362535
Position 4310: 0.006088812869162895
Position 8765: 0.005963432244978477
Position 5724: 0.00562383944488618
Position 5417: 0.005559295280904127
Position 1041: 0.005215802246678657
Position 9027: 0.004919928750874052
Position 2107: 0.004311269141448435
Position 6031: 0.0041690946334440775
Position 5115: 0.0038069349294104545
Position 8325: 0.00378939391509024
Position 4413: 0.00369820609237583
Position 1961: 0.003439326899117376
Position 383: 0.003200756881039679
Position 6971: 0.0031634357755465515
Position 2798: 0.002870241622911247
Position 3336: 0.0027468355694512184
Position 3837: 0.002613242419486193
Position 2229: 0.0023417625900849295
Position 1547: 0.0023412464419957737
Position 5696: 0.0021837278888125053
Position 1266: 0.0021735620924774935
Position 4940: 0.0018602230556110909
Position 1251: 0.0016728464839498218
Position 5150: 0.001601927603601419
Position 2916: 0.001571601476807746
Position 4264: 0.0014343716319556751
Position 3840: 0.001335225340844649
Position 3676: 0.0012924867501124062
Position 5175: 0.0010633709912963509
Position 1200: 0.0010372803192418352
Position 1952: 0.0010205298109658765
Position 2563: 0.0009289236503662656
Position 3203: 0.0008327686868628264
Position 343: 0.0008169144260106543
Position 7908: 0.0007643941611976451
Position 2102: 0.0007397052581581504
Position 616: 0.0007333334800651414
Position 2041: 0.000681666962416509
Position 3232: 0.0006766853153256393
Position 7438: 0.0006677427429396933
Position 5241: 0.0006556665657565892
Position 3269: 0.000614835673474594
Position 2257: 0.0005667283048995051
Position 5112: 0.0005660491043043935
Position 807: 0.0005641378218986684
Position 2026: 0.0005567064686399656
Position 7887: 0.0005558959191384136
Position 1129: 0.0005456333523763796
Position 3281: 0.0005006343698013868
Position 730: 0.00047626307009377555
Position 3950: 0.00046712740754007294
Position 4634: 0.00044720306555569924
Position 1403: 0.00044624916229436487
Position 2847: 0.00042341779886536605
Position 837: 0.00042144859828058343
Position 6548: 0.00042047049991105617
Position 1977: 0.00039910425716663695
Position 4953: 0.00039588855292832677
Position 1565: 0.0003659047011004233
Position 169: 0.0003289864609883359
Position 8012: 0.00031032939160008984
Position 3236: 0.0003011942191810551
Position 3288: 0.00028585992680199205
Position 1046: 0.0002673752967122976
