Gene = 4930444P10Rik
index = 48
Annotated 5SS: [  352 12496 14758 24526]
Annotated 3SS: [12331 14624 24469 27050]
SMsplice 5SS: [  352 10909 12496 14758 24526]
SMsplice 3SS: [10817 12331 14675 24469 27050]
top_k =  500
Partition function (log Z): -6.341965213904138

Sorted 5' Splice Sites (High to Low Probability):
Position 352: 0.9981964083436152
Position 10909: 0.9301346165206634
Position 14758: 0.8841206991738246
Position 12496: 0.863173584012126
Position 24526: 0.8611906254946082
Position 1579: 0.3110688940820445
Position 13334: 0.30133818925770983
Position 16453: 0.2892305745618248
Position 23346: 0.20031034628611194
Position 9031: 0.18011531311947415
Position 23249: 0.1602165770207211
Position 23330: 0.1602042097607811
Position 13283: 0.11906177680163962
Position 3878: 0.09662223983142441
Position 25104: 0.09572990861846088
Position 11992: 0.09067546531208605
Position 10925: 0.06925156569490391
Position 23325: 0.0568645356760727
Position 811: 0.05512411839820222
Position 24906: 0.05428334812345911
Position 7966: 0.039226695131288895
Position 15544: 0.03815877938010308
Position 24531: 0.03259343899219178
Position 18346: 0.030018180956818775
Position 18456: 0.026171189843191524
Position 2745: 0.020496127735814388
Position 655: 0.019480669981600713
Position 7941: 0.012164289441950919
Position 4950: 0.01150434512954683
Position 780: 0.009433015742687144
Position 1784: 0.00865181061552047
Position 4000: 0.007612781392139257
Position 25979: 0.006550818692371306
Position 2973: 0.006133274729180743
Position 3836: 0.0053301685633625915
Position 14801: 0.004440083123188237
Position 7399: 0.004416960414244407
Position 7410: 0.004317487182156114
Position 2957: 0.004017517760387756
Position 4437: 0.0035162705837519757
Position 776: 0.003319236705608195
Position 3847: 0.0031627989057972953
Position 13957: 0.0028107381430334936
Position 750: 0.002598275943709706
Position 3059: 0.002585233100041314
Position 972: 0.0024807227290671147
Position 14762: 0.0024024275736977806
Position 1574: 0.002350304731041519
Position 4373: 0.0022788600915272027
Position 4967: 0.002271275620437609
Position 4677: 0.002235865145913862
Position 2826: 0.0022011674502154213
Position 11168: 0.0018518327669035854
Position 4475: 0.0015351633544286236
Position 1509: 0.0012859097319160438
Position 14300: 0.0012145347964652837
Position 520: 0.0011451951476664955
Position 16463: 0.001080822694604983
Position 3831: 0.0007380713981643403
Position 15555: 0.0006321797516182273
Position 301: 0.0006102959214300651
Position 5188: 0.0004985549083064931
Position 515: 0.0003101758511546004
Position 764: 0.00022081425668231953
Position 506: 0.00021670297675050558
Position 305: 0.00020666926222766185
Position 16717: 0.00010102738741998378
Position 596: 9.01614952998306e-05
Position 3110: 7.699485302790886e-05
Position 570: 4.9644052630987236e-05
Position 150: 3.8514815028384874e-05
Position 1394: 3.315889175161497e-05
Position 745: 3.1265254978356937e-05
Position 296: 2.377375596290246e-05
Position 356: 1.895451122392995e-05
Position 335: 1.3749330275564539e-05
Position 1488: 1.0292020091425975e-05
Position 2475: 9.969669965039986e-06
Position 1242: 9.795887033252269e-06
Position 1117: 6.760363555539292e-06
Position 1205: 4.66488601058155e-06
Position 229: 4.482876120504231e-06
Position 619: 4.2898284345231e-06
Position 1086: 3.805315876491751e-06
Position 575: 2.8880248432756602e-06
Position 1005: 2.61901542960831e-06
Position 186: 2.5815901179865973e-06
Position 833: 2.5033673489945236e-06
Position 1986: 2.354217078520771e-06
Position 2348: 2.2158467277719492e-06
Position 670: 2.0392362151041186e-06
Position 144: 1.7649632067213714e-06
Position 243: 1.4518849270129241e-06
Position 1634: 1.29445770702961e-06
Position 141: 8.182624555749313e-07
Position 510: 6.259565793968609e-07
Position 4: 2.7127181261430787e-07
Position 434: 2.5654500028113735e-07
Position 522: 4.751094475829296e-08
Position 6: 3.327595728327774e-08
Position 703: 3.0513046194001416e-11
Position 848: 2.92355613333882e-11
Position 1753: 2.249334692061689e-11
Position 1596: 1.7131460750312915e-11
Position 1628: 7.911359306800983e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 24469: 0.9027757092332844
Position 14675: 0.8433058046693662
Position 12331: 0.6347042746048281
Position 23068: 0.5902050060307527
Position 10817: 0.5150904887615398
Position 27050: 0.49284834809962796
Position 10814: 0.40583373881913337
Position 16204: 0.29425370008625973
Position 13219: 0.27659073594377787
Position 25021: 0.26464678968106703
Position 24754: 0.1767309486025967
Position 27100: 0.16717146699605454
Position 1463: 0.1531620868719175
Position 3736: 0.10490609065380964
Position 12328: 0.09740568426210018
Position 11883: 0.08620284225781225
Position 1321: 0.08286525655620938
Position 8769: 0.07836382008617022
Position 8973: 0.07706547151829149
Position 12261: 0.07482670552221772
Position 13195: 0.06630839065256315
Position 18119: 0.05921519707986474
Position 1442: 0.0531484982250706
Position 7852: 0.051390984573239755
Position 15435: 0.03727882671454491
Position 10820: 0.03604921346868136
Position 10823: 0.034169754587188725
Position 569: 0.03168665806977716
Position 703: 0.03057530131965729
Position 12418: 0.027416693403722672
Position 13029: 0.026733311447193132
Position 640: 0.025772394397332647
Position 13121: 0.025545127630898085
Position 8835: 0.02468602151501244
Position 2658: 0.024203605176938033
Position 14529: 0.021306254161349923
Position 12830: 0.015574332619405606
Position 1555: 0.01379106448861074
Position 14360: 0.012395510125074656
Position 12240: 0.011321272050211259
Position 4771: 0.010047222091933681
Position 1384: 0.009985048308784935
Position 13073: 0.009881265395754896
Position 14444: 0.0097437867051661
Position 2825: 0.009481450786158693
Position 12449: 0.008898887645904694
Position 10826: 0.008855086053376727
Position 7275: 0.008734620636202494
Position 12454: 0.008366027094241172
Position 3759: 0.008278911844376256
Position 26268: 0.0070918458642343475
Position 25844: 0.006550818692371306
Position 16389: 0.005510584270095252
Position 1729: 0.004498386106715035
Position 11792: 0.004474809220577888
Position 4561: 0.004442612169152463
Position 14383: 0.00421875786319484
Position 4299: 0.004043942392999073
Position 25044: 0.0034961639451806777
Position 4321: 0.0032863516367087307
Position 1522: 0.0023439967190986306
Position 16404: 0.001689796026178792
Position 2902: 0.0016201588625222951
Position 13862: 0.0015219446537775916
Position 4746: 0.0015123431344328502
Position 1679: 0.0013651237483422176
Position 519: 0.0013455872400306667
Position 13910: 0.001305612269258049
Position 841: 0.0012322660253367686
Position 14169: 0.001218669932489599
Position 427: 0.001130434644061396
Position 15336: 0.001067445815621834
Position 11051: 0.0010387664889344559
Position 16803: 0.0008912865416760221
Position 460: 0.0006313143951288132
Position 1351: 0.0005361180635758641
Position 1422: 0.0005263365638583851
Position 1241: 0.0005230782602440513
Position 15166: 0.0005145177409405367
Position 5035: 0.0004985549083064931
Position 713: 0.0004900472896444954
Position 1357: 0.0004267224494947629
Position 14996: 0.00033720254157572664
Position 875: 0.0002902480380835586
Position 3982: 0.0002645788330067478
Position 16617: 0.00024563415230389465
Position 12042: 0.00023522688167876442
Position 472: 0.00018946386800723985
Position 2500: 0.00018805700118334869
Position 11005: 0.00016689335737924291
Position 1413: 0.00014773087508295648
Position 16891: 0.00013830231581123099
Position 449: 0.00012474257697726054
Position 14946: 0.00012053973195542588
Position 16524: 0.00011195839270253588
Position 11080: 7.270540308731497e-05
Position 608: 6.578005474812701e-05
Position 16553: 5.370156427256117e-05
Position 1397: 4.586934837878411e-05
Position 810: 4.2953392597489044e-05
Position 642: 2.8644280321200716e-05
