Gene = Lce6a
index = 629
Annotated 5SS: [ 66 530]
Annotated 3SS: [ 239 1140]
SMsplice 5SS: [66]
SMsplice 3SS: [1140]
top_k =  500
Partition function (log Z): -6.236249383020644

Sorted 5' Splice Sites (High to Low Probability):
Position 66: 0.777124963073101
Position 530: 0.4940420887395637
Position 636: 0.1128582319908342
Position 266: 0.03903562559337862
Position 87: 0.03077357375578172
Position 664: 0.007248278468965891
Position 1428: 0.005441792571728258
Position 502: 0.002902212369185784
Position 776: 0.002526550971807949
Position 843: 0.0018456897775397142
Position 421: 0.0016032131150626738
Position 339: 0.0015499176753515922
Position 1070: 0.000895823012855841
Position 1370: 0.0008937194434560786
Position 1244: 0.0007673773938024946
Position 1250: 0.0004561931558276118
Position 106: 0.00043727397431467306
Position 817: 0.00042489430006981377
Position 448: 0.000418021871922564
Position 101: 0.00036534597085327683
Position 357: 0.000323686279987553
Position 876: 0.0002646893800554201
Position 50: 0.0002587906897288324
Position 1102: 0.00023255071094218388
Position 1005: 0.0001903089128745975
Position 1022: 0.0001728216337680611
Position 867: 0.00014327435472876013
Position 886: 0.0001362994166335621
Position 1262: 9.382720786588409e-05
Position 735: 8.279913367712345e-05
Position 1274: 8.019665395474958e-05
Position 80: 7.511327877987298e-05
Position 1324: 7.202845553268659e-05
Position 591: 7.158038982256202e-05
Position 833: 6.174958107608756e-05
Position 111: 5.904766418968444e-05
Position 70: 5.374966021889848e-05
Position 26: 5.250784351521497e-05
Position 1011: 5.008558383628808e-05
Position 252: 1.5370603135758073e-05
Position 150: 4.368959868185024e-06
Position 113: 3.3927540835294853e-06
Position 228: 3.1818105067681237e-06
Position 546: 2.6889908155277822e-06
Position 250: 1.0116423450390888e-06
Position 463: 9.257473696087195e-07
Position 226: 8.468580974102351e-07
Position 509: 6.869595124303243e-07
Position 840: 6.221167990505508e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1140: 0.8879774855271723
Position 239: 0.16460722522580687
Position 336: 0.14638425533129085
Position 619: 0.12887571074225845
Position 387: 0.04288135801486497
Position 902: 0.021937869867010528
Position 406: 0.020148736738419815
Position 270: 0.014115335106952998
Position 1533: 0.012375227906111662
Position 1154: 0.008863610974870406
Position 1367: 0.007074058976078269
Position 1282: 0.0034242188127559243
Position 529: 0.0033036969193392398
Position 1279: 0.002988972173060423
Position 833: 0.002277597937186288
Position 424: 0.001635594016165182
Position 274: 0.0015602212669778067
Position 346: 0.0014168988605855171
Position 576: 0.0013517498724891525
Position 489: 0.0011534070100686358
Position 1011: 0.0008203417327084872
Position 1173: 0.0007216473875759128
Position 421: 0.0007062830268351285
Position 1102: 0.0005992036010525422
Position 1225: 0.0005909286884098457
Position 200: 0.0005704818012927594
Position 500: 0.0005658602295214823
Position 1304: 0.0004513937047112922
Position 197: 0.00042843537749446186
Position 1189: 0.00039289260339881864
Position 956: 0.00036334797177324334
Position 458: 0.00036120450824711004
Position 288: 0.00034689460577538877
Position 156: 0.0002515325158504974
Position 250: 0.0002482411531063081
Position 1546: 0.00023579271663256096
Position 1506: 0.00020091394378166306
Position 444: 0.00019974408382685075
Position 635: 0.0001900970159041242
Position 150: 0.00017977541807698218
Position 534: 0.000133811104126479
Position 944: 0.00010378724847100535
Position 1453: 9.663043215810521e-05
Position 632: 9.307886223611105e-05
Position 143: 8.424647691651604e-05
Position 787: 7.76321258591425e-05
Position 1475: 7.237594781029535e-05
Position 131: 7.09470135363739e-05
Position 438: 7.05706207251014e-05
Position 1170: 6.333908881006645e-05
Position 690: 5.2847281703378524e-05
Position 986: 4.600643491603622e-05
Position 907: 4.584433309681528e-05
Position 774: 4.3437147598807746e-05
Position 281: 3.5392528035156164e-05
Position 429: 3.148074552463108e-05
Position 1087: 3.0285055410701762e-05
Position 733: 2.7277173911620802e-05
Position 431: 2.5422611780264616e-05
Position 553: 2.3296394486499197e-05
Position 905: 2.2609544089536273e-05
Position 587: 1.547729200937619e-05
Position 1049: 1.3310548923100645e-05
Position 128: 1.0948415259966105e-05
Position 163: 1.090036111491515e-05
Position 1396: 1.0397613292733083e-05
Position 351: 1.0193213960017566e-05
Position 1399: 9.363748166046563e-06
Position 652: 8.655825346703034e-06
Position 119: 5.181887139390129e-07
Position 590: 6.801555584056785e-08
Position 122: 3.5694262974227914e-08
Position 101: 1.4075488806335145e-10
