Gene = Siae
index = 976
Annotated 5SS: [  257  3292  9405 14169 17935 19398 20085 29128 31278]
Annotated 3SS: [ 3129  9228 14029 17678 19287 19950 28969 31081 32626]
SMsplice 5SS: [  257  3292  6591  9405 12326 14169 19398 20085 29128 31278]
SMsplice 3SS: [ 3129  6513  9228 12200 14029 19287 19950 28969 31081 32626]
top_k =  500
Partition function (log Z): 1.146773903551054

Sorted 5' Splice Sites (High to Low Probability):
Position 20085: 0.9998193142368924
Position 9405: 0.9462956986433315
Position 3292: 0.9382137887574988
Position 19398: 0.9065324922136039
Position 6591: 0.8518404285952974
Position 29128: 0.7964163308064296
Position 14169: 0.7525859606043616
Position 12326: 0.7046396621056202
Position 257: 0.6649140281848674
Position 17935: 0.5029813996157065
Position 31278: 0.35774879788008557
Position 5164: 0.31428220096869103
Position 381: 0.30242323365142015
Position 13116: 0.2650408017355076
Position 12312: 0.2470194262277737
Position 14173: 0.2457139221749618
Position 19217: 0.23190266390785164
Position 11945: 0.19492769937437487
Position 31150: 0.18654611758016643
Position 5246: 0.1269080154495889
Position 13188: 0.11453226981962171
Position 12921: 0.11374149541442474
Position 8480: 0.11102829881219271
Position 1203: 0.10449625479082744
Position 14371: 0.10264018167389673
Position 16145: 0.09452304765267337
Position 12931: 0.08268226034461039
Position 29975: 0.08023124160785791
Position 11348: 0.07306654288648474
Position 19482: 0.05076994301456394
Position 19691: 0.047183367850567065
Position 19212: 0.044030903896208326
Position 12064: 0.04246842030264775
Position 11591: 0.036084066768329405
Position 19672: 0.03298859835363688
Position 13145: 0.026429367168675597
Position 168: 0.025275786948724736
Position 15497: 0.02368271040532198
Position 332: 0.023317364582758363
Position 12916: 0.023044292615424695
Position 19877: 0.02259184151460816
Position 17155: 0.02189640468662398
Position 15144: 0.021094195363279923
Position 19390: 0.021039103308839582
Position 17770: 0.0207592546540369
Position 819: 0.019979696295138134
Position 27762: 0.017820167685911718
Position 12623: 0.01757624035926246
Position 1307: 0.01736847409727261
Position 10939: 0.0169336262779936
Position 3750: 0.01647663022581863
Position 1221: 0.016468927405992935
Position 15512: 0.015052466148989481
Position 1798: 0.014707425092402311
Position 13875: 0.012463799370881861
Position 79: 0.011679489386876926
Position 767: 0.011258991398901524
Position 17910: 0.011256862755840475
Position 557: 0.011210830062769924
Position 3253: 0.010741725940572351
Position 13381: 0.010301723283233364
Position 11617: 0.009285650960075147
Position 19385: 0.009190523605358113
Position 8858: 0.008060050498461147
Position 31248: 0.00788331336890585
Position 18077: 0.007135782666601669
Position 13412: 0.006642644799538352
Position 9159: 0.006433294207339064
Position 12708: 0.006224281662890625
Position 1906: 0.005345496832941675
Position 2513: 0.005256098751126863
Position 7735: 0.005130039698680133
Position 4822: 0.004621290118544654
Position 13861: 0.0043593756801029865
Position 5124: 0.0040416432811557716
Position 7471: 0.003777609142041934
Position 8571: 0.003616044761225028
Position 17871: 0.0033852772570902873
Position 8195: 0.0032458796153962007
Position 65: 0.0031391542234493436
Position 11717: 0.0031302777981649936
Position 1594: 0.0030524507642190816
Position 12472: 0.0023737165917973773
Position 3546: 0.0021511267302086598
Position 8816: 0.0019173083061938489
Position 19382: 0.001842467213431748
Position 18249: 0.0017560130080933665
Position 16591: 0.0015704314958833057
Position 17743: 0.0013180685965343945
Position 16233: 0.0009797912225762142
Position 7340: 0.0009706550328903734
Position 6482: 0.0009514370068637748
Position 12368: 0.0009454404688302478
Position 12585: 0.00084492248633398
Position 18104: 0.0008044057381084303
Position 12558: 0.000750484561674
Position 3571: 0.000749086865671174
Position 48: 0.0006859888951682573
Position 4319: 0.0006671324462033788
Position 17790: 0.0006238794849715013
Position 4030: 0.0006069206140264299
Position 4259: 0.0005949991868228177
Position 12588: 0.0004725074593534646
Position 15493: 0.0004348931029727719
Position 9776: 0.0003617416958178193
Position 418: 0.0003615238296430841
Position 193: 0.00028303697157536646
Position 910: 0.0002828867306458615
Position 3542: 0.0002808300646957233
Position 12739: 0.0002690003274305412
Position 12476: 0.0002607844836140879
Position 12606: 0.00020780694698321265
Position 262: 0.0001773254490835394
Position 41: 0.00015344947753624812
Position 337: 0.00011936327722185775
Position 1300: 0.00011286055326084428
Position 12618: 0.00010678773351496465
Position 128: 7.823007201905314e-05
Position 903: 7.445031256730993e-05
Position 4134: 6.439161809505222e-05
Position 241: 6.334564049120243e-05
Position 598: 5.573968101157452e-05
Position 319: 2.8044309585146443e-05
Position 220: 1.6785780639987866e-05
Position 208: 1.1360115352333366e-05
Position 210: 8.215410706263273e-06
Position 1397: 7.226684670853799e-06
Position 632: 6.124994658944233e-06
Position 535: 4.672556513394057e-06
Position 944: 3.641750250369954e-06
Position 343: 3.233633763257324e-06
Position 251: 2.53211573273835e-06
Position 1295: 1.2728750684155318e-06
Position 273: 1.0760296745608527e-07
Position 368: 4.558372602648291e-08
Position 622: 2.420908416673306e-08
Position 386: 1.699868945197145e-08
Position 264: 1.2401278759275383e-08
Position 721: 1.0999096629194497e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 19287: 0.989814803344847
Position 19950: 0.9558439163367567
Position 14029: 0.9339952485996178
Position 9228: 0.9161667933668598
Position 12200: 0.8515499901930433
Position 28969: 0.7887465363496445
Position 3129: 0.6928589138209086
Position 31081: 0.6538127855840528
Position 6513: 0.643396683312083
Position 32626: 0.6067760805918164
Position 12816: 0.6030294619125792
Position 5042: 0.43655349801919785
Position 17678: 0.3143614382449052
Position 17784: 0.22548343078601132
Position 19104: 0.1774413635414064
Position 3110: 0.13641621269385812
Position 1081: 0.10642557634300248
Position 3179: 0.10269837064584095
Position 8363: 0.10166032375406932
Position 19041: 0.09849220426265358
Position 14264: 0.09792532512270315
Position 32729: 0.09014321925851418
Position 29885: 0.09012884723868601
Position 11799: 0.07718503100008503
Position 6393: 0.0748492958053543
Position 15973: 0.07388676937747957
Position 12163: 0.07077162221507662
Position 11796: 0.06272083730938277
Position 11499: 0.05950252876016904
Position 11110: 0.05794481213612751
Position 30831: 0.05534369468861806
Position 14000: 0.055326512233170595
Position 6517: 0.049991252361618055
Position 11987: 0.03972240511609353
Position 15361: 0.039170069657284236
Position 19552: 0.03901037082956513
Position 6488: 0.03896091683852734
Position 19975: 0.0376775634313051
Position 30582: 0.037480043701819975
Position 29015: 0.03185900127419074
Position 11872: 0.029917288840047407
Position 12204: 0.029098353576118344
Position 294: 0.027793310428838976
Position 32692: 0.025415496563789455
Position 6350: 0.025124894658072203
Position 9186: 0.023111806982584734
Position 1187: 0.023069495297709453
Position 19523: 0.021492616221984357
Position 13064: 0.02097414860447648
Position 13771: 0.02012835129138458
Position 27625: 0.019210875699777395
Position 331: 0.01883526699427133
Position 6436: 0.018459057595278543
Position 19526: 0.018141705869593922
Position 12499: 0.01594550160428609
Position 17051: 0.01532050265350339
Position 16096: 0.014429896692589374
Position 12421: 0.013141031008568624
Position 1674: 0.012078325030304418
Position 14991: 0.011928754425316454
Position 13293: 0.011675657356645113
Position 416: 0.011657389880727719
Position 19671: 0.010985367328565705
Position 11302: 0.01083333988992905
Position 11770: 0.00965093374628283
Position 744: 0.009173549102290107
Position 19727: 0.008575017765540758
Position 1113: 0.008423122872419225
Position 11720: 0.00838165324951752
Position 14994: 0.008307596110425398
Position 3185: 0.008142296836263283
Position 10806: 0.007954407242745747
Position 17934: 0.007940188404710105
Position 28608: 0.00787336829267442
Position 8222: 0.007839845050055255
Position 15904: 0.0071677546112883656
Position 3615: 0.006822865770253521
Position 8546: 0.006207226141260216
Position 3380: 0.00538776920488968
Position 9074: 0.005291311671600116
Position 8384: 0.004965476436930318
Position 16927: 0.004612316755514371
Position 10868: 0.004268584945590027
Position 5090: 0.004055527897886834
Position 29314: 0.003974220320572695
Position 29362: 0.003944711895886731
Position 3600: 0.0037499874366880986
Position 31509: 0.00366143702012752
Position 368: 0.0034624086851722125
Position 23269: 0.0033090352452728724
Position 4925: 0.003267317673880838
Position 19955: 0.0032460393465024336
Position 3005: 0.003233936862009258
Position 1736: 0.003157233838807721
Position 14267: 0.0031347425893085133
Position 26984: 0.003040286344164023
Position 10781: 0.003025627049114069
Position 8975: 0.002829163078957367
Position 1739: 0.002765769166513868
Position 3038: 0.002753703848395676
Position 14111: 0.002747914570392059
Position 11016: 0.0027002861964096356
Position 14047: 0.002482147215284254
Position 13312: 0.002436165635935617
Position 7339: 0.002277670607924456
Position 20013: 0.0022286632390536936
Position 8421: 0.0022016798783301957
Position 19503: 0.0020894469489829972
Position 23492: 0.0020377109370259636
Position 24931: 0.002023281203427916
Position 6284: 0.0020097650312276088
Position 3668: 0.0020057830460982065
Position 17082: 0.001963585277606216
Position 13262: 0.001956364112443935
Position 9212: 0.0019335523402411701
Position 4766: 0.0018489514390072467
Position 18189: 0.0017560130080933694
Position 8687: 0.0017471511174274135
Position 2286: 0.0017398649506502261
Position 9370: 0.0017350639659536847
Position 7676: 0.0017020785953454228
Position 9288: 0.0016613014444732807
Position 704: 0.001637561331193249
Position 27264: 0.0015968933126961583
Position 11115: 0.0015881046640185757
Position 24053: 0.0015780996209413883
Position 16478: 0.0015704314958833072
Position 3629: 0.0015239193725598097
Position 14317: 0.0015015554046660866
Position 12739: 0.0014668765812101336
Position 22721: 0.0014447173925054143
Position 3043: 0.001418028723453099
Position 3252: 0.001391444827928832
Position 10739: 0.0013857976114380172
Position 7689: 0.0013597864501205341
Position 7628: 0.0012875907631031617
Position 25581: 0.0012520490699420045
Position 8136: 0.0012276153853242701
Position 4672: 0.0012271733539727572
Position 19690: 0.0011929057083572487
Position 4650: 0.0011883533173791868
Position 20197: 0.0011796131529891749
Position 474: 0.0010854417398651563
Position 5123: 0.0010690678608297835
Position 7900: 0.0010407545577060355
Position 2426: 0.000985116700476771
Position 8067: 0.0009775096723658944
Position 19953: 0.0009762800912444977
Position 26639: 0.0009556175876522029
Position 1697: 0.0009422343015229576
Position 13224: 0.0008761809777470509
Position 4029: 0.000870631079771498
Position 2159: 0.0008358424927108645
Position 20177: 0.0008059340101065442
Position 7428: 0.0008036952549716507
Position 14948: 0.0007549666883580306
Position 19730: 0.0007526308724052161
Position 7525: 0.000749652859874368
Position 2355: 0.0007418656299606192
Position 7289: 0.0006962432791458277
Position 1385: 0.0006801640657472268
Position 1430: 0.0006194215012772464
Position 1277: 0.000589937795460703
Position 1458: 0.000582056593061048
Position 3794: 0.0005477491289758272
Position 1648: 0.0005411623350826049
Position 24765: 0.0005372134419823354
Position 21852: 0.0005354079764724147
Position 20987: 0.0005328704423434213
Position 21129: 0.0005312911939513872
Position 13922: 0.0005214424776772415
Position 2336: 0.0005086190703799639
Position 21984: 0.0004970453009041663
Position 22065: 0.00048070665662768464
Position 17551: 0.00047987333326335855
Position 7215: 0.000473006784192004
Position 709: 0.0004720748694622757
Position 2510: 0.0004447899069484193
Position 7171: 0.0004322194698018838
Position 432: 0.0004275037502981127
Position 25307: 0.0004251288827911756
Position 21363: 0.00041865530328065535
Position 4209: 0.0004134426985497051
Position 21899: 0.00037768448142964846
Position 20643: 0.0003737138351963794
Position 21762: 0.0003649902353359607
Position 4562: 0.00035681200818546356
Position 22976: 0.00034437062636501946
Position 20852: 0.0003349541510440017
Position 24566: 0.000329147549118758
Position 818: 0.0003279220322441432
Position 347: 0.0002960468061995767
Position 5159: 0.0002864482476403161
Position 23601: 0.00028391856623366377
Position 1048: 0.00027390350733401777
Position 1782: 0.0002729535472810517
Position 20640: 0.0002701856315847604
Position 23598: 0.0002618413132786721
Position 20825: 0.00025501336822836
Position 9686: 0.00019795933231912927
Position 677: 0.00018441122752805382
Position 24151: 0.00017644662957695808
Position 437: 0.0001702962542417765
Position 1852: 0.00016850594881115635
Position 26261: 0.00016223055468829795
Position 659: 0.00015861078180863614
Position 1510: 0.0001427732808489201
Position 1409: 0.0001350982414966425
Position 305: 0.0001312552832481648
Position 22015: 0.0001274866971187731
Position 10485: 0.0001273243840869911
Position 1701: 0.0001267377570202138
Position 3578: 0.00012574486547327316
Position 21228: 0.0001236355552844863
Position 23352: 0.00012124810210257852
Position 9595: 0.00012015835897769366
Position 20318: 0.00011770002813940248
Position 10583: 0.00011144423171087519
Position 21758: 0.00010934503067445616
Position 720: 0.00010889022723175758
Position 19612: 0.00010801629839302262
Position 22141: 0.00010396166258259939
Position 22465: 9.910938414737284e-05
Position 556: 8.669463575208404e-05
Position 145: 8.532382909436704e-05
Position 726: 7.253125282866907e-05
Position 23148: 7.005287164264619e-05
Position 20927: 6.675110932875305e-05
Position 10432: 6.044081330787065e-05
Position 20874: 5.996259548770194e-05
Position 3855: 5.91714850506031e-05
Position 20654: 5.253305591326871e-05
Position 20785: 5.2069960302971066e-05
Position 21701: 5.028801700256422e-05
Position 21143: 4.729335352939443e-05
Position 22470: 4.7118983340584624e-05
Position 2905: 4.2606439413010825e-05
Position 4246: 4.2449472800044016e-05
Position 3523: 4.1604190431591256e-05
Position 20305: 4.013816399001266e-05
Position 7167: 3.899498948844837e-05
Position 15055: 3.348969586708365e-05
Position 7664: 3.093103023664655e-05
Position 7044: 2.6433789408037337e-05
Position 15088: 2.612417215989039e-05
Position 22790: 2.518937876420438e-05
Position 9612: 2.242286365767438e-05
Position 9636: 2.1201140863321786e-05
Position 14950: 1.9828052444910404e-05
Position 16129: 1.841819389231506e-05
Position 22166: 1.684710031889336e-05
Position 21988: 1.351361046685919e-05
Position 20297: 1.2836507493080983e-05
Position 20328: 1.2097852344760184e-05
Position 15061: 1.2055332954263748e-05
Position 14901: 1.1380885753891763e-05
Position 21260: 9.731648946434718e-06
Position 20045: 2.9934415104638255e-06
Position 823: 2.2569863418836824e-06
Position 220: 2.184259967575641e-06
Position 1541: 1.373983234243892e-06
Position 343: 1.3200925210394124e-06
Position 176: 1.277613639551342e-06
Position 667: 9.118101249129249e-07
Position 248: 9.060013732041432e-07
Position 601: 7.592392915979142e-07
Position 598: 7.325609306929349e-07
Position 1163: 6.961577210678446e-07
Position 270: 6.758167286245945e-07
Position 481: 5.932758300972431e-07
Position 793: 5.888215363818884e-07
Position 241: 4.158155788512556e-07
Position 380: 4.1375706889923185e-07
Position 1339: 3.208566785269143e-07
Position 1285: 3.138322915312865e-07
Position 1544: 2.711321359292374e-07
Position 1042: 2.656812826363116e-07
Position 787: 2.3693787163797948e-07
Position 956: 1.9684058030133736e-07
Position 1153: 1.9144580266016292e-07
Position 847: 1.7057689008214174e-07
Position 750: 1.5745263185581476e-07
Position 771: 1.5472173037214824e-07
Position 974: 1.387645209445322e-07
Position 261: 1.385386408862142e-07
Position 245: 1.1837124736189949e-07
Position 251: 1.0418579967876759e-07
Position 871: 9.523269263199374e-08
Position 909: 6.848008291926307e-08
Position 497: 6.531577176807958e-08
Position 444: 5.753603312609533e-08
