Gene = Mtfmt
index = 721
Annotated 5SS: [  226  1416  3871  4667  5907  8189 11521 12997]
Annotated 3SS: [ 1205  3747  4563  5830  8096 11441 12913 16222]
SMsplice 5SS: [  226  3871  4667  5907  8189 11521 12997]
SMsplice 3SS: [ 3747  4563  5830  8096 11441 12913 16222]
top_k =  500
Partition function (log Z): 11.260036880582751

Sorted 5' Splice Sites (High to Low Probability):
Position 12997: 0.9943214098321291
Position 11521: 0.9850900214022279
Position 226: 0.9680388396916352
Position 8189: 0.9547015900748934
Position 5907: 0.8462352918654381
Position 4667: 0.7450124384883328
Position 3871: 0.7436637901186782
Position 1416: 0.4531731271637779
Position 6018: 0.2861328843301386
Position 4882: 0.20408075604677625
Position 14642: 0.19298298982079157
Position 1360: 0.16544147750917526
Position 424: 0.15732554802513615
Position 13181: 0.11591805940541408
Position 5505: 0.11223789586492983
Position 1826: 0.11101203699977773
Position 6887: 0.08668220518799864
Position 6370: 0.06868307262280292
Position 3985: 0.06783798806272416
Position 1388: 0.06533948538818708
Position 4901: 0.060847221224830064
Position 13515: 0.05665820698088708
Position 12138: 0.05580822690025237
Position 14775: 0.05430249292402059
Position 11347: 0.05295408251314542
Position 13745: 0.04884604499303169
Position 4754: 0.0475763967612394
Position 12539: 0.04593393810712597
Position 13899: 0.04388693148115871
Position 2671: 0.039484448591812965
Position 826: 0.03667605736968142
Position 9108: 0.03582545980630178
Position 14617: 0.03280562943252836
Position 3842: 0.03277333423886726
Position 452: 0.030984550524543242
Position 6908: 0.029059366318382577
Position 2599: 0.027436575733558004
Position 2695: 0.024317154709426886
Position 15992: 0.024156794766006025
Position 3535: 0.019270186697482247
Position 14119: 0.017445188468162967
Position 29: 0.016499519979540127
Position 12472: 0.01637674474724812
Position 378: 0.015809895978207755
Position 889: 0.014547152877424412
Position 5563: 0.013796861590376967
Position 9401: 0.013515499064235601
Position 1647: 0.013115999468285936
Position 1317: 0.012986915919538995
Position 6014: 0.012262106095266408
Position 5943: 0.011360191187275482
Position 15181: 0.009866606423859737
Position 7015: 0.009634840567259956
Position 5627: 0.009187700920298598
Position 7698: 0.009159770041054116
Position 15441: 0.009144028582219499
Position 10992: 0.009094508946863478
Position 3002: 0.008288129454911817
Position 6181: 0.007713688503644084
Position 4684: 0.007599007913481027
Position 4681: 0.007343502389196455
Position 8238: 0.006671273885402233
Position 13254: 0.006612542837707129
Position 12467: 0.005484028408555445
Position 57: 0.0052798531314009614
Position 11008: 0.005104789547468272
Position 10925: 0.004895220426302531
Position 2277: 0.004814711697893527
Position 1315: 0.0046362950529027025
Position 14447: 0.004474239729374433
Position 12992: 0.0044157377225996
Position 866: 0.004363798206175003
Position 4916: 0.004065427981369427
Position 3815: 0.003933198807599771
Position 797: 0.0037762838632940054
Position 4872: 0.003707494190660884
Position 6989: 0.003666093555759374
Position 5421: 0.0033867671154454945
Position 15868: 0.0033111928066988884
Position 3069: 0.003156930058179641
Position 4760: 0.0030868605721175745
Position 164: 0.00295932956906268
Position 12269: 0.0029278711367965926
Position 6961: 0.002765217117626983
Position 8156: 0.002730927583751925
Position 4674: 0.0024047066773920794
Position 6932: 0.002396007966666647
Position 16243: 0.002168836644733393
Position 4923: 0.0020375515968481116
Position 4797: 0.0020065934341563763
Position 9: 0.0019362855511235936
Position 6307: 0.0019340587895516834
Position 4687: 0.0019007849809027832
Position 482: 0.0018238131491778783
Position 399: 0.0017840794121784837
Position 10378: 0.0016226610965480739
Position 12311: 0.0014618227951252317
Position 8587: 0.0014328352283387849
Position 140: 0.0010127242253726426
Position 109: 0.0008995853151648451
Position 5621: 0.0008585006167512345
Position 14433: 0.0007987500721810117
Position 132: 0.0007643141818793014
Position 14165: 0.0007628160827241012
Position 12262: 0.0006734021758713707
Position 5509: 0.0006617278817764533
Position 773: 0.0006231986268041546
Position 1333: 0.000603799391673782
Position 13313: 0.0006037092188309057
Position 4656: 0.0006001530273389899
Position 473: 0.000530931550402067
Position 4131: 0.00044802266493093617
Position 14300: 0.0004137941877966296
Position 279: 0.00040067539450365204
Position 469: 0.0003501747927662431
Position 14304: 0.00033177117836685754
Position 46: 0.0003150387742718321
Position 13920: 0.0003074324854356108
Position 4139: 0.000300254571165135
Position 13719: 0.0002717450431347231
Position 13656: 0.0002615783743241957
Position 441: 0.00020795340858487736
Position 13729: 0.00016866271673991233
Position 532: 0.0001458539601198754
Position 467: 0.00013561173315557913
Position 13764: 0.00011981782364918982
Position 11546: 0.00011222601689285675
Position 679: 0.00010759898232409321
Position 408: 8.60566982675117e-05
Position 456: 8.59480533840382e-05
Position 411: 8.14738931981815e-05
Position 61: 7.327039425259016e-05
Position 5937: 7.271861680025051e-05
Position 12985: 6.544871904657169e-05
Position 777: 4.945200292829346e-05
Position 508: 4.205298282961319e-05
Position 257: 2.6556925993217774e-05
Position 239: 2.620365963389846e-05
Position 1354: 2.5801418194520414e-05
Position 13484: 2.30827996316765e-05
Position 13236: 1.777924508930815e-05
Position 970: 7.202251711874009e-06
Position 1243: 6.261298658513899e-06
Position 541: 1.2652443680893543e-06
Position 169: 7.455365616895805e-07
Position 668: 6.03256675011846e-07
Position 506: 5.074706260448701e-07
Position 93: 4.249078857659923e-07
Position 87: 1.3220959817999518e-07
Position 13128: 4.879027025479852e-08
Position 302: 3.4419706282569555e-08
Position 297: 4.4824502420642365e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12913: 0.9971954318915887
Position 5830: 0.9928110863142053
Position 11441: 0.9692639717770082
Position 4563: 0.8335416406266157
Position 3747: 0.79842223577489
Position 8096: 0.7440276207075588
Position 16222: 0.6600441082264229
Position 1205: 0.4845004961807288
Position 14544: 0.4523729102012718
Position 8032: 0.1988781030860692
Position 1273: 0.1907482254062326
Position 6007: 0.12495314530724835
Position 335: 0.11092934800166565
Position 4745: 0.1074500996671493
Position 13070: 0.09290208329336967
Position 13796: 0.08779530456939794
Position 6755: 0.07982152129394908
Position 13553: 0.07816900418135884
Position 315: 0.0759075847547121
Position 4757: 0.07044060831150488
Position 5294: 0.06721640254807106
Position 1721: 0.06627889632027639
Position 5448: 0.06035673775670511
Position 13420: 0.0537213102658708
Position 5988: 0.05229344406089871
Position 15892: 0.03567942127672761
Position 12422: 0.03562927924424485
Position 15088: 0.0337584538366675
Position 6277: 0.032556689695818736
Position 12048: 0.032385430568354946
Position 2566: 0.03174952244310048
Position 3771: 0.030620925606662453
Position 9037: 0.030182678836243024
Position 11274: 0.02949919945631545
Position 4780: 0.029009710369677855
Position 2521: 0.028397689580658154
Position 12202: 0.02757347942710061
Position 1646: 0.02584398959298645
Position 13898: 0.02398287438271453
Position 1542: 0.0225590309016837
Position 3464: 0.02170233267602543
Position 10791: 0.019094518920634285
Position 6720: 0.019085474758457864
Position 7980: 0.01851275328197659
Position 6212: 0.018423759298788905
Position 1207: 0.01784736694279962
Position 2475: 0.017377815411246236
Position 6829: 0.017073618707986453
Position 13127: 0.01670434997408657
Position 693: 0.01621656046665237
Position 626: 0.016155826813658448
Position 4574: 0.015407604087219199
Position 13075: 0.014979223626105499
Position 12079: 0.013782694502479306
Position 590: 0.013335057782402822
Position 11312: 0.013228909398966588
Position 11309: 0.012959317138275948
Position 2537: 0.012292538044819687
Position 4817: 0.011541686230800836
Position 2860: 0.011445059513091462
Position 3979: 0.011012525825235783
Position 14229: 0.01077768856024539
Position 16470: 0.010341683731189027
Position 6874: 0.010110627227901053
Position 6167: 0.009970104147967934
Position 7590: 0.009159770041054111
Position 98: 0.009018375037605197
Position 659: 0.008746154296794942
Position 9265: 0.008559636357384057
Position 4615: 0.008379686618115403
Position 15313: 0.00826216785288093
Position 15737: 0.007405323767661322
Position 121: 0.007328805510298304
Position 4836: 0.007313810791662993
Position 1546: 0.00724413237918283
Position 11256: 0.006804002212898012
Position 6791: 0.006280503821841395
Position 13447: 0.006227947777199704
Position 1252: 0.006188994032674665
Position 11453: 0.006065251111229901
Position 5333: 0.0054255553284064
Position 13656: 0.005071958242378514
Position 9289: 0.004955862706851543
Position 5268: 0.004702835639480756
Position 13622: 0.004551427068521846
Position 12296: 0.004549105023696147
Position 4591: 0.004364722712525798
Position 9082: 0.004127386407190685
Position 3783: 0.003966462902823647
Position 17141: 0.0029187872738669863
Position 12386: 0.0028848025739519577
Position 4796: 0.0028738277500979627
Position 11984: 0.0026457580029133673
Position 15680: 0.002551049775547053
Position 12860: 0.00249762552904464
Position 2185: 0.002496537474038862
Position 749: 0.002296136686418866
Position 348: 0.0021521460323297645
Position 1740: 0.002137696502248579
Position 11900: 0.0021024104698485627
Position 8047: 0.001860583025632963
Position 13180: 0.0018238391103296654
Position 6832: 0.0018203908528392732
Position 13444: 0.0018054754648346913
Position 5216: 0.0017380167869619613
Position 1142: 0.0016689284349017746
Position 14680: 0.001664408800465911
Position 10322: 0.0016226610965480739
Position 11876: 0.0015234727047186015
Position 9041: 0.0014978406922474751
Position 12225: 0.0014783192737176064
Position 8369: 0.001432835228338785
Position 12053: 0.00142519007960833
Position 2328: 0.001420613554973323
Position 2166: 0.0013900727796087617
Position 14519: 0.0013166969529620762
Position 3510: 0.0012922389269107801
Position 14075: 0.0012834930122261905
Position 15497: 0.0012660182678397767
Position 13640: 0.0012645558732315046
Position 151: 0.0012563570880917692
Position 14932: 0.0012523282268307508
Position 366: 0.0012492749539956254
Position 3565: 0.0012100534488998255
Position 6216: 0.0012000918629815084
Position 6133: 0.0011131222281107313
Position 15118: 0.00108177917195342
Position 1302: 0.0010670757782697139
Position 11704: 0.0009985282957016995
Position 2051: 0.0009281014442459048
Position 13166: 0.0008776302679576589
Position 13768: 0.0008508182974057476
Position 8104: 0.0008247314428098151
Position 13379: 0.0007945768619798574
Position 12390: 0.0007433141177086427
Position 4802: 0.0007265381440809871
Position 5352: 0.000723610707534611
Position 818: 0.000638636756370118
Position 763: 0.0006135054290259994
Position 4784: 0.0005720647191109451
Position 14204: 0.00055154739988741
Position 4793: 0.0005400975008428378
Position 5626: 0.0005212925302635478
Position 13253: 0.0005139825807798436
Position 12122: 0.0004825693591510383
Position 317: 0.00047273607585747305
Position 11928: 0.0004545595414715225
Position 269: 0.00035258128061048947
Position 11496: 0.0003356788375719132
Position 5862: 0.0003098249760253607
Position 13590: 0.0003080019769964528
Position 793: 0.00024390371771762604
Position 131: 0.00020919350999228076
Position 13115: 0.0001868049740654078
Position 594: 0.0001795781186311
