Gene = 3110040N11Rik
index = 44
Annotated 5SS: [ 124 1029 3402 6448]
Annotated 3SS: [ 901 3273 6339 6896]
SMsplice 5SS: [ 227 1029 3402 6448]
SMsplice 3SS: [ 901 3273 6339 6662]
top_k =  500
Partition function (log Z): -4.110251156319693

Sorted 5' Splice Sites (High to Low Probability):
Position 3402: 0.983304865465987
Position 1029: 0.9621791260775656
Position 6448: 0.5108830430464906
Position 227: 0.45442253540884886
Position 835: 0.247239567147177
Position 2550: 0.09610346703070433
Position 110: 0.06779844074137359
Position 344: 0.057940996339975785
Position 4139: 0.04939230748356235
Position 154: 0.04587982778115951
Position 51: 0.04561364906038283
Position 4277: 0.03691559703924919
Position 47: 0.027626101214009935
Position 2127: 0.025155023445393315
Position 55: 0.01428362341049069
Position 5412: 0.010000171991793374
Position 3191: 0.009724192486650194
Position 2996: 0.009506721616612776
Position 2765: 0.008414203295078259
Position 4273: 0.008327300085028801
Position 3818: 0.00700647922291626
Position 1744: 0.0060602541161185195
Position 3363: 0.00544763633820617
Position 2252: 0.005375970102974812
Position 271: 0.00525370543692615
Position 815: 0.004160228829304773
Position 221: 0.0036153895083089007
Position 6762: 0.003552314767144801
Position 1190: 0.0034007175231178643
Position 3350: 0.0031125751684997244
Position 2574: 0.0026913420400830803
Position 1977: 0.0025011303360162537
Position 2724: 0.0024997391810195804
Position 1920: 0.002336223723548409
Position 795: 0.0021088415472028657
Position 2692: 0.0020405046753272046
Position 759: 0.0020247345858235423
Position 3565: 0.0016222077465208376
Position 2653: 0.001617822461729002
Position 3424: 0.0014893510354931168
Position 4468: 0.0013631747331691556
Position 26: 0.0013485594562963827
Position 4740: 0.001239433790285022
Position 5327: 0.0012088004454686638
Position 3052: 0.0010854745988947547
Position 2787: 0.0010840789338500694
Position 6957: 0.000908034013512701
Position 1337: 0.0008418686017141492
Position 364: 0.0008133548913900042
Position 1046: 0.000719361398974263
Position 6210: 0.0007160030176277547
Position 1854: 0.000640568337974333
Position 1692: 0.0006239618347656711
Position 142: 0.0006064191479935469
Position 5829: 0.000585339260350321
Position 6738: 0.0005456975336701419
Position 1935: 0.0005117393689524269
Position 5571: 0.0005067134853388774
Position 4707: 0.0004647005856039668
Position 1128: 0.00045912568858696393
Position 1266: 0.0003601426166616808
Position 453: 0.0003572312268328112
Position 3169: 0.00033535402576448717
Position 243: 0.00030916158280251373
Position 348: 0.0002840624858307392
Position 2039: 0.00026920687239646016
Position 512: 0.00026184778962603047
Position 70: 0.00023971981089628453
Position 972: 0.00023408608907807583
Position 2118: 0.00022664449509808722
Position 324: 0.00021189864696918262
Position 824: 0.0001866444802533049
Position 2053: 0.000185673014099452
Position 1932: 0.00018237311556250406
Position 522: 0.0001726006970978854
Position 841: 0.00016949138583063935
Position 1505: 0.00016885434943235064
Position 595: 0.00015613618608685385
Position 662: 0.00012259488871811135
Position 2192: 0.00011820230147207111
Position 1073: 0.0001176543494462671
Position 434: 0.0001133984350648847
Position 781: 0.00010766493240738823
Position 1560: 9.621723431501686e-05
Position 1059: 9.562534117703182e-05
Position 428: 9.314499312540625e-05
Position 1566: 8.97638271323064e-05
Position 1917: 8.760133243681662e-05
Position 4018: 8.680208799615631e-05
Position 384: 7.984832138926481e-05
Position 798: 7.890290383277625e-05
Position 492: 7.566478386813567e-05
Position 3830: 7.377671733409556e-05
Position 679: 6.818434924621558e-05
Position 527: 6.514099435444483e-05
