Gene = Nosip
index = 760
Annotated 5SS: [   76 11109 11632 12232 13773 13973 14284 14474]
Annotated 3SS: [11033 11525 12149 13612 13853 14095 14364 14855]
SMsplice 5SS: [   76 11109 11632 12232 13773 13973 14284 14474]
SMsplice 3SS: [11033 11525 12149 13612 13853 14095 14364 14855]
top_k =  500
Partition function (log Z): 16.031002756992446

Sorted 5' Splice Sites (High to Low Probability):
Position 14474: 0.9932763024283265
Position 11632: 0.9903936831644763
Position 14284: 0.944461004706942
Position 11109: 0.932287477055513
Position 13973: 0.8810349030560858
Position 76: 0.8560244527799699
Position 13773: 0.8244409269659497
Position 12232: 0.5183855596191079
Position 12226: 0.4583534275528069
Position 12015: 0.3709663168661356
Position 90: 0.13999168379088817
Position 13718: 0.12239524337004357
Position 3606: 0.11525512429955541
Position 314: 0.08916798496208564
Position 13386: 0.08745854788240584
Position 375: 0.08420340629203156
Position 3077: 0.06208167461551562
Position 4673: 0.05693203300191872
Position 3086: 0.055132789221626864
Position 11158: 0.047640565160028944
Position 14211: 0.03277256559237707
Position 9442: 0.032024735448575856
Position 13685: 0.01677598644632164
Position 15012: 0.01455712976741232
Position 12656: 0.009629635147590195
Position 13354: 0.008954338531779717
Position 11795: 0.0071246483109808035
Position 14980: 0.00570399887404972
Position 12025: 0.004357464894067672
Position 149: 0.0029403363512269
Position 12346: 0.0026496948107492244
Position 14263: 0.0026382961636045323
Position 11153: 0.0025741162928361156
Position 14008: 0.0025725342247185814
Position 3065: 0.0024385755407771836
Position 14152: 0.0021361212366766778
Position 11662: 0.002056549089830954
Position 3392: 0.002042210083645876
Position 11850: 0.0019822150663337756
Position 14222: 0.001692576822408318
Position 2588: 0.001552333554678915
Position 14945: 0.0013714615584027902
Position 793: 0.0013006449426472418
Position 3423: 0.0011823701077061871
Position 14231: 0.001104335377035232
Position 2058: 0.0010282272084923523
Position 12669: 0.0010222655093385811
Position 13796: 0.0010122595863542507
Position 11736: 0.0009705923059157015
Position 356: 0.0009618441029325412
Position 2066: 0.0009513341302827825
Position 14951: 0.000938964502626832
Position 12909: 0.000917718212875537
Position 3406: 0.0008478959430159008
Position 14288: 0.0008374411397791741
Position 14295: 0.0008080372342963062
Position 12544: 0.0007884238235293813
Position 12931: 0.0007607719625245813
Position 12712: 0.0007582115729440783
Position 11790: 0.0007331293890600278
Position 13202: 0.0007284284451954705
Position 12566: 0.0005838321467595624
Position 9679: 0.0005180392216189094
Position 12309: 0.00047542009799845353
Position 12291: 0.00044985408788427074
Position 6777: 0.0004336485202725658
Position 12725: 0.0004268619194878274
Position 12505: 0.00042240959880447026
Position 7457: 0.0004202832447107878
Position 1664: 0.00038009839609987614
Position 14192: 0.00034880031640656926
Position 3460: 0.00033247916961734794
Position 13044: 0.0003278762062116727
Position 110: 0.00031889098413461576
Position 15001: 0.00031549834994423434
Position 11931: 0.00029652107631684125
Position 14156: 0.00028746964263631384
Position 14012: 0.00026605959470129127
Position 11627: 0.0002606194499330195
Position 11957: 0.0002076631924837369
Position 12552: 0.00020693571033406302
Position 13032: 0.0002048932963951341
Position 12306: 0.00018847995802703026
Position 15079: 0.00018003848442779666
Position 12165: 0.00016786630239379338
Position 13801: 0.00014277650388385825
Position 13986: 0.00013292958690553288
Position 13550: 0.000107611789008863
Position 11823: 8.401051022129737e-05
Position 13142: 8.369079740140499e-05
Position 102: 7.485317935304274e-05
Position 13276: 7.0487355681474e-05
Position 12738: 6.671432120644126e-05
Position 12075: 6.295964418699627e-05
Position 11865: 5.964072139309697e-05
Position 15014: 5.781410379813279e-05
Position 11852: 5.6638489863612174e-05
Position 11668: 5.2902487965875066e-05
Position 11595: 4.447727228574911e-05
Position 14478: 4.4066113194129804e-05
Position 97: 3.690728857187858e-05
Position 13825: 3.6125702965338795e-05
Position 14318: 3.14805219557494e-05
Position 11624: 2.842045144877813e-05
Position 14277: 2.7608427379775067e-05
