Gene = Il11
index = 567
Annotated 5SS: [ 162 1817 2012 2264]
Annotated 3SS: [1643 1924 2101 4403]
SMsplice 5SS: [ 162 1817 2012 2264]
SMsplice 3SS: [1643 1909 2101 4403]
top_k =  500
Partition function (log Z): 2.655682549406555

Sorted 5' Splice Sites (High to Low Probability):
Position 2012: 0.9992427517888862
Position 1817: 0.993457511113775
Position 2264: 0.8053306401533811
Position 162: 0.7763796070983111
Position 2914: 0.4297892961502872
Position 873: 0.19660808859942744
Position 184: 0.11361196834039428
Position 1541: 0.06880145766353025
Position 3005: 0.05197487600794962
Position 570: 0.0459914749741576
Position 2178: 0.024108657549890295
Position 402: 0.022160631238028132
Position 1278: 0.00862880381291362
Position 4731: 0.004479403282869578
Position 4038: 0.003928910385852836
Position 845: 0.0037420742507698924
Position 1474: 0.00344070489291949
Position 883: 0.0032315351423522834
Position 421: 0.0024591448015813993
Position 3857: 0.0013621874232930024
Position 971: 0.0013314624677083573
Position 755: 0.0011155121573022929
Position 623: 0.0009896312156591452
Position 93: 0.0008455169876857613
Position 2333: 0.0007765414309144159
Position 197: 0.0007340990740417135
Position 166: 0.0007208579998821009
Position 2214: 0.000700997050880003
Position 3825: 0.000665916094218995
Position 2250: 0.0006353193906872001
Position 3576: 0.0005126033939980705
Position 300: 0.0004396886440581364
Position 4230: 0.0003493891506050158
Position 1165: 0.00026708524456915233
Position 433: 0.00024252526856666375
Position 2573: 0.00023533140541671872
Position 4641: 0.00022869493518514578
Position 2679: 0.0002237891870601699
Position 147: 0.00020364040143850228
Position 2879: 0.00019563003650398974
Position 488: 0.00014186734407401066
Position 2181: 0.00012891134062558568
Position 244: 0.00011381590809429644
Position 1301: 0.00011227487437119601
Position 176: 0.00010416570723309976
Position 1479: 0.00010409236529778729
Position 1727: 8.708399016663437e-05
Position 309: 8.585064733653019e-05
Position 1404: 7.812688912414123e-05
Position 68: 7.283214449591736e-05
Position 2156: 7.085070983275769e-05
Position 699: 6.967586180017702e-05
Position 1763: 5.013549830307717e-05
Position 1056: 4.780320866030125e-05
Position 1644: 4.604711646329559e-05
Position 2109: 4.373177292972443e-05
Position 981: 2.4154114765407318e-05
Position 480: 2.0379363548702718e-05
Position 170: 1.9788274140521374e-05
Position 2546: 1.779715953351359e-05
Position 2372: 1.6165611383463626e-05
Position 973: 1.4829527084873084e-05
Position 943: 1.3887774166625145e-05
Position 1853: 6.1183101342100515e-06
Position 1667: 5.840701958725517e-06
Position 1664: 4.941615959857122e-06
Position 1658: 4.069471175812758e-06
Position 1691: 3.4427388468491118e-06
Position 1694: 1.1469208045588447e-06
Position 1650: 1.1190993742446245e-06
Position 975: 4.912297282432168e-07
Position 993: 3.1446014805081184e-07
Position 2129: 2.59389532342817e-07
Position 983: 2.0056145109641788e-07
Position 1012: 1.8451225218513365e-07
Position 2073: 1.6677861499313334e-07
Position 2172: 1.1290632834196309e-07
Position 2111: 1.0802886653835523e-07
Position 281: 1.0734030269453421e-07
Position 2140: 1.0283626949690703e-07
Position 701: 8.645188204258203e-08
Position 2066: 6.2839222760931e-08
Position 315: 6.084492676301197e-08
Position 1956: 4.986654912040054e-08
Position 2064: 4.438517722777068e-08
Position 2362: 2.9588830486535553e-08
Position 223: 2.7209113395408385e-08
Position 2384: 3.3923081133965815e-10
Position 437: 3.275993779834158e-10
Position 2081: 7.2177879818029754e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1643: 0.9838776019294456
Position 2101: 0.8893891280985974
Position 4403: 0.6691678476901664
Position 1909: 0.5588324033017268
Position 1924: 0.42288055288618015
Position 2789: 0.3651918827715586
Position 2765: 0.11429630761536316
Position 752: 0.10962072534242914
Position 3976: 0.033709164533640985
Position 4427: 0.03275304342918543
Position 1396: 0.022903925443379426
Position 1432: 0.021662162928400047
Position 4864: 0.02017060695969891
Position 4324: 0.019192420152343494
Position 2177: 0.018136875945622282
Position 754: 0.016471396361518956
Position 5370: 0.011394367417086746
Position 840: 0.011262119397404154
Position 1470: 0.011213112396569648
Position 5725: 0.011100165171406025
Position 476: 0.010979589298718588
Position 1106: 0.010744895802000847
Position 4036: 0.010448708728834011
Position 2733: 0.010103776384922308
Position 1926: 0.010053849543789142
Position 1361: 0.008954455926317825
Position 1712: 0.008526177804435726
Position 4509: 0.008295624757001832
Position 486: 0.007918361209521947
Position 4473: 0.0073272636094597375
Position 2891: 0.007280514545505635
Position 804: 0.006967355333114691
Position 5698: 0.006345230743594475
Position 3705: 0.005079294469924908
Position 5761: 0.004570404603604925
Position 1928: 0.0044805389386522
Position 3286: 0.00440173496658329
Position 3708: 0.004232016165140948
Position 2360: 0.003779679527463505
Position 4378: 0.003717070144735905
Position 782: 0.0036791693747088715
Position 4128: 0.003441497645628118
Position 2871: 0.0033126749709185485
Position 2806: 0.0031469910225425
Position 2121: 0.0031024962116754555
Position 3478: 0.003060105925232505
Position 3407: 0.002887161432855893
Position 3143: 0.002721905702384976
Position 4617: 0.0025951767343644094
Position 3199: 0.0025124647423332273
Position 2452: 0.002449979504154188
Position 2404: 0.0024333377946231583
Position 5207: 0.0023103936844487286
Position 2772: 0.0020124315771252823
Position 4965: 0.0018970961170342463
Position 1292: 0.0018469515115461846
Position 2663: 0.0018248704749745661
Position 767: 0.0016343134578393516
Position 4431: 0.0016267155176735376
Position 2356: 0.0015470015631408602
Position 5541: 0.001513621896669747
Position 1402: 0.0014999925705845743
Position 4562: 0.0014845701780172211
Position 3032: 0.001454472736119289
Position 4364: 0.0012798509154029161
Position 3710: 0.0012660479359826663
Position 3223: 0.0011586472054581384
Position 1438: 0.001146601156041181
Position 1736: 0.001080790108907619
Position 1327: 0.0010529292825205555
Position 2194: 0.001037695024951145
Position 2375: 0.0010049186040785216
Position 867: 0.0009973673847943035
Position 2563: 0.0009907570855551744
Position 2995: 0.0008655774627498846
Position 2257: 0.0008396154276543166
Position 3886: 0.0007949978280198449
Position 3743: 0.0006754905684265312
Position 2812: 0.0006618502242682252
Position 1883: 0.000650448241092453
Position 5472: 0.0006146862805962573
Position 429: 0.0005897349625177556
Position 2517: 0.0005420648423259694
Position 1685: 0.0005366832942115754
Position 5404: 0.0005190809503670007
Position 3171: 0.0005083922498214943
Position 4263: 0.0005080824598826189
Position 3660: 0.00048326253470845366
Position 3848: 0.00043605264158564375
Position 4916: 0.00042537961218354575
Position 2607: 0.0004229154693702699
Position 2976: 0.0004185933757089496
Position 1689: 0.0003702809249844749
Position 791: 0.00035137137048281793
Position 3387: 0.0003358971132233057
Position 1298: 0.0002480132018462879
Position 3306: 0.00024305454031170405
Position 3293: 0.00023802848374808498
Position 1890: 0.00021895214772980366
Position 3259: 0.00021606380872782495
Position 2973: 0.00021282744043656402
Position 3252: 0.00020620086847747692
Position 1940: 0.0001861498261586691
Position 1333: 0.00018533933395785583
Position 1605: 0.00018457081539263807
Position 514: 0.0001825726591879965
Position 454: 0.0001763612881454495
Position 1748: 0.0001733071513346972
Position 4704: 0.00016855250980612197
Position 285: 0.0001516150418288933
Position 2689: 0.00014501993720651642
Position 794: 0.00014500095746736714
Position 2132: 0.00014134079978494183
Position 1568: 0.00013605825670185003
Position 1691: 0.00012802773047586164
Position 2818: 0.000124127306406101
Position 2750: 0.0001126290205081658
Position 3800: 0.00010776799897623377
Position 1727: 9.399930238818261e-05
Position 2409: 9.297881074141373e-05
Position 1445: 9.13041551741246e-05
Position 2493: 8.863579835905467e-05
Position 3612: 8.616641131346369e-05
Position 812: 8.265939974969794e-05
Position 448: 8.141015240364248e-05
Position 2826: 6.824211165029909e-05
Position 872: 6.337634126195532e-05
Position 712: 6.0304326636099804e-05
Position 2466: 5.5232096635167996e-05
Position 2207: 5.431508230425509e-05
Position 1790: 5.38619983184896e-05
Position 291: 5.163779879699237e-05
Position 2950: 5.0586244282131585e-05
Position 545: 4.542133375054917e-05
Position 2612: 4.435511003145031e-05
Position 253: 4.399002341502066e-05
Position 437: 4.017550687181167e-05
Position 579: 3.4729447707523045e-05
Position 242: 2.521436002832906e-05
Position 500: 2.4060402012753328e-05
Position 906: 2.3350408469314008e-05
Position 1133: 2.0652433870123956e-05
Position 664: 2.043940805865684e-05
Position 1956: 1.944530513850471e-05
Position 615: 1.8928869972239595e-05
Position 558: 1.773711774604429e-05
Position 634: 1.6013406077051333e-05
Position 295: 1.592795138673475e-05
Position 857: 1.4759935911858782e-05
Position 504: 1.366904754664934e-05
Position 1888: 1.3375749816513356e-05
Position 300: 1.3172131630018754e-05
Position 1674: 1.185393037255506e-05
Position 1986: 9.663317402247464e-06
Position 1611: 5.48492983661321e-06
Position 2849: 5.404702985639749e-06
Position 1949: 4.793730910979076e-06
Position 2746: 3.762389041738679e-06
Position 521: 3.2809248061963518e-06
Position 2209: 3.2382260365894792e-06
Position 1520: 2.719221670459383e-06
